Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,58",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/VP,"0,17",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT,"0,48",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT *,"-7,56",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PSR,"0,04",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,02",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LPA,"-1,29",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VPA,"4,30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação,"1,54",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"-0,10",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ativo por ação,"44,02",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"16,74",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Margem bruta,"20,46%","10,67%","-12,72%","-11,09%","8,53%","1,81%","-17,07%","-2,39%","-1,59%","4,62%","2,54%","16,01%","15,04%","15,25%","13,37%","15,62%","18,55%"
Margem líquida,"-7,69%","-37,86%","191,79%","-67,74%","-13,00%","-22,72%","-48,96%","-16,42%","-22,72%","-3,83%","-9,47%","2,80%","2,86%","1,39%","0,79%","4,55%","6,06%"
Margem EBIT,"9,22%","-14,31%","-71,71%","-47,73%","-10,74%","-15,64%","-29,80%","-3,96%","-13,65%","-6,88%","-7,32%","6,93%","5,43%","4,47%","3,50%","7,43%","10,23%"
Margem EBIT *,"-0,59%","-13,81%","-48,20%","-26,30%","-2,12%","-9,50%","-30,30%","-13,23%","-12,62%","-7,53%","-9,91%","6,25%","5,88%","6,37%","4,64%","8,44%","10,85%"
Margem EBITDA,"13,15%","1,97%","-39,07%","-31,07%","-0,28%","-2,66%","-18,20%","0,94%","-8,47%","1,59%","1,06%","11,96%","11,15%","10,16%","8,88%","12,52%","15,62%"
Margem EBITDA *,"3,34%","2,47%","-15,56%","-9,64%","8,34%","3,49%","-18,70%","-8,33%","-7,43%","0,94%","-1,53%","11,28%","11,61%","12,06%","10,02%","13,54%","16,24%"
Margem operacional,"-6,75%","-27,88%","179,88%","-67,74%","-18,65%","-23,96%","-45,21%","-8,21%","-8,22%","-15,49%","-14,95%","4,21%","2,64%","2,19%","1,99%","7,53%","9,52%"
ROE,"-29,91%","-94,30%","203,41%","151,78%","-88,18%","-128,42%","255,17%","-267,80%","89,46%","178,24%","-132,86%","24,42%","23,64%","9,97%","4,67%","25,91%","32,48%"
ROA,"-0,03","-0,13","0,41","-0,27","-0,08","-0,12","-0,33","-0,16","-0,24","-0,04","-0,09","0,04","0,04","0,02","0,01","0,08","0,12"
ROIC,"3,90%","-5,26%","-16,18%","-24,05%","-7,14%","-9,65%","-23,28%","-4,80%","-18,04%","-8,66%","-9,01%","11,40%","9,60%","8,23%","5,27%","19,62%","34,72%"
ROIC *,"-0,25%","-5,08%","-10,88%","-13,25%","-1,41%","-5,86%","-23,67%","-16,06%","-16,67%","-9,48%","-12,20%","10,28%","10,40%","11,74%","6,99%","22,31%","36,83%"
Giro do ativo,"0,38","0,34","0,21","0,39","0,59","0,53","0,67","1,00","1,04","0,94","0,91","1,30","1,37","1,46","1,12","1,74","2,02"
EBIT *,-3 mi,-52 mi,-149 mi,-177 mi,-23 mi,-90 mi,-262 mi,-180 mi,-215 mi,-154 mi,-238 mi,215 mi,212 mi,230 mi,137 mi,202 mi,234 mi
EBITDA,58 mi,7 mi,-121 mi,-209 mi,-3 mi,-26 mi,-158 mi,12 mi,-145 mi,32 mi,25 mi,412 mi,403 mi,367 mi,262 mi,300 mi,337 mi
EBITDA *,14 mi,9 mi,-48 mi,-65 mi,87 mi,32 mi,-162 mi,-114 mi,-127 mi,19 mi,-37 mi,389 mi,419 mi,436 mi,296 mi,324 mi,350 mi
Liquidez corrente,"0,45","0,41","0,86","0,32","0,42","0,48","0,49","0,96","1,46","1,49","0,54","0,94","0,98","1,05","0,97","1,19","1,12"
Liquidez seca,"0,45","0,41","0,86","0,32","0,42","0,48","0,49","0,96","1,46","1,49","0,54","0,94","0,98","1,05","0,97","1,19","1,12"
Liquidez imediata,"0,05","0,18","0,15","0,08","0,03","0,08","0,13","0,25","0,49","0,53","0,23","0,37","0,41","0,43","0,47","0,77","0,79"
Dívida bruta,247 mi,220 mi,228 mi,394 mi,332 mi,314 mi,446 mi,149 mi,1.219 mi,1.432 mi,1.572 mi,1.413 mi,1.213 mi,1.103 mi,1.267 mi,387 mi,218 mi
Dívida líquida,145 mi,152 mi,168 mi,295 mi,305 mi,260 mi,388 mi,54 mi,1.012 mi,1.109 mi,1.202 mi,1.016 mi,823 mi,729 mi,713 mi,-1 mi,-140 mi
Capital de giro,-256 mi,-226 mi,-58 mi,-871 mi,-552 mi,-342 mi,-234 mi,-18 mi,192 mi,300 mi,-726 mi,-57 mi,-16 mi,43 mi,-30 mi,97 mi,54 mi
Endividamento geral,"923,31%","640,64%","398,04%","-669,19%","1.042,04%","966,03%","-882,27%","1.528,05%","-479,72%","-5.045,56%","1.435,71%","570,51%","502,08%","391,62%","431,47%","227,47%","165,59%"
