Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"26,75","35,42","-29,92","54,47","64,25","215,96","119,48","44,26","126,99","-88,38","-14,09",-,-,-,-,-,-,-
P/VP,"2,00","2,17","1,95","2,50","2,18","2,20","2,37","4,13","4,18","2,97","2,77",-,-,-,-,-,-,-
P/EBIT,"5,74","6,55","11,82","11,28","10,90","21,39","18,22","16,30","19,18","16,29","52,07",-,-,-,-,-,-,-
P/EBIT *,"4,85","5,37","5,04","11,21","12,50","20,63","19,65","16,28","18,59","16,30","51,72",-,-,-,-,-,-,-
PSR,"1,96","2,17","2,06","3,58","3,36","4,37","5,10","4,86","5,10","3,88","3,47",-,-,-,-,-,-,-
P/Ativos,"0,52","0,56","0,57","0,80","0,72","0,67","0,77","1,05","1,24","0,88","0,65",-,-,-,-,-,-,-
LPA,"0,56","0,46","-0,52","0,39","0,28","0,08","0,16","0,42","0,14","-0,14","-0,57",-,-,-,-,-,-,-
VPA,"7,48","7,45","7,92","8,43","8,17","7,96","8,06","4,49","4,32","4,17","2,91",-,-,-,-,-,-,-
EBIT por ação,"2,61","2,46","1,31","1,87","1,63","0,82","1,05","1,14","0,94","0,76","0,15",-,-,-,-,-,-,-
EBIT por ação *,"3,09","3,01","3,06","1,88","1,42","0,85","0,97","1,14","0,97","0,76","0,16",-,-,-,-,-,-,-
Ativo por ação,"28,90","28,93","27,22","26,49","24,72","25,92","24,70","17,66","14,60","14,11","12,39",-,-,-,-,-,-,-
Receita líquida por ação,"7,62","7,45","7,50","5,88","5,29","4,00","3,75","3,81","3,54","3,20","2,32",-,-,-,-,-,-,-
Margem bruta,"45,56%","45,39%","45,94%","37,48%","31,97%","28,06%","32,22%","34,98%","32,18%","29,02%","12,53%","16,59%","18,70%","38,06%","41,56%","40,88%","44,17%","35,57%"
Margem líquida,"7,48%","6,25%","-6,81%","6,60%","5,22%","2,09%","4,37%","11,09%","4,15%","-4,35%","-24,41%","-28,70%","-55,04%","-0,19%","7,39%","7,92%","8,93%","1,41%"
Margem EBIT,"34,22%","33,07%","17,43%","31,77%","30,85%","20,43%","27,97%","29,82%","26,59%","23,80%","6,67%","-0,44%","-19,89%","30,19%","36,64%","36,21%","37,11%","25,55%"
Margem EBIT *,"40,55%","40,37%","40,84%","31,99%","26,90%","21,18%","25,94%","29,85%","27,42%","23,79%","6,72%","9,27%","11,18%","32,05%","36,57%","35,35%","37,64%","30,58%"
Margem EBITDA,"42,28%","49,05%","33,96%","51,66%","50,84%","45,03%","52,60%","54,03%","49,23%","46,37%","36,62%","25,01%","-4,72%","44,67%","49,03%","49,09%","49,75%","41,26%"
Margem EBITDA *,"48,60%","56,35%","57,37%","51,88%","46,88%","45,79%","50,57%","54,06%","50,07%","46,35%","36,67%","34,73%","26,35%","46,52%","48,96%","48,23%","50,27%","46,28%"
Margem operacional,"12,31%","11,23%","-1,07%","8,40%","7,19%","2,15%","6,81%","12,91%","8,22%","-4,20%","-27,03%","-31,04%","-55,02%","3,40%","8,72%","7,38%","7,58%","-8,69%"
ROE,"7,52%","6,16%","-6,36%","4,55%","3,34%","1,04%","1,99%","9,12%","3,29%","-3,22%","-18,55%","-52,96%","-93,84%","-0,16%","5,76%","6,15%","6,42%","0,97%"
ROA,"0,02","0,02","-0,02","0,01","0,01","0,00","0,01","0,02","0,01","-0,01","-0,05","-0,08","-0,13","-0,00","0,01","0,02","0,02","0,00"
ROIC,"10,25%","10,04%","5,87%","8,45%","8,03%","3,99%","5,21%","6,96%","6,60%","5,57%","1,30%","-0,13%","-5,52%","6,43%","8,35%","9,92%","10,02%","6,98%"
ROIC *,"12,14%","12,25%","13,76%","8,51%","7,00%","4,14%","4,83%","6,97%","6,80%","5,56%","1,30%","2,71%","3,10%","6,82%","8,34%","9,69%","10,16%","8,35%"
Giro do ativo,"0,26","0,26","0,28","0,22","0,21","0,15","0,15","0,22","0,24","0,23","0,19","0,27","0,23","0,18","0,19","0,22","0,22","0,20"
EBIT *,5.743 mi,5.589 mi,5.692 mi,3.498 mi,2.647 mi,1.575 mi,1.807 mi,2.115 mi,1.805 mi,1.414 mi,289 mi,384 mi,409 mi,1.083 mi,1.219 mi,1.121 mi,1.036 mi,755 mi
EBITDA,5.987 mi,6.792 mi,4.732 mi,5.650 mi,5.003 mi,3.350 mi,3.664 mi,3.829 mi,3.242 mi,2.757 mi,1.579 mi,1.037 mi,-174 mi,1.510 mi,1.635 mi,1.557 mi,1.369 mi,1.019 mi
EBITDA *,6.883 mi,7.803 mi,7.995 mi,5.674 mi,4.614 mi,3.406 mi,3.522 mi,3.831 mi,3.297 mi,2.756 mi,1.581 mi,1.440 mi,966 mi,1.573 mi,1.633 mi,1.530 mi,1.384 mi,1.143 mi
Liquidez corrente,"1,37","1,57","1,63","1,87","1,71","2,79","2,34","1,63","1,65","1,25","0,68","0,40","0,29","1,30","1,48","1,53","1,59","1,93"
Liquidez seca,"1,33","1,53","1,59","1,83","1,67","2,74","2,29","1,55","1,54","1,17","0,59","0,33","0,28","1,25","1,42","1,46","1,53","1,89"
Liquidez imediata,"0,90","1,14","1,12","1,32","1,30","2,13","1,60","0,65","0,06","0,05","0,08","0,01","0,15","0,85","1,01","1,08","1,16","1,55"
