Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"1,02 B","1,06 B","1,14 B","1,16 B","1,19 B","1,22 B","1,39 B","1,48 B","1,49 B","1,53 B","1,56 B","1,52 B","1,52 B","1,50 B","1,53 B","1,54 B","1,52 B","1,73 B","1,76 B","1,64 B","1,73 B","1,69 B","1,73 B","1,75 B","1,80 B","1,70 B","1,69 B","1,63 B","2,97 B","2,97 B","3,16 B","3,44 B","3,43 B","3,56 B","3,26 B","3,28 B","3,33 B","3,30 B","3,20 B","3,24 B","3,19 B","3,24 B","3,50 B","3,50 B","3,76 B","3,65 B","2,43 B","2,35 B","2,41 B","3,69 B","2,22 B","2,27 B","1,93 B","1,88 B","1,75 B","1,71 B","1,63 B","1,27 B","1,27 B","1,15 B","1,09 B","1,17 B","845,33 M"
Ativo circulante,"122,22 M","159,84 M","144,43 M","159,69 M","186,38 M","218,53 M","246,74 M","253,89 M","286,27 M","353,74 M","257,31 M","232,49 M","256,42 M","255,12 M","250,59 M","274,93 M","279,95 M","358,44 M","387,20 M","158,87 M","231,06 M","250,78 M","349,46 M","422,28 M","420,22 M","357,43 M","435,89 M","460,83 M","733,65 M","753,82 M","845,16 M","1,14 B","1,19 B","1,20 B","179,57 M","220,85 M","255,36 M","224,63 M","184,44 M","256,05 M","208,90 M","281,80 M","338,24 M","368,91 M","488,24 M","485,23 M","538,72 M","543,46 M","550,59 M","412,92 M","391,50 M","636,46 M","381,90 M","410,01 M","228,99 M","457,49 M","446,45 M","165,77 M","231,34 M","246,79 M","234,36 M","375,91 M","68,67 M"
Caixa e eq. de caixa,"48,59 M","79,36 M","72,25 M","86,12 M","115,71 M","144,99 M","91,89 M","108,15 M","101,97 M","92,53 M","94,30 M","106,31 M","134,58 M","127,04 M","160,31 M","195,35 M","45,27 M","269,29 M","311,43 M","47,99 M","162,29 M","113,49 M","251,60 M","271,02 M","335,69 M","197,65 M","278,05 M","289,35 M","567,75 M","383,96 M","460,66 M","562,98 M","108,17 M","108,65 M","87,91 M","89,81 M","40,20 M","59,77 M","83,91 M","124,68 M","47,13 M","111,24 M","175,32 M","222,30 M","194,63 M","178,05 M","317,98 M","186,19 M","308,94 M","171,46 M","116,13 M","315,91 M","222,87 M","252,68 M","167,47 M","397,53 M","401,11 M","121,68 M","190,61 M","214,63 M","195,18 M","334,05 M","12,14 M"
Aplicações financeiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,81 M","70,55 M","70,05 M","69,80 M","132,60 M","294,65 M","494,39 M",0,0,0,0,"14,09 M","13,05 M",0,0,0,0,"26,94 M","26,96 M","32,23 M","82,78 M","110,59 M","132,30 M","137,16 M","136,43 M","178,16 M","215,98 M","88,78 M","88,57 M",0,"12,89 M",0,0,0,0,0,0,0
Contas a receber,"59,44 M","66,66 M","59,16 M","60,75 M","57,97 M","60,80 M","58,60 M","65,50 M","61,43 M","65,29 M","95,97 M","61,39 M","58,75 M","63,12 M","65,87 M","66,63 M","70,58 M","76,82 M","62,48 M","60,82 M","64,63 M","72,19 M","64,09 M","113,86 M","51,22 M","56,16 M","56,85 M","74,82 M","70,04 M","78,46 M","70,54 M","67,23 M","75,26 M","81,37 M","75,06 M","76,08 M","75,69 M","85,54 M","87,15 M","110,86 M","80,40 M","90,60 M","82,48 M","83,08 M","79,37 M","84,88 M","90,33 M","91,80 M","86,70 M","88,97 M","80,31 M","93,31 M","61,43 M","60,18 M","54,86 M","40,40 M","40,74 M","40,00 M","37,19 M","29,18 M","36,80 M","39,29 M","26,27 M"
Estoques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"901,08 M","898,39 M","991,42 M","1,00 B","1,00 B","1,00 B","1,14 B","1,22 B","1,21 B","1,17 B","1,31 B","1,29 B","1,26 B","1,24 B","1,28 B","1,26 B","1,24 B","1,37 B","1,37 B","1,48 B","1,50 B","1,44 B","1,38 B","1,32 B","1,38 B","1,34 B","1,25 B","1,17 B","2,24 B","2,22 B","2,32 B","2,30 B","2,24 B","2,36 B","3,08 B","3,06 B","3,08 B","3,08 B","3,01 B","2,99 B","2,98 B","2,95 B","3,16 B","3,13 B","3,28 B","3,16 B","1,89 B","1,81 B","1,86 B","3,27 B","1,83 B","1,64 B","1,54 B","1,47 B","1,52 B","1,26 B","1,19 B","1,10 B","1,04 B","907,40 M","856,78 M","794,93 M","776,66 M"
Investimentos,"810,78 M","809,48 M","895,70 M","893,52 M","892,02 M","891,58 M","1,03 B","1,07 B","1,06 B","1,03 B","1,14 B","1,11 B","1,08 B","1,07 B","1,11 B","1,10 B","1,08 B","1,21 B","1,20 B","1,10 B","1,09 B","1,06 B","972,41 M","971,14 M","972,79 M","948,27 M","885,65 M","692,30 M","2,15 B","2,13 B","2,23 B","2,20 B","2,15 B","2,27 B","2,98 B","2,96 B","2,97 B","2,97 B","2,89 B","2,86 B","2,85 B","2,82 B","3,03 B","3,01 B","3,16 B","3,04 B","1,69 B","1,61 B","1,66 B","3,16 B","1,63 B","1,44 B","1,35 B","1,28 B","1,27 B","1,05 B","973,03 M","915,03 M","846,48 M","810,98 M","768,12 M","699,92 M","691,86 M"
Imobilizado,"30,65 M","29,45 M","29,23 M","28,95 M","28,34 M","28,41 M","28,82 M","28,81 M","28,13 M","27,78 M","26,99 M","26,68 M","26,90 M","26,70 M","26,50 M","26,64 M","26,08 M","26,37 M","26,20 M","23,81 M","17,06 M","19,32 M","17,95 M","17,97 M","18,09 M","18,13 M","5,50 M","3,69 M","3,90 M","4,16 M","3,22 M","3,23 M","4,16 M","4,41 M","7,70 M","8,03 M","13,35 M","15,26 M","30,54 M","31,03 M","31,06 M","31,08 M","33,46 M","31,36 M","28,89 M","30,35 M","73,80 M","73,77 M","79,52 M","36,61 M","76,55 M","73,50 M","71,36 M","67,82 M","64,41 M","34,95 M","35,91 M","28,73 M","25,52 M","23,04 M","20,43 M","18,07 M","14,64 M"
