Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"0,26","-0,01","0,23","-0,35","-0,21","-0,20","-2,19","-0,21","0,73","1,21","-0,20","-0,98","-2,51","-5,54","-12,58","-38,36","21,26"
P/VP,"-0,00","-0,01","-0,03","-0,04","-0,07","-0,20","17,17","1,96","0,15","0,23","0,14","0,19","0,21","2,06","1,43","1,17","1,36"
P/EBIT,"-0,49","-0,12","0,41","0,63","1,06","5,76","0,64","1,42","0,43","1,12","2,52","2,61","1,97","4,63","5,59","6,06","8,34"
P/EBIT *,"0,09","0,21","0,47","0,56","1,23","7,48","1,70","0,59","1,07","1,36","0,67","1,61","2,39","4,95","6,27","6,36","9,58"
PSR,"0,03","0,06","0,13","0,20","0,41","1,02","0,54","0,35","0,73","0,86","0,42","0,96","1,45","2,76","3,48","3,75","5,16"
P/Ativos,"0,01","0,01","0,01","0,02","0,03","0,06","0,04","0,03","0,05","0,07","0,03","0,07","0,09","0,27","0,38","0,37","0,61"
LPA,"11,49","-422,69","48,30","-44,99","-132,97","-245,20","-17,79","-185,12","130,37","95,08","-286,17","-127,72","-65,54","-46,79","-19,70","-5,89","12,66"
VPA,"-783,79","-795,28","-372,59","-420,90","-375,91","-242,94","2,27","20,06","634,96","504,58","404,56","661,80","789,52","125,92","172,71","192,41","198,30"
EBIT por ação,"-6,02","-51,73","26,91","24,88","26,10","8,42","60,71","27,63","222,14","102,49","22,88","47,84","83,53","55,99","44,32","37,27","32,27"
EBIT por ação *,"33,32","28,21","23,37","27,89","22,37","6,48","22,87","66,11","89,61","84,69","86,55","77,64","68,81","52,39","39,51","35,48","28,09"
Ativo por ação,"548,65","632,40","791,77","776,04","894,92","877,96","881,09","1.541,27","1.845,90","1.711,02","1.677,54","1.890,30","1.911,83","974,58","658,07","607,04","438,28"
Receita líquida por ação,"98,61","93,58","83,32","79,90","67,70","47,59","72,18","111,79","130,80","134,40","136,27","130,18","113,84","94,01","71,21","60,22","52,14"
Margem bruta,"67,57%","67,40%","68,88%","70,12%","73,20%","66,49%","73,81%","87,05%","88,93%","85,72%","86,18%","85,47%","85,95%","79,35%","79,57%","78,45%","75,41%"
