Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem líquida,"11,66%","-451,69%","57,97%","-56,30%","-196,40%","-515,29%","-24,65%","-165,59%","99,67%","70,74%","-210,00%","-98,11%","-57,57%","-49,76%","-27,67%","-9,78%","24,29%"
Margem EBIT,"-6,10%","-55,28%","32,29%","31,14%","38,55%","17,69%","84,12%","24,72%","169,83%","76,26%","16,79%","36,75%","73,38%","59,55%","62,25%","61,89%","61,90%"
Margem EBIT *,"33,79%","30,15%","28,04%","34,91%","33,04%","13,63%","31,68%","59,13%","68,51%","63,01%","63,51%","59,64%","60,45%","55,73%","55,48%","58,92%","53,88%"
Margem EBITDA,"-4,60%","-54,10%","33,59%","33,09%","40,88%","20,30%","85,99%","26,42%","171,68%","78,62%","19,19%","39,47%","76,30%","68,28%","71,32%","70,35%","71,97%"
Margem EBITDA *,"35,28%","31,33%","29,34%","36,86%","35,37%","16,24%","33,56%","60,84%","70,36%","65,37%","65,91%","62,36%","63,36%","64,45%","64,55%","67,38%","63,95%"
Margem operacional,"-12,44%","-446,46%","3,25%","-46,88%","-181,50%","-450,46%","-19,49%","-134,94%","68,60%","83,28%","-194,11%","-85,96%","-41,15%","-37,58%","-16,57%","-1,05%","38,70%"
ROE,"-1,47%","53,15%","-12,96%","10,69%","35,37%","100,93%","-784,99%","-923,01%","20,53%","18,84%","-70,74%","-19,30%","-8,30%","-37,16%","-11,41%","-3,06%","6,39%"
ROA,"0,02","-0,67","0,06","-0,06","-0,15","-0,28","-0,02","-0,12","0,07","0,06","-0,17","-0,07","-0,03","-0,05","-0,03","-0,01","0,03"
ROIC,"-1,20%","-9,39%","3,66%","3,52%","3,48%","1,04%","8,26%","2,18%","12,46%","6,16%","1,42%","2,75%","4,88%","7,07%","7,57%","8,63%","7,51%"
ROIC *,"6,66%","5,12%","3,18%","3,95%","2,98%","0,80%","3,11%","5,21%","5,03%","5,09%","5,38%","4,46%","4,02%","6,61%","6,74%","8,22%","6,54%"
Giro do ativo,"0,18","0,15","0,11","0,10","0,08","0,05","0,08","0,07","0,07","0,08","0,08","0,07","0,06","0,10","0,11","0,10","0,12"
EBIT *,64 mi,54 mi,45 mi,53 mi,43 mi,12 mi,44 mi,127 mi,172 mi,163 mi,166 mi,149 mi,132 mi,101 mi,76 mi,68 mi,54 mi
EBITDA,-9 mi,-98 mi,53 mi,51 mi,53 mi,18 mi,119 mi,56 mi,433 mi,203 mi,50 mi,99 mi,167 mi,123 mi,97 mi,81 mi,72 mi
EBITDA *,67 mi,56 mi,47 mi,56 mi,46 mi,14 mi,46 mi,131 mi,177 mi,169 mi,173 mi,156 mi,139 mi,116 mi,88 mi,78 mi,64 mi
Liquidez corrente,"0,59","1,13","1,49","0,91","1,18","0,90","1,54","0,66","4,73","0,66","0,87","1,69","0,88","2,51","1,49","2,18","0,46"
Liquidez seca,"0,59","1,13","1,49","0,91","1,18","0,90","1,54","0,66","4,73","0,66","0,87","1,69","0,88","2,51","1,49","2,18","0,46"
Liquidez imediata,"0,29","0,75","0,39","0,45","0,88","0,41","0,85","0,34","0,43","0,17","0,34","0,62","0,37","1,55","1,09","1,94","0,08"
Dívida bruta,2.227 mi,2.403 mi,1.818 mi,1.802 mi,1.939 mi,1.728 mi,1.286 mi,1.238 mi,1.306 mi,1.216 mi,1.519 mi,1.343 mi,1.198 mi,958 mi,472 mi,347 mi,68 mi
Dívida líquida,2.148 mi,2.258 mi,1.725 mi,1.675 mi,1.670 mi,1.615 mi,1.017 mi,721 mi,1.197 mi,1.143 mi,1.408 mi,1.082 mi,890 mi,616 mi,350 mi,13 mi,56 mi
Capital de giro,-111 mi,24 mi,116 mi,-27 mi,53 mi,-27 mi,124 mi,-391 mi,943 mi,-118 mi,-43 mi,197 mi,-55 mi,246 mi,54 mi,203 mi,-82 mi
Endividamento geral,"-170,00%","-179,52%","-312,50%","-284,38%","-338,07%","-461,39%","38.779,46%","7.584,93%","190,71%","239,10%","314,66%","185,63%","142,15%","673,96%","281,03%","215,49%","121,02%"
