Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-1,09","1,16","-8,59","-4,80","-8,62","-199,62","-114,37","-2,08","-10,35","-3.600,26","-1.381,20","-2.381,66","-5.880,54","-4.102,42","-1.167,93","-9.868,09","-8.213,39"
P/VP,"-0,07","-0,24","-0,37","-0,24","-0,45","-0,97","-0,27","-0,08","-0,30","-305,50","-333,83","-381,53","-655,25","-462,11","-387,81","-829,43","-996,09"
P/EBIT,"-2,64","1,19","1.508,04","8,05","-85,88","68,57","12,58","-6,65","-79,17","-16.335,90","-88.483,11","-5.705,34","-6.210,75","-4.808,56","-1.743,15","-2.207.162,00","-148.645,60"
P/EBIT *,"-2,64","-70,47","-246,21","-143,51","-62,41","-195,86","-43,38","-6,12","-17,49","-13.225,34","-13.124,85","-3.501,65","-5.609,53","-3.842,10","-1.563,57","-27.384,14","-22.058,25"
PSR,"4,88","16,43","24,09","23,43","33,36","83,11","27,79","11,50","70,08",--,--,--,--,--,--,--,--
P/Ativos,"0,71","2,12","3,12","2,08","3,75","7,85","2,25","0,65","2,48","2.548,52","2.415,43","2.015,67","2.033,71","1.237,22","922,40","1.351,32","1.331,80"
LPA,"-1,85","5,42","-1,06","-1,19","-1,16","-0,10","-0,05","-0,77","-0,58","-1,67","-4,34","-2,18","-1,28","-1,15","-3,00","-0,51","-0,67"
VPA,"-27,80","-25,95","-24,55","-23,49","-22,30","-21,14","-21,04","-20,99","-20,22","-19,64","-17,97","-13,63","-11,45","-10,17","-9,03","-6,03","-5,52"
EBIT por ação,"-0,77","5,30","0,01","0,71","-0,12","0,30","0,45","-0,24","-0,08","-0,37","-0,07","-0,91","-1,21","-0,98","-2,01","-0,00","-0,04"
EBIT por ação *,"-0,77","-0,09","-0,04","-0,04","-0,16","-0,10","-0,13","-0,26","-0,34","-0,45","-0,46","-1,49","-1,34","-1,22","-2,24","-0,18","-0,25"
Ativo por ação,"2,86","2,98","2,92","2,74","2,67","2,60","2,53","2,46","2,41","2,35","2,48","2,58","3,69","3,80","3,79","3,70","4,13"
Receita líquida por ação,"0,41","0,38","0,38","0,24","0,30","0,25","0,21","0,14","0,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Margem bruta,"90,78%","90,86%","90,97%","90,81%","90,73%","90,77%","90,72%","90,77%","90,81%",--%,--%,--%,--%,--%,--%,--%,--%
Margem líquida,"-446,01%","1.414,45%","-280,55%","-488,33%","-386,85%","-41,64%","-24,30%","-552,44%","-677,03%",--%,--%,--%,--%,--%,--%,--%,--%
Margem EBIT,"-184,80%","1.382,47%","1,60%","291,00%","-38,84%","121,22%","220,99%","-173,07%","-88,52%",--%,--%,--%,--%,--%,--%,--%,--%
Margem EBIT *,"-184,91%","-23,32%","-9,78%","-16,33%","-53,45%","-42,44%","-64,06%","-187,95%","-400,71%",--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA,"-184,80%","1.382,47%","1,60%","291,00%","-38,84%","121,22%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,"-184,91%","-23,32%","-9,78%","-16,33%","-53,45%","-42,44%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,"-446,01%","1.034,30%","-280,55%","-488,33%","-386,85%","-41,64%","-24,30%","-552,44%","-677,03%",--%,--%,--%,--%,--%,--%,--%,--%
ROE,"6,65%","-20,90%","4,32%","5,06%","5,20%","0,48%","0,24%","3,66%","2,86%","8,49%","24,17%","16,02%","11,14%","11,26%","33,20%","8,41%","12,13%"
ROA,"-0,65","1,82","-0,36","-0,43","-0,43","-0,04","-0,02","-0,31","-0,24","-0,71","-1,75","-0,85","-0,35","-0,30","-0,79","-0,14","-0,16"
ROIC,"-27,13%","179,84%","0,21%","26,38%","-4,48%","11,59%","18,25%","-10,09%","-3,21%","-15,73%","-2,77%","-37,22%","-33,02%","-26,32%","-54,68%","-0,06%","-0,92%"
ROIC *,"-27,14%","-3,03%","-1,29%","-1,48%","-6,17%","-4,06%","-5,29%","-10,96%","-14,55%","-19,43%","-18,71%","-60,64%","-36,56%","-32,94%","-60,96%","-5,15%","-6,20%"
Giro do ativo,"0,14","0,13","0,13","0,09","0,11","0,09","0,08","0,06","0,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
EBIT *,-6 mi,-1 mi,-1 mi,-1 mi,-2 mi,-1 mi,-1 mi,-2 mi,-3 mi,-4 mi,-4 mi,-10 mi,-9 mi,-9 mi,-15 mi,-2 mi,-2 mi
EBITDA,-6 mi,35 mi,0 mi,4 mi,-1 mi,1 mi,--,--,--,--,--,--,--,--,--,--,--
