Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBIT *,"14,02%","14,62%","17,98%","20,36%","17,16%","17,84%","18,45%","19,65%","16,40%","14,80%","17,55%","23,94%","30,47%","26,38%","26,02%","29,96%","30,54%","32,09%"
Margem EBITDA,"18,84%","19,38%","28,26%","23,08%","19,93%","23,78%","22,58%","16,35%","15,02%","16,08%","14,06%","25,32%","32,66%","35,46%","29,98%","33,56%","32,80%","37,73%"
Margem EBITDA *,"17,47%","18,20%","21,44%","23,82%","20,59%","20,96%","22,37%","23,41%","20,22%","18,71%","22,00%","27,76%","34,57%","32,01%","31,41%","36,20%","37,00%","39,45%"
Margem operacional,"12,70%","13,27%","23,50%","18,59%","11,96%","13,96%","15,07%","17,93%","8,88%","7,58%","1,96%","15,37%","22,92%","27,72%","36,10%","21,16%","20,38%","27,45%"
ROE,"16,75%","17,14%","26,00%","23,39%","18,80%","19,28%","16,39%","19,84%","10,93%","6,99%","2,59%","19,01%","27,80%","24,56%","36,98%","20,57%","19,68%","19,76%"
ROA,"0,07","0,07","0,12","0,10","0,08","0,07","0,05","0,06","0,03","0,02","0,01","0,06","0,09","0,10","0,13","0,07","0,07","0,07"
ROIC,"10,56%","11,01%","18,12%","14,56%","11,93%","14,85%","10,08%","6,80%","4,42%","6,99%","4,74%","13,21%","17,71%","17,03%","12,11%","13,20%","12,52%","14,76%"
ROIC *,"9,62%","10,19%","13,14%","15,10%","12,41%","12,82%","9,97%","10,62%","6,47%","8,50%","8,65%","14,70%","18,89%","15,07%","12,82%","14,47%","14,51%","15,60%"
Giro do ativo,"0,64","0,64","0,67","0,67","0,64","0,65","0,47","0,50","0,37","0,51","0,45","0,54","0,56","0,49","0,43","0,43","0,41","0,40"
EBIT *,6.079 mi,6.249 mi,7.161 mi,7.501 mi,5.912 mi,6.001 mi,4.653 mi,5.008 mi,3.652 mi,3.213 mi,3.294 mi,5.235 mi,5.954 mi,3.858 mi,3.677 mi,4.717 mi,4.228 mi,3.901 mi
EBITDA,8.170 mi,8.283 mi,11.253 mi,8.504 mi,6.869 mi,8.000 mi,5.695 mi,4.168 mi,3.344 mi,3.492 mi,2.639 mi,5.537 mi,6.381 mi,5.186 mi,4.237 mi,5.285 mi,4.542 mi,4.586 mi
EBITDA *,7.575 mi,7.782 mi,8.537 mi,8.775 mi,7.094 mi,7.050 mi,5.642 mi,5.966 mi,4.501 mi,4.062 mi,4.129 mi,6.070 mi,6.755 mi,4.682 mi,4.441 mi,5.700 mi,5.123 mi,4.796 mi
Liquidez corrente,"0,93","1,00","0,86","0,91","1,20","1,21","1,59","1,30","1,19","0,99","0,72","0,72","0,65","1,13","0,69","0,70","1,26","0,84"
Liquidez seca,"0,93","1,00","0,86","0,91","1,20","1,21","1,59","1,30","1,19","0,98","0,72","0,71","0,64","1,12","0,68","0,70","1,26","0,83"
Liquidez imediata,"0,09","0,13","0,13","0,12","0,13","0,08","0,17","0,07","0,04","0,12","0,09","0,07","0,09","0,37","0,15","0,24","0,47","0,43"
Dívida bruta,19.610 mi,19.465 mi,12.279 mi,9.831 mi,10.579 mi,11.363 mi,15.020 mi,14.776 mi,14.771 mi,14.397 mi,15.179 mi,15.166 mi,13.508 mi,9.457 mi,10.415 mi,15.779 mi,13.226 mi,11.292 mi
Dívida líquida,17.817 mi,16.803 mi,10.023 mi,7.519 mi,7.394 mi,8.814 mi,9.979 mi,13.499 mi,13.177 mi,12.309 mi,13.169 mi,11.815 mi,11.627 mi,6.321 mi,7.839 mi,12.557 mi,9.924 mi,6.867 mi
Capital de giro,-1.062 mi,17 mi,-1.914 mi,-1.224 mi,2.260 mi,2.261 mi,5.765 mi,2.388 mi,4.402 mi,-125 mi,-3.162 mi,-3.698 mi,-3.569 mi,747 mi,-3.995 mi,-3.638 mi,1.682 mi,-1.663 mi
Endividamento geral,"135,95%","134,51%","118,12%","123,08%","146,39%","167,43%","209,45%","213,78%","275,52%","194,76%","224,99%","214,58%","210,15%","135,90%","181,99%","215,10%","192,40%","171,31%"
