Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Giro do ativo,"-0,00","0,00","0,42","0,71","0,74","0,80","0,45","0,00","0,00","0,01","0,01","0,00","1,75","1,77","2,05","1,76","1,99","1,99"
EBIT *,7 mi,0 mi,-1 mi,0 mi,20 mi,29 mi,14 mi,-6 mi,-11 mi,-12 mi,-20 mi,-9 mi,-43 mi,-7 mi,10 mi,7 mi,10 mi,-3 mi
EBITDA,12 mi,0 mi,0 mi,0 mi,44 mi,70 mi,24 mi,3 mi,9 mi,23 mi,135 mi,-71 mi,-34 mi,10 mi,22 mi,24 mi,-6 mi,-14 mi
EBITDA *,9 mi,0 mi,0 mi,0 mi,37 mi,45 mi,21 mi,-6 mi,-11 mi,-12 mi,-20 mi,-2 mi,-35 mi,2 mi,21 mi,18 mi,15 mi,0 mi
Liquidez corrente,"3,23","2,96","2,26","2,27","1,87","1,90","1,82","1,16","1,30","0,34","22,50","0,46","0,93","0,96","1,02","1,05","1,23","1,17"
Liquidez seca,"2,51","2,32","1,73","1,64","1,39","1,43","1,43","1,16","1,30","0,34","22,50","0,39","0,73","0,72","0,75","0,83","0,93","0,84"
Liquidez imediata,"0,54","0,63","0,72","0,32","0,26","0,51","0,40","0,78","0,78","0,04","12,49","0,10","0,10","0,11","0,10","0,09","0,13","0,06"
Dívida bruta,279 mi,295 mi,0 mi,0 mi,138 mi,107 mi,85 mi,0 mi,0 mi,0 mi,0 mi,96 mi,216 mi,207 mi,233 mi,236 mi,162 mi,111 mi
Dívida líquida,192 mi,196 mi,0 mi,0 mi,84 mi,20 mi,21 mi,-4 mi,-4 mi,-1 mi,-22 mi,59 mi,158 mi,123 mi,155 mi,181 mi,119 mi,97 mi
Capital de giro,265 mi,252 mi,0 mi,0 mi,169 mi,154 mi,130 mi,0 mi,1 mi,-6 mi,23 mi,-167 mi,-39 mi,-25 mi,9 mi,31 mi,72 mi,42 mi
Endividamento geral,"347,88%","383,86%","490,24%","238,60%","266,02%","235,05%","265,59%","247,02%","382,52%","2.200,04%","-740,09%","-356,77%","790,28%","605,20%","719,79%","581,64%","330,67%","261,24%"
