Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"14,27","16.439,63","-3.711,13","13.405,63","18,33","7,72","30,24",-,-,-,-,-,-,-,-,-,-,-
P/VP,"0,78","0,85","847,29","1.354,54","1,32","3,07","5,05",-,-,-,-,-,-,-,-,-,-,-
P/EBIT,"10,40","4.944,11","-17.702,28","6.847,20","6,58","7,11","29,31",-,-,-,-,-,-,-,-,-,-,-
P/EBIT *,"15,44","6.182,40","-521.770,27","7.633,12","8,73","13,21","36,80",-,-,-,-,-,-,-,-,-,-,-
PSR,"-41,50","392,10","345,80","560,42","0,49","1,14","3,07",-,-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,17","0,18","143,55","400,04","0,36","0,91","1,38",-,-,-,-,-,-,-,-,-,-,-
LPA,"0,10","0,00","-0,00","0,00","0,12","0,64","0,22",-,-,-,-,-,-,-,-,-,-,-
VPA,"1,81","1,70","0,00","0,00","1,71","1,61","1,30",-,-,-,-,-,-,-,-,-,-,-
EBIT por ação,"0,14","0,00","-0,00","0,00","0,34","0,70","0,22",-,-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"0,09","0,00","0,00","0,00","0,26","0,37","0,18",-,-,-,-,-,-,-,-,-,-,-
Ativo por ação,"8,10","8,22","0,01","0,01","6,25","5,41","4,74",-,-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"-0,03","0,00","0,00","0,00","4,60","4,33","2,13",-,-,-,-,-,-,-,-,-,-,-
Margem bruta,"-99,76%","35,84%","31,81%","35,61%","31,96%","35,67%","36,43%",--%,--%,"100,00%","100,00%","100,00%","16,20%","14,68%","13,34%","16,98%","19,30%","17,37%"
Margem líquida,"-290,76%","2,39%","-9,32%","4,18%","2,67%","14,82%","10,17%",--%,--%,"4.714,40%","12.654,52%","-21.907,18%","-1,84%","-1,33%","-1,28%","-1,60%","-3,93%","-3,82%"
Margem EBIT,"-399,06%","7,93%","-1,95%","8,18%","7,43%","16,10%","10,49%",--%,--%,"4.757,41%","14.425,61%","-6.973,16%","-3,22%","0,14%","0,66%","1,04%","-1,03%","-1,95%"
Margem EBIT *,"-268,82%","6,34%","-0,07%","7,34%","5,60%","8,66%","8,36%",--%,--%,"-2.420,37%","-2.082,25%","-763,11%","-3,34%","-0,40%","0,64%","0,57%","0,94%","-0,31%"
Margem EBITDA,"-464,22%","14,64%","5,87%","15,20%","12,19%","20,55%","14,72%",--%,--%,"4.771,81%","14.429,76%","-6.319,84%","-2,59%","0,68%","1,37%","1,77%","-0,54%","-1,58%"
Margem EBITDA *,"-333,99%","13,05%","7,76%","14,36%","10,37%","13,12%","12,59%",--%,--%,"-2.405,97%","-2.078,11%","-109,78%","-2,71%","0,15%","1,36%","1,30%","1,43%","0,06%"
Margem operacional,"-284,93%","2,55%","-9,19%","4,20%","2,77%","13,51%","10,28%",--%,--%,"5.075,72%","14.962,17%","-6.683,57%","-5,80%","-1,63%","-0,84%","-0,95%","-3,38%","-3,72%"
ROE,"5,46%","0,01%","-22,83%","10,10%","7,19%","39,70%","16,71%","29,64%","85,01%","953,87%","-802,04%","183,23%","-28,59%","-16,67%","-21,43%","-19,12%","-33,59%","-27,44%"
ROA,"0,01","0,00","-0,04","0,03","0,02","0,12","0,05","0,09","0,18","0,41","1,25","-0,71","-0,03","-0,02","-0,03","-0,03","-0,08","-0,08"
ROIC,"2,13%","0,00%","-1,16%","7,57%","7,24%","19,76%","6,93%","6,46%","15,82%","42,67%","185,98%","-53,47%","-9,62%","0,51%","2,77%","3,41%","-3,07%","-5,76%"
ROIC *,"1,44%","0,00%","-0,04%","6,79%","5,46%","10,64%","5,52%","-9,23%","-17,18%","-21,71%","-26,85%","-5,85%","-9,98%","-1,51%","2,71%","1,87%","2,81%","-0,91%"
