Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-2,46","-6,18","-95,32","1,61","48,15","150,68","-2,86","-9,85","-6,42","-12,60","1.199,60","-2.339,60","13.327,65",-,-,-,-
P/VP,"0,34","0,89","0,94","1,38","-2,25","-3,05","-2,57","-84,36","9,38","7,10","53,95","33,30","83,53",-,-,-,-
P/EBIT,"-186,04","43,04","4,40","1,25","4,71","-1.219,49","-5,16","-15,79","-9,28","-18,44","301,17","2.102,90","944,36",-,-,-,-
P/EBIT *,"-47,79","-7,54","7,55","-40,07","-16,24","-50,63","-25,69","-33,27","-117,13","-235,41","1.616,32","1.124,49","932,11",-,-,-,-
PSR,"0,78","2,79","3,86","6,07","15,75","47,95","29,56","11,88","9,96","28,73","345,96","275,95","369,79",-,-,-,-
P/Ativos,"0,13","0,24","0,29","0,45","0,65","1,47","1,27","3,24","2,50","2,35","23,54","15,08","22,76",-,-,-,-
LPA,"-0,43","-0,31","-0,02","2,08","0,08","0,06","-2,72","-2,29","-3,05","-2,95","0,32","-0,10","0,02",-,-,-,-
VPA,"3,19","2,19","2,50","2,44","-1,76","-2,97","-3,03","-0,27","2,09","5,24","7,04","6,73","2,68",-,-,-,-
EBIT por ação,"-0,01","0,05","0,54","2,69","0,84","-0,01","-1,51","-1,43","-2,11","-2,02","1,26","0,11","0,24",-,-,-,-
EBIT por ação *,"-0,02","-0,26","0,31","-0,08","-0,24","-0,18","-0,30","-0,68","-0,17","-0,16","0,24","0,20","0,24",-,-,-,-
Ativo por ação,"8,11","8,20","8,24","7,54","6,11","6,16","6,14","6,98","7,85","15,82","16,14","14,85","9,84",-,-,-,-
Receita líquida por ação,"1,38","0,69","0,61","0,55","0,25","0,19","0,26","1,90","1,97","1,29","1,10","0,81","0,61",-,-,-,-
Margem bruta,"-4,72%","-11,91%","76,13%","28,34%","13,83%","33,65%","32,42%","-17,53%","7,82%","6,11%","47,93%","53,44%","56,62%","57,78%","70,21%","67,83%","69,24%"
Margem líquida,"-31,50%","-45,16%","-4,05%","376,51%","32,71%","31,82%","-1.032,75%","-120,64%","-155,23%","-227,98%","28,84%","-11,79%","2,77%","-5,20%","-33,00%","4,07%","1,45%"
Margem EBIT,"-0,42%","6,49%","87,92%","485,71%","334,40%","-3,93%","-572,97%","-75,25%","-107,38%","-155,75%","114,87%","13,12%","39,16%","19,62%","-39,82%","27,43%","47,78%"
Margem EBIT *,"-1,62%","-37,03%","51,17%","-15,16%","-97,01%","-94,71%","-115,08%","-35,71%","-8,50%","-12,20%","21,40%","24,54%","39,67%","21,58%","-32,56%","29,34%","48,20%"
Margem EBITDA,"21,32%","47,10%","133,00%","511,70%","336,66%","14,10%","-556,50%","-73,64%","-105,72%","-135,89%","136,32%","40,26%","69,92%","48,78%","-21,06%","43,37%","68,01%"
Margem EBITDA *,"20,12%","3,58%","96,26%","10,84%","-94,75%","-76,67%","-98,62%","-34,11%","-6,84%","7,66%","42,86%","51,68%","70,44%","50,74%","-13,80%","45,28%","68,44%"
Margem operacional,"-30,05%","-48,94%","22,28%","381,74%","38,64%","33,77%","-1.025,49%","-119,83%","-169,76%","-239,08%","82,63%","-6,71%","7,19%","0,10%","-25,68%","8,72%","5,68%"
ROE,"-13,63%","-14,35%","-0,99%","85,31%","-4,68%","-2,03%","89,71%","856,67%","-146,13%","-56,32%","4,50%","-1,42%","0,63%","-0,61%","-1,77%","0,52%","0,36%"
ROA,"-0,05","-0,04","-0,00","0,28","0,01","0,01","-0,44","-0,33","-0,39","-0,19","0,02","-0,01","0,00","-0,00","-0,01","0,00","0,00"
ROIC,"-0,08%","0,59%","6,70%","37,30%","17,38%","-0,13%","-29,02%","-21,13%","-29,80%","-14,15%","8,76%","0,82%","2,90%","1,19%","-1,21%","2,50%","6,86%"
ROIC *,"-0,29%","-3,37%","3,90%","-1,16%","-5,04%","-3,03%","-5,83%","-10,03%","-2,36%","-1,11%","1,63%","1,53%","2,93%","1,31%","-0,99%","2,67%","6,92%"
Giro do ativo,"0,17","0,08","0,07","0,07","0,04","0,03","0,04","0,27","0,25","0,08","0,07","0,05","0,06","0,04","0,02","0,09","0,12"
EBIT *,-9 mi,-96 mi,116 mi,-32 mi,-92 mi,-67 mi,-113 mi,-254 mi,-63 mi,-59 mi,87 mi,74 mi,89 mi,24 mi,-12 mi,10 mi,16 mi
EBITDA,109 mi,122 mi,303 mi,1.056 mi,315 mi,9 mi,-547 mi,-523 mi,-777 mi,-657 mi,558 mi,121 mi,158 mi,56 mi,-8 mi,15 mi,23 mi
EBITDA *,103 mi,9 mi,219 mi,22 mi,-89 mi,-55 mi,-97 mi,-243 mi,-51 mi,37 mi,175 mi,156 mi,159 mi,58 mi,-6 mi,16 mi,23 mi
Liquidez corrente,"0,84","0,79","0,32","0,34","1,01","1,38","0,01","0,79","0,08","0,04","0,37","1,34","0,32","1,81","2,30","8,39","3,05"
Liquidez seca,"0,84","0,79","0,32","0,34","1,01","1,38","0,01","0,79","0,08","0,04","0,37","1,34","0,32","1,81","2,30","8,39","3,04"
Liquidez imediata,"0,11","0,40","0,04","0,19","0,50","0,04","0,00","0,01","0,01","0,01","0,04","0,17","0,10","1,64","2,18","1,07","2,69"
Dívida bruta,737 mi,1.144 mi,1.074 mi,1.000 mi,1.197 mi,1.463 mi,1.562 mi,412 mi,1.293 mi,2.808 mi,2.372 mi,2.845 mi,2.390 mi,1.503 mi,909 mi,131 mi,137 mi
Dívida líquida,665 mi,994 mi,1.051 mi,932 mi,838 mi,1.414 mi,1.556 mi,383 mi,1.268 mi,2.773 mi,2.294 mi,2.250 mi,2.016 mi,895 mi,519 mi,113 mi,96 mi
Capital de giro,-54 mi,-75 mi,-300 mi,-225 mi,9 mi,272 mi,-2.907 mi,-458 mi,-1.608 mi,-3.212 mi,-947 mi,175 mi,-940 mi,298 mi,233 mi,128 mi,31 mi
Endividamento geral,"154,12%","275,19%","229,70%","208,95%","-448,03%","-307,37%","-302,58%","-2.706,06%","275,65%","201,76%","129,21%","120,84%","267,00%","170,13%","136,76%","49,54%","105,21%"
