Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBIT,"4,76%","4,96%","4,11%","-1,01%","2,07%","1,33%","2,83%","6,48%","6,94%","7,41%","6,11%","3,77%","5,02%","4,64%","2,36%","3,33%","5,23%","0,12%"
Margem EBIT *,"3,91%","3,88%","4,70%","1,59%","3,12%","0,75%","2,56%","4,63%","6,61%","6,73%","5,58%","3,05%","3,98%","3,01%","1,98%","5,60%","7,58%","5,40%"
Margem EBITDA,"9,80%","8,28%","7,61%","2,37%","5,19%","3,65%","5,23%","8,93%","7,99%","8,60%","7,51%","5,18%","6,19%","5,90%","3,66%","4,68%","6,65%","1,93%"
Margem EBITDA *,"8,94%","7,20%","8,21%","4,97%","6,24%","3,06%","4,97%","7,08%","7,66%","7,93%","6,99%","4,45%","5,15%","4,27%","3,29%","6,95%","9,00%","7,21%"
Margem operacional,"-0,76%","-0,32%","0,23%","-5,61%","-3,40%","-0,62%","1,42%","6,13%","5,05%","3,98%","0,81%","-1,64%","1,33%","1,62%","-0,53%","0,75%","2,29%","-4,08%"
ROE,"1,21%","1,81%","3,96%","-10,19%","-4,69%","5,25%","5,35%","12,19%","25,94%","18,76%","13,93%","-11,40%","19,25%","16,38%","-1,09%","1,88%","145,11%","1.529,06%"
ROA,"0,00","0,01","0,01","-0,03","-0,01","0,02","0,02","0,05","0,07","0,05","0,01","-0,01","0,02","0,02","-0,00","0,00","0,02","-0,04"
ROIC,"7,45%","7,87%","6,28%","-1,50%","3,03%","1,95%","6,23%","14,16%","29,36%","31,39%","25,07%","13,60%","18,90%","16,37%","7,44%","6,36%","10,39%","0,23%"
ROIC *,"6,11%","6,16%","7,19%","2,36%","4,56%","1,09%","5,65%","10,12%","27,97%","28,54%","22,90%","10,97%","14,99%","10,63%","6,27%","10,69%","15,05%","10,60%"
Giro do ativo,"1,05","1,02","1,02","0,98","0,99","0,92","1,18","1,00","1,77","1,62","1,56","1,63","1,86","1,72","1,72","1,32","1,22","1,27"
EBIT *,1.504 mi,1.501 mi,1.788 mi,583 mi,1.163 mi,263 mi,748 mi,921 mi,1.030 mi,806 mi,530 mi,273 mi,389 mi,243 mi,140 mi,359 mi,364 mi,180 mi
EBITDA,3.773 mi,3.203 mi,2.895 mi,870 mi,1.935 mi,1.287 mi,1.527 mi,1.775 mi,1.245 mi,1.030 mi,714 mi,464 mi,605 mi,476 mi,258 mi,300 mi,319 mi,64 mi
EBITDA *,3.444 mi,2.786 mi,3.121 mi,1.826 mi,2.327 mi,1.080 mi,1.450 mi,1.408 mi,1.193 mi,950 mi,664 mi,399 mi,503 mi,345 mi,232 mi,446 mi,432 mi,241 mi
Liquidez corrente,"1,13","1,15","1,17","1,16","1,48","1,61","1,25","1,60","1,19","1,27","1,07","1,17","1,20","1,16","1,21","1,13","1,08","1,09"
Liquidez seca,"0,67","0,74","0,71","0,73","0,95","1,01","0,81","1,13","0,67","0,80","0,63","0,70","0,68","0,66","0,67","0,73","0,76","0,81"
Liquidez imediata,"0,08","0,09","0,11","0,15","0,16","0,17","0,13","0,04","0,11","0,10","0,16","0,21","0,15","0,11","0,21","0,05","0,12","0,10"
Dívida bruta,5.060 mi,4.944 mi,4.582 mi,7.354 mi,7.108 mi,6.792 mi,1.686 mi,848 mi,455 mi,871 mi,1.848 mi,1.823 mi,1.711 mi,1.320 mi,1.235 mi,711 mi,774 mi,695 mi
Dívida líquida,3.435 mi,2.908 mi,2.417 mi,3.982 mi,4.384 mi,2.670 mi,-1.217 mi,-3.906 mi,-553 mi,-801 mi,430 mi,708 mi,848 mi,548 mi,690 mi,463 mi,399 mi,464 mi
Capital de giro,2.120 mi,2.656 mi,2.840 mi,2.813 mi,7.105 mi,9.252 mi,3.382 mi,4.838 mi,1.023 mi,1.121 mi,247 mi,485 mi,564 mi,394 mi,412 mi,399 mi,209 mi,173 mi
Endividamento geral,"225,72%","236,15%","229,63%","289,73%","254,65%","240,86%","236,47%","161,62%","281,99%","257,74%","881,46%","855,78%","686,18%","578,64%","566,85%","685,47%","8.180,17%","-43.543,31%"
