Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,75","-0,94","-0,73","-3,83","195,85","-1,30","-3,27","-2,11","-3,48","-2,19","-4,43","7,21","16,59","22,40","-30,80","41,11","35,01","59,14"
P/VP,"0,33","0,33","0,28","0,40","0,35","0,41","0,69","0,58","1,25","1,09","1,40","1,02","1,73","3,51","4,01","3,94","6,75","7,42"
P/EBIT,"-2,49","-2,68","-1,01","-6,25","9,03","-1,88","-3,78","-2,57","-4,45","-2,41","-4,27","6,85","14,07","15,38","-36,28","45,74","32,88","59,65"
P/EBIT *,"-0,95","-0,94","-0,94","-3,30","-3,09","-2,71","-5,38","-10,42","-8,15","-5,17","-8,82","15,45","11,70","16,89","-58,45","33,92","28,13","53,20"
PSR,"0,43","0,44","0,23","0,49","0,86","1,64","2,98","1,49","3,29","3,71","5,83","1,35","1,60","2,70","4,73","3,72","4,95","8,87"
P/Ativos,"0,09","0,08","0,08","0,14","0,13","0,15","0,31","0,32","0,50","0,49","0,64","0,46","0,54","1,06","1,33","1,51","2,23","2,91"
LPA,"-1,54","-1,37","-2,02","-0,76","0,01","-2,51","-2,24","-3,50","-3,76","-7,07","-6,10","3,23","2,11","3,00","-2,32","1,96","2,72","1,50"
VPA,"3,53","3,88","5,19","7,26","8,01","8,02","10,54","12,78","10,49","14,25","19,30","22,78","20,19","19,19","17,84","20,45","14,09","11,96"
EBIT por ação,"-0,46","-0,48","-1,46","-0,47","0,31","-1,74","-1,94","-2,88","-2,94","-6,43","-6,32","3,39","2,49","4,37","-1,97","1,76","2,89","1,49"
EBIT por ação *,"-1,21","-1,36","-1,57","-0,89","-0,90","-1,21","-1,36","-0,71","-1,61","-3,00","-3,06","1,51","2,99","3,98","-1,22","2,38","3,38","1,67"
Ativo por ação,"13,44","16,27","18,19","20,74","21,84","21,14","23,69","23,34","26,30","31,50","42,49","50,43","65,18","63,71","53,82","53,57","42,58","30,54"
Receita líquida por ação,"2,65","2,91","6,39","5,94","3,22","1,99","2,45","4,97","3,99","4,18","4,63","17,27","21,90","24,89","15,13","21,68","19,22","10,01"
Margem bruta,"-13,99%","-16,07%","-8,14%","4,77%","11,72%","5,61%","-8,95%","8,61%","-12,82%","-36,10%","-22,78%","25,71%","28,71%","29,80%","13,74%","24,30%","29,19%","33,71%"
Margem líquida,"-57,87%","-46,67%","-32,10%","-12,64%","0,97%","-126,84%","-92,38%","-71,69%","-96,55%","-172,60%","-133,82%","23,03%","13,13%","15,58%","-14,94%","9,05%","14,14%","14,99%"
Margem EBIT,"-17,42%","-16,37%","-22,83%","-7,87%","9,55%","-87,53%","-78,92%","-57,99%","-73,86%","-153,76%","-136,36%","19,65%","11,36%","17,58%","-13,03%","8,13%","15,05%","14,87%"
Margem EBIT *,"-45,76%","-46,53%","-24,63%","-14,91%","-27,87%","-60,63%","-55,43%","-14,28%","-40,33%","-71,69%","-66,05%","8,72%","13,65%","16,00%","-8,09%","10,96%","17,59%","16,67%"
Margem EBITDA,"-13,99%","-12,84%","-21,20%","-5,91%","14,37%","-79,39%","-74,89%","-55,81%","-71,23%","-150,79%","-133,46%","21,08%","12,85%","19,07%","-11,19%","9,31%","16,48%","16,88%"
Margem EBITDA *,"-42,33%","-43,00%","-23,00%","-12,95%","-23,05%","-52,49%","-51,40%","-12,10%","-37,71%","-68,72%","-63,15%","10,14%","15,15%","17,50%","-6,25%","12,14%","19,02%","18,68%"
Margem operacional,"-55,21%","-43,79%","-29,41%","-9,93%","4,08%","-123,77%","-89,18%","-70,15%","-94,77%","-170,81%","-132,05%","25,33%","15,15%","17,65%","-13,16%","12,07%","17,15%","18,02%"
ROE,"-42,72%","-34,30%","-39,15%","-10,32%","0,37%","-28,07%","-21,09%","-27,72%","-36,20%","-49,89%","-31,52%","17,11%","12,46%","18,08%","-11,56%","8,85%","16,73%","11,24%"
ROA,"-0,11","-0,08","-0,11","-0,04","0,00","-0,12","-0,10","-0,15","-0,15","-0,23","-0,15","0,08","0,04","0,06","-0,04","0,04","0,06","0,05"
ROIC,"-3,65%","-3,62%","-9,25%","-2,46%","1,63%","-9,34%","-9,56%","-15,36%","-11,44%","-20,88%","-15,43%","7,17%","4,10%","7,54%","-3,88%","3,76%","7,62%","6,12%"
ROIC *,"-9,58%","-10,30%","-9,98%","-4,66%","-4,74%","-6,47%","-6,71%","-3,78%","-6,25%","-9,73%","-7,47%","3,18%","4,92%","6,86%","-2,41%","5,06%","8,91%","6,86%"
Giro do ativo,"0,20","0,18","0,35","0,29","0,15","0,09","0,10","0,21","0,15","0,13","0,11","0,34","0,34","0,39","0,28","0,40","0,45","0,33"
EBIT *,-90 mi,-100 mi,-116 mi,-66 mi,-67 mi,-89 mi,-101 mi,-53 mi,-119 mi,-221 mi,-226 mi,110 mi,220 mi,293 mi,-91 mi,175 mi,248 mi,122 mi
EBITDA,-28 mi,-28 mi,-100 mi,-26 mi,34 mi,-117 mi,-136 mi,-205 mi,-210 mi,-465 mi,-456 mi,268 mi,207 mi,349 mi,-125 mi,148 mi,233 mi,124 mi
EBITDA *,-83 mi,-93 mi,-109 mi,-57 mi,-55 mi,-77 mi,-93 mi,-45 mi,-111 mi,-212 mi,-216 mi,128 mi,244 mi,320 mi,-70 mi,193 mi,269 mi,137 mi
Liquidez corrente,"1,78","1,44","1,34","1,93","3,64","3,14","2,35","2,08","1,35","1,78","1,62","1,67","1,70","2,03","1,75","2,51","2,22","2,40"
