Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"25,94","31,69","26,64","43,00","38,86","49,92","80,45","40,82","40,00","44,84","39,89","47,80","40,21","77,57","62,84","78,57",--,-
P/VP,"4,56","5,61","4,97","7,62","7,25","8,02","8,93","7,83","5,74","7,11","6,14","6,17","3,62","3,37","2,91","2,45",--,-
P/EBIT,"12,33","14,98","13,59","21,81","21,05","27,47","42,55","28,19","27,86","28,92","25,31","32,47","25,97","52,28","41,02","67,84",--,-
P/EBIT *,"11,76","15,36","13,55","22,52","22,07","28,29","40,79","34,64","25,73","28,93","25,04","31,91","25,27","39,78","33,87","49,11",--,-
PSR,"0,75","0,93","0,82","1,34","1,33","1,56","1,94","1,79","1,36","1,73","1,59","1,83","1,21","1,26","1,22","1,98",--,-
P/Ativos,"1,33","1,63","1,44","2,26","2,25","2,54","2,82","2,57","2,73","3,55","3,16","3,46","2,20","2,17","1,97","1,70",--,-
LPA,"0,74","0,74","0,68","0,60","0,57","0,43","0,28","0,44","0,29","0,29","0,26","0,19","0,00","0,06","0,06","0,04","0,00",-
VPA,"4,19","4,18","3,67","3,40","3,05","2,67","2,49","2,30","2,00","1,84","1,66","1,50","0,00","1,33","1,29","1,26","0,00",-
EBIT por ação,"1,55","1,57","1,34","1,19","1,05","0,78","0,52","0,64","0,41","0,45","0,40","0,29","0,00","0,09","0,09","0,05","0,00",-
EBIT por ação *,"1,63","1,53","1,35","1,15","1,00","0,76","0,55","0,52","0,45","0,45","0,41","0,29","0,20","0,11","0,11","0,06",--,-
Ativo por ação,"14,42","14,36","12,65","11,47","9,81","8,43","7,89","6,99","4,20","3,69","3,23","2,68","0,00","2,06","1,91","1,81","0,00",-
Receita líquida por ação,"25,55","25,25","22,18","19,39","16,59","13,77","11,45","10,02","8,45","7,54","6,42","5,08","0,00","3,56","3,07","1,56","0,00",-
Margem bruta,"30,10%","29,30%","29,73%","30,04%","30,31%","29,87%","29,36%","29,59%","30,03%","30,18%","31,13%","30,51%","29,16%","27,60%","27,74%","26,29%","25,70%","23,18%"
Margem líquida,"2,89%","2,94%","3,12%","3,20%","3,49%","3,17%","2,47%","4,49%","3,44%","3,88%","4,01%","3,82%","3,01%","1,62%","1,95%","2,52%","4,43%","4,34%"
Margem EBIT,"6,07%","6,20%","6,05%","6,12%","6,33%","5,66%","4,56%","6,37%","4,87%","6,00%","6,27%","5,63%","4,66%","2,40%","2,99%","2,92%","5,68%","5,63%"
Margem EBIT *,"6,37%","6,05%","6,07%","5,93%","6,03%","5,50%","4,76%","5,18%","5,28%","6,00%","6,34%","5,73%","4,79%","3,16%","3,62%","4,03%","5,68%","4,05%"
Margem EBITDA,"10,85%","10,89%","10,82%","11,01%","11,54%","11,16%","10,43%","12,29%","7,67%","8,56%","8,71%","8,19%","7,21%","4,95%","5,30%","4,96%","7,23%","6,89%"
Margem EBITDA *,"11,15%","10,73%","10,83%","10,82%","11,25%","11,00%","10,63%","11,11%","8,07%","8,55%","8,77%","8,29%","7,34%","5,71%","5,93%","6,07%","7,23%","5,32%"
Margem operacional,"3,07%","3,27%","3,65%","3,58%","4,11%","4,09%","3,07%","4,46%","4,32%","5,20%","5,29%","4,90%","4,11%","2,24%","2,94%","3,34%","6,02%","6,12%"
ROE,"17,63%","17,72%","18,79%","18,03%","18,79%","16,19%","11,20%","19,35%","14,41%","15,77%","15,37%","12,79%","9,01%","4,34%","4,63%","3,12%","14,87%","18,12%"
ROA,"0,05","0,05","0,05","0,05","0,06","0,05","0,04","0,06","0,07","0,08","0,08","0,07","0,05","0,03","0,03","0,02","0,10","0,10"
ROIC,"14,87%","15,47%","14,88%","14,26%","14,72%","12,70%","9,31%","12,03%","14,52%","18,08%","18,73%","15,51%","11,83%","5,55%","6,18%","3,47%","21,53%","24,65%"
ROIC *,"15,59%","15,09%","14,92%","13,81%","14,03%","12,33%","9,71%","9,79%","15,72%","18,08%","18,93%","15,78%","12,16%","7,29%","7,49%","4,80%","21,53%","17,76%"
Giro do ativo,"1,77","1,76","1,75","1,69","1,69","1,63","1,45","1,43","2,01","2,04","1,99","1,89","1,82","1,72","1,61","0,86","2,19","2,35"
EBIT *,2.849 mi,2.675 mi,2.358 mi,2.014 mi,1.753 mi,1.326 mi,955 mi,910 mi,781 mi,792 mi,713 mi,509 mi,352 mi,196 mi,194 mi,109 mi,113 mi,69 mi
EBITDA,4.857 mi,4.818 mi,4.203 mi,3.741 mi,3.354 mi,2.693 mi,2.093 mi,2.159 mi,1.135 mi,1.130 mi,979 mi,728 mi,0 mi,308 mi,284 mi,135 mi,0 mi,118 mi
EBITDA *,4.990 mi,4.749 mi,4.210 mi,3.675 mi,3.269 mi,2.654 mi,2.132 mi,1.951 mi,1.195 mi,1.130 mi,987 mi,737 mi,539 mi,355 mi,318 mi,165 mi,145 mi,91 mi
Liquidez corrente,"1,47","1,46","1,38","1,43","1,50","1,31","1,46","1,41","1,55","1,58","1,57","1,63","1,76","1,87","1,96","2,05","2,32","1,88"
Liquidez seca,"0,66","0,52","0,47","0,54","0,54","0,44","0,58","0,47","0,50","0,57","0,59","0,63","0,71","0,76","0,83","1,02","1,29","0,99"
Liquidez imediata,"0,04","0,05","0,06","0,05","0,07","0,06","0,18","0,07","0,08","0,11","0,13","0,16","0,22","0,24","0,19","0,43","0,63","0,44"
Dívida bruta,3.661 mi,3.867 mi,3.293 mi,3.130 mi,2.317 mi,1.505 mi,1.653 mi,1.126 mi,843 mi,610 mi,413 mi,296 mi,0 mi,244 mi,192 mi,162 mi,0 mi,37 mi
Dívida líquida,3.123 mi,3.339 mi,2.750 mi,2.718 mi,1.884 mi,1.149 mi,773 mi,827 mi,601 mi,346 mi,137 mi,30 mi,0 mi,2 mi,25 mi,-178 mi,0 mi,-105 mi
