Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-2,37","-7,53","-2,63","-1,82","-4,34","-89,42","-32,08","-105,12","582,08","-280,39","-218,23","-495,37","641,37","415,39","300,72","317,32","268,11","391,74"
P/VP,"2,91","2,02","2,92","2.034,27","3,18","9,68","13,98","8,32","16,96","17,66","18,98","15,83","28,34","32,06","66,54","65,66","67,98","76,80"
P/EBIT,"2,54","2,29","-19,11","-3,29","-28,21","-761,11","-47,35","176,46","58,96","151,43","2.052,97","250,47","168,28","172,02","194,53","195,61","195,65","277,72"
P/EBIT *,"2,20","2,58","13,81","267,83","5,36","28,18","652,77","29,99","304,35","72,19","115,96","60,33","84,32","98,07","140,76","150,24","147,27","216,12"
PSR,"0,25","0,30","0,60","0,58","0,68","3,30","6,48","4,10","5,97","5,89","6,73","5,60","9,80","11,47","24,03","22,99","26,95","31,51"
P/Ativos,"0,18","0,22","0,44","0,39","0,53","2,48","4,12","2,94","5,22","5,98","7,26","6,26","11,01","13,80","28,33","23,15","27,14","35,97"
LPA,"-0,31","-0,12","-0,61","-1,01","-0,74","-0,18","-0,84","0,00","0,06","-0,12","-0,17","-0,07","0,10","0,17","0,45","0,35","0,41","0,28"
VPA,"0,25","0,44","0,55","0,00","1,01","1,67","1,93","2,77","1,90","1,87","1,97","2,18","2,25","2,16","2,02","1,67","1,60","1,40"
EBIT por ação,"0,29","0,38","-0,08","-0,56","-0,11","-0,02","-0,57","0,13","0,55","0,22","0,02","0,14","0,38","0,40","0,69","0,56","0,56","0,39"
EBIT por ação *,"0,33","0,34","0,12","0,01","0,60","0,57","0,04","0,77","0,11","0,46","0,32","0,57","0,76","0,71","0,96","0,73","0,74","0,50"
Ativo por ação,"3,97","4,01","3,71","4,78","6,05","6,53","6,56","7,83","6,16","5,52","5,15","5,52","5,80","5,01","4,75","4,74","4,01","3,00"
Receita líquida por ação,"2,87","2,89","2,71","3,21","4,72","4,90","4,17","5,61","5,38","5,60","5,56","6,16","6,51","6,03","5,60","4,77","4,04","3,42"
Margem bruta,"52,58%","52,96%","49,10%","49,17%","48,42%","46,62%","37,31%","46,19%","44,65%","47,81%","46,00%","43,50%","46,83%","46,41%","48,99%","49,18%","49,92%","46,69%"
Margem líquida,"-10,75%","-4,04%","-22,68%","-31,64%","-15,62%","-3,69%","-20,20%","-3,90%","1,03%","-2,10%","-3,08%","-1,13%","1,53%","2,76%","7,99%","7,24%","10,05%","8,05%"
Margem EBIT,"10,01%","13,29%","-3,13%","-17,54%","-2,40%","-0,43%","-13,69%","2,32%","10,13%","3,89%","0,33%","2,23%","5,82%","6,67%","12,35%","11,75%","13,78%","11,35%"
Margem EBIT *,"11,59%","11,82%","4,33%","0,22%","12,66%","11,72%","0,99%","13,66%","1,96%","8,16%","5,81%","9,28%","11,62%","11,69%","17,07%","15,30%","18,30%","14,58%"
Margem EBITDA,"24,97%","24,73%","8,82%","-14,79%","8,58%","2,85%","-8,66%","13,70%","15,12%","9,24%","6,34%","8,52%","11,52%","11,97%","17,34%","16,75%","18,76%","16,37%"
Margem EBITDA *,"26,55%","23,27%","16,28%","2,97%","23,65%","15,01%","6,02%","25,04%","6,95%","13,51%","11,81%","15,56%","17,32%","17,00%","22,05%","20,30%","23,28%","19,60%"
Margem operacional,"-10,44%","-3,67%","-17,62%","-26,33%","-12,78%","-6,79%","-20,34%","-2,77%","20,02%","-0,30%","-5,08%","-2,40%","1,69%","3,85%","10,09%","9,18%","12,80%","10,42%"
ROE,"-122,78%","-26,76%","-110,95%","-111.510,28%","-73,18%","-10,83%","-43,57%","-7,91%","2,91%","-6,30%","-8,70%","-3,20%","4,42%","7,72%","22,13%","20,69%","25,35%","19,61%"
ROA,"-0,08","-0,03","-0,17","-0,21","-0,12","-0,03","-0,13","-0,03","0,01","-0,02","-0,03","-0,01","0,02","0,03","0,09","0,07","0,10","0,09"
