Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"3,26","4,40","16,03","1,14","3,44","1,94","116,67","-0,63","-1,14","-0,50","-13,76","5,25","25,06","6,66","104,82","4,64","1,70","-3,99"
P/VP,"0,42","0,51","0,37","0,47","0,43","0,81","0,58","0,28","0,24","0,17","0,15","0,07","0,11","0,17","0,11","0,09","0,06","0,05"
P/EBIT,"3,43","4,30","35,21","1,05","2,78","24,75","3,65","-0,58","-0,85","-0,63","-6,93","5,61","45,09","3,08","5,04","2,16","0,85","4,80"
P/EBIT *,"-3,96","-4,61","-4,06","1,97","-8,19","3,32","2,40","-0,65","-0,66","-0,62","-1,96","-3,05","5,26","3,62","3,79","3,58","1,42","1,89"
PSR,"5,16","4,88","4,54","1,01","3,63","1,38","1,69","-5,22","1,06","2,60","1,26","0,45","0,53","0,82","0,68","0,56","0,24","0,29"
P/Ativos,"0,16","0,20","0,15","0,20","0,16","0,28","0,13","0,05","0,06","0,05","0,05","0,03","0,04","0,07","0,04","0,03","0,02","0,02"
LPA,"9,21","8,17","1,64","30,77","6,65","20,78","0,16","-11,27","-6,41","-12,84","-0,54","0,66","0,23","1,43","0,06","1,07","2,04","-0,66"
VPA,"71,98","70,08","70,05","74,85","52,82","49,79","32,19","25,50","30,67","38,35","50,71","47,89","52,86","55,56","55,66","57,40","57,36","56,01"
EBIT por ação,"8,74","8,35","0,75","33,43","8,22","1,63","5,12","-12,25","-8,59","-10,19","-1,07","0,62","0,13","3,10","1,17","2,29","4,11","0,55"
EBIT por ação *,"-7,57","-7,78","-6,47","17,75","-2,79","12,15","7,79","-10,95","-11,01","-10,43","-3,77","-1,14","1,12","2,63","1,56","1,38","2,45","1,40"
Ativo por ação,"183,12","179,91","179,75","174,29","146,39","144,78","146,02","131,11","129,24","129,40","141,28","135,30","140,34","143,27","142,98","142,67","140,22","137,66"
Receita líquida por ação,"5,81","7,35","5,79","34,76","6,30","29,23","11,05","-1,35","6,91","2,48","5,85","7,73","10,96","11,67","8,74","8,76","14,41","9,15"
Margem bruta,"46,94%","38,16%","61,02%","77,25%","81,17%","64,47%","68,77%","134,22%","27,47%","-111,70%","18,80%","31,62%","58,07%","72,85%","74,13%","66,72%","61,79%","54,85%"
Margem líquida,"159,69%","111,01%","28,30%","88,54%","105,47%","71,14%","1,38%","832,23%","-92,87%","-517,12%","-9,24%","8,58%","2,11%","12,25%","0,63%","12,13%","13,76%","-7,68%"
Margem EBIT,"150,33%","113,59%","12,89%","96,16%","130,44%","5,57%","46,38%","904,08%","-124,37%","-410,46%","-18,21%","8,03%","1,19%","26,52%","13,42%","26,14%","28,54%","6,02%"
Margem EBIT *,"-130,26%","-105,77%","-111,86%","51,08%","-44,35%","41,57%","70,50%","808,58%","-159,45%","-420,23%","-64,43%","-14,78%","10,17%","22,57%","17,84%","15,77%","17,00%","15,26%"
Margem EBITDA,"154,77%","117,25%","15,71%","96,53%","132,87%","5,93%","47,26%","897,71%","-121,49%","-402,61%","-14,84%","10,60%","2,96%","28,77%","14,84%","28,15%","29,81%","7,97%"
Margem EBITDA *,"-125,81%","-102,11%","-109,03%","51,44%","-41,93%","41,92%","71,37%","802,21%","-156,57%","-412,39%","-61,05%","-12,20%","11,95%","24,82%","19,27%","17,77%","18,27%","17,21%"
Margem operacional,"190,52%","136,88%","7,45%","94,99%","108,00%","60,50%","19,93%","971,39%","-144,51%","-574,06%","11,55%","21,85%","-3,04%","19,53%","4,87%","17,04%","19,86%","-7,78%"
ROE,"12,84%","11,65%","2,34%","41,11%","12,57%","41,74%","0,47%","-44,16%","-20,89%","-33,45%","-1,07%","1,38%","0,44%","2,57%","0,10%","1,85%","3,45%","-1,25%"
ROA,"0,05","0,05","0,01","0,18","0,05","0,14","0,00","-0,09","-0,05","-0,10","-0,00","0,00","0,00","0,01","0,00","0,01","0,01","-0,01"
ROIC,"4,85%","4,70%","0,43%","19,91%","5,76%","1,18%","3,57%","-9,42%","-6,71%","-7,95%","-0,76%","0,46%","0,09%","2,20%","0,83%","1,62%","2,96%","0,40%"
ROIC *,"-4,21%","-4,37%","-3,70%","10,58%","-1,96%","8,81%","5,42%","-8,42%","-8,60%","-8,14%","-2,69%","-0,85%","0,80%","1,87%","1,10%","0,98%","1,76%","1,02%"
Giro do ativo,"0,03","0,04","0,03","0,20","0,04","0,20","0,08","-0,01","0,05","0,02","0,04","0,06","0,08","0,08","0,06","0,06","0,10","0,07"
EBIT *,-70 mi,-72 mi,-60 mi,162 mi,-26 mi,110 mi,71 mi,-101 mi,-101 mi,-96 mi,-35 mi,-11 mi,10 mi,24 mi,14 mi,12 mi,22 mi,12 mi
EBITDA,82 mi,78 mi,8 mi,306 mi,76 mi,15 mi,47 mi,-112 mi,-77 mi,-92 mi,-8 mi,7 mi,2 mi,30 mi,11 mi,22 mi,39 mi,6 mi
EBITDA *,-67 mi,-69 mi,-58 mi,163 mi,-25 mi,111 mi,72 mi,-100 mi,-99 mi,-94 mi,-33 mi,-9 mi,11 mi,26 mi,15 mi,14 mi,24 mi,14 mi
Liquidez corrente,"0,75","0,62","1,38","1,68","0,56","1,06","0,54","0,84","2,61","1,16","0,55","0,95","1,24","1,31","1,56","2,08","2,01","2,32"
Liquidez seca,"0,49","0,36","0,68","0,75","0,32","0,69","0,22","0,14","0,46","0,17","0,20","0,30","0,33","0,39","0,33","0,46","0,27","0,51"
Liquidez imediata,"0,01","0,01","0,00","0,00","0,03","0,02","0,00","0,03","0,15","0,02","0,02","0,05","0,08","0,19","0,01","0,07","0,01","0,01"
Dívida bruta,198 mi,189 mi,271 mi,233 mi,224 mi,231 mi,136 mi,120 mi,110 mi,71 mi,72 mi,74 mi,76 mi,76 mi,67 mi,58 mi,52 mi,62 mi
Dívida líquida,173 mi,175 mi,233 mi,184 mi,200 mi,175 mi,122 mi,115 mi,103 mi,69 mi,70 mi,69 mi,69 mi,58 mi,58 mi,51 mi,49 mi,61 mi
Capital de giro,-46 mi,-69 mi,55 mi,93 mi,-92 mi,7 mi,-171 mi,-25 mi,83 mi,19 mi,-53 mi,-6 mi,20 mi,29 mi,51 mi,80 mi,73 mi,109 mi
Endividamento geral,"153,38%","156,68%","156,55%","132,80%","177,04%","190,67%","353,46%","413,58%","321,00%","237,10%","178,40%","182,32%","165,31%","157,70%","156,71%","148,40%","144,28%","145,32%"
