Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"5,53","4,96","20,43","477,62","500,72","1.080,51","12,72","-160,74","-83,71","-26,10","-11,38","-1,89","-13,22",-,-,-,-
P/VP,"0,59","1,13","2,05","126,79","145,98","228,02","34,17","-20,21","-38,29","-34,15","74,64","0,44","0,76",-,-,-,-
P/EBIT,"3,81","2,79","7,29","237,16","281,75","687,36","499,30","148,61","1.081,75","-104,77","-174,01","4,57","4,90",-,-,-,-
P/EBIT *,"-59,48","3,79","8,02","356,00","592,75","760,68","-324,73","358,54","8.725,29","-206,83","-156,83","949,18","11,13",-,-,-,-
PSR,"0,14","0,25","0,40","22,73","26,10","49,32","6,91","8,56","21,40","12,65","7,43","0,26","0,53",-,-,-,-
P/Ativos,"0,23","0,48","0,69","41,11","41,18","55,39","7,51","6,12","11,40","5,25","3,24","0,12","0,23",-,-,-,-
LPA,"0,41","0,78","0,26","0,63","0,51","0,26","2,60","-0,21","-0,72","-1,11","-1,72","-0,45","-0,13",-,-,-,-
VPA,"3,82","3,41","2,63","2,37","1,73","1,23","0,97","-1,63","-1,57","-0,85","0,26","1,96","2,33",-,-,-,-
EBIT por ação,"0,59","1,38","0,74","1,26","0,90","0,41","0,07","0,22","0,06","-0,28","-0,11","0,19","0,36",-,-,-,-
EBIT por ação *,"-0,04","1,01","0,67","0,84","0,43","0,37","-0,10","0,09","0,01","-0,14","-0,12","0,00","0,16",-,-,-,-
Ativo por ação,"9,81","8,08","7,80","7,30","6,14","5,05","4,41","5,39","5,26","5,52","6,03","7,23","7,56",-,-,-,-
Receita líquida por ação,"16,32","15,12","13,52","13,20","9,69","5,68","4,79","3,85","2,80","2,29","2,63","3,35","3,33",-,-,-,-
Margem bruta,"13,83%","18,20%","16,41%","16,63%","15,98%","19,50%","17,42%","18,20%","23,97%","25,21%","20,24%","20,77%","25,28%","18,33%","17,73%","15,21%","8,12%"
Margem líquida,"2,49%","5,13%","1,96%","4,76%","5,21%","4,56%","54,33%","-5,33%","-25,56%","-48,48%","-65,27%","-13,56%","-4,00%","14,84%","-34,29%","-19,84%","-21,63%"
Margem EBIT,"3,62%","9,13%","5,49%","9,59%","9,26%","7,18%","1,38%","5,76%","1,98%","-12,07%","-4,27%","5,62%","10,79%","23,28%","-10,92%","-15,56%","-23,83%"
Margem EBIT *,"-0,23%","6,71%","4,99%","6,39%","4,40%","6,48%","-2,13%","2,39%","0,25%","-6,12%","-4,74%","0,03%","4,75%","-3,90%","-11,70%","-12,18%","-18,11%"
Margem EBITDA,"4,03%","9,56%","5,94%","9,94%","9,65%","7,84%","2,18%","6,94%","3,79%","-9,73%","-2,10%","7,27%","12,50%",--%,--%,--%,--%
Margem EBITDA *,"0,18%","7,14%","5,44%","6,74%","4,79%","7,15%","-1,33%","3,57%","2,06%","-3,77%","-2,57%","1,68%","6,46%",--%,--%,--%,--%
Margem operacional,"-0,85%","6,84%","2,64%","6,53%","6,91%","5,67%","72,60%","-6,61%","-27,90%","-23,72%","-66,49%","-14,32%","-5,48%","8,82%","-34,80%","-26,38%","-31,15%"
ROE,"10,66%","22,76%","10,06%","26,55%","29,15%","21,10%","268,54%","12,57%","45,75%","130,85%","-655,98%","-23,20%","-5,71%","23,76%","-505,14%","-64,64%","-41,91%"
ROA,"0,04","0,10","0,03","0,09","0,08","0,05","0,59","-0,04","-0,14","-0,20","-0,28","-0,06","-0,02","0,08","-0,22","-0,16","-0,16"
ROIC,"7,47%","20,50%","11,33%","20,40%","16,34%","8,79%","1,82%","4,83%","1,96%","-8,08%","-2,62%","3,22%","5,50%","13,70%","-8,84%","-16,80%","-24,01%"
ROIC *,"-0,48%","15,07%","10,30%","13,59%","7,77%","7,95%","-2,79%","2,00%","0,24%","-4,09%","-2,91%","0,02%","2,42%","-2,30%","-9,47%","-13,15%","-18,25%"
Giro do ativo,"1,66","1,87","1,73","1,81","1,58","1,12","1,09","0,71","0,53","0,42","0,44","0,46","0,44","0,51","0,63","0,79","0,73"
EBIT *,-1 mi,13 mi,8 mi,11 mi,5 mi,4 mi,-2 mi,1 mi,0 mi,-2 mi,-2 mi,0 mi,2 mi,-3 mi,-4 mi,-5 mi,-7 mi
EBITDA,8 mi,19 mi,10 mi,17 mi,12 mi,5 mi,1 mi,3 mi,1 mi,-3 mi,-1 mi,3 mi,5 mi,--,--,--,--
EBITDA *,0 mi,14 mi,9 mi,11 mi,6 mi,5 mi,-1 mi,1 mi,0 mi,-2 mi,-1 mi,0 mi,2 mi,--,--,--,--
Liquidez corrente,"1,59","1,96","2,05","2,45","2,24","2,56","1,60","1,61","0,61","0,64","0,62","0,84","1,04","1,20","0,58","0,54","0,83"
Liquidez seca,"1,00","1,24","1,47","1,33","1,35","1,60","0,95","1,13","0,41","0,46","0,50","0,68","0,83","0,93","0,39","0,35","0,59"
Liquidez imediata,"0,06","0,05","0,10","0,03","0,03","0,13","0,03","0,16","0,08","0,00","0,04","0,15","0,17","0,19","0,01","0,00","0,04"
Dívida bruta,21 mi,11 mi,6 mi,9 mi,11 mi,8 mi,11 mi,12 mi,13 mi,11 mi,14 mi,27 mi,30 mi,31 mi,0 mi,13 mi,8 mi
Dívida líquida,18 mi,9 mi,3 mi,8 mi,11 mi,6 mi,11 mi,9 mi,9 mi,11 mi,13 mi,21 mi,25 mi,25 mi,0 mi,13 mi,7 mi
Capital de giro,32 mi,37 mi,36 mi,38 mi,28 mi,22 mi,10 mi,10 mi,-18 mi,-16 mi,-15 mi,-7 mi,1 mi,5 mi,-10 mi,-12 mi,-5 mi
Endividamento geral,"157,21%","137,01%","196,12%","208,41%","254,47%","311,65%","355,22%","-430,10%","-435,98%","-750,15%","2.203,95%","268,79%","224,63%","214,88%","2.221,65%","311,19%","166,24%"
