Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"3,88","0,84","0,41","0,10","-1,20","-0,53","-0,27","-0,37","-1,10","-12,62","-2,31","-86,12","1,10","-3,62","-2,35","-7,62","-37,00"
P/VP,"-3,98","-1,13","-0,36","-0,07","-0,10","-0,11","-0,10","-0,15","-0,37","-0,68","-0,75","-1,44","-2,52","-0,63","-0,84","-3,13","-10,61"
P/EBIT,"1,55","0,51","0,28","0,09","-1,63","-0,71","-0,34","-0,98","-2,82","1,90","81,38","2,93","1,10","-226,57","-3,15","230,06","-17,93"
P/EBIT *,"2,22","1,27","1,78","-2,72","-1,97","-0,72","-0,36","-0,94","-2,35","4,77","6,70","2,79","11,36","9,55","21,54","-100,26","50,45"
PSR,"0,61","0,42","0,35","0,20","1,04","1,34","0,40","0,44","0,38","0,37","0,38","0,42","0,79","0,66","0,86","1,13","1,86"
P/Ativos,"0,22","0,14","0,10","0,04","0,10","0,10","0,08","0,07","0,08","0,09","0,10","0,13","0,23","0,20","0,22","0,23","0,35"
LPA,"1,67","4,42","6,72","10,76","-2,17","-4,94","-7,44","-5,14","-2,18","-0,23","-1,30","-0,05","6,11","-1,52","-2,59","-0,93","-0,28"
VPA,"-1,62","-3,29","-7,70","-15,30","-26,21","-24,55","-19,75","-12,32","-6,42","-4,23","-4,00","-2,71","-2,66","-8,77","-7,25","-2,26","-0,97"
EBIT por ação,"4,18","7,21","9,80","12,32","-1,60","-3,74","-5,80","-1,94","-0,85","1,52","0,04","1,33","6,11","-0,02","-1,94","0,03","-0,57"
EBIT por ação *,"2,91","2,91","1,56","-0,41","-1,32","-3,64","-5,54","-2,02","-1,02","0,61","0,45","1,40","0,59","0,58","0,28","-0,07","0,20"
Ativo por ação,"28,79","27,15","27,87","27,11","24,79","25,14","26,00","26,26","29,42","31,40","31,17","29,92","29,28","28,19","28,32","30,28","29,80"
Receita líquida por ação,"10,51","8,86","8,04","5,47","2,51","1,97","4,95","4,27","6,39","7,82","7,88","9,24","8,50","8,31","7,09","6,28","5,55"
Margem bruta,"65,73%","68,12%","67,32%","66,58%","60,75%","48,06%","65,71%","62,58%","57,50%","66,09%","66,04%","70,18%","69,69%","70,61%","67,80%","68,03%","66,96%"
Margem líquida,"15,85%","49,86%","83,58%","196,83%","-86,59%","-251,06%","-150,19%","-120,29%","-34,16%","-2,94%","-16,46%","-0,49%","71,83%","-18,27%","-36,57%","-14,85%","-5,02%"
Margem EBIT,"39,78%","81,40%","121,82%","225,30%","-63,60%","-190,02%","-117,20%","-45,44%","-13,29%","19,48%","0,47%","14,40%","71,88%","-0,29%","-27,29%","0,49%","-10,35%"
Margem EBIT *,"27,73%","32,85%","19,42%","-7,54%","-52,67%","-185,05%","-111,97%","-47,21%","-15,99%","7,78%","5,66%","15,12%","6,94%","6,93%","3,99%","-1,13%","3,68%"
Margem EBITDA,"45,51%","87,26%","129,28%","234,28%","-40,98%","-158,11%","-104,76%","-30,60%","-3,35%","27,41%","7,94%","20,51%","78,10%","7,55%","-18,20%","9,09%","1,93%"
