Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"13,28","12,58","9,77","10,56","12,96","12,54","13,38","18,00","20,07","10,15","17,18","16,48","17,91","14,74","18,82","61,08","34,14","83,95"
P/VP,"5,24","5,72","4,29","3,89","4,21","4,28","4,02","4,61","5,56","5,53","5,35","5,59","5,43","3,99","3,91","11,64","10,41","8,08"
P/EBIT,"10,01","9,48","7,66","8,36",--,"9,39","9,38","13,27","14,98","8,86","13,17","11,79","12,75","10,54","13,71","49,54","64,57","104,73"
P/EBIT *,"10,29","9,80","7,76","9,11","10,22","8,12","8,37","10,39","12,57","7,82","10,38","10,15","10,69","8,96","11,74","43,80","50,73","90,71"
PSR,"3,07","3,03","2,31","2,55","2,56","2,59","2,74","2,83","3,59","3,55","2,72","2,91","3,02","2,59","2,87","10,63","10,72","18,38"
P/Ativos,"3,53","3,76","2,48","2,49","2,53","2,47","2,51","2,90","3,47","3,67","2,75","3,04","3,16","2,58","2,65","8,94","8,19","5,79"
LPA,"1,04","1,07","0,99","0,94","0,67","0,70","0,66","0,52","0,52","0,92","0,40","0,40","0,36","0,34","0,27","0,27","0,40","0,15"
VPA,"2,62","2,35","2,25","2,54","2,07","2,04","2,20","2,04","1,88","1,69","1,27","1,19","1,18","1,27","1,28","1,40","1,32","1,59"
EBIT por ação,"1,37","1,42","1,26","1,18","0,00","0,93","0,94","0,71","0,70","1,06","0,52","0,57","0,50","0,48","0,37","0,33","0,21","0,12"
EBIT por ação *,"1,34","1,37","1,24","1,09","0,85","1,08","1,06","0,90","0,83","1,20","0,66","0,66","0,60","0,57","0,43","0,37","0,27","0,14"
Ativo por ação,"3,89","3,57","3,89","3,96","3,43","3,54","3,52","3,24","3,02","2,55","2,48","2,19","2,02","1,97","1,90","1,82","1,67","2,23"
Receita líquida por ação,"4,48","4,43","4,18","3,88","3,40","3,38","3,23","3,31","2,92","2,63","2,50","2,29","2,12","1,96","1,75","1,53","1,28","0,70"
Margem bruta,"35,07%","35,96%","34,67%","32,85%","27,02%","60,30%","59,60%","55,20%","55,79%","72,51%","50,78%","53,39%","52,53%","53,14%","49,19%","50,14%","50,54%","55,96%"
Margem líquida,"23,09%","24,07%","23,63%","24,15%","19,75%","20,70%","20,38%","15,75%","17,92%","34,98%","15,83%","17,70%","16,87%","17,62%","15,26%","17,44%","31,45%","21,93%"
Margem EBIT,"30,64%","31,94%","30,13%","30,49%","0,00%","27,57%","29,17%","21,36%","23,97%","40,07%","20,64%","24,70%","23,65%","24,60%","20,92%","21,45%","16,60%","17,55%"
Margem EBIT *,"29,82%","30,90%","29,74%","27,97%","25,04%","31,89%","32,70%","27,26%","28,56%","45,44%","26,19%","28,71%","28,23%","28,93%","24,44%","24,26%","21,12%","20,26%"
Margem EBITDA,"33,12%","34,55%","32,59%","32,82%","1,75%","30,70%","30,57%","22,52%","24,97%","40,64%","21,19%","25,32%","24,24%","25,08%","21,46%","22,19%","17,38%","18,74%"
Margem EBITDA *,"32,30%","33,51%","32,20%","30,30%","26,78%","35,02%","34,10%","28,42%","29,57%","46,00%","26,74%","29,33%","28,82%","29,41%","24,98%","25,00%","21,91%","21,45%"
Margem operacional,"32,85%","34,28%","33,46%","34,19%","27,90%","29,70%","29,46%","22,43%","25,57%","51,86%","22,38%","26,16%","24,92%","25,71%","22,31%","23,58%","20,18%","21,81%"
ROE,"39,39%","45,43%","43,90%","36,87%","32,44%","34,01%","29,81%","25,51%","27,65%","54,27%","30,97%","33,83%","30,27%","27,00%","20,78%","19,07%","30,50%","9,64%"
ROA,"0,27","0,30","0,25","0,24","0,20","0,20","0,19","0,16","0,17","0,36","0,16","0,18","0,18","0,18","0,14","0,15","0,24","0,07"
ROIC,"48,55%","48,09%","40,16%","36,77%","0,00%","32,23%","44,36%","31,95%","33,27%","61,54%","30,96%","36,28%","33,08%","32,80%","24,71%","23,09%","15,09%","10,06%"
ROIC *,"47,25%","46,53%","39,64%","33,73%","28,75%","37,28%","49,73%","40,78%","39,64%","69,78%","39,28%","42,17%","39,48%","38,59%","28,86%","26,12%","19,21%","11,61%"
Giro do ativo,"1,15","1,24","1,07","0,98","0,99","0,95","0,92","1,02","0,97","1,03","1,01","1,05","1,05","1,00","0,92","0,84","0,76","0,31"
EBIT *,729 mi,747 mi,678 mi,592 mi,464 mi,587 mi,577 mi,493 mi,454 mi,653 mi,357 mi,358 mi,326 mi,309 mi,233 mi,202 mi,147 mi,77 mi
EBITDA,810 mi,836 mi,743 mi,695 mi,32 mi,565 mi,539 mi,407 mi,397 mi,584 mi,289 mi,316 mi,280 mi,268 mi,205 mi,185 mi,121 mi,71 mi
EBITDA *,790 mi,811 mi,734 mi,641 mi,496 mi,645 mi,602 mi,514 mi,470 mi,661 mi,364 mi,366 mi,333 mi,314 mi,238 mi,208 mi,152 mi,82 mi
