Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"44,52","57,54","53,77","86,03","2.805,49","92,16",-,-,-,-,-,-,-,-,-,-,-,-
P/VP,"6,52","7,20","4,99","6,28","5,19","6,42",-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT,"24,78","29,85","29,82","42,14","42,91","64,53",-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT *,"33,26","36,02","32,26","43,75","46,61","63,76",-,-,-,-,-,-,-,-,-,-,-,-
PSR,"20,71","22,54","17,39","22,65","20,89","25,67",-,-,-,-,-,-,-,-,-,-,-,-
P/Ativos,"3,28","3,53","2,53","3,34","2,64","2,99",-,-,-,-,-,-,-,-,-,-,-,-
LPA,"0,59","0,48","0,33","0,25","0,01","0,20",-,-,-,-,-,-,-,-,-,-,-,-
VPA,"4,04","3,86","3,57","3,46","3,39","2,84",-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação,"1,06","0,93","0,60","0,52","0,41","0,28",-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"0,79","0,77","0,55","0,50","0,38","0,29",-,-,-,-,-,-,-,-,-,-,-,-
Ativo por ação,"8,02","7,87","7,05","6,51","6,67","6,11",-,-,-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"1,27","1,23","1,02","0,96","0,84","0,71",-,-,-,-,-,-,-,-,-,-,-,-
Margem bruta,"74,31%","75,03%","67,11%","63,86%","58,59%","56,97%","59,31%","66,61%","69,92%","69,38%","68,83%","66,88%","68,79%","72,12%","72,75%","36,71%","42,49%","38,15%"
Margem líquida,"46,52%","39,18%","32,34%","26,70%","1,26%","40,35%","26,02%","37,81%","33,17%","27,08%","13,53%","-89,30%","-60,28%","18,72%","45,62%","19,32%","4,80%","14,77%"
Margem EBIT,"83,57%","75,52%","58,31%","53,76%","48,68%","39,79%","49,40%","63,93%","60,21%","58,23%","54,09%","-45,73%","-25,07%","42,61%","65,16%","32,83%","14,22%","25,34%"
Margem EBIT *,"62,25%","62,58%","53,90%","51,78%","44,82%","40,27%","43,44%","50,54%","54,48%","56,22%","55,04%","47,03%","46,06%","45,89%","49,32%","14,46%","17,53%","11,67%"
Margem EBITDA,"91,19%","84,08%","73,99%","68,83%","64,33%","57,89%","71,42%","80,88%","75,38%","73,58%","74,02%","-28,69%","-9,66%","53,84%","75,07%","51,90%","34,53%","47,97%"
Margem EBITDA *,"69,87%","71,15%","69,59%","66,85%","60,47%","58,37%","65,46%","67,49%","69,65%","71,57%","74,97%","64,08%","61,47%","57,12%","59,22%","33,53%","37,84%","34,30%"
Margem operacional,"53,11%","45,51%","37,92%","31,27%","-12,88%","62,57%","36,26%","49,21%","42,79%","32,86%","20,33%","-81,86%","-56,22%","28,42%","57,71%","20,52%","5,12%","16,39%"
ROE,"14,64%","12,52%","9,28%","7,40%","0,31%","10,06%","5,55%","9,44%","8,39%","6,80%","3,25%","-20,71%","-11,00%","2,63%","6,71%","18,59%","6,44%","19,61%"
ROA,"0,07","0,06","0,05","0,04","0,00","0,05","0,03","0,05","0,04","0,04","0,02","-0,10","-0,06","0,01","0,04","0,06","0,02","0,05"
ROIC,"16,87%","14,55%","10,79%","9,98%","7,98%","6,38%","6,22%","10,20%","9,23%","8,66%","7,71%","-6,13%","-3,00%","4,19%","7,43%","13,05%","6,47%","11,43%"
ROIC *,"12,57%","12,06%","9,98%","9,62%","7,35%","6,46%","5,47%","8,06%","8,35%","8,36%","7,84%","6,30%","5,51%","4,51%","5,62%","5,75%","7,98%","5,26%"
Giro do ativo,"0,16","0,16","0,15","0,15","0,13","0,12","0,10","0,13","0,13","0,13","0,13","0,12","0,10","0,07","0,08","0,30","0,36","0,37"
EBIT *,953 mi,930 mi,666 mi,599 mi,455 mi,345 mi,293 mi,381 mi,393 mi,389 mi,368 mi,299 mi,266 mi,192 mi,188 mi,740 mi,1.256 mi,839 mi
EBITDA,1.397 mi,1.250 mi,914 mi,796 mi,653 mi,496 mi,483 mi,610 mi,544 mi,510 mi,494 mi,-183 mi,-56 mi,225 mi,287 mi,2.659 mi,2.475 mi,3.451 mi
EBITDA *,1.070 mi,1.057 mi,860 mi,773 mi,614 mi,500 mi,442 mi,509 mi,503 mi,496 mi,501 mi,407 mi,355 mi,239 mi,226 mi,1.717 mi,2.712 mi,2.467 mi
Liquidez corrente,"2,82","2,49","2,76","2,13","1,27","4,64","2,33","4,16","3,12","1,97","1,78","1,56","2,44","3,40","4,23","1,72","1,28","1,17"
Liquidez seca,"2,78","2,45","2,73","2,09","1,25","4,58","2,32","4,13","3,10","1,95","1,77","1,55","2,43","3,40","4,22","1,72","1,27","1,16"
Liquidez imediata,"0,01","0,04","0,06","0,06","0,03","0,08","0,04","0,17","0,09","0,15","0,41","0,23","0,52","0,55","2,42","0,96","0,63","0,54"
Dívida bruta,3.941 mi,3.964 mi,3.436 mi,3.367 mi,3.100 mi,3.423 mi,3.574 mi,2.466 mi,2.329 mi,2.231 mi,2.364 mi,2.364 mi,2.335 mi,2.220 mi,1.838 mi,7.258 mi,8.644 mi,8.313 mi
Dívida líquida,1.908 mi,2.210 mi,1.627 mi,1.768 mi,1.270 mi,1.419 mi,1.961 mi,1.468 mi,1.664 mi,1.749 mi,1.746 mi,1.702 mi,1.377 mi,745 mi,340 mi,3.736 mi,5.235 mi,5.577 mi
Capital de giro,1.654 mi,1.397 mi,1.440 mi,1.035 mi,469 mi,1.845 mi,1.061 mi,889 mi,592 mi,338 mi,358 mi,323 mi,714 mi,1.213 mi,1.244 mi,2.394 mi,1.295 mi,745 mi
Endividamento geral,"98,71%","104,16%","97,30%","87,99%","95,93%","114,29%","120,98%","90,10%","88,96%","86,96%","91,24%","98,21%","84,28%","92,99%","87,16%","223,14%","275,62%","261,63%"
