Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"9,70","11,81","11,42","13,65","16,39","15,19","11,67","15,00","17,14","17,11","15,23","10,33","13,64","16,37","15,78","12,00","9,90","10,04"
P/VP,"0,81","0,95","0,92","1,59","1,18","1,09","1,34","1,38","2,23","2,89","2,76","1,68","2,49","3,04","3,08","2,19","1,98","2,37"
P/EBIT,"9,34","11,27","8,89","11,35","13,54","19,33","12,47","15,51","16,52","17,22","14,92","10,75","12,24","14,83","13,64","10,59","8,44","8,41"
P/EBIT *,"8,00","9,30","7,59","10,20","11,27","17,73","17,25","15,64","14,79","15,30","13,08","10,60","11,97","14,30","14,00","10,53","8,19","8,62"
PSR,"0,65","0,75","0,76","1,12","0,78","0,98","1,23","1,37","2,06","2,67","2,24","1,35","1,79","1,99","2,09","1,51","1,42","1,50"
P/Ativos,"0,53","0,62","0,58","0,98","0,69","0,72","0,92","1,03","1,59","2,37","2,10","1,22","1,83","2,21","2,17","1,44","1,47","1,56"
LPA,"2,06","1,95","1,91","2,62","1,42","1,49","2,25","1,64","2,13","2,49","2,31","1,78","1,77","1,55","1,39","1,08","1,04","1,04"
VPA,"24,66","24,30","23,59","22,43","19,79","20,74","19,60","17,80","16,41","14,73","12,78","10,96","9,69","8,32","7,11","5,92","5,19","4,39"
EBIT por ação,"2,14","2,04","2,45","3,15","1,72","1,17","2,11","1,59","2,21","2,47","2,36","1,71","1,97","1,71","1,61","1,23","1,22","1,24"
EBIT por ação *,"2,49","2,47","2,87","3,51","2,07","1,28","1,52","1,58","2,47","2,78","2,69","1,74","2,01","1,77","1,56","1,23","1,25","1,21"
Ativo por ação,"37,34","37,05","37,67","36,40","33,74","31,44","28,70","23,90","23,03","17,96","16,76","15,04","13,21","11,46","10,11","9,02","6,97","6,66"
Receita líquida por ação,"30,81","30,79","28,50","31,98","29,88","23,05","21,39","18,00","17,77","15,97","15,72","13,63","13,51","12,72","10,46","8,59","7,21","6,93"
Margem bruta,"32,46%","32,16%","34,42%","33,17%","28,50%","28,18%","32,83%","35,41%","38,08%","41,53%","39,15%","35,82%","37,65%","37,80%","40,13%","37,74%","41,75%","42,38%"
Margem líquida,"6,67%","6,32%","6,68%","8,20%","4,76%","6,46%","10,53%","9,12%","12,01%","15,59%","14,72%","13,07%","13,08%","12,16%","13,27%","12,59%","14,39%","14,97%"
Margem EBIT,"6,93%","6,62%","8,58%","9,86%","5,76%","5,08%","9,85%","8,82%","12,46%","15,49%","15,03%","12,56%","14,58%","13,42%","15,36%","14,28%","16,89%","17,88%"
Margem EBIT *,"8,08%","8,02%","10,06%","10,97%","6,92%","5,54%","7,13%","8,75%","13,92%","17,43%","17,14%","12,74%","14,91%","13,92%","14,96%","14,35%","17,40%","17,44%"
Margem EBITDA,"10,90%","10,57%","12,40%","13,22%","8,89%","8,75%","13,43%","12,65%","15,49%","17,84%","17,26%","14,86%","16,82%","15,63%","17,64%","16,53%","19,08%","19,99%"
Margem EBITDA *,"12,05%","11,97%","13,88%","14,34%","10,05%","9,21%","10,71%","12,58%","16,94%","19,79%","19,37%","15,04%","17,15%","16,12%","17,24%","16,61%","19,60%","19,54%"
Margem operacional,"7,22%","6,79%","8,52%","8,63%","3,47%","4,83%","10,97%","9,32%","13,23%","16,91%","15,62%","13,89%","14,33%","13,09%","14,32%","13,83%","16,24%","17,31%"
ROE,"8,33%","8,01%","8,08%","11,69%","7,18%","7,18%","11,49%","9,23%","13,01%","16,91%","18,10%","16,25%","18,24%","18,59%","19,52%","18,27%","19,97%","23,64%"
ROA,"0,06","0,05","0,05","0,07","0,04","0,05","0,08","0,07","0,09","0,14","0,14","0,12","0,13","0,14","0,14","0,12","0,15","0,16"
ROIC,"7,79%","7,48%","8,73%","12,11%","6,11%","4,76%","8,78%","7,10%","10,42%","16,68%","17,11%","12,60%","16,94%","16,57%","16,98%","14,48%","18,39%","19,58%"
ROIC *,"9,09%","9,07%","10,23%","13,48%","7,35%","5,19%","6,35%","7,04%","11,64%","18,78%","19,51%","12,78%","17,32%","17,18%","16,54%","14,56%","18,95%","19,09%"
Giro do ativo,"0,83","0,83","0,76","0,88","0,89","0,73","0,75","0,75","0,77","0,89","0,94","0,91","1,02","1,11","1,03","0,95","1,03","1,04"
EBIT *,844 mi,837 mi,972 mi,1.189 mi,700 mi,432 mi,516 mi,534 mi,838 mi,944 mi,912 mi,589 mi,682 mi,600 mi,530 mi,417 mi,425 mi,409 mi
EBITDA,1.138 mi,1.103 mi,1.198 mi,1.433 mi,900 mi,683 mi,974 mi,772 mi,933 mi,966 mi,919 mi,686 mi,770 mi,673 mi,625 mi,481 mi,466 mi,469 mi
EBITDA *,1.259 mi,1.249 mi,1.341 mi,1.554 mi,1.018 mi,719 mi,776 mi,767 mi,1.020 mi,1.071 mi,1.031 mi,694 mi,785 mi,695 mi,611 mi,483 mi,478 mi,458 mi
Liquidez corrente,"2,65","2,61","2,20","2,35","1,98","3,34","2,37","2,01","1,91","4,33","2,88","2,43","2,38","2,01","2,24","1,50","2,37","1,40"
Liquidez seca,"1,83","1,86","1,58","1,80","1,12","2,47","1,62","1,32","1,31","3,24","2,16","1,57","1,71","1,30","1,35","0,95","1,45","0,82"
Liquidez imediata,"0,87","0,84","0,79","0,93","0,26","1,17","0,74","0,30","0,35","1,57","1,05","0,45","0,65","0,45","0,29","0,17","0,19","0,13"
Dívida bruta,1.402 mi,1.419 mi,2.389 mi,2.171 mi,2.226 mi,1.767 mi,1.589 mi,979 mi,1.252 mi,341 mi,643 mi,755 mi,633 mi,573 mi,574 mi,575 mi,276 mi,505 mi
Dívida líquida,-520 mi,-485 mi,219 mi,-112 mi,1.561 mi,195 mi,359 mi,614 mi,801 mi,-585 mi,-217 mi,400 mi,184 mi,266 mi,431 mi,480 mi,221 mi,447 mi
