Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"5,69","8,32","4,66","13,95","7,68","10,41","16,15","7,65","9,91","9,92","8,57","6,85","14,35","24,09","8,81","5,44","4,21","4,22"
P/VP,"0,51","0,60","0,42","1,05","1,24","1,46","1,33","1,00","1,26","1,67","1,46","1,24","2,10","2,41","2,37","1,74","1,47","1,47"
P/EBIT,"1,75","2,38","1,76","3,53","4,02","5,53","8,25","5,50","6,97","6,99","6,03","4,57","7,06","15,14","6,82","4,12","3,00","3,13"
P/EBIT *,"1,67","2,23","1,59","3,19","4,06","4,53","6,96","5,85","7,63","7,58","6,55","4,91","6,85","11,93","6,65","4,08","2,92","2,99"
PSR,"0,30","0,36","0,26","0,51","0,57","0,63","0,71","0,58","0,71","0,94","0,82","0,60","1,00","1,32","1,28","0,98","0,70","0,69"
P/Ativos,"0,17","0,20","0,15","0,34","0,40","0,45","0,46","0,36","0,56","0,76","0,68","0,54","0,90","1,12","1,04","0,76","0,65","0,60"
LPA,"5,85","4,57","5,39","3,66","7,42","5,66","3,07","4,69","4,22","5,05","4,55","4,21","2,91","1,81","4,87","5,46","5,47","4,57"
VPA,"64,97","63,28","59,55","48,56","45,85","40,40","37,43","36,08","33,17","29,93","26,81","23,23","19,88","18,15","18,08","17,05","15,72","13,11"
EBIT por ação,"19,00","15,98","14,29","14,45","14,19","10,65","6,01","6,53","6,00","7,17","6,48","6,31","5,92","2,89","6,29","7,20","7,68","6,16"
EBIT por ação *,"19,90","17,03","15,75","15,99","14,05","13,02","7,13","6,14","5,48","6,61","5,96","5,87","6,10","3,66","6,45","7,28","7,90","6,45"
Ativo por ação,"193,04","187,89","166,94","151,76","142,63","130,22","108,53","100,40","75,20","66,05","57,05","53,41","46,67","39,06","41,26","38,85","35,64","31,90"
Receita líquida por ação,"111,20","106,28","97,82","99,92","99,28","93,97","69,44","62,31","59,12","53,24","47,48","47,82","41,91","33,02","33,53","30,44","33,02","28,03"
Margem bruta,"20,81%","19,33%","19,01%","18,58%","16,77%","16,31%","14,50%","14,08%","13,00%","16,21%","18,56%","16,63%","18,03%","15,93%","23,81%","27,64%","26,97%","26,47%"
Margem líquida,"5,26%","4,30%","5,51%","3,66%","7,48%","6,02%","4,42%","7,53%","7,14%","9,48%","9,59%","8,80%","6,95%","5,49%","14,51%","17,93%","16,56%","16,32%"
Margem EBIT,"17,09%","15,03%","14,61%","14,46%","14,30%","11,33%","8,66%","10,49%","10,15%","13,46%","13,65%","13,19%","14,13%","8,74%","18,75%","23,65%","23,26%","21,99%"
Margem EBIT *,"17,89%","16,02%","16,10%","16,00%","14,15%","13,86%","10,27%","9,85%","9,27%","12,42%","12,55%","12,27%","14,56%","11,10%","19,23%","23,92%","23,93%","23,02%"
Margem EBITDA,"27,07%","21,61%","22,26%","20,74%","19,06%","15,54%","13,89%","15,53%","14,53%","17,26%","17,47%","16,68%","19,23%","14,10%","22,71%","28,73%","28,32%","26,82%"
Margem EBITDA *,"27,88%","22,60%","23,76%","22,29%","18,91%","18,06%","15,50%","14,90%","13,65%","16,22%","16,38%","15,76%","19,66%","16,46%","23,19%","29,00%","28,99%","27,84%"
Margem operacional,"6,07%","4,51%","5,87%","5,29%","9,39%","8,02%","6,15%","9,15%","8,90%","11,81%","11,86%","10,67%","6,61%","5,83%","20,76%","21,95%","20,33%","20,21%"
ROE,"9,01%","7,21%","9,05%","7,53%","16,19%","14,01%","8,21%","13,00%","12,73%","16,87%","16,99%","18,11%","14,66%","10,00%","26,92%","32,03%","34,78%","34,89%"
ROA,"0,03","0,02","0,03","0,02","0,05","0,04","0,03","0,05","0,06","0,08","0,08","0,08","0,06","0,05","0,12","0,14","0,15","0,14"
ROIC,"11,01%","9,75%","9,54%","10,57%","11,49%","9,63%","6,42%","7,39%","9,21%","13,14%","13,14%","13,49%","15,02%","8,51%","17,73%","21,84%","24,32%","20,84%"
ROIC *,"11,53%","10,39%","10,52%","11,70%","11,37%","11,77%","7,61%","6,94%","8,41%","12,12%","12,09%","12,55%","15,49%","10,80%","18,19%","22,09%","25,02%","21,81%"
Giro do ativo,"0,58","0,57","0,59","0,66","0,70","0,72","0,64","0,62","0,79","0,81","0,83","0,90","0,90","0,85","0,81","0,78","0,93","0,88"
EBIT *,1.717 mi,1.469 mi,1.359 mi,1.380 mi,1.212 mi,1.123 mi,615 mi,529 mi,473 mi,570 mi,514 mi,506 mi,526 mi,316 mi,556 mi,628 mi,681 mi,556 mi
EBITDA,2.597 mi,1.982 mi,1.879 mi,1.788 mi,1.633 mi,1.260 mi,832 mi,835 mi,741 mi,792 mi,715 mi,688 mi,695 mi,401 mi,657 mi,754 mi,807 mi,648 mi
EBITDA *,2.675 mi,2.073 mi,2.005 mi,1.921 mi,1.620 mi,1.464 mi,928 mi,800 mi,696 mi,745 mi,671 mi,650 mi,711 mi,469 mi,671 mi,761 mi,826 mi,673 mi
Liquidez corrente,"0,56","0,55","0,54","0,56","0,68","0,96","0,84","1,05","0,91","0,94","1,07","1,15","1,47","1,06","1,14","1,10","0,68","0,94"
Liquidez seca,"0,56","0,55","0,54","0,56","0,68","0,96","0,84","1,05","0,91","0,94","1,07","1,15","1,47","1,06","1,14","1,09","0,68","0,93"
Liquidez imediata,"0,04","0,03","0,04","0,02","0,04","0,06","0,06","0,04","0,05","0,08","0,11","0,04","0,22","0,13","0,19","0,11","0,05","0,06"
Dívida bruta,6.886 mi,5.873 mi,5.447 mi,5.855 mi,4.659 mi,3.721 mi,2.490 mi,2.184 mi,1.888 mi,1.292 mi,1.079 mi,1.297 mi,1.265 mi,922 mi,953 mi,1.095 mi,842 mi,885 mi
Dívida líquida,6.695 mi,5.688 mi,5.232 mi,5.660 mi,4.389 mi,3.436 mi,2.231 mi,2.015 mi,1.724 mi,1.056 mi,909 mi,1.232 mi,1.073 mi,814 mi,738 mi,767 mi,738 mi,836 mi
Capital de giro,-2.384 mi,-2.504 mi,-2.593 mi,-2.260 mi,-1.313 mi,-152 mi,-449 mi,110 mi,-178 mi,-110 mi,101 mi,209 mi,389 mi,44 mi,112 mi,80 mi,-320 mi,-43 mi
Endividamento geral,"197,15%","196,90%","180,31%","212,50%","211,09%","222,30%","189,93%","178,25%","126,72%","120,68%","112,84%","129,91%","134,76%","115,23%","128,19%","127,93%","126,70%","143,37%"
