Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"13,07","15,32","11,00","12,89","15,17","11,74","9,41","9,94","349,61","11,03","25,84",-,-,-,-,-,-
P/VP,"2,90","3,91","4,03","4,95","5,79","2,86","2,52","2,43","0,93","0,80","0,87",-,-,-,-,-,-
P/EBIT,"6,64","9,66","7,02","8,17","9,99","8,54","6,52","5,96","5,20","3,70","4,27",-,-,-,-,-,-
P/EBIT *,"6,07","9,06","6,78","7,98","9,19","8,28","6,33","5,71","5,11","3,36","4,10",-,-,-,-,-,-
PSR,"1,27","2,03","2,00","2,15","2,14","1,56","1,13","0,97","0,43","0,43","0,33",-,-,-,-,-,-
P/Ativos,"0,74","1,18","1,17","1,30","1,40","0,84","0,72","0,64","0,28","0,27","0,25",-,-,-,-,-,-
LPA,"3,98","4,97","6,30","5,44","4,64","3,10","2,71","1,95","0,02","0,60","0,21",-,-,-,-,-,-
VPA,"17,96","19,46","17,18","14,16","12,15","12,70","10,13","7,97","8,22","8,29","6,16",-,-,-,-,-,-
EBIT por ação,"7,83","7,89","9,87","8,58","7,05","4,25","3,92","3,25","1,47","1,78","1,25",-,-,-,-,-,-
EBIT por ação *,"8,56","8,41","10,21","8,78","7,65","4,39","4,03","3,40","1,49","1,97","1,30",-,-,-,-,-,-
Ativo por ação,"70,30","64,70","59,43","53,93","50,44","43,24","35,35","30,13","27,03","24,50","21,32",-,-,-,-,-,-
Receita líquida por ação,"41,03","37,52","34,55","32,57","32,81","23,28","22,53","19,98","17,59","15,30","16,28",-,-,-,-,-,-
Margem bruta,"25,79%","27,86%","34,14%","31,44%","26,37%","22,44%","22,14%","21,96%","13,05%","16,78%","10,97%","17,04%","18,51%","20,08%","27,76%","18,36%","22,01%"
Margem líquida,"9,70%","13,25%","18,23%","16,70%","14,14%","13,30%","12,04%","9,76%","0,12%","3,91%","1,27%","3,97%","-16,55%","-2,26%","7,31%","0,95%","8,91%"
Margem EBIT,"19,09%","21,02%","28,55%","26,34%","21,47%","18,28%","17,39%","16,28%","8,33%","11,65%","7,68%","8,45%","-6,45%","6,30%","19,61%","11,18%","14,60%"
Margem EBIT *,"20,88%","22,41%","29,55%","26,96%","23,33%","18,86%","17,90%","17,01%","8,47%","12,85%","8,01%","10,22%","0,07%","9,94%","19,96%","11,94%","16,03%"
Margem EBITDA,"23,37%","25,01%","32,23%","29,73%","24,71%","23,03%",--%,"21,05%","13,38%","15,86%","11,01%","13,96%","-2,05%","10,39%","26,69%","17,77%","21,47%"
Margem EBITDA *,"25,15%","26,40%","33,23%","30,36%","26,56%","23,62%",--%,"21,78%","13,52%","17,07%","11,34%","15,73%","4,46%","14,02%","27,05%","18,54%","22,90%"
Margem operacional,"10,90%","14,82%","22,10%","19,64%","17,25%","16,14%","14,16%","12,19%","0,92%","3,93%","1,95%","-1,36%","-17,36%","-1,72%","10,64%","2,01%","10,81%"
ROE,"22,16%","25,54%","36,67%","38,42%","38,19%","24,38%","26,78%","24,45%","0,27%","7,22%","3,35%","7,95%","-46,85%","-4,31%","11,50%","1,59%","12,93%"
ROA,"0,06","0,08","0,11","0,10","0,09","0,07","0,08","0,06","0,00","0,02","0,01","0,02","-0,11","-0,01","0,04","0,01","0,05"
ROIC,"12,42%","14,37%","18,79%","17,65%","15,33%","13,10%","12,24%","11,76%","6,30%","8,76%","6,97%","6,26%","-4,91%","4,34%","12,30%","7,13%","8,21%"
ROIC *,"13,58%","15,32%","19,45%","18,07%","16,65%","13,52%","12,59%","12,28%","6,41%","9,67%","7,26%","7,58%","0,05%","6,83%","12,52%","7,62%","9,01%"
Giro do ativo,"0,58","0,58","0,58","0,60","0,65","0,54","0,64","0,66","0,65","0,62","0,76","0,60","0,64","0,61","0,57","0,59","0,53"
EBIT *,1.875 mi,1.840 mi,2.235 mi,1.923 mi,1.675 mi,961 mi,882 mi,743 mi,326 mi,430 mi,285 mi,269 mi,1 mi,233 mi,401 mi,233 mi,268 mi
EBITDA,2.099 mi,2.054 mi,2.438 mi,2.120 mi,1.774 mi,1.173 mi,--,920 mi,515 mi,531 mi,392 mi,368 mi,-48 mi,243 mi,536 mi,347 mi,360 mi
EBITDA *,2.259 mi,2.168 mi,2.514 mi,2.165 mi,1.908 mi,1.203 mi,--,952 mi,520 mi,571 mi,404 mi,414 mi,103 mi,328 mi,543 mi,362 mi,384 mi
Liquidez corrente,"1,91","1,53","1,20","1,11","1,15","1,45","1,38","1,39","1,02","1,09","1,26","1,72","0,43","0,67","0,92","0,75","0,62"
Liquidez seca,"1,89","1,52","1,19","1,10","1,14","1,44","1,37","1,37","1,01","1,08","1,24","1,71","0,42","0,66","0,90","0,73","0,61"
Liquidez imediata,"0,08","0,04","0,05","0,06","0,03","0,14","0,07","0,04","0,15","0,12","0,18","0,17","0,08","0,09","0,16","0,12","0,04"
Dívida bruta,8.648 mi,6.895 mi,5.390 mi,4.946 mi,4.496 mi,4.467 mi,3.790 mi,3.179 mi,2.318 mi,1.682 mi,1.477 mi,1.328 mi,1.280 mi,1.237 mi,1.298 mi,1.258 mi,1.034 mi
Dívida líquida,7.729 mi,5.305 mi,4.445 mi,4.215 mi,4.149 mi,2.625 mi,3.484 mi,3.040 mi,1.961 mi,1.196 mi,1.170 mi,669 mi,1.152 mi,1.115 mi,1.139 mi,1.148 mi,999 mi
Capital de giro,1.721 mi,1.400 mi,590 mi,292 mi,392 mi,1.129 mi,586 mi,487 mi,26 mi,122 mi,278 mi,563 mi,-926 mi,-439 mi,-83 mi,-222 mi,-305 mi
Endividamento geral,"291,37%","232,52%","245,94%","280,98%","315,27%","240,43%","248,82%","277,83%","228,96%","195,70%","245,78%","234,29%","342,36%","211,41%","177,73%","182,58%","175,68%"
