Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,05","-0,04","-0,14","-10,04","-5,92","-8,81","-32,87","-9,24","-10,62","-1,97","-5,12","-11,89","-25,46","130,67","206,97","174,22","161,42","242,42"
P/VP,"-0,03","-0,03","19,81","-0,80","-1,07","-2,98","-15,91","-19,22","24,51","1,61","4,26","3,27","7,52","7,49","11,37","29,72","46,41","60,59"
P/EBIT,"-0,05","-0,05","-0,18","-7,34","-7,68","-8,29","-37,59","-11,88","-11,38","-1,86","-5,79","-15,63","-50,36","113,29","-623,39","115,09","111,73","159,32"
P/EBIT *,"-0,11","-0,11","-0,30","-8,47","-12,29","-15,43","-54,20","-22,95","-29,98","-5,22","-12,16","-23,46","-90,45","142,93","-180,67","151,84","128,03","914,90"
PSR,"0,07","0,05","0,18","7,32","110,62","392,07","191,26","19,78","17,26","5,19","9,54","5,65","8,01","6,85","12,39","18,02","24,57","50,42"
P/Ativos,"0,01","0,01","0,04","0,58","0,64","1,39","4,33","2,56","2,47","0,38","0,85","1,04","2,00","1,96","2,74","6,34","12,31","23,78"
LPA,"-14,19","-17,43","-17,42","-4,78","-9,63","-14,76","-13,17","-29,23","-32,86","-33,00","-34,35","-20,87","-19,64","3,98","2,72","5,21","7,18","4,72"
VPA,"-22,41","-22,10","0,12","-59,90","-53,28","-43,65","-27,22","-14,05","14,24","40,29","41,27","75,82","66,51","69,46","49,44","30,54","24,96","18,87"
EBIT por ação,"-13,71","-15,00","-13,27","-6,54","-7,42","-15,68","-11,52","-22,72","-30,66","-34,89","-30,41","-15,87","-9,93","4,59","-0,90","7,89","10,37","7,17"
EBIT por ação *,"-6,20","-7,12","-7,91","-5,66","-4,64","-8,43","-7,99","-11,77","-11,64","-12,45","-14,47","-10,57","-5,53","3,64","-3,11","5,98","9,05","1,25"
Ativo por ação,"55,99","58,00","67,01","82,57","88,52","93,68","100,01","105,64","141,10","170,14","206,33","237,88","249,52","265,59","204,93","143,08","94,09","48,07"
Receita líquida por ação,"9,53","13,67","13,04","6,55","0,52","0,33","2,26","13,65","20,22","12,54","18,45","43,87","62,42","75,90","45,37","50,38","47,15","22,67"
Margem bruta,"-39,87%","-33,68%","-24,30%","-18,79%","-132,17%","-1.431,73%","-22,06%","-52,02%","-22,87%","-44,11%","-35,30%","-1,96%","10,66%","20,45%","16,80%","30,42%","34,36%","23,88%"
Margem líquida,"-152,97%","-127,79%","-134,38%","-77,30%","-1.912,02%","-4.552,16%","-589,78%","-226,61%","-173,70%","-293,20%","-193,85%","-50,50%","-32,61%","5,39%","4,47%","10,76%","14,76%","20,77%"
Margem EBIT,"-143,86%","-109,73%","-101,76%","-99,76%","-1.440,58%","-4.728,29%","-508,80%","-166,45%","-151,67%","-278,31%","-164,89%","-36,18%","-15,91%","6,05%","-1,99%","15,65%","21,99%","31,64%"
Margem EBIT *,"-65,04%","-52,11%","-60,67%","-86,42%","-900,21%","-2.541,25%","-352,86%","-86,20%","-57,59%","-99,35%","-78,45%","-24,10%","-8,86%","4,79%","-6,86%","11,87%","19,19%","5,51%"
Margem EBITDA,"-142,72%","-109,19%","-101,17%","-98,06%","-1.414,79%","-4.684,36%","-503,86%","-165,59%","-151,13%","-277,04%","-164,09%","-35,82%","-15,11%","6,19%","-1,81%","15,76%","22,06%","31,75%"
Margem EBITDA *,"-63,90%","-51,58%","-60,07%","-84,72%","-874,43%","-2.497,31%","-347,93%","-85,35%","-57,05%","-98,08%","-77,64%","-23,74%","-8,06%","4,93%","-6,68%","11,97%","19,26%","5,61%"
Margem operacional,"-171,55%","-133,85%","-138,94%","-135,26%","-1.927,44%","-4.515,78%","-539,51%","-228,97%","-164,09%","-331,58%","-196,67%","-45,79%","-19,43%","6,89%","1,64%","12,66%","16,89%","25,86%"
ROE,"66,07%","80,27%","235,21%","7,51%","16,21%","29,62%","37,43%","136,73%","-453,14%","-92,26%","-90,11%","-29,18%","-30,02%","5,24%","3,63%","16,21%","26,75%","24,52%"
ROA,"-0,26","-0,30","-0,26","-0,06","-0,11","-0,16","-0,13","-0,29","-0,25","-0,22","-0,17","-0,09","-0,08","0,02","0,01","0,04","0,07","0,10"
ROIC,"-26,23%","-27,51%","-21,50%","-8,67%","-8,98%","-18,14%","-12,24%","-22,66%","-22,66%","-21,37%","-15,26%","-6,86%","-4,15%","1,82%","-0,48%","6,01%","12,36%","15,54%"
ROIC *,"-11,86%","-13,06%","-12,82%","-7,51%","-5,61%","-9,75%","-8,49%","-11,74%","-8,60%","-7,63%","-7,26%","-4,57%","-2,31%","1,45%","-1,66%","4,56%","10,78%","2,71%"
Giro do ativo,"0,17","0,24","0,19","0,08","0,01","0,00","0,02","0,13","0,14","0,07","0,09","0,18","0,25","0,29","0,22","0,35","0,50","0,47"
EBIT *,-80 mi,-92 mi,-102 mi,-73 mi,-60 mi,-108 mi,-103 mi,-151 mi,-150 mi,-160 mi,-186 mi,-136 mi,-71 mi,46 mi,-40 mi,76 mi,115 mi,15 mi
EBITDA,-175 mi,-192 mi,-169 mi,-83 mi,-94 mi,-199 mi,-147 mi,-290 mi,-392 mi,-445 mi,-388 mi,-202 mi,-121 mi,60 mi,-11 mi,101 mi,133 mi,92 mi
EBITDA *,-78 mi,-91 mi,-101 mi,-72 mi,-58 mi,-107 mi,-101 mi,-150 mi,-148 mi,-158 mi,-184 mi,-134 mi,-65 mi,47 mi,-39 mi,77 mi,116 mi,16 mi
Liquidez corrente,"1,06","1,02","1,20","0,74","0,84","0,86","0,93","1,07","1,34","1,47","1,64","1,73","1,39","1,39","1,63","1,61","1,67","1,91"
Liquidez seca,"0,44","0,42","0,32","0,10","0,15","0,19","0,20","0,26","0,35","0,56","0,73","0,95","0,76","0,79","1,09","1,01","1,12","0,80"
Liquidez imediata,"0,00","0,01","0,01","0,02","0,01","0,02","0,01","0,01","0,01","0,03","0,02","0,03","0,05","0,06","0,14","0,10","0,27","0,08"
Dívida bruta,346 mi,348 mi,264 mi,645 mi,606 mi,598 mi,585 mi,568 mi,619 mi,931 mi,1.194 mi,1.245 mi,1.529 mi,1.467 mi,1.144 mi,874 mi,532 mi,228 mi
Dívida líquida,343 mi,345 mi,256 mi,623 mi,598 mi,572 mi,575 mi,559 mi,604 mi,900 mi,1.173 mi,1.200 mi,1.430 mi,1.362 mi,946 mi,758 mi,409 mi,212 mi
Capital de giro,33 mi,11 mi,130 mi,-293 mi,-186 mi,-164 mi,-87 mi,73 mi,387 mi,561 mi,771 mi,950 mi,566 mi,575 mi,645 mi,388 mi,298 mi,186 mi
Endividamento geral,"-353,77%","-366,54%","-999,18%","-222,41%","-245,67%","-283,86%","-380,37%","-566,99%","1.720,90%","327,07%","420,00%","213,29%","267,91%","240,33%","266,57%","327,74%","261,62%","150,28%"
