Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"4,22","4,02","3,69","2,87","2,55","5,77","3,67","8,28","12,97","7,32","3,08","3,94","4,28","5,05","12,04","7,99","44,02"
P/VP,"0,65",--,"0,84","0,67","0,64","0,63","0,46","0,47","0,44","0,49","0,40","0,42","0,48","0,43","0,49","0,59","0,61"
P/EBIT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/EBIT *,--,--,--,--,--,--,"-23,07",--,--,--,--,--,--,--,--,--,--
PSR,"0,73","0,93","1,20","1,01","1,33","1,61","0,67","0,69","0,59","0,59","0,53","0,65","0,87","0,93","0,97","1,38","1,63"
P/Ativos,"0,07",--,"0,11","0,09","0,07","0,07","0,05","0,05","0,05","0,07","0,06","0,06","0,07","0,08","0,10","0,13","0,15"
LPA,"19,72","20,19","24,00","20,02","13,16","4,74","4,91","1,95","1,15","2,33","4,44","3,27","3,26","3,04","1,40","2,54","0,47"
VPA,"127,75","0,00","104,95","86,36","52,53","43,11","39,23","34,58","33,63","34,96","34,32","30,53","28,99","35,37","34,50","34,49","33,85"
EBIT por ação,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EBIT por ação *,--,--,--,--,--,--,"-0,78",--,--,--,--,--,--,--,--,--,--
Ativo por ação,"1.129,61","0,00","806,52","617,14","462,96","371,32","365,31","337,86","302,40","252,85","215,54","221,53","202,11","188,18","176,10","150,95","139,24"
Receita líquida por ação,"114,27","87,51","73,57","57,11","25,19","16,95","26,87","23,25","25,35","28,75","25,89","19,75","15,93","16,54","17,35","14,64","12,69"
Margem bruta,"7,16%","9,79%","25,90%","33,15%","36,66%","37,94%","34,43%","27,99%","32,30%","49,02%","38,24%","37,96%","35,93%","39,76%","38,91%","38,89%","30,66%"
Margem líquida,"17,26%","23,07%","32,62%","35,05%","52,26%","27,94%","18,28%","8,37%","4,54%","8,11%","17,16%","16,56%","20,44%","18,36%","8,08%","17,33%","3,70%"
Margem EBIT,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBIT *,--%,--%,--%,--%,--%,--%,"-2,91%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,--%,--%,--%,--%,--%,--%,"0,73%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,"13,30%","25,01%","39,97%","61,79%","96,41%","42,64%","23,14%","21,02%","28,08%","27,01%","30,87%","26,68%","19,17%","33,58%","15,76%","28,82%","4,02%"
ROE,"15,44%",--%,"22,86%","23,18%","25,05%","10,99%","12,52%","5,63%","3,42%","6,67%","12,94%","10,71%","11,23%","8,59%","4,06%","7,35%","1,39%"
ROA,"0,02",--,"0,03","0,03","0,03","0,01","0,01","0,01","0,00","0,01","0,02","0,01","0,02","0,02","0,01","0,02","0,00"
ROIC,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
ROIC *,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Giro do ativo,"0,10",--,"0,09","0,09","0,05","0,05","0,07","0,07","0,08","0,11","0,12","0,09","0,08","0,09","0,10","0,10","0,09"
EBIT *,--,--,--,--,--,--,-44 mi,--,--,--,--,--,--,--,--,--,--
EBITDA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EBITDA *,--,--,--,--,--,--,10 mi,--,--,--,--,--,--,--,--,--,--
Liquidez corrente,--,--,--,--,--,--,"0,57","0,46","0,53","0,72","0,76","0,83","0,81","0,73","0,67","0,76","0,72"
Liquidez seca,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Liquidez imediata,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Dívida bruta,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Dívida líquida,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Capital de giro,--,--,--,--,--,--,-5.445 mi,-6.375 mi,-4.709 mi,-2.142 mi,-1.514 mi,-1.189 mi,-1.405 mi,-1.858 mi,-2.082 mi,-1.208 mi,-1.322 mi
Endividamento geral,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
