ticker,period,Ativo circulante,Ativo total,Passivo circulante,Passivo não circulante,Passivo total,Patrimônio líquido,EBIT,Lucro bruto,Lucro líquido,Receita líquida,Resultado financeiro,Resultado operacional
CGAS5,1T2022,"5,70 B","12,91 B","4,02 B","8,01 B","12,91 B","874,78 M","590,86 M","750,41 M","468,89 M","3,58 B","-151,13 M",--
CGAS5,1T2023,"5,02 B","12,98 B","5,57 B","7,58 B","12,98 B","-177,46 M","721,97 M","819,19 M","-793,13 M","3,86 B","-473,09 M",--
CGAS5,1T2024,"5,62 B","14,98 B","5,59 B","8,53 B","14,98 B","861,74 M","603,38 M","720,94 M","322,20 M","3,56 B","-137,18 M",--
CGAS5,1T2025,"3,69 B","14,03 B","1,89 B","10,71 B","14,03 B","1,42 B","638,97 M","749,36 M","286,32 M","3,01 B","-207,29 M",--
CGAS5,2T2011,"741,43 M","3,95 B","1,31 B","1,44 B","3,95 B","1,20 B","162,32 M","306,40 M","92,34 M","1,01 B","-42,88 M",--
CGAS5,2T2012,"944,63 M","4,75 B","1,68 B","1,72 B","4,75 B","1,36 B","98,05 M","271,33 M","37,69 M","1,28 B","-47,63 M",--
CGAS5,2T2013,"1,43 B","6,58 B","1,96 B","2,17 B","6,58 B","2,46 B","298,46 M","426,23 M","167,85 M","1,61 B","-44,01 M",--
CGAS5,2T2014,"1,83 B","7,23 B","1,24 B","3,03 B","7,23 B","2,96 B","320,32 M","525,12 M","179,75 M","1,62 B","-47,20 M",--
CGAS5,2T2015,"2,21 B","8,12 B","1,98 B","3,07 B","8,12 B","3,07 B","384,27 M","580,09 M","215,48 M","1,67 B","-58,29 M",--
CGAS5,2T2016,"2,17 B","7,86 B","1,94 B","3,39 B","7,86 B","2,53 B","549,85 M","764,53 M","330,43 M","1,49 B","-45,93 M",--
CGAS5,2T2017,"3,11 B","8,46 B","2,44 B","3,51 B","8,46 B","2,51 B","268,70 M","492,85 M","146,33 M","1,36 B","-41,19 M",--
CGAS5,2T2018,"3,72 B","9,05 B","2,81 B","3,93 B","9,05 B","2,30 B","244,94 M","452,44 M","114,01 M","1,59 B","-65,93 M",--
CGAS5,2T2019,"3,80 B","9,15 B","2,25 B","3,61 B","9,15 B","3,28 B","587,53 M","787,93 M","362,09 M","2,34 B","-36,90 M",--
CGAS5,2T2020,"5,12 B","11,24 B","3,99 B","6,33 B","11,24 B","922,92 M","283,93 M","512,31 M","158,68 M","1,41 B","-38,69 M",--
CGAS5,2T2021,"4,02 B","11,75 B","2,59 B","7,67 B","11,75 B","1,49 B","765,40 M","709,61 M","552,45 M","2,70 B","6,70 M",--
CGAS5,2T2022,"5,13 B","12,63 B","3,34 B","8,04 B","12,63 B","1,24 B","724,40 M","875,45 M","377,95 M","4,37 B","-182,73 M",--
CGAS5,2T2023,"5,38 B","13,78 B","5,18 B","8,50 B","13,78 B","98,61 M","740,89 M","839,39 M","275,65 M","3,91 B","-292,35 M",--
CGAS5,2T2024,"4,72 B","14,24 B","4,24 B","8,60 B","14,24 B","1,41 B","960,62 M","822,32 M","543,76 M","3,78 B","-169,02 M",--
CGAS5,2T2025,"3,94 B","14,39 B","2,88 B","9,80 B","14,39 B","1,72 B","758,14 M","881,76 M","389,54 M","3,01 B","-218,76 M",--
CGAS5,3T2011,"897,46 M","4,31 B","1,35 B","1,72 B","4,31 B","1,24 B","125,87 M","283,38 M","40,40 M","1,10 B","-66,17 M",--
CGAS5,3T2012,"1,06 B","4,95 B","1,81 B","1,66 B","4,95 B","1,48 B","240,96 M","423,46 M","128,04 M","1,41 B","-47,31 M",--
CGAS5,3T2013,"1,39 B","6,70 B","1,75 B","2,33 B","6,70 B","2,62 B","284,84 M","483,96 M","155,88 M","1,68 B","-48,12 M",--
CGAS5,3T2014,"1,90 B","7,42 B","1,35 B","2,95 B","7,42 B","3,12 B","279,00 M","494,83 M","154,22 M","1,64 B","-48,12 M",--
CGAS5,3T2015,"2,38 B","8,42 B","2,08 B","3,07 B","8,42 B","3,26 B","296,68 M","501,67 M","192,34 M","1,74 B","890,00 Mil",--
CGAS5,3T2016,"2,51 B","8,17 B","2,03 B","3,39 B","8,17 B","2,75 B","391,37 M","615,43 M","215,98 M","1,38 B","-55,67 M",--
CGAS5,3T2017,"3,43 B","8,78 B","2,95 B","3,11 B","8,78 B","2,72 B","375,16 M","599,13 M","207,93 M","1,54 B","-57,27 M",--
CGAS5,3T2018,"3,61 B","8,98 B","2,64 B","3,84 B","8,98 B","2,49 B","301,79 M","523,70 M","187,49 M","1,90 B","-55,43 M",--
CGAS5,3T2019,"4,26 B","9,74 B","2,56 B","3,46 B","9,74 B","3,72 B","676,54 M","919,34 M","437,86 M","2,59 B","-26,68 M",--
CGAS5,3T2020,"5,36 B","11,59 B","3,86 B","6,52 B","11,59 B","1,21 B","540,29 M","742,63 M","292,14 M","2,22 B","-99,01 M",--
CGAS5,3T2021,"5,61 B","13,52 B","2,71 B","8,69 B","13,52 B","2,12 B","781,09 M","918,25 M","655,90 M","3,18 B","-99,89 M",--
CGAS5,3T2022,"5,39 B","12,96 B","3,29 B","8,00 B","12,96 B","1,66 B","729,73 M","939,98 M","455,36 M","4,96 B","-145,90 M",--
CGAS5,3T2023,"5,37 B","14,01 B","5,13 B","8,44 B","14,01 B","444,32 M","749,02 M","810,08 M","359,99 M","3,74 B","-191,68 M",--
CGAS5,3T2024,"5,58 B","15,39 B","4,17 B","10,22 B","15,39 B","994,05 M","779,18 M","895,68 M","388,55 M","4,13 B","-196,35 M",--
CGAS5,3T2025,"4,28 B","14,87 B","2,99 B","9,86 B","14,87 B","2,03 B","837,47 M","964,96 M","403,12 M","2,92 B","-228,75 M",--
CGAS5,4T2010,"763,70 M","3,85 B","1,12 B","1,35 B","3,85 B","1,38 B","214,86 M","373,07 M","127,32 M","1,05 B","-33,90 M",--
CGAS5,4T2011,"758,98 M","4,31 B","1,29 B","1,77 B","4,31 B","1,25 B","52,66 M","234,84 M","35,16 M","1,07 B","-19,23 M",--
CGAS5,4T2012,"1,11 B","6,01 B","1,90 B","1,93 B","6,01 B","2,17 B","185,48 M","383,92 M","130,24 M","1,47 B","-28,96 M",--
CGAS5,4T2013,"1,50 B","6,92 B","1,40 B","2,86 B","6,92 B","2,66 B","253,91 M","454,51 M","173,59 M","1,60 B","-48,84 M",--
CGAS5,4T2014,"1,85 B","7,64 B","1,50 B","3,03 B","7,64 B","3,11 B","196,25 M","423,83 M","149,19 M","1,61 B","-41,15 M",--
CGAS5,4T2015,"2,79 B","8,87 B","2,05 B","3,64 B","8,87 B","3,18 B","322,93 M","555,66 M","240,53 M","1,65 B","-50,53 M",--
CGAS5,4T2016,"3,01 B","8,67 B","1,99 B","4,09 B","8,67 B","2,59 B","202,42 M","471,66 M","133,71 M","1,32 B","-65,49 M",--
CGAS5,4T2017,"3,30 B","8,67 B","3,13 B","3,52 B","8,67 B","2,02 B","288,08 M","527,35 M","182,22 M","1,50 B","-85,66 M",--
CGAS5,4T2018,"3,23 B","8,36 B","1,92 B","3,72 B","8,36 B","2,72 B","1,01 B","473,72 M","858,84 M","1,92 B","221,76 M",--
CGAS5,4T2019,"2,79 B","8,45 B","2,81 B","5,12 B","8,45 B","519,51 M","548,05 M","843,49 M","367,17 M","2,53 B","-64,33 M",--
CGAS5,4T2020,"4,23 B","10,62 B","3,61 B","6,42 B","10,62 B","590,05 M","583,04 M","760,88 M","320,88 M","2,38 B","-110,91 M",--
CGAS5,4T2021,"4,15 B","12,27 B","4,54 B","6,63 B","12,27 B","1,11 B","547,84 M","859,58 M","411,80 M","3,54 B","-150,11 M",--
CGAS5,4T2022,"4,81 B","12,66 B","3,84 B","7,79 B","12,66 B","1,03 B","678,79 M","667,94 M","509,28 M","4,08 B","-130,33 M",--
CGAS5,4T2023,"4,63 B","13,74 B","3,88 B","8,17 B","13,74 B","1,69 B","704,60 M","763,77 M","1,57 B","3,66 B","180,03 M",--
CGAS5,4T2024,"5,28 B","15,59 B","3,68 B","10,78 B","15,59 B","1,13 B","730,28 M","882,17 M","537,95 M","3,97 B","63,94 M",--
CGAS5,4T2025,"4,09 B","14,95 B","2,68 B","10,83 B","14,95 B","1,44 B","754,74 M","903,77 M","467,50 M","2,65 B","-241,90 M",--
CGRA3,1T2011,"196,79 M","392,23 M","61,32 M","49,76 M","392,23 M","281,15 M","3,65 M","25,81 M","4,65 M","53,33 M","3,81 M",--
CGRA3,1T2012,"211,87 M","419,01 M","75,48 M","46,37 M","419,01 M","297,15 M","4,52 M","31,19 M","5,22 M","61,95 M","3,70 M",--
CGRA3,1T2013,"229,45 M","445,61 M","72,97 M","46,61 M","445,61 M","326,04 M","7,66 M","35,49 M","7,49 M","67,19 M","3,88 M",--
CGRA3,1T2014,"282,41 M","537,46 M","99,70 M","71,95 M","537,46 M","365,81 M","8,52 M","38,44 M","9,60 M","79,08 M","5,70 M",--
CGRA3,1T2015,"291,82 M","574,14 M","93,14 M","74,50 M","574,14 M","406,50 M","3,58 M","39,07 M","6,35 M","79,24 M","6,10 M",--
CGRA3,1T2016,"318,25 M","608,04 M","91,10 M","78,64 M","608,04 M","438,30 M","2,46 M","40,01 M","6,74 M","76,26 M","7,70 M",--
CGRA3,1T2017,"337,54 M","634,03 M","114,80 M","51,75 M","634,03 M","467,48 M","3,85 M","41,81 M","8,08 M","81,24 M","8,38 M",--
CGRA3,1T2018,"353,54 M","667,16 M","126,14 M","57,70 M","667,16 M","483,32 M","1,72 M","46,01 M","4,76 M","90,00 M","6,46 M",--
CGRA3,1T2019,"310,55 M","698,99 M","121,61 M","72,31 M","698,99 M","505,07 M","2,44 M","49,76 M","6,98 M","93,39 M","7,51 M",--
CGRA3,1T2020,"320,12 M","816,92 M","135,43 M","88,17 M","816,92 M","593,32 M","4,06 M","42,47 M","7,13 M","82,06 M","4,81 M",--
CGRA3,1T2021,"427,90 M","901,81 M","173,88 M","83,37 M","901,81 M","644,56 M","12,58 M","41,77 M","13,63 M","80,39 M","2,72 M",--
CGRA3,1T2022,"519,62 M","1,11 B","223,11 M","113,55 M","1,11 B","771,11 M","23,28 M","69,89 M","23,50 M","126,17 M","3,99 M",--
CGRA3,1T2023,"525,87 M","1,20 B","222,50 M","134,00 M","1,20 B","842,86 M","-2,64 M","62,87 M","10,50 M","117,73 M","15,12 M",--
CGRA3,1T2024,"551,88 M","1,25 B","230,34 M","132,34 M","1,25 B","889,75 M","251,00 Mil","65,88 M","5,51 M","128,05 M","6,88 M",--
CGRA3,1T2025,"597,01 M","1,33 B","236,62 M","145,43 M","1,33 B","947,33 M","-6,03 M","65,06 M","4,42 M","135,40 M","10,24 M",--
CGRA3,1T2026,"526,62 M","1,26 B","223,49 M","148,89 M","1,26 B","883,32 M","361,00 Mil","70,13 M","5,21 M","132,09 M","7,94 M",--
CGRA3,2T2011,"193,56 M","391,26 M","57,78 M","49,89 M","391,26 M","283,58 M","14,67 M","41,08 M","11,68 M","78,38 M","3,77 M",--
CGRA3,2T2012,"212,11 M","420,72 M","65,05 M","46,27 M","420,72 M","309,40 M","15,16 M","44,71 M","11,93 M","88,66 M","3,68 M",--
CGRA3,2T2013,"235,13 M","455,40 M","66,10 M","48,80 M","455,40 M","340,50 M","16,51 M","46,01 M","13,89 M","90,78 M","4,36 M",--
CGRA3,2T2014,"279,57 M","542,55 M","83,43 M","73,78 M","542,55 M","385,35 M","23,32 M","57,58 M","18,64 M","114,09 M","5,38 M",--
CGRA3,2T2015,"293,80 M","579,60 M","81,91 M","76,30 M","579,60 M","421,40 M","15,83 M","54,37 M","14,17 M","107,38 M","6,07 M",--
CGRA3,2T2016,"328,73 M","619,25 M","81,26 M","71,72 M","619,25 M","466,27 M","20,00 M","58,69 M","19,09 M","110,45 M","8,76 M",--
CGRA3,2T2017,"341,21 M","638,82 M","97,45 M","53,50 M","638,82 M","487,86 M","22,30 M","65,07 M","19,74 M","121,46 M","8,34 M",--
CGRA3,2T2018,"353,28 M","671,13 M","109,21 M","60,42 M","671,13 M","501,50 M","21,49 M","67,76 M","17,81 M","129,00 M","6,29 M",--
CGRA3,2T2019,"313,46 M","701,87 M","110,35 M","72,15 M","701,87 M","519,37 M","15,28 M","69,52 M","13,36 M","126,03 M","6,87 M",--
CGRA3,2T2020,"351,66 M","846,78 M","151,33 M","88,46 M","846,78 M","606,99 M","15,51 M","58,83 M","13,67 M","104,59 M","2,29 M",--
CGRA3,2T2021,"466,54 M","954,09 M","176,58 M","82,27 M","954,09 M","695,23 M","67,67 M","105,67 M","63,66 M","195,38 M","7,36 M",--
CGRA3,2T2022,"578,16 M","1,18 B","270,45 M","112,33 M","1,18 B","798,59 M","44,59 M","117,97 M","49,19 M","217,82 M","14,08 M",--
CGRA3,2T2023,"530,07 M","1,20 B","228,75 M","128,59 M","1,20 B","845,38 M","35,25 M","116,03 M","39,60 M","207,78 M","10,14 M",--
CGRA3,2T2024,"552,80 M","1,26 B","206,23 M","144,33 M","1,26 B","910,01 M","31,06 M","114,07 M","25,80 M","214,05 M","5,31 M",--
CGRA3,2T2025,"575,91 M","1,30 B","209,72 M","145,59 M","1,30 B","949,23 M","33,19 M","121,23 M","40,08 M","224,80 M","9,63 M",--
CGRA3,3T2011,"196,33 M","397,88 M","57,37 M","49,52 M","397,88 M","290,99 M","7,62 M","34,73 M","7,71 M","66,97 M","3,99 M",--
CGRA3,3T2012,"214,68 M","425,34 M","63,42 M","46,30 M","425,34 M","315,61 M","5,91 M","35,78 M","6,27 M","70,31 M","3,90 M",--
CGRA3,3T2013,"254,79 M","479,18 M","80,26 M","48,93 M","479,18 M","349,99 M","9,63 M","41,01 M","9,39 M","80,91 M","4,74 M",--
CGRA3,3T2014,"296,92 M","563,10 M","93,34 M","74,07 M","563,10 M","395,69 M","10,80 M","47,67 M","10,46 M","95,84 M","5,10 M",--
CGRA3,3T2015,"299,82 M","590,81 M","83,25 M","77,39 M","590,81 M","430,17 M","5,69 M","43,53 M","8,81 M","88,98 M","7,17 M",--
CGRA3,3T2016,"338,85 M","630,12 M","81,95 M","71,93 M","630,12 M","476,23 M","4,60 M","44,94 M","10,65 M","86,61 M","11,15 M",--
CGRA3,3T2017,"338,34 M","639,93 M","97,55 M","55,17 M","639,93 M","487,21 M","8,96 M","50,30 M","10,93 M","98,56 M","7,40 M",--
CGRA3,3T2018,"353,08 M","676,52 M","102,65 M","62,53 M","676,52 M","511,34 M","7,27 M","53,78 M","9,72 M","106,63 M","7,21 M",--
CGRA3,3T2019,"303,45 M","776,11 M","110,58 M","134,89 M","776,11 M","530,64 M","10,67 M","58,30 M","12,39 M","113,71 M","6,80 M",--
CGRA3,3T2020,"324,27 M","820,37 M","114,86 M","79,22 M","820,37 M","626,29 M","20,13 M","56,51 M","18,71 M","104,69 M","3,56 M",--
CGRA3,3T2021,"518,88 M","1,02 B","163,48 M","93,20 M","1,02 B","768,15 M","74,15 M","77,65 M","76,23 M","148,88 M","20,91 M",--
CGRA3,3T2022,"495,92 M","1,13 B","197,48 M","120,99 M","1,13 B","809,43 M","15,59 M","80,43 M","22,14 M","142,31 M","7,30 M",--
CGRA3,3T2023,"521,56 M","1,21 B","196,44 M","137,37 M","1,21 B","875,78 M","1,16 M","77,97 M","11,49 M","148,73 M","12,79 M",--
CGRA3,3T2024,"550,11 M","1,27 B","196,46 M","142,76 M","1,27 B","934,11 M","15,74 M","87,27 M","24,11 M","169,75 M","10,93 M",--
CGRA3,3T2025,"588,63 M","1,31 B","209,75 M","146,07 M","1,31 B","957,43 M","4,76 M","92,03 M","8,26 M","164,94 M","4,85 M",--
CGRA3,4T2010,"203,99 M","395,98 M","70,52 M","48,52 M","395,98 M","276,94 M","10,61 M","41,63 M","12,00 M","80,65 M","3,57 M",--
CGRA3,4T2011,"218,52 M","425,97 M","87,83 M","46,44 M","425,97 M","291,70 M","11,53 M","48,43 M","11,53 M","92,54 M","1,33 M",--
CGRA3,4T2012,"240,37 M","457,10 M","91,69 M","46,79 M","457,10 M","318,62 M","13,54 M","52,57 M","14,45 M","97,73 M","3,60 M",--
CGRA3,4T2013,"290,07 M","538,84 M","114,20 M","68,49 M","538,84 M","356,15 M","19,54 M","60,63 M","19,67 M","119,52 M","5,02 M",--
CGRA3,4T2014,"316,57 M","589,83 M","116,45 M","73,17 M","589,83 M","400,20 M","17,94 M","65,47 M","20,76 M","130,71 M","5,96 M",--
CGRA3,4T2015,"290,78 M","577,30 M","89,14 M","56,35 M","577,30 M","431,80 M","10,62 M","55,33 M","17,29 M","98,51 M","7,76 M",--
CGRA3,4T2016,"350,53 M","643,83 M","134,09 M","50,46 M","643,83 M","459,29 M","13,50 M","62,70 M","27,53 M","117,12 M","14,53 M",--
CGRA3,4T2017,"374,55 M","681,19 M","147,53 M","55,37 M","681,19 M","478,29 M","13,29 M","67,36 M","22,66 M","127,02 M","8,20 M",--
CGRA3,4T2018,"317,94 M","706,36 M","137,20 M","71,21 M","706,36 M","497,95 M","15,70 M","72,78 M","21,48 M","137,55 M","9,96 M",--
CGRA3,4T2019,"367,64 M","870,60 M","183,26 M","95,45 M","870,60 M","591,89 M","64,43 M","75,60 M","96,72 M","142,61 M","45,32 M",--
CGRA3,4T2020,"442,33 M","896,78 M","181,93 M","82,45 M","896,78 M","632,41 M","35,57 M","83,36 M","31,58 M","158,21 M","3,71 M",--
CGRA3,4T2021,"528,45 M","1,08 B","222,39 M","114,60 M","1,08 B","747,74 M","25,75 M","103,45 M","21,26 M","189,71 M","7,83 M",--
CGRA3,4T2022,"522,13 M","1,17 B","213,11 M","126,28 M","1,17 B","832,36 M","13,29 M","103,04 M","24,24 M","195,56 M","14,63 M",--
CGRA3,4T2023,"570,02 M","1,27 B","249,98 M","140,40 M","1,27 B","884,24 M","23,62 M","93,98 M","34,06 M","201,88 M","13,27 M",--
CGRA3,4T2024,"628,50 M","1,35 B","254,27 M","146,17 M","1,35 B","952,98 M","34,28 M","117,74 M","49,24 M","216,74 M","17,15 M",--
CGRA3,4T2025,"540,50 M","1,26 B","239,16 M","146,22 M","1,26 B","878,11 M","23,89 M","121,27 M","31,10 M","219,68 M","6,60 M",--
CGRA4,1T2011,"196,79 M","392,23 M","61,32 M","49,76 M","392,23 M","281,15 M","3,65 M","25,81 M","4,65 M","53,33 M","3,81 M",--
CGRA4,1T2012,"211,87 M","419,01 M","75,48 M","46,37 M","419,01 M","297,15 M","4,52 M","31,19 M","5,22 M","61,95 M","3,70 M",--
CGRA4,1T2013,"229,45 M","445,61 M","72,97 M","46,61 M","445,61 M","326,04 M","7,66 M","35,49 M","7,49 M","67,19 M","3,88 M",--
CGRA4,1T2014,"282,41 M","537,46 M","99,70 M","71,95 M","537,46 M","365,81 M","8,52 M","38,44 M","9,60 M","79,08 M","5,70 M",--
CGRA4,1T2015,"291,82 M","574,14 M","93,14 M","74,50 M","574,14 M","406,50 M","3,58 M","39,07 M","6,35 M","79,24 M","6,10 M",--
CGRA4,1T2016,"318,25 M","608,04 M","91,10 M","78,64 M","608,04 M","438,30 M","2,46 M","40,01 M","6,74 M","76,26 M","7,70 M",--
CGRA4,1T2017,"337,54 M","634,03 M","114,80 M","51,75 M","634,03 M","467,48 M","3,85 M","41,81 M","8,08 M","81,24 M","8,38 M",--
CGRA4,1T2018,"353,54 M","667,16 M","126,14 M","57,70 M","667,16 M","483,32 M","1,72 M","46,01 M","4,76 M","90,00 M","6,46 M",--
CGRA4,1T2019,"310,55 M","698,99 M","121,61 M","72,31 M","698,99 M","505,07 M","2,44 M","49,76 M","6,98 M","93,39 M","7,51 M",--
CGRA4,1T2020,"320,12 M","816,92 M","135,43 M","88,17 M","816,92 M","593,32 M","4,06 M","42,47 M","7,13 M","82,06 M","4,81 M",--
CGRA4,1T2021,"427,90 M","901,81 M","173,88 M","83,37 M","901,81 M","644,56 M","12,58 M","41,77 M","13,63 M","80,39 M","2,72 M",--
CGRA4,1T2022,"519,62 M","1,11 B","223,11 M","113,55 M","1,11 B","771,11 M","23,28 M","69,89 M","23,50 M","126,17 M","3,99 M",--
CGRA4,1T2023,"525,87 M","1,20 B","222,50 M","134,00 M","1,20 B","842,86 M","-2,64 M","62,87 M","10,50 M","117,73 M","15,12 M",--
CGRA4,1T2024,"551,88 M","1,25 B","230,34 M","132,34 M","1,25 B","889,75 M","251,00 Mil","65,88 M","5,51 M","128,05 M","6,88 M",--
CGRA4,1T2025,"597,01 M","1,33 B","236,62 M","145,43 M","1,33 B","947,33 M","-6,03 M","65,06 M","4,42 M","135,40 M","10,24 M",--
CGRA4,1T2026,"526,62 M","1,26 B","223,49 M","148,89 M","1,26 B","883,32 M","361,00 Mil","70,13 M","5,21 M","132,09 M","7,94 M",--
CGRA4,2T2011,"193,56 M","391,26 M","57,78 M","49,89 M","391,26 M","283,58 M","14,67 M","41,08 M","11,68 M","78,38 M","3,77 M",--
CGRA4,2T2012,"212,11 M","420,72 M","65,05 M","46,27 M","420,72 M","309,40 M","15,16 M","44,71 M","11,93 M","88,66 M","3,68 M",--
CGRA4,2T2013,"235,13 M","455,40 M","66,10 M","48,80 M","455,40 M","340,50 M","16,51 M","46,01 M","13,89 M","90,78 M","4,36 M",--
CGRA4,2T2014,"279,57 M","542,55 M","83,43 M","73,78 M","542,55 M","385,35 M","23,32 M","57,58 M","18,64 M","114,09 M","5,38 M",--
CGRA4,2T2015,"293,80 M","579,60 M","81,91 M","76,30 M","579,60 M","421,40 M","15,83 M","54,37 M","14,17 M","107,38 M","6,07 M",--
CGRA4,2T2016,"328,73 M","619,25 M","81,26 M","71,72 M","619,25 M","466,27 M","20,00 M","58,69 M","19,09 M","110,45 M","8,76 M",--
CGRA4,2T2017,"341,21 M","638,82 M","97,45 M","53,50 M","638,82 M","487,86 M","22,30 M","65,07 M","19,74 M","121,46 M","8,34 M",--
CGRA4,2T2018,"353,28 M","671,13 M","109,21 M","60,42 M","671,13 M","501,50 M","21,49 M","67,76 M","17,81 M","129,00 M","6,29 M",--
CGRA4,2T2019,"313,46 M","701,87 M","110,35 M","72,15 M","701,87 M","519,37 M","15,28 M","69,52 M","13,36 M","126,03 M","6,87 M",--
CGRA4,2T2020,"351,66 M","846,78 M","151,33 M","88,46 M","846,78 M","606,99 M","15,51 M","58,83 M","13,67 M","104,59 M","2,29 M",--
CGRA4,2T2021,"466,54 M","954,09 M","176,58 M","82,27 M","954,09 M","695,23 M","67,67 M","105,67 M","63,66 M","195,38 M","7,36 M",--
CGRA4,2T2022,"578,16 M","1,18 B","270,45 M","112,33 M","1,18 B","798,59 M","44,59 M","117,97 M","49,19 M","217,82 M","14,08 M",--
CGRA4,2T2023,"530,07 M","1,20 B","228,75 M","128,59 M","1,20 B","845,38 M","35,25 M","116,03 M","39,60 M","207,78 M","10,14 M",--
CGRA4,2T2024,"552,80 M","1,26 B","206,23 M","144,33 M","1,26 B","910,01 M","31,06 M","114,07 M","25,80 M","214,05 M","5,31 M",--
CGRA4,2T2025,"575,91 M","1,30 B","209,72 M","145,59 M","1,30 B","949,23 M","33,19 M","121,23 M","40,08 M","224,80 M","9,63 M",--
CGRA4,3T2011,"196,33 M","397,88 M","57,37 M","49,52 M","397,88 M","290,99 M","7,62 M","34,73 M","7,71 M","66,97 M","3,99 M",--
CGRA4,3T2012,"214,68 M","425,34 M","63,42 M","46,30 M","425,34 M","315,61 M","5,91 M","35,78 M","6,27 M","70,31 M","3,90 M",--
CGRA4,3T2013,"254,79 M","479,18 M","80,26 M","48,93 M","479,18 M","349,99 M","9,63 M","41,01 M","9,39 M","80,91 M","4,74 M",--
CGRA4,3T2014,"296,92 M","563,10 M","93,34 M","74,07 M","563,10 M","395,69 M","10,80 M","47,67 M","10,46 M","95,84 M","5,10 M",--
CGRA4,3T2015,"299,82 M","590,81 M","83,25 M","77,39 M","590,81 M","430,17 M","5,69 M","43,53 M","8,81 M","88,98 M","7,17 M",--
CGRA4,3T2016,"338,85 M","630,12 M","81,95 M","71,93 M","630,12 M","476,23 M","4,60 M","44,94 M","10,65 M","86,61 M","11,15 M",--
CGRA4,3T2017,"338,34 M","639,93 M","97,55 M","55,17 M","639,93 M","487,21 M","8,96 M","50,30 M","10,93 M","98,56 M","7,40 M",--
CGRA4,3T2018,"353,08 M","676,52 M","102,65 M","62,53 M","676,52 M","511,34 M","7,27 M","53,78 M","9,72 M","106,63 M","7,21 M",--
CGRA4,3T2019,"303,45 M","776,11 M","110,58 M","134,89 M","776,11 M","530,64 M","10,67 M","58,30 M","12,39 M","113,71 M","6,80 M",--
CGRA4,3T2020,"324,27 M","820,37 M","114,86 M","79,22 M","820,37 M","626,29 M","20,13 M","56,51 M","18,71 M","104,69 M","3,56 M",--
CGRA4,3T2021,"518,88 M","1,02 B","163,48 M","93,20 M","1,02 B","768,15 M","74,15 M","77,65 M","76,23 M","148,88 M","20,91 M",--
CGRA4,3T2022,"495,92 M","1,13 B","197,48 M","120,99 M","1,13 B","809,43 M","15,59 M","80,43 M","22,14 M","142,31 M","7,30 M",--
CGRA4,3T2023,"521,56 M","1,21 B","196,44 M","137,37 M","1,21 B","875,78 M","1,16 M","77,97 M","11,49 M","148,73 M","12,79 M",--
CGRA4,3T2024,"550,11 M","1,27 B","196,46 M","142,76 M","1,27 B","934,11 M","15,74 M","87,27 M","24,11 M","169,75 M","10,93 M",--
CGRA4,3T2025,"588,63 M","1,31 B","209,75 M","146,07 M","1,31 B","957,43 M","4,76 M","92,03 M","8,26 M","164,94 M","4,85 M",--
CGRA4,4T2010,"203,99 M","395,98 M","70,52 M","48,52 M","395,98 M","276,94 M","10,61 M","41,63 M","12,00 M","80,65 M","3,57 M",--
CGRA4,4T2011,"218,52 M","425,97 M","87,83 M","46,44 M","425,97 M","291,70 M","11,53 M","48,43 M","11,53 M","92,54 M","1,33 M",--
CGRA4,4T2012,"240,37 M","457,10 M","91,69 M","46,79 M","457,10 M","318,62 M","13,54 M","52,57 M","14,45 M","97,73 M","3,60 M",--
CGRA4,4T2013,"290,07 M","538,84 M","114,20 M","68,49 M","538,84 M","356,15 M","19,54 M","60,63 M","19,67 M","119,52 M","5,02 M",--
CGRA4,4T2014,"316,57 M","589,83 M","116,45 M","73,17 M","589,83 M","400,20 M","17,94 M","65,47 M","20,76 M","130,71 M","5,96 M",--
CGRA4,4T2015,"290,78 M","577,30 M","89,14 M","56,35 M","577,30 M","431,80 M","10,62 M","55,33 M","17,29 M","98,51 M","7,76 M",--
CGRA4,4T2016,"350,53 M","643,83 M","134,09 M","50,46 M","643,83 M","459,29 M","13,50 M","62,70 M","27,53 M","117,12 M","14,53 M",--
CGRA4,4T2017,"374,55 M","681,19 M","147,53 M","55,37 M","681,19 M","478,29 M","13,29 M","67,36 M","22,66 M","127,02 M","8,20 M",--
CGRA4,4T2018,"317,94 M","706,36 M","137,20 M","71,21 M","706,36 M","497,95 M","15,70 M","72,78 M","21,48 M","137,55 M","9,96 M",--
CGRA4,4T2019,"367,64 M","870,60 M","183,26 M","95,45 M","870,60 M","591,89 M","64,43 M","75,60 M","96,72 M","142,61 M","45,32 M",--
CGRA4,4T2020,"442,33 M","896,78 M","181,93 M","82,45 M","896,78 M","632,41 M","35,57 M","83,36 M","31,58 M","158,21 M","3,71 M",--
CGRA4,4T2021,"528,45 M","1,08 B","222,39 M","114,60 M","1,08 B","747,74 M","25,75 M","103,45 M","21,26 M","189,71 M","7,83 M",--
CGRA4,4T2022,"522,13 M","1,17 B","213,11 M","126,28 M","1,17 B","832,36 M","13,29 M","103,04 M","24,24 M","195,56 M","14,63 M",--
CGRA4,4T2023,"570,02 M","1,27 B","249,98 M","140,40 M","1,27 B","884,24 M","23,62 M","93,98 M","34,06 M","201,88 M","13,27 M",--
CGRA4,4T2024,"628,50 M","1,35 B","254,27 M","146,17 M","1,35 B","952,98 M","34,28 M","117,74 M","49,24 M","216,74 M","17,15 M",--
