ticker,rating,rating_risco,rating_reason,latest_period_indicadores,latest_period_balancos,latest_period_resultados,receita_latest_period,divida_bruta,divida_liquida,endividamento_geral,liquidez_corrente,margem_ebit,margem_liquida,p_l,p_vp,psr,roa,roe,roic,ativo_total,caixa_e_eq_de_caixa,emprest_de_longo_prazo,emprestimos_e_financ,passivo_circulante,passivo_nao_circulante,passivo_total,patrimonio_liquido,ebit_ttm,lucro_bruto_ttm,lucro_liquido_ttm,receita_liquida_ttm,resultado_financeiro_ttm,resultado_operacional_ttm,passivo_ativo,divida_liquida_pl,liquidez_ajustada,receita_liquida_latest_quarter,receita_liquida_same_quarter_previous_year,receita_liquida_growth_yoy
PLPL3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,1136000000.0,89000000.0,2.7754000000000003,2.87,0.1433,0.1131,6.2,1.96,0.61,0.09,0.33049999999999996,0.17250000000000001,4410000000.0,1040000000.0,950660000.0,185810000.0,1390000000.0,1850000000.0,4410000000.0,1170000000.0,488760000.0,1021790000.0,386010000.0,3416560000.0,-12409000.0,,1.0,0.07606837606837606,2.87,738330000.0,608290000.0,0.21377961169836746
PNVL3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,1385000000.0,1081000000.0,1.8175000000000001,1.81,0.04730000000000001,0.0232,13.69,1.39,0.32,0.04,0.1018,0.10060000000000001,3660000000.0,17280000.0,1120000000.0,268399999.99999997,1180000000.0,1180000000.0,3660000000.0,1300000000.0,269530000.0,1846110000.0,132370000.0,5700000000.0,-116090000.0,,1.0,0.8315384615384616,1.81,1450000000.0,1260000000.0,0.1507936507936507
POSI3,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,1T2026,1T2026,1273000000.0,655000000.0,1.8386000000000002,1.69,0.06860000000000001,0.0036,67.3,0.37,0.17,0.0,0.0078000000000000005,0.0727,4380000000.0,605790000.0,787060000.0,439080000.0,1650000000.0,1180000000.0,4380000000.0,1560000000.0,247700000.0,840800000.0,12540000.0,3380880000.0,-221620000.0,,1.0,0.4198717948717949,1.69,741390000.0,715410000.0,0.036314840441145746
QUAL3,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,1781000000.0,795000000.0,2.0083,0.92,0.2157,0.0158,33.56,0.39,0.36,0.01,0.0169,0.11699999999999999,3980000000.0,296210000.0,1060000000.0,718260000.0,1400000000.0,1260000000.0,3980000000.0,1320000000.0,304210000.0,1232310000.0,22330000.0,1410330000.0,-177160000.0,,1.0,0.6022727272727273,0.92,334460000.0,362190000.0,-0.07656202545625224
RPAD3,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,4T2025,4T2025,0.0,-132000000.0,0.016200000000000003,13.9,349.74230000000006,350.0309,5.77,0.47,5534.9,0.08,0.0809,0.078,1030000000.0,218000.0,0.0,0.0,9730000.0,6770000.0,1030000000.0,1020000000.0,70310000.0,0.0,82198000.0,0.0,17120000.0,,1.0,-0.12941176470588237,13.9,0.0,0.0,
RPAD5,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,4T2025,4T2025,0.0,-132000000.0,0.016200000000000003,13.9,349.74230000000006,350.0309,6.34,0.51,5587.28,0.08,0.0809,0.078,1030000000.0,218000.0,0.0,0.0,9730000.0,6770000.0,1030000000.0,1020000000.0,70310000.0,0.0,82198000.0,0.0,17120000.0,,1.0,-0.12941176470588237,13.9,0.0,0.0,
RPAD6,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,4T2025,4T2025,0.0,-132000000.0,0.016200000000000003,13.9,349.74230000000006,350.0309,5.78,0.47,5019.83,0.08,0.0809,0.078,1030000000.0,218000.0,0.0,0.0,9730000.0,6770000.0,1030000000.0,1020000000.0,70310000.0,0.0,82198000.0,0.0,17120000.0,,1.0,-0.12941176470588237,13.9,0.0,0.0,
SAPR11,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,4T2025,4T2025,7392000000.0,1784000000.0,1.1434,1.2,0.32439999999999997,0.2886,32.36,5.45,9.34,0.08,0.1684,0.11480000000000001,26830000000.0,5360000000.0,6400000000.0,997330000.0,6020000000.0,8090000000.0,26470000000.0,12350000000.0,2337500000.0,4055770000.0,2081580000.0,7210000000.0,-34850000.0,,0.9865821841222512,0.14445344129554655,1.2,1890000000.0,1780000000.0,0.061797752808988804
SAUD3,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,0.0,-525000000.0,0.48100000000000004,1.16,0.3064,0.2309,13.28,5.24,3.07,0.27,0.39390000000000003,0.4855,2120000000.0,17540000.0,0.0,0.0,571540000.0,118550000.0,2120000000.0,1430000000.0,749680000.0,858270000.0,565120000.0,2447100000.0,54190000.0,,1.0,-0.36713286713286714,1.16,614630000.0,587800000.0,0.04564477713507986
SBFG3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,1T2026,1T2026,2937000000.0,2257000000.0,2.1122,1.36,0.0683,0.0424,8.25,0.89,0.35,0.03,0.1072,0.07110000000000001,9110000000.0,223950000.0,2230000000.0,677740000.0,3240000000.0,2790000000.0,9110000000.0,3090000000.0,546010000.0,3865820000.0,334860000.0,7980000000.0,-267370000.0,,1.0,0.7304207119741101,1.36,1790000000.0,1550000000.0,0.1548387096774193
SMFT3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,8666000000.0,4103000000.0,2.8211000000000004,1.72,0.2371,0.0902,16.56,1.93,1.49,0.03,0.1167,0.1048,22660000000.0,2740000000.0,7550000000.0,1110000000.0,3520000000.0,13200000000.0,22660000000.0,5930000000.0,1817450000.0,3290950000.0,691770000.0,7660000000.0,-1014000000.0,,1.0,0.6919055649241147,1.72,2100000000.0,1680000000.0,0.25
SOJA3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,4T2025 (TTM),1T2026,1T2026,1T2026,1318000000.0,322000000.0,0.8337000000000001,6.77,0.0352,0.0386,50.59,0.76,0.39,0.03,0.0514,0.0375,3460000000.0,252150000.0,1560000000.0,61700000.0,511900000.0,1600000000.0,3460000000.0,1350000000.0,107496000.0,284850000.0,108460000.0,2617200000.0,-49060000.0,,1.0,0.23851851851851852,6.77,132080000.00000001,109630000.0,0.20477971358204883
TAEE11,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,11682000000.0,10079000000.0,1.9235,2.29,0.574,0.33520000000000005,25.4,5.01,8.52,0.07,0.197,0.12539999999999998,23270000000.0,1090000000.0,10600000000.0,1080000000.0,1690000000.0,13620000000.0,23270000000.0,7960000000.0,2685370000.0,2562320000.0,1568360000.0,4680000000.0,-1001440000.0,,1.0,1.2662060301507538,2.29,1040000000.0,982890000.0,0.058104162215507404
TELB3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,4T2025,4T2025,19000000.0,-1501000000.0,1.5184,6.29,0.48210000000000003,0.2862,10.6,0.85,3.03,0.03,0.0802,0.0864,4390000000.0,738260000.0,14790000.0,5090000.0,367140000.0,2290000000.0,4410000000.0,1750000000.0,236700000.0,-172000000.0,140510000.0,491010000.0,-54260000.0,,1.0045558086560364,-0.8577142857142858,6.29,160550000.0,131550000.00000001,0.22044849866970728
TELB4,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,4T2025,4T2025,19000000.0,-1501000000.0,1.5184,6.29,0.48210000000000003,0.2862,6.6,0.53,1.89,0.03,0.0802,0.0864,4390000000.0,738260000.0,14790000.0,5090000.0,367140000.0,2290000000.0,4410000000.0,1750000000.0,236700000.0,-172000000.0,140510000.0,491010000.0,-54260000.0,,1.0045558086560364,-0.8577142857142858,6.29,160550000.0,131550000.00000001,0.22044849866970728
TFCO4,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,4T2025 (TTM),1T2026,1T2026,1T2026,170000000.0,135000000.0,0.723,2.72,0.203,0.136,107.16,27.42,14.74,0.15,0.25170000000000003,0.2497,1000000000.0,63640000.0,160910000.0,17920000.0,246550000.0,165120000.0,1000000000.0,591470000.0,215970000.0,621660000.0,141930000.0,1084890000.0,-35430000.0,,1.0,0.2282448813971968,2.72,251160000.0,212790000.0,0.1803186239954886
TGMA3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,192000000.0,8000000.0,0.49979999999999997,2.22,0.1412,0.1032,8.56,2.24,0.88,0.17,0.2613,0.2923,1370000000.0,184190000.0,126020000.0,66379999.99999999,292320000.0,163050000.0,1370000000.0,911020000.0,325670000.0,428730000.0,238010000.0,2306350000.0,8020000.0,,1.0,0.008781365941472196,2.22,521280000.0,440360000.0,0.18375874284676175
TOTS3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,4862000000.0,3430000000.0,1.4605000000000001,1.62,0.1991,0.1585,20.37,3.8,3.14,0.07,0.1795,0.1057,13050000000.0,1430000000.0,4700000000.0,166360000.0,2340000000.0,5400000000.0,13050000000.0,5310000000.0,1195740000.0,4247490000.0,952160000.0,6010000000.0,-129120000.0,,1.0,0.6459510357815442,1.62,1700000000.0,1390000000.0,0.2230215827338129
TRIS3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,1T2026,1T2026,1060000000.0,519000000.0,1.3226,2.97,0.151,0.15460000000000002,6.87,0.97,1.02,0.06,0.1442,0.0732,3330000000.0,507570000.0,617990000.0,347910000.0,864400000.0,984250000.0,3330000000.0,1480000000.0,198730000.0,403270000.0,198380000.0,1449780000.0,40780000.0,,1.0,0.3506756756756757,2.97,343170000.0,271980000.0,0.26174718729318336
AHEB3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,4T2025,4T2025,2000000.0,-67000000.0,1.024,2.61,0.0546,0.0688,5.45,0.75,0.37,0.07,0.1381,0.0641,598700000.0,85000000.0,772000.0,1960000.0,87250000.0,203590000.0,574850000.0,284010000.0,31120000.0,77440000.0,39220000.0,570120000.0,15495000.0,,0.9601636879906464,-0.23590718636667724,2.61,122590000.0,225880000.0,-0.4572782008145918
BALM3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,21000000.0,-46000000.0,0.9086,2.29,0.16219999999999998,0.1034,14.1,1.66,1.19,0.08,0.1535,0.18239999999999998,282120000.0,16780000.0,18660000.0,2370000.0,87250000.0,42710000.0,282120000.0,152160000.0,34760000.0,134110000.0,22490000.0,212370000.0,-5351000.0,,1.0,-0.30231335436382756,2.29,47900000.0,49260000.0,-0.02760860738936255
BALM4,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,21000000.0,-46000000.0,0.9086,2.29,0.16219999999999998,0.1034,10.57,1.25,0.89,0.08,0.1535,0.18239999999999998,282120000.0,16780000.0,18660000.0,2370000.0,87250000.0,42710000.0,282120000.0,152160000.0,34760000.0,134110000.0,22490000.0,212370000.0,-5351000.0,,1.0,-0.30231335436382756,2.29,47900000.0,49260000.0,-0.02760860738936255
BBSE3,microcap_ou_dados_insuficientes,indefinido,dados obrigatórios ausentes: margem_liquida,1T2026 (TTM),1T2026,1T2026,3T2023,,,0.552,2.45,,,7.21,5.24,,0.47,0.7272,,19620000000.0,6070000000.0,,,3160000000.0,3810000000.0,19620000000.0,12640000000.0,10010000000.0,0.0,9190000000.0,0.0,-1018170000.0,,1.0,,2.45,0.0,0.0,
BMIN4,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,1T2026 (TTM),1T2026,1T2026,1T2026,,,,1.28,,0.1593,7.59,0.59,1.21,0.02,0.0782,,633490000.0,,,,72810000.0,,633490000.0,145070000.0,,-199000.0,11350000.0,71230000.0,3000.0,8800000.0,1.0,,1.28,14270000.0,14740000.0,-0.03188602442333788
CAMB3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,1T2026 (TTM),1T2026,1T2026,1T2026,1000000.0,-57000000.0,0.2214,3.67,0.1714,0.1794,5.94,1.28,1.07,0.18,0.2159,0.2102,390150000.0,964000.0,854000.0,797000.0,54710000.0,16020000.0,390150000.0,319420000.0,65900000.0,189780000.0,68950000.0,384420000.0,5982000.0,,1.0,-0.17844843779350072,3.67,99160000.0,97860000.0,0.01328428367054979
CXSE3,microcap_ou_dados_insuficientes,indefinido,dados obrigatórios ausentes: margem_liquida,1T2026 (TTM),1T2026,1T2026,1T2026,10000000.0,-1100000000.0,0.0837,1.86,,,12.04,3.84,,0.29,0.3189,0.3436,14930000000.0,364000.0,8170000.0,1860000.0,1140000000.0,12100000.0,14930000000.0,13770000000.0,4740000000.0,0.0,4390000000.0,0.0,182170000.0,,1.0,-0.07988380537400146,1.86,0.0,0.0,
EALT3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,1T2026 (TTM),1T2026,1T2026,1T2026,99000000.0,78000000.0,0.7733,1.5,0.051500000000000004,0.1076,5.2,0.83,0.56,0.09,0.1602,0.047400000000000005,647020000.0,20640000.0,62000000.0,37130000.0,165540000.0,116610000.0,647020000.0,364860000.0,27990000.0,100330000.0,58450000.0,543200000.0,11835000.0,,1.0,0.2137806281861536,1.5,138910000.0,152180000.0,-0.08719936916809046
EALT4,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,1T2026 (TTM),1T2026,1T2026,1T2026,99000000.0,78000000.0,0.7733,1.5,0.051500000000000004,0.1076,5.0,0.8,0.54,0.09,0.1602,0.047400000000000005,647020000.0,20640000.0,62000000.0,37130000.0,165540000.0,116610000.0,647020000.0,364860000.0,27990000.0,100330000.0,58450000.0,543200000.0,11835000.0,,1.0,0.2137806281861536,1.5,138910000.0,152180000.0,-0.08719936916809046
LPSB3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-72000000.0,0.7323000000000001,1.5,0.2468,0.2564,5.28,0.99,1.15,0.13,0.2273,0.1576,403290000.0,48240000.0,0.0,0.0,80520000.0,91990000.0,403290000.0,230770000.0,50940000.0,157510000.0,50800000.0,204090000.0,13690000.0,,1.0,-0.31199896000346666,1.5,49180000.0,48230000.0,0.01969728384822722
LUXM4,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,18000000.0,-10000000.0,0.4186,1.79,0.1837,0.1444,7.19,0.96,1.04,0.09,0.1338,0.1389,240490000.0,26830000.0,15830000.0,2069999.9999999998,27460000.0,40830000.0,240490000.0,172200000.0,27200000.0,46440000.0,20510000.0,156590000.0,3007000.0,,1.0,-0.05807200929152149,1.79,32759999.999999996,34230000.0,-0.042944785276073705
MNPR3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-124000000.0,1.2877,2.83,0.4189,1.1829,0.56,1.52,0.66,1.19,2.7204,0.6322,448580000.0,33270000.000000004,0.0,0.0,89060000.0,158300000.0,448580000.0,201220000.0,178940000.0,119290000.0,516250000.0,447970000.0,217232000.0,,1.0,-0.6162409303250174,2.83,117100000.0,105480000.0,0.11016306408797871
MTSA4,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,83000000.0,-151000000.0,0.34869999999999995,4.91,0.0629,0.0764,13.98,1.25,1.07,0.07,0.0892,0.09050000000000001,624110000.0,230990000.0,47410000.0,27990000.0,101420000.0,59570000.0,624110000.0,463120000.0,30410000.0,114740000.0,38860000.0,522320000.0,23690000.0,,1.0,-0.3260494040421489,4.91,105050000.0,115330000.0,-0.08913552414809678
NUTR3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,21000000.0,18000000.0,1.5721,1.59,0.0362,0.024900000000000002,5.53,0.59,0.14,0.04,0.1066,0.0747,124150000.0,2530000.0,3820000.0,18300000.0,50220000.0,23950000.0,124150000.0,49970000.0,10850000.0,30750000.0,8714000.0,207180000.0,-9390000.0,,1.0,0.3602161296778067,1.59,37370000.0,46310000.0,-0.19304685812999356
OBTC3,microcap_ou_dados_insuficientes,indefinido,dados obrigatórios ausentes: margem_liquida,4T2025 (TTM),1T2026,1T2026,1T2026,120000000.0,101000000.0,0.0761,4.02,,,,,,-0.26,-0.2771,-0.2583,1400000000.0,68460000.0,106460000.0,52430000.0,63140000.0,106870000.0,1400000000.0,1230000000.0,-930712000.0,3000.0,-930693000.0,2000.0,1312000.0,,1.0,0.08211382113821138,4.02,3000.0,,
PSVM11,microcap_ou_dados_insuficientes,indefinido,dados obrigatórios ausentes: margem_liquida,4T2025 (TTM),1T2026,4T2025,4T2025,0.0,-1000000.0,278.7622,3.4,,,,,,-0.0,-1.1721,-0.0034999999999999996,87120000.0,199540.0,0.0,0.0,130120.0,87000000.0,87440000.0,312550.0,-303660.0,0.0,-366330.0,0.0,-62680.0,,1.0036730945821855,-3.1994880819068947,3.4,0.0,0.0,
RSUL4,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,32000000.0,-60000000.0,0.655,2.74,0.2249,0.1533,5.64,1.33,0.86,0.14,0.2352,0.2732,467130000.0,925000.0,46050000.0,5160000.0,82420000.0,97350000.0,467130000.0,287360000.0,98190000.0,174860000.0,62760000.0,419630000.0,-2123999.9999999995,,1.0,-0.20879732739420936,2.74,100190000.0,101010000.0,-0.008118008118008113
SOND5,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-39000000.0,0.9486,1.55,0.2223,0.1578,5.09,2.69,0.8,0.27,0.528,0.5650000000000001,130620000.0,14380000.0,0.0,630000.0,48080000.0,10980000.0,130620000.0,71560000.0,45510000.0,82690000.0,34110000.0,231810000.0,2256000.0,,1.0,-0.5449972051425377,1.55,55370000.0,49970000.0,0.10806483890334206
SOND6,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-39000000.0,0.9486,1.55,0.2223,0.1578,4.14,2.18,0.65,0.27,0.528,0.5650000000000001,130620000.0,14380000.0,0.0,630000.0,48080000.0,10980000.0,130620000.0,71560000.0,45510000.0,82690000.0,34110000.0,231810000.0,2256000.0,,1.0,-0.5449972051425377,1.55,55370000.0,49970000.0,0.10806483890334206
TECN3,microcap_ou_dados_insuficientes,alto,ativo total e receita líquida TTM abaixo do primeiro quartil,4T2025 (TTM),1T2026,1T2026,1T2026,47000000.0,8000000.0,0.583,3.69,0.1564,0.1494,7.58,1.24,1.13,0.1,0.16329999999999997,0.12460000000000002,680470000.0,25450000.0,30840000.0,11820000.0,123460000.0,119120000.0,680470000.0,437900000.0,75750000.0,264300000.0,73480000.0,482990000.0,5883000.0,,1.0,0.018269011189769355,3.69,91250000.0,86680000.0,0.05272265805260723
ALLD3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,425000000.0,134000000.0,1.205,1.74,0.0941,0.0626,1.63,0.36,0.1,0.1,0.2227,0.2741,3390000000.0,290420000.0,354500000.0,70660000.0,1410000000.0,447490000.0,3390000000.0,1540000000.0,514240000.0,642100000.0,342340000.0,5460000000.0,-92650000.0,,1.0,0.08701298701298701,1.74,1160000000.0,1200000000.0,-0.033333333333333326
ALPA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1274000000.0,479000000.0,0.8178000000000001,1.73,0.1446,0.1315,10.71,1.92,1.41,0.1,0.1788,0.1351,6290000000.0,794730000.0,847900000.0,426570000.0,1750000000.0,1080000000.0,6290000000.0,3460000000.0,680050000.0,2468010000.0,618320000.0,4710000000.0,-41460000.0,,1.0,0.1384393063583815,1.73,1230000000.0,1090000000.0,0.12844036697247696
ALPA4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1274000000.0,479000000.0,0.8178000000000001,1.73,0.1446,0.1315,12.46,2.23,1.64,0.1,0.1788,0.1351,6290000000.0,794730000.0,847900000.0,426570000.0,1750000000.0,1080000000.0,6290000000.0,3460000000.0,680050000.0,2468010000.0,618320000.0,4710000000.0,-41460000.0,,1.0,0.1384393063583815,1.73,1230000000.0,1090000000.0,0.12844036697247696
ANIM3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,5875000000.0,4142000000.0,2.6069,1.9,0.2493,0.0622,9.78,0.55,0.32,0.02,0.0873,0.1192,10560000000.0,105090000.0,5270000000.0,607410000.0,1430000000.0,6200000000.0,10560000000.0,2930000000.0,1023020000.0,2590720000.0,255410000.0,4112320000.0,-763320000.0,,1.0,1.4136518771331057,1.9,1120000000.0,1040000000.0,0.07692307692307687
AZZA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,3244000000.0,2181000000.0,0.8979,2.2,0.0866,0.0717,4.8,0.5,0.34,0.05,0.1039,0.0795,15190000000.0,129680000.0,2680000000.0,561260000.0,3040000000.0,4139999999.9999995,15190000000.0,8010000000.0,1004560000.0,6370000000.0,832020000.0,11600000000.0,-808800000.0,,1.0,0.27228464419475656,2.2,2480000000.0,2700000000.0,-0.08148148148148149
BBAS3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,,,,0.73,,0.04820000000000001,6.45,0.61,0.4,0.01,0.07980000000000001,,2560000000000.0,,,,1350000000000.0,,2610000000000.0,196910000000.0,,43240000000.0,14470000000.0,309850000000.0,4643000.0,4985800000.0,1.01953125,,0.73,78450000000.0,61980000000.0,0.26573088092933195
BGIP3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,,,,0.98,,0.0809,9.22,1.53,0.75,0.01,0.16640000000000002,,13090000000.0,134440000.0,,,6350000000.0,,12750000000.0,910540000.0,,573300000.0,151470000.0,1871450000.0,0.0,206930000.0,0.974025974025974,,0.98,507340000.0,0.0,
BGIP4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,,,,0.98,,0.0809,5.26,0.88,0.43,0.01,0.16640000000000002,,13090000000.0,134440000.0,,,6350000000.0,,12750000000.0,910540000.0,,573300000.0,151470000.0,1871450000.0,0.0,206930000.0,0.974025974025974,,0.98,507340000.0,0.0,
BRAP3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,0.0,-19000000.0,0.046,1.62,0.47840000000000005,0.34500000000000003,14.25,1.02,1.89,0.07,0.07150000000000001,0.0591,7870000000.0,256000000.0,0.0,0.0,347820000.0,3970000.0,8000000000.0,7650000000.0,471900000.0,0.0,546990000.0,0.0,75080000.0,,1.0165184243964422,-0.0024836601307189543,1.62,0.0,0.0,
BRAP4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,0.0,-19000000.0,0.046,1.62,0.47840000000000005,0.34500000000000003,16.57,1.19,1.81,0.07,0.07150000000000001,0.0591,7870000000.0,256000000.0,0.0,0.0,347820000.0,3970000.0,8000000000.0,7650000000.0,471900000.0,0.0,546990000.0,0.0,75080000.0,,1.0165184243964422,-0.0024836601307189543,1.62,0.0,0.0,
BRAV3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,15847000000.0,10627000000.0,2.7344,1.12,0.21050000000000002,0.0196,38.33,0.78,0.75,0.01,0.0204,0.0698,42610000000.0,1150000000.0,14760000000.0,1090000000.0,7330000000.0,23870000000.0,42610000000.0,11410000000.0,2502000000.0,3305740000.0,233310000.0,11890000000.0,-2934550000.0,,1.0,0.9313759859772129,1.12,3140000000.0,2870000000.0,0.0940766550522647
CAML3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,5270000000.0,3248000000.0,2.5728,1.95,0.056600000000000004,0.0134,13.38,0.66,0.18,0.01,0.0492,0.0837,10770000000.0,2000000000.0,4130000000.0,1140000000.0,2830000000.0,4920000000.0,10770000000.0,3020000000.0,629360000.0,2492280000.0,148470000.0,11120000000.0,-591660000.0,,1.0,1.0754966887417219,1.95,2500000000.0,3000000000.0,-0.16666666666666663
CEAB3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,937000000.0,131000000.0,1.3306,1.67,0.12789999999999999,0.0732,5.83,0.92,0.43,0.07,0.15789999999999998,0.15710000000000002,8630000000.0,445140000.0,821450000.0,115950000.0,2410000000.0,2520000000.0,8630000000.0,3700000000.0,1021610000.0,4471190000.0,584670000.0,7990000000.0,-299610000.0,,1.0,0.035405405405405405,1.67,1620000000.0,1610000000.0,0.006211180124223503
CEBR3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-425000000.0,0.1632,6.68,0.4475,0.4611,12.31,2.5,4.47,0.17,0.2018,0.2516,1370000000.0,381010000.0,0.0,0.0,109380000.0,87770000.0,1370000000.0,1170000000.0,205780000.0,208600000.0,211970000.0,478480000.0,78260000.0,,1.0,-0.36324786324786323,6.68,103440000.0,135290000.0,-0.23542020844112643
CEBR5,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-425000000.0,0.1632,6.68,0.4475,0.4611,11.33,2.3,4.12,0.17,0.2018,0.2516,1370000000.0,381010000.0,0.0,0.0,109380000.0,87770000.0,1370000000.0,1170000000.0,205780000.0,208600000.0,211970000.0,478480000.0,78260000.0,,1.0,-0.36324786324786323,6.68,103440000.0,135290000.0,-0.23542020844112643
CEBR6,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-425000000.0,0.1632,6.68,0.4475,0.4611,12.21,2.48,4.44,0.17,0.2018,0.2516,1370000000.0,381010000.0,0.0,0.0,109380000.0,87770000.0,1370000000.0,1170000000.0,205780000.0,208600000.0,211970000.0,478480000.0,78260000.0,,1.0,-0.36324786324786323,6.68,103440000.0,135290000.0,-0.23542020844112643
