ticker,rating,rating_risco,rating_reason,latest_period_indicadores,latest_period_balancos,latest_period_resultados,receita_latest_period,divida_bruta,divida_liquida,endividamento_geral,liquidez_corrente,margem_ebit,margem_liquida,p_l,p_vp,psr,roa,roe,roic,ativo_total,caixa_e_eq_de_caixa,emprest_de_longo_prazo,emprestimos_e_financ,passivo_circulante,passivo_nao_circulante,passivo_total,patrimonio_liquido,ebit_ttm,lucro_bruto_ttm,lucro_liquido_ttm,receita_liquida_ttm,resultado_financeiro_ttm,resultado_operacional_ttm,passivo_ativo,divida_liquida_pl,liquidez_ajustada,receita_liquida_latest_quarter,receita_liquida_same_quarter_previous_year,receita_liquida_growth_yoy
PSSA3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,0.0,-13042000000.0,2.667,1.24,0.0763,0.08900000000000001,8.55,2.03,0.75,0.06,0.2374,0.0718,57470000000.0,1990000000.0,0.0,0.0,27450000000.0,14350000000.0,57470000000.0,15670000000.0,3192110000.0,41810000000.0,3718630000.0,41810000000.0,1522690000.0,,1.0,-0.8322910019144862,1.24,10630000000.0,9710000000.0,0.09474768280123591
RAIL3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,22890000000.0,17466000000.0,2.8089,1.37,0.3422,0.0748,26.75,2.0,1.96,0.02,0.0752,0.10250000000000001,53720000000.0,5420000000.0,21880000000.0,1010000000.0,6050000000.0,33560000000.000004,53720000000.0,14100000000.0,4850000000.0,6460000000.0,1060030000.0,14160000000.0,-3103360000.0,,1.0,1.2387234042553192,1.37,3280000000.0,2970000000.0,0.10437710437710446
RENT3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,41957000000.0,32293000000.0,2.2485,1.23,0.1931,0.0512,21.43,1.84,1.1,0.03,0.0855,0.12840000000000001,85470000000.0,1760000000.0,38030000000.0,3930000000.0,16390000000.0,42770000000.0,85470000000.0,26310000000.0,8470000000.0,11610000000.0,2248020000.0,43920000000.0,-4690000000.0,,1.0,1.227404028886355,1.23,12280000000.0,10140000000.0,0.2110453648915187
RENT4,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,41957000000.0,32293000000.0,2.2485,1.23,0.1931,0.0512,20.54,1.76,1.05,0.03,0.0855,0.12840000000000001,85470000000.0,1760000000.0,38030000000.0,3930000000.0,16390000000.0,42770000000.0,85470000000.0,26310000000.0,8470000000.0,11610000000.0,2248020000.0,43920000000.0,-4690000000.0,,1.0,1.227404028886355,1.23,12280000000.0,10140000000.0,0.2110453648915187
SANB11,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,,,,8.42,,0.0788,15.64,1.57,1.21,0.01,0.10210000000000001,,1290000000000.0,,,,107590000000.0,,1290000000000.0,128270000000.00002,,58910000000.0,13090000000.0,166180000000.0,89170000.0,15660000000.0,1.0,,8.42,42430000000.0,38750000000.0,0.09496774193548396
SANB3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,,,,8.42,,0.1005,6.32,1.01,0.63,0.01,0.1593,,1280000000000.0,,,,107590000000.0,,1280000000000.0,97210000000.0,,24750000000.0,15480000000.0,154120000000.0,89170000.0,15660000000.0,1.0,,8.42,38990000000.0,35570000000.0,0.09614843969637343
SANB4,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,,,,8.42,,0.1005,6.76,1.08,0.68,0.01,0.1593,,1280000000000.0,,,,107590000000.0,,1280000000000.0,97210000000.0,,24750000000.0,15480000000.0,154120000000.0,89170000.0,15660000000.0,1.0,,8.42,38990000000.0,35570000000.0,0.09614843969637343
SBSP3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,51642000000.0,32460000000.0,1.6634,1.74,0.3315,0.22030000000000002,11.77,2.35,2.59,0.07,0.19920000000000002,0.1359,116720000000.0,3540000000.0,46770000000.0,4870000000.0,14920000000.0,57970000000.0,116720000000.0,43820000000.0,13140000000.0,14500000000.0,8740000000.0,39620000000.0,-1334800000.0,,1.0,0.7407576449109995,1.74,9960000000.0,8430000000.0,0.18149466192170816
SUZB3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,90735000000.0,68386000000.0,2.4416,3.51,0.2052,0.2302,4.67,1.1,1.07,0.07,0.2366,0.0734,165830000000.0,12180000000.0,87300000000.0,3430000000.0,12020000000.0,105630000000.0,165830000000.0,48180000000.0,10180000000.0,15570000000.0,11396170000.0,49530000000.0,6680000000.0,,1.0,1.4193856371938565,3.51,10970000000.0,11550000000.0,-0.05021645021645027
TIMS3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,2770000000.0,-3059000000.0,1.3613,0.91,0.2432,0.1604,12.19,2.16,1.96,0.08,0.17739999999999997,0.14070000000000002,57800000000.0,4019999999.9999995,1850000000.0,978890000.0,15380000000.0,17990000000.0,57800000000.0,24420000000.0,6570000000.0,14610000000.0,4332480000.0,27040000000.0,-1715420000.0,,1.0,-0.12526617526617526,0.91,6810000000.0,6390000000.0,0.06572769953051649
VALE3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,98320000000.0,70768000000.0,1.3335,1.24,0.15710000000000002,0.0644,23.28,1.9,1.69,0.03,0.0706,0.0842,457170000000.0,26540000000.0,94370000000.0,3950000000.0,70510000000.0,190750000000.0,457170000000.0,195910000000.0,33750000000.0,75370000000.0,13840000000.0,214870000000.0,-6259000000.0,,1.0,0.36122709407380943,1.24,48680000000.0,47410000000.0,0.02678759755325877
VIVT3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",4T2025 (TTM),1T2026,1T2026,1T2026,20346000000.0,13215000000.0,0.856,1.0,0.1654,0.1037,21.52,1.93,2.23,0.05,0.0895,0.0888,130479999999.99998,9060000000.0,14680000000.0,5190000000.0,26050000000.0,34650000000.0,130479999999.99998,69780000000.0,10190000000.0,27250000000.0,6390000000.0,60670000000.0,-2739630000.0,,1.0,0.18938091143594152,1.0,15460000000.0,14390000000.0,0.07435719249478812
WEGE3,blue_chip_proxy_baixo_risco,baixo,"porte no quartil superior, lucro positivo, ROE >= 5% e margem líquida >= 5%",1T2026 (TTM),1T2026,1T2026,1T2026,4092000000.0,-3294000000.0,1.273,1.55,0.1966,0.1672,28.79,10.2,4.5,0.15,0.3521,0.24100000000000002,43380000000.0,6360000000.0,992830000.0,3100000000.0,17660000000.0,6630000000.0,43380000000.0,19080000000.0,7910000000.0,13370000000.0,6710000000.0,40200000000.0,149100000.0,,1.0,-0.17264150943396225,1.55,9470000000.0,10080000000.0,-0.06051587301587302
AFLT3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,26000000.0,-19000000.0,0.4071,2.39,0.711,0.5135000000000001,14.27,1.8,7.33,0.09,0.1262,0.1426,366430000.0,45120000.0,0.0,26270000.0,53330000.0,52680000.0,366430000.0,260420000.00000003,45500000.0,52140000.0,32847000.0,63990000.0,-408000.0,,1.0,-0.0729590661239536,2.39,25240000.0,10410000.0,1.4245917387127762
ALOS3,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,0.0,-2156000000.0,0.9055,2.81,0.525,0.32520000000000004,17.44,1.11,5.03,0.04,0.0716,0.0666,24860000000.0,24960000.0,0.0,0.0,1040000000.0,10770000000.0,24860000000.0,13050000000.0,1508130000.0,2108940000.0,934140000.0,2872370000.0,-545530000.0,,1.0,-0.16521072796934866,2.81,663700000.0,649840000.0,0.0213283269727933
AUAU3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,386000000.0,-158000000.0,1.211,1.19,0.0745,0.0333,,,,0.02,0.0431,0.055,6840000000.0,129660000.0,199890000.0,186490000.0,1900000000.0,1850000000.0,6840000000.0,3090000000.0,297920000.0,1840720000.0,133360000.0,3998320000.0,-97900000.0,,1.0,-0.0511326860841424,1.19,1690000000.0,705490000.0,1.3954981643963769
BAUH4,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,4T2025,4T2025,0.0,-71000000.0,0.4961,1.8,0.0843,0.0799,21.91,3.49,1.75,0.11,0.1595,0.24370000000000003,219610000.0,77540000.0,0.0,0.0,67280000.0,3160000.0,212460000.0,142010000.0,23890000.0,70660000.0,22650000.0,283530000.0,5025000.0,,0.9674422840489959,-0.4999647912118865,1.8,77330000.0,66680000.00000001,0.15971805638872216
BLAU3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,560000000.0,18000000.0,0.5708,2.66,0.1865,0.1374,10.07,1.07,1.39,0.07,0.10650000000000001,0.1162,3570000000.0,56290000.0,310360000.0,249930000.0,687780000.0,610850000.0,3570000000.0,2280000000.0,329120000.0,713490000.0,242360000.0,1764360000.0,-3260000.0,,1.0,0.007894736842105263,2.66,434970000.0,373000000.0,0.16613941018766765
BMKS3,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,4T2025,4T2025,2000000.0,-160000000.0,0.2095,8.97,-1.6899000000000002,4.074,2.86,0.89,11.65,0.26,0.3103,-0.36350000000000005,251520000.0,164760000.0,816000.0,1890000.0,19940000.0,19930000.0,230130000.0,190260000.0,-24497000.0,4186000.0,59050000.0,14490000.0,120730000.0,,0.9149570610687023,-0.8409544833385894,8.97,3580000.0,3240000.0,0.1049382716049383
BMOB3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,1T2026,1T2026,19000000.0,-344000000.0,0.9163,1.86,0.08470000000000001,0.0951,14.58,2.39,1.35,0.09,0.16570000000000001,0.1048,2029999999.9999998,229830000.0,39970000.0,927000.0,812200000.0,217250000.0,2029999999.9999998,996980000.0,158140000.0,470990000.0,168220000.0,1791780000.0,53280000.0,,1.0,-0.3450420269213023,1.86,482960000.0,387570000.0,0.24612328095569835
BRST3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,3T2024 (TTM),3T2024,3T2024,3T2024,1949000000.0,1031000000.0,1.5988,1.54,0.1496,0.08449999999999999,,,,0.03,0.0742,,4059999999.9999995,184630000.0,1530000000.0,417380000.0,756230000.0,1740000000.0,4059999999.9999995,1560000000.0,205010000.0,581140000.0,115850000.0,1370630000.0,-92070000.0,,1.0,0.6608974358974359,1.54,364690000.0,310510000.0,0.17448713406975624
CALI3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,318000000.0,150000000.0,1.6947999999999999,4.51,0.16390000000000002,0.13240000000000002,4.27,0.87,0.41,0.05,0.14529999999999998,0.08800000000000001,1060000000.0,168110000.0,282660000.0,36020000.0,177680000.0,487140000.0,1060000000.0,392280000.0,70530000.0,121500000.0,56989000.0,430390000.0,-3502000.0,,1.0,0.38237993270113185,4.51,96640000.0,31860000.0,2.0332705586942876
CBAV3,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,4620000000.0,3132000000.0,1.9016,2.11,0.0496,0.027000000000000003,56.02,1.48,0.78,0.02,0.0487,0.0374,14110000000.0,1430000000.0,4440000000.0,178890000.0,2260000000.0,6990000000.0,14110000000.0,4860000000.0,434130000.0,731270000.0,236690000.0,8750000000.0,-83460000.0,,1.0,0.6444444444444445,2.11,2310000000.0,2340000000.0,-0.012820512820512775
CBEE3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,4934000000.0,4780000000.0,1.2398,0.68,0.08990000000000001,0.005,79.5,0.41,0.4,0.0,0.0051,0.0447,22330000000.0,154600000.0,1360000000.0,3570000000.0,7300000000.0,5060000000.0,22330000000.0,9970000000.0,909930000.0,1780020000.0,50800000.0,10120000000.0,-916630000.0,,1.0,0.4794383149448345,0.68,2670000000.0,2310000000.0,0.1558441558441559
CEGR3,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,4T2025,4T2025,763000000.0,527000000.0,1.2864,0.7,0.2172,0.128,23.21,6.98,2.97,0.13,0.30100000000000005,0.259,4770000000.0,132310000.0,136240000.0,627620000.0,1510000000.0,1120000000.0,4670000000.0,2040000000.0,1043870000.0,1593730000.0,615290000.0,4820000000.0,-145650000.0,,0.9790356394129979,0.25833333333333336,0.7,1190000000.0,1310000000.0,-0.09160305343511455
COCE3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,6886000000.0,6695000000.0,1.9715,0.56,0.1709,0.0526,5.69,0.51,0.3,0.03,0.0901,0.1101,16660000000.0,190610000.0,4610000000.0,2280000000.0,5410000000.0,5650000000.0,16660000000.0,5610000000.0,1639790000.0,1997200000.0,505170000.0,9590000000.0,-1057670000.0,,1.0,1.1934046345811051,0.56,2360000000.0,1940000000.0,0.21649484536082464
COCE5,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,6886000000.0,6695000000.0,1.9715,0.56,0.1709,0.0526,5.58,0.5,0.29,0.03,0.0901,0.1101,16660000000.0,190610000.0,4610000000.0,2280000000.0,5410000000.0,5650000000.0,16660000000.0,5610000000.0,1639790000.0,1997200000.0,505170000.0,9590000000.0,-1057670000.0,,1.0,1.1934046345811051,0.56,2360000000.0,1940000000.0,0.21649484536082464
COGN3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,1T2026,1T2026,6649000000.0,5366000000.0,0.7929,1.66,0.1863,0.0835,10.36,0.48,0.92,0.02,0.04360000000000001,0.060599999999999994,24300000000.0,6650000.0,5870000000.0,664470000.0,3010000000.0,7680000000.0,24300000000.0,13600000000.0,1416320000.0,5040000000.0,633010000.0,7530000000.0,-744730000.0,,1.0,0.39455882352941174,1.66,2150000000.0,1630000000.0,0.3190184049079754
CURY3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,4T2025 (TTM),1T2026,1T2026,1T2026,1474000000.0,-317000000.0,2.4021000000000003,1.84,0.2349,0.2002,10.98,7.75,1.98,0.19,0.6505,0.35369999999999996,6200000000.0,1400000000.0,1170000000.0,175810000.0,1900000000.0,2400000000.0,6200000000.0,1890000000.0,1391950000.0,2301370000.0,1198720000.0,5800000000.0,-43940000.0,,1.0,-0.16772486772486772,1.84,1610000000.0,1220000000.0,0.319672131147541
DESK3,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,1659000000.0,1202000000.0,1.6600000000000001,1.41,0.31579999999999997,0.057,33.36,1.45,1.65,0.02,0.0489,0.1186,3870000000.0,457330000.0,1590000000.0,67480000.0,524140000.0,1890000000.0,3870000000.0,1450000000.0,393420000.0,759530000.0,71020000.0,1245610000.0,-270690000.0,,1.0,0.8289655172413793,1.41,321650000.0,294590000.0,0.09185647849553624
DMVF3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,75000000.0,52000000.0,1.149,1.06,0.032,0.0087,12.66,0.33,0.11,0.01,0.026000000000000002,0.055099999999999996,1980000000.0,22990000.0,13020000.0,62210000.0,585130000.0,472820000.0,1980000000.0,920790000.0,88330000.0,794450000.0,23950000.0,2758830000.0,-68100000.0,,1.0,0.05647324579980234,1.06,660390000.0,568330000.0,0.1619833547410836
DXCO3,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,7963000000.0,4832000000.0,1.6688999999999998,2.05,0.09670000000000001,0.0091,515.93,0.64,0.53,0.0,0.010400000000000001,0.0524,19680000000.0,2760000000.0,7000000000.0,967330000.0,3290000000.0,9010000000.0,19680000000.0,7370000000.0,808830000.0,2117580000.0,76350000.0,8370000000.0,-847120000.0,,1.0,0.6556309362279511,2.05,2020000000.0,1900000000.0,0.06315789473684208
EQMA3B,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,4T2025,4T2025,4105000000.0,3523000000.0,1.5094,1.39,0.1819,0.1077,,,,0.07,0.1699,0.1292,11580000000.0,274730000.0,3870000000.0,240310000.0,1810000000.0,4860000000.0,11100000000.0,4420000000.0,1268910000.0,2087340000.0,751680000.0,6980000000.0,-390550000.0,,0.9585492227979274,0.7970588235294118,1.39,1980000000.0,1710000000.0,0.1578947368421053
FIQE3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,1T2026,1T2026,538000000.0,278000000.0,1.2358,1.1,0.2776,0.17620000000000002,13.38,2.5,2.36,0.08,0.1872,0.153,3030000000.0,662660000.0,872400000.0,152370000.0,502130000.0,1360000000.0,3030000000.0,1170000000.0,350360000.0,639010000.0,224040000.0,1244940000.0,-40780000.0,,1.0,0.2376068376068376,1.1,329070000.0,269710000.0,0.220088242927589
HBOR3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,1T2026,1T2026,1864000000.0,1614000000.0,1.3569,2.25,0.1107,0.0816,28.29,0.22,0.28,0.01,0.033,0.0201,6660000000.0,150050000.0,1440000000.0,517740000.0,1310000000.0,2530000000.0,6660000000.0,2830000000.0,124300000.0,355390000.0,80660000.0,1175870000.0,-20785000.0,,1.0,0.5703180212014134,2.25,346650000.0,299250000.0,0.15839598997493742
HBRE3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,1555000000.0,1334000000.0,0.8541,0.72,0.6413,0.18510000000000001,9.81,0.16,0.53,0.02,0.038700000000000005,0.076,4890000000.0,12220000.0,1390000000.0,165400000.0,586200000.0,1670000000.0,4890000000.0,2640000000.0,353850000.0,217350000.0,102120000.0,551810000.0,-192390000.0,,1.0,0.5053030303030303,0.72,64810000.0,45610000.0,0.42096031572023684
HBTS5,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,198000000.0,173000000.0,1.5338,0.75,1.5033,1.5969,3.26,0.42,5.16,0.05,0.12840000000000001,0.048499999999999995,1670000000.0,1620000.0,174690000.0,23800000.0,185340000.0,827110000.0,1670000000.0,660080000.0,79810000.0,24910000.0,84780000.0,53100000.0,21340000.0,,1.0,0.2620894437037935,0.75,18180000.0,32259999.999999996,-0.43645381277123363
HYPE3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,8543000000.0,6232000000.0,0.841,1.95,0.2887,0.1943,9.54,1.14,1.86,0.06,0.11880000000000002,0.1076,26000000000.0,2310000000.0,7920000000.0,627470000.0,3430000000.0,8439999999.999999,26000000000.0,14120000000.0,2492870000.0,5250000000.0,1678110000.0,8640000000.0,-895410000.0,,1.0,0.4413597733711048,1.95,2020000000.0,1080000000.0,0.8703703703703705
IGTI11,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,3941000000.0,1908000000.0,0.9871,2.82,0.8357,0.46520000000000006,44.52,6.52,20.71,0.07,0.1464,0.16870000000000002,9680000000.0,9790000.0,3560000000.0,385590000.0,907350000.0,3900000000.0,9680000000.0,4870000000.0,1280460000.0,1138560000.0,712720000.0,1532130000.0,-466680000.0,,1.0,0.3917864476386037,2.82,357420000.0,312120000.0,0.14513648596693574
IGTI4,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,3941000000.0,1908000000.0,0.9871,2.82,0.8357,0.46520000000000006,19.47,2.85,9.05,0.07,0.1464,0.16870000000000002,9680000000.0,9790000.0,3560000000.0,385590000.0,907350000.0,3900000000.0,9680000000.0,4870000000.0,1280460000.0,1138560000.0,712720000.0,1532130000.0,-466680000.0,,1.0,0.3917864476386037,2.82,357420000.0,312120000.0,0.14513648596693574
INTB3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,975000000.0,-341000000.0,0.7071,2.65,0.1076,0.12369999999999999,8.3,1.52,1.03,0.11,0.18170000000000003,0.1564,5400000000.0,1300000000.0,676680000.0,298820000.0,1490000000.0,746650000.0,5400000000.0,3170000000.0,500360000.0,1412400000.0,575220000.0,4650000000.0,80960000.0,,1.0,-0.10757097791798108,2.65,1110000000.0,921270000.0,0.20485851053437099
JHSF3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,5401000000.0,1158000000.0,1.4337,1.92,0.6584000000000001,0.5258,3.76,1.02,1.99,0.1,0.2546,0.171,18160000000.0,2520000000.0,4550000000.0,847430000.0,3730000000.0,6970000000.0,18160000000.0,7460000000.0,2375890000.0,2285590000.0,1900090000.0,3610460000.0,-342530000.0,,1.0,0.15522788203753352,1.92,537660000.0,403290000.0,0.33318455701852256
LAND3,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,1T2026,1T2026,68000000.0,57000000.0,0.3874,0.82,-0.0102,0.049100000000000005,177.04,1.28,8.7,0.01,0.0072,-0.0011,969710000.0,40490000.0,61770000.0,48640000.0,73390000.0,229880000.0,969710000.0,666440000.0,-1661000.0,92920000.0,3299999.999999999,97160000.0,-17020000.0,,1.0,0.08552907988716163,0.82,22540000.0,21960000.0,0.02641165755919861
LOGG3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,2218000000.0,2167000000.0,0.8235,0.82,2.5438,1.5843,5.6,0.6,8.69,0.06,0.1091,0.0977,6870000000.0,7410000.0,1660000000.0,557250000.0,927530000.0,2180000000.0,6870000000.0,3770000000.0,660130000.0,251360000.0,411150000.0,259510000.0,-183660000.0,,1.0,0.5748010610079576,0.82,66080000.0,55330000.0,0.19428881257907094
LOGN3,crescimento_alto_risco,alto,valuation elevado,4T2025 (TTM),1T2026,1T2026,1T2026,1699000000.0,1392000000.0,2.5705,1.42,0.1751,0.0304,36.86,3.17,1.12,0.02,0.086,0.1567,3810000000.0,220400000.0,1350000000.0,289730000.0,927320000.0,1840000000.0,3810000000.0,1050000000.0,458860000.0,456590000.0,29330000.0,3077550000.0,-125410000.0,,1.0,1.3257142857142856,1.42,680140000.0,683760000.0,-0.005294255294255312
MATD3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,1364000000.0,781000000.0,1.8676,2.91,0.1688,0.0552,14.01,1.16,0.77,0.03,0.08220000000000001,0.1054,4330000000.0,556800000.0,1270000000.0,91940000.0,521210000.00000006,2300000000.0,4330000000.0,1510000000.0,379890000.0,681540000.0,124310000.0,2250930000.0,-191880000.0,,1.0,0.5172185430463576,2.91,574960000.0,499320000.0,0.15148602098854447
MDNE3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,907000000.0,83000000.0,1.9186,2.78,0.2047,0.1985,5.64,1.35,1.12,0.08,0.2391,0.10220000000000001,6170000000.0,518860000.0,770750000.0,136530000.0,1230000000.0,2820000000.0,6170000000.0,2109999999.9999998,521070000.0,925580000.0,505290000.0,2545790000.0,52690000.0,,1.0,0.039336492890995264,2.78,627830000.0,438970000.0,0.43023441237442195
MELK3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,4T2025 (TTM),1T2026,1T2026,1T2026,604000000.0,423000000.0,1.2534,2.6,0.0901,0.1343,6.53,0.69,0.66,0.05,0.1234,0.0398,2850000000.0,11900000.0,365900000.0,336490000.0,864380000.0,743690000.0,2850000000.0,1240000000.0,123730000.0,299300000.0,164890000.0,1212590000.0,75910000.0,,1.0,0.3411290322580645,2.6,320490000.0,225180000.0,0.4232613908872902
MTRE3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,666000000.0,485000000.0,1.2104000000000001,2.67,0.09140000000000001,0.0799,5.94,0.35,0.33,0.04,0.08220000000000001,0.0475,2360000000.0,181370000.0,472670000.0,193720000.0,651740000.0,643190000.0,2360000000.0,1070000000.0000001,100590000.0,289480000.0,87980000.0,1100730000.0,12240000.0,,1.0,0.4532710280373831,2.67,285110000.0,239310000.0,0.19138356107141363
MULT3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,5421000000.0,4507000000.0,1.0531000000000001,1.2,0.6529,0.40240000000000004,12.48,2.36,5.02,0.09,0.1889,0.16440000000000002,13290000000.0,376280000.0,4530000000.0,889810000.0,1750000000.0,5070000000.0,13290000000.0,6480000000.0,1985150000.0,2398120000.0,1223310000.0,3040390000.0,-595550000.0,,1.0,0.6955246913580246,1.2,826980000.0,525679999.99999994,0.5731623801552277
OFSA3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%,1T2026 (TTM),1T2026,1T2026,1T2026,511000000.0,110000000.0,0.9974,3.46,0.2041,0.18789999999999998,7.2,2.13,1.35,0.15,0.2959,0.2366,1630000000.0,401100000.0,453900000.0,57920000.0,316910000.0,497430000.0,1630000000.0,816490000.0,262460000.0,676110000.0,241620000.0,1285890000.0,-14560000.0,,1.0,0.13472302171490158,3.46,250470000.0,189570000.0,0.3212533628738725
ORVR3,crescimento_alto_risco,alto,crescimento anual de receita >= 15%; valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,2240000000.0,1384000000.0,1.8263999999999998,2.27,0.295,0.08779999999999999,88.15,5.15,6.59,0.02,0.0636,0.0983,4450000000.0,855590000.0,2049999999.9999998,185890000.0,592650000.0,2280000000.0,4450000000.0,1570000000.0,336540000.0,517080000.0,100140000.0,1140620000.0,-209270000.0,,1.0,0.8815286624203822,2.27,331080000.0,240800000.0,0.37491694352159466
PEAB3,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,149000000.0,-33000000.0,0.41600000000000004,4.07,0.3658,0.38070000000000004,15.85,0.77,6.04,0.03,0.0487,0.0385,1310000000.0,1420000.0,130009999.99999999,19220000.0,62280000.0,323230000.0,1310000000.0,926670000.0,43390000.0,50770000.0,45150000.0,118590000.0,9024000.0,,1.0,-0.03561138269286801,4.07,27840000.0,26510000.0,0.05016974726518297
PEAB4,crescimento_alto_risco,alto,valuation elevado,1T2026 (TTM),1T2026,1T2026,1T2026,149000000.0,-33000000.0,0.41600000000000004,4.07,0.3658,0.38070000000000004,15.56,0.76,5.93,0.03,0.0487,0.0385,1310000000.0,1420000.0,130009999.99999999,19220000.0,62280000.0,323230000.0,1310000000.0,926670000.0,43390000.0,50770000.0,45150000.0,118590000.0,9024000.0,,1.0,-0.03561138269286801,4.07,27840000.0,26510000.0,0.05016974726518297
