Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"5,91 B","5,88 B","5,76 B","5,24 B","4,77 B","17,22 B","4,10 B","4,29 B",0,"4,14 B","4,13 B","3,76 B","3,67 B","3,63 B","3,64 B","3,38 B","2,32 B","2,53 B","2,44 B","1,29 B","1,94 B","1,51 B","1,76 B","2,04 B","2,92 B","1,99 B","2,58 B","2,25 B","2,26 B","2,44 B","2,44 B","2,50 B","2,13 B","2,44 B","2,33 B","2,59 B","2,56 B","2,69 B","2,89 B","2,45 B","2,59 B","2,59 B","3,16 B","2,10 B","2,92 B","2,32 B","2,28 B","1,82 B","1,76 B","1,77 B","1,71 B","1,71 B","1,39 B","1,43 B","1,38 B","1,98 B","1,55 B","1,54 B","1,66 B","1,43 B","1,30 B","1,30 B","1,30 B","1,16 B","1,07 B"
Custos,"-4,18 B","-4,38 B","-4,25 B","-3,69 B","-3,33 B","-11,06 B","-2,62 B","-2,73 B",0,"-2,72 B","-2,82 B","-2,43 B","-2,49 B","-2,40 B","-2,53 B","-2,30 B","-1,23 B","-1,38 B","-1,24 B","-265,39 M","-865,51 M","-51,71 M","-528,65 M","-1,23 B","-1,96 B","-604,36 M","-1,16 B","-1,21 B","-1,21 B","-1,33 B","-1,27 B","-1,46 B","-1,11 B","-1,38 B","-1,46 B","-1,67 B","-1,73 B","-1,78 B","-2,15 B","-1,51 B","-1,76 B","-1,84 B","-2,51 B","-1,33 B","-2,29 B","-1,57 B","-1,52 B","-1,03 B","-1,09 B","-1,01 B","-962,19 M","-936,69 M","-682,31 M","-707,63 M","-703,14 M","-1,26 B","-830,46 M","-805,48 M","-983,90 M","-752,17 M","-688,07 M","-655,04 M","-646,03 M","-585,60 M","-577,61 M"
Lucro bruto,"1,73 B","1,51 B","1,51 B","1,55 B","1,44 B","6,16 B","1,48 B","1,56 B",0,"1,42 B","1,31 B","1,33 B","1,19 B","1,23 B","1,11 B","1,08 B","1,09 B","1,15 B","1,20 B","1,02 B","1,07 B","1,46 B","1,23 B","808,50 M","957,35 M","1,38 B","1,42 B","1,04 B","1,05 B","1,12 B","1,17 B","1,05 B","1,03 B","1,06 B","878,42 M","919,88 M","833,47 M","914,62 M","736,64 M","939,03 M","822,71 M","747,00 M","648,43 M","767,19 M","634,66 M","749,65 M","758,69 M","791,41 M","664,32 M","752,40 M","747,96 M","768,48 M","704,72 M","722,09 M","676,05 M","728,99 M","719,22 M","730,43 M","680,37 M","680,11 M","608,00 M","646,38 M","651,05 M","577,89 M","488,35 M"
Despesas operacionais,"-1,40 B","-1,04 B","-1,18 B","-1,11 B","-1,24 B","-5,06 B","-1,23 B","-1,22 B",0,"-871,10 M","-1,25 B","-1,13 B","-1,02 B","-922,58 M","-1,13 B","-1,02 B","-968,51 M","-846,84 M","-1,05 B","-738,97 M","-693,13 M","-1,19 B","-1,06 B","-628,83 M","-638,83 M","-1,21 B","-1,04 B","-588,21 M","-626,55 M","-743,88 M","-703,43 M","-643,46 M","-642,65 M","-302,74 M","-592,05 M","-652,45 M","-681,32 M","-710,62 M","-568,34 M","-615,97 M","-538,02 M","-576,11 M","-314,67 M","-499,09 M","-468,26 M","-404,20 M","-459,41 M","-639,61 M","-572,16 M","-483,54 M","-475,29 M","-449,21 M","-390,65 M","-450,78 M","-382,70 M","-433,54 M","-396,49 M","-410,86 M","-324,61 M","-331,33 M","-282,74 M","-291,75 M","-328,84 M","-304,56 M","-310,31 M"
Despesas com vendas,"-454,23 M","-584,81 M","-190,63 M","-183,74 M","-334,54 M","-199,88 M","-536,38 M","-223,34 M","-303,05 M","-216,78 M","-435,59 M","-392,94 M","-285,42 M","-282,08 M","-237,94 M","-202,16 M","-247,67 M","-157,50 M","-282,79 M",0,0,"-401,03 M","-318,85 M",0,0,"-264,89 M","-348,90 M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Despesas administrativas,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"-475,65 M","-500,67 M","-494,73 M","-497,83 M","-474,21 M","-490,34 M","-588,98 M","-500,82 M","-479,10 M","-471,56 M","-457,27 M","-458,57 M","-456,04 M","-556,79 M","-518,01 M","-455,00 M","-430,74 M","-401,41 M","-445,30 M","-459,26 M","-387,60 M","-381,42 M","-393,17 M","-360,14 M","-365,63 M","-405,83 M","-362,17 M","-354,80 M","-341,77 M","-294,27 M","-333,69 M","-318,25 M","-308,26 M","-265,36 M","-300,88 M","-290,19 M","-265,39 M","-239,22 M","-274,42 M","-243,97 M","-226,26 M","-212,00 M"
EBIT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"179,67 M","318,52 M","169,22 M","383,91 M","454,18 M","421,31 M","372,40 M","465,18 M","402,58 M","385,65 M","756,76 M","286,36 M","267,43 M","152,16 M","204,00 M","168,30 M","323,06 M","284,69 M","170,89 M","333,75 M","268,10 M","166,40 M","345,45 M","299,28 M","151,79 M","92,16 M","268,86 M","272,66 M","319,26 M","314,06 M","271,31 M","293,35 M","295,45 M","322,72 M","319,57 M","355,76 M","348,78 M","325,26 M","354,63 M","322,21 M","273,32 M","178,04 M"
Resultado financeiro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antes dos impostos,"335,91 M","469,47 M","330,15 M","440,73 M","206,49 M","1,10 B","251,28 M","336,49 M",0,"548,12 M","60,07 M","202,93 M","171,31 M","305,00 M","-25,41 M","54,51 M","120,41 M","300,80 M","152,85 M","285,34 M","380,35 M","270,07 M","172,23 M","179,67 M","318,52 M","169,22 M","383,91 M","454,18 M","421,31 M","372,40 M","465,18 M","402,58 M","385,65 M","756,76 M","286,36 M","267,43 M","152,16 M","204,00 M","168,30 M","323,06 M","284,69 M","170,89 M","333,75 M","268,10 M","166,40 M","345,45 M","299,28 M","151,79 M","92,16 M","268,86 M","272,66 M","319,26 M","314,06 M","271,31 M","293,35 M","295,45 M","322,72 M","319,57 M","355,76 M","348,78 M","325,26 M","354,63 M","322,21 M","273,32 M","178,04 M"
