Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"4,11 B","4,50 B","4,52 B","4,46 B","4,68 B","4,50 B","4,27 B","4,00 B","4,26 B","4,08 B","3,87 B","3,71 B","4,98 B","4,82 B","4,72 B","4,49 B","4,60 B","4,55 B","4,44 B","4,22 B","4,79 B","4,68 B","4,49 B","4,36 B","4,67 B","4,53 B","3,88 B","3,72 B","3,99 B","3,86 B","3,62 B","3,55 B","3,79 B","3,58 B","3,38 B","3,26 B","3,48 B","3,25 B","3,08 B","2,98 B","3,22 B","3,05 B","2,92 B","2,75 B","2,80 B","2,68 B","2,54 B","2,35 B","2,51 B","2,37 B","2,35 B","2,20 B","2,29 B","2,29 B","2,11 B","2,01 B","2,13 B","2,05 B","2,10 B","1,98 B","2,02 B","2,00 B","1,76 B"
Ativo circulante,"2,30 B","2,71 B","2,76 B","2,91 B","3,23 B","3,04 B","2,87 B","2,64 B","2,88 B","2,70 B","2,48 B","2,26 B","3,43 B","2,97 B","2,94 B","2,69 B","2,85 B","3,06 B","3,15 B","2,76 B","3,31 B","3,20 B","2,73 B","2,27 B","2,70 B","2,73 B","2,91 B","3,02 B","3,05 B","2,93 B","2,74 B","2,67 B","2,87 B","2,85 B","2,71 B","2,52 B","2,70 B","2,49 B","2,29 B","1,96 B","2,05 B","1,91 B","1,90 B","2,07 B","2,04 B","1,91 B","1,79 B","1,50 B","1,80 B","1,69 B","1,73 B","1,68 B","1,78 B","1,63 B","1,87 B","1,78 B","1,90 B","1,65 B","1,88 B","1,77 B","1,81 B","1,79 B","1,55 B"
Caixa e eq. de caixa,"53,82 M","70,16 M","92,01 M","80,11 M","76,36 M","76,11 M","59,78 M","72,90 M","85,78 M","73,73 M","27,48 M","54,33 M","16,38 M","127,41 M","25,29 M","21,84 M","32,66 M","22,15 M","19,61 M","22,67 M","18,36 M","19,16 M","20,80 M","19,82 M","20,52 M","18,07 M","14,77 M","17,90 M","14,42 M","16,56 M","19,85 M","20,70 M","22,60 M","30,12 M","214,48 M","21,13 M","18,15 M","20,66 M","19,27 M","20,70 M","25,74 M","21,29 M","20,26 M","23,10 M","29,33 M","26,32 M","21,13 M","27,32 M","32,90 M","39,36 M","33,01 M","30,69 M","19,18 M","14,49 M","29,34 M","25,81 M","23,11 M","61,52 M","14,47 M","46,14 M","42,03 M","47,30 M","30,77 M"
Aplicações financeiras,"746,60 M","987,92 M","1,01 B","1,33 B","1,54 B","1,09 B","1,14 B","1,11 B","1,19 B","810,00 M","764,36 M","698,01 M","1,83 B","1,05 B","1,15 B","1,16 B","1,30 B","1,30 B","1,56 B","1,42 B","1,68 B","1,48 B","1,42 B","1,25 B","1,37 B","1,31 B","1,70 B","1,91 B","1,90 B","1,55 B","1,47 B","1,50 B","1,63 B","1,54 B","1,32 B","1,47 B","1,57 B","1,29 B","1,23 B","967,18 M","939,38 M","596,87 M","645,18 M","1,07 B","861,42 M","634,47 M","666,18 M","474,66 M","701,68 M","392,67 M","539,85 M","724,06 M","726,14 M","465,03 M","849,74 M","1,00 B","1,07 B","684,39 M","1,10 B","1,14 B","1,11 B","983,43 M","763,59 M"
Contas a receber,"862,72 M","1,04 B","1,00 B","819,18 M","978,76 M","1,22 B","1,07 B","794,88 M","982,01 M","1,14 B","983,79 M","775,58 M","942,98 M","1,14 B","1,02 B","755,68 M","826,52 M","1,04 B","860,85 M","612,20 M","955,40 M","1,17 B","804,34 M","453,49 M","800,38 M","927,36 M","747,16 M","667,99 M","778,78 M","1,00 B","831,65 M","684,91 M","855,28 M","927,17 M","801,00 M","645,47 M","778,35 M","845,17 M","698,17 M","615,93 M","769,58 M","947,44 M","834,10 M","603,29 M","838,28 M","944,77 M","774,61 M","642,33 M","771,95 M","969,87 M","809,26 M","604,91 M","778,11 M","871,54 M","672,97 M","521,53 M","594,21 M","663,85 M","545,26 M","358,87 M","472,36 M","560,58 M","571,48 M"
Estoques,"493,22 M","483,53 M","540,01 M","525,56 M","486,26 M","502,52 M","406,08 M","406,08 M","349,98 M","358,94 M","411,66 M","437,31 M","402,75 M","412,61 M","509,05 M","539,24 M","501,81 M","497,64 M","506,64 M","483,42 M","468,58 M","316,36 M","259,94 M","284,60 M","285,98 M","277,11 M","304,18 M","313,91 M","277,13 M","288,12 M","327,32 M","333,94 M","283,79 M","279,27 M","294,97 M","297,91 M","261,32 M","260,65 M","266,27 M","265,41 M","244,33 M","261,46 M","298,99 M","294,60 M","229,94 M","214,02 M","259,11 M","255,92 M","202,89 M","205,72 M","241,04 M","235,44 M","161,97 M","173,94 M","192,75 M","163,07 M","140,94 M","144,11 M","164,83 M","168,35 M","137,31 M","149,04 M","148,57 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"1,80 B","1,80 B","1,76 B","1,54 B","1,45 B","1,46 B","1,40 B","1,37 B","1,37 B","1,37 B","1,38 B","1,44 B","1,54 B","1,85 B","1,78 B","1,80 B","1,75 B","1,50 B","1,29 B","1,47 B","1,48 B","1,47 B","1,75 B","2,10 B","1,97 B","1,79 B","970,23 M","705,32 M","933,60 M","930,44 M","881,92 M","884,33 M","916,65 M","729,17 M","671,35 M","747,08 M","782,48 M","760,84 M","787,98 M","1,01 B","1,16 B","1,14 B","1,02 B","681,27 M","761,66 M","775,49 M","754,38 M","848,04 M","710,35 M","675,28 M","628,01 M","520,55 M","508,76 M","658,19 M","240,87 M","230,53 M","225,13 M","399,48 M","220,37 M","207,95 M","210,30 M","211,57 M","215,96 M"
Investimentos,"693,39 M","680,25 M","628,31 M","399,09 M","333,45 M","311,48 M","287,42 M","301,55 M","313,17 M","317,45 M","297,65 M","308,42 M","331,45 M","336,72 M","353,62 M","336,90 M","271,39 M","277,33 M","69,29 M","53,73 M","37,27 M","12,09 M","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","8,41 M","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","412,00 Mil","877,00 Mil","877,00 Mil","877,00 Mil","877,00 Mil","877,00 Mil","877,00 Mil","877,00 Mil","877,00 Mil","1,67 M","1,67 M","1,67 M","1,67 M","1,67 M","1,67 M","1,31 M","877,00 Mil","873,00 Mil"
Imobilizado,"556,45 M","563,24 M","560,30 M","559,42 M","545,13 M","558,89 M","527,79 M","525,87 M","516,52 M","526,06 M","526,00 M","529,36 M","531,47 M","528,73 M","510,15 M","493,21 M","496,79 M","499,23 M","486,37 M","463,91 M","499,56 M","491,64 M","490,37 M","494,05 M","498,42 M","484,82 M","410,76 M","416,05 M","420,71 M","423,75 M","425,20 M","425,63 M","424,58 M","422,36 M","412,18 M","408,38 M","393,24 M","387,07 M","383,94 M","383,01 M","376,86 M","384,34 M","402,40 M","387,79 M","379,68 M","368,18 M","360,83 M","344,27 M","332,85 M","315,09 M","282,51 M","247,97 M","219,69 M","216,11 M","201,32 M","196,43 M","190,75 M","191,71 M","186,20 M","179,40 M","179,65 M","181,83 M","179,64 M"
