Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"533,84 M","705,14 M","760,10 M","555,28 M","563,82 M","859,43 M","749,48 M","480,31 M","539,36 M","760,78 M","689,10 M","463,62 M","520,11 M","763,67 M","713,87 M","517,21 M","517,91 M","789,85 M","671,42 M","357,98 M","523,30 M","837,09 M","630,79 M","56,72 M","372,19 M","665,73 M","582,23 M","399,81 M","423,26 M","742,42 M","599,09 M","446,13 M","545,81 M","705,39 M","596,33 M","440,11 M","510,14 M","625,96 M","536,43 M","406,95 M","475,78 M","675,29 M","615,26 M","379,97 M","532,27 M","741,27 M","601,22 M","397,02 M","493,79 M","702,14 M","598,20 M","401,11 M","485,81 M","659,61 M","496,50 M","330,45 M","395,76 M","506,91 M","414,62 M","244,40 M","316,70 M","488,13 M","436,36 M","305,53 M","374,49 M"
Custos,"-303,77 M","-386,20 M","-406,63 M","-322,13 M","-300,31 M","-422,21 M","-390,75 M","-275,61 M","-298,94 M","-398,17 M","-375,73 M","-274,07 M","-301,96 M","-413,51 M","-429,41 M","-340,29 M","-321,69 M","-419,44 M","-374,98 M","-231,00 M","-287,07 M","-421,65 M","-348,67 M","-33,08 M","-218,92 M","-328,03 M","-303,45 M","-244,24 M","-250,79 M","-367,66 M","-323,23 M","-249,80 M","-286,63 M","-338,54 M","-307,39 M","-242,18 M","-263,10 M","-301,54 M","-271,95 M","-221,90 M","-253,19 M","-324,54 M","-305,12 M","-222,40 M","-282,86 M","-370,64 M","-314,66 M","-237,07 M","-285,00 M","-379,99 M","-316,99 M","-230,64 M","-265,94 M","-333,69 M","-246,93 M","-192,16 M","-227,39 M","-263,03 M","-221,73 M","-158,76 M","-196,98 M","-257,65 M","-222,39 M","-213,76 M","-259,46 M"
Lucro bruto,"230,07 M","318,94 M","353,48 M","233,15 M","263,51 M","437,22 M","358,74 M","204,70 M","240,42 M","362,61 M","313,38 M","189,55 M","218,15 M","350,17 M","284,46 M","176,91 M","196,22 M","370,41 M","296,44 M","126,98 M","236,23 M","415,43 M","282,12 M","23,64 M","153,26 M","337,70 M","278,78 M","155,57 M","172,48 M","374,76 M","275,86 M","196,32 M","259,18 M","366,85 M","288,93 M","197,93 M","247,04 M","324,41 M","264,47 M","185,05 M","222,59 M","350,75 M","310,14 M","157,57 M","249,42 M","370,63 M","286,56 M","159,95 M","208,79 M","322,15 M","281,21 M","170,47 M","219,87 M","325,92 M","249,57 M","138,29 M","168,37 M","243,88 M","192,89 M","85,64 M","119,73 M","230,48 M","213,97 M","91,77 M","115,03 M"
Despesas operacionais,"-188,51 M","-162,92 M","-277,77 M","-187,80 M","-215,69 M","-138,97 M","-213,39 M","-182,42 M","-148,73 M","-217,87 M","-221,82 M","-189,53 M","-179,53 M","-224,84 M","-220,09 M","-173,62 M","-150,09 M","-198,47 M","-177,93 M","-127,75 M","-132,39 M","-194,25 M","-156,46 M","-108,92 M","-113,62 M","-187,39 M","-168,03 M","-145,67 M","125,93 M","-196,81 M","-179,48 M","-134,16 M","-138,71 M","-179,62 M","-177,47 M","-140,75 M","-137,32 M","-169,21 M","-157,01 M","-130,44 M","-140,28 M","-219,71 M","-186,70 M","-120,51 M","-140,23 M","-198,28 M","-180,80 M","-121,07 M","-136,35 M","-182,75 M","-166,62 M","-114,94 M","-130,16 M","-158,11 M","-142,32 M","-106,05 M","-112,86 M","-152,01 M","-139,08 M","-80,48 M","-83,27 M","-133,61 M","-137,03 M","-83,34 M","-88,85 M"
Despesas com vendas,"-141,96 M","-181,59 M","-231,13 M","-188,04 M","-155,97 M","-190,76 M","-171,38 M","-135,05 M","-121,26 M","-180,85 M","-165,21 M","-134,50 M","-119,66 M","-175,46 M","-176,46 M","-142,59 M","-125,00 M","-174,06 M","-151,87 M","-103,73 M","-104,54 M","-167,00 M","-126,56 M","-45,29 M","-93,00 M","-159,60 M","-144,08 M","-124,71 M","-102,43 M","-181,11 M","-151,51 M","-113,84 M","-114,28 M","-154,18 M","-148,09 M","-116,55 M","-107,00 M","-144,66 M","-133,71 M","-107,54 M","-104,67 M","-152,28 M","-161,13 M","-95,96 M","-114,33 M","-174,67 M","-155,51 M","-101,86 M","-111,71 M","-164,43 M","-146,93 M","-96,40 M","-113,46 M","-140,49 M","-125,46 M","-87,90 M","-97,11 M","-135,33 M","-123,66 M","-66,49 M","-70,62 M","-114,66 M","-116,41 M","-69,95 M","-75,99 M"
Despesas administrativas,"-33,15 M","-36,05 M","-37,96 M","-40,78 M","-31,62 M","-29,23 M","-28,04 M","-26,71 M","-27,28 M","-27,19 M","-27,33 M","-26,17 M","-25,82 M","-27,18 M","-27,38 M","-24,56 M","-24,63 M","-23,41 M","-23,68 M","-21,96 M","-20,41 M","-22,31 M","-20,39 M","-14,83 M","-19,94 M","-20,95 M","-21,55 M","-22,84 M","-22,29 M","-24,81 M","-22,90 M","-23,13 M","-21,79 M","-22,40 M","-23,14 M","-22,96 M","-22,84 M","-22,66 M","-22,01 M","-26,27 M","-26,57 M","-25,73 M","-26,99 M","-24,57 M","-24,14 M","-24,59 M","-25,19 M","-21,27 M","-20,21 M","-20,26 M","-21,34 M","-19,41 M","-18,02 M","-18,86 M","-17,08 M","-18,66 M","-15,81 M","-16,62 M","-15,72 M","-14,95 M","-13,88 M","-17,68 M","-16,96 M","-14,01 M","-13,22 M"
EBIT,"41,56 M","156,02 M","75,70 M","45,35 M","47,83 M","298,25 M","145,34 M","22,27 M","91,69 M","144,74 M","91,56 M","11,00 Mil","38,62 M","125,32 M","64,37 M","3,29 M","46,13 M","171,94 M","118,51 M","-767,00 Mil","103,84 M","221,18 M","125,66 M","-85,28 M","39,65 M","150,31 M","110,75 M","9,90 M","298,40 M","177,95 M","96,38 M","62,17 M","120,47 M","187,23 M","111,46 M","57,18 M","109,72 M","155,21 M","107,47 M","54,61 M","82,31 M","131,04 M","123,44 M","37,06 M","109,19 M","172,34 M","105,76 M","38,88 M","72,44 M","139,41 M","114,58 M","55,53 M","89,71 M","167,81 M","107,25 M","32,24 M","55,51 M","91,87 M","53,81 M","5,16 M","36,45 M","96,86 M","76,94 M","8,44 M","26,18 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"73,11 M","89,64 M","90,41 M","84,74 M","88,10 M","49,58 M","108,73 M","31,81 M","65,12 M","92,27 M","50,52 M","72,36 M","101,89 M","56,95 M","122,83 M","67,63 M","88,79 M","54,84 M","13,02 M","48,73 M","42,62 M","91,47 M","10,64 M","45,31 M","-10,01 M","46,75 M","32,57 M","53,59 M","241,50 M","57,40 M","29,11 M","19,76 M","52,60 M","46,66 M","55,35 M","59,31 M","77,18 M","73,82 M","63,04 M","57,30 M","74,36 M","65,37 M","20,45 M","58,39 M","38,14 M","39,46 M","34,21 M","33,53 M","28,33 M","28,75 M","28,53 M","19,05 M","27,24 M","28,07 M","28,13 M","36,72 M","39,56 M","39,67 M","41,81 M","36,10 M","35,42 M","36,41 M","31,81 M","31,10 M","23,15 M"
Antes dos impostos,"114,67 M","245,66 M","166,11 M","130,08 M","135,93 M","347,84 M","254,08 M","54,09 M","156,81 M","237,01 M","142,07 M","72,37 M","140,51 M","182,27 M","187,21 M","70,92 M","134,92 M","226,78 M","131,53 M","47,96 M","146,45 M","312,66 M","136,30 M","-39,98 M","29,63 M","197,05 M","143,32 M","63,49 M","539,90 M","235,34 M","125,49 M","81,93 M","173,07 M","233,89 M","166,81 M","116,50 M","186,90 M","229,03 M","170,51 M","111,91 M","156,66 M","196,41 M","143,89 M","95,44 M","147,33 M","211,80 M","139,96 M","72,41 M","100,77 M","168,16 M","143,11 M","74,59 M","116,95 M","195,88 M","135,38 M","68,95 M","95,07 M","131,54 M","95,62 M","41,26 M","71,88 M","133,28 M","108,75 M","39,53 M","49,33 M"
