Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"23,28","26,51","7,36","5,79","2,89","2,53","10,07","-16,40","4,92","5,78","5,16","-0,79","44,51","608,47","7,54","2,30","3,42","10,26"
P/VP,"1,90","1,99","1,13","1,21","1,48","1,59","1,45","0,68","0,74","0,71","0,54","0,27","0,29","0,47","0,50","0,61","0,92","1,11"
P/EBIT,"10,76","11,45","4,20","3,54","3,06","2,17","4,30","48,86","2,92","2,95","3,32","-1,28","2,42","2,10","4,91","1,67","2,54","7,94"
P/EBIT *,"5,06","5,15","3,26","2,71","2,78","1,77","2,39","1,74","2,46","2,58","2,17","2,62","1,60","1,52","2,00","1,57","2,22","5,76"
PSR,"1,69","1,71","1,13","1,11","1,22","1,05","1,31","0,74","0,94","0,94","0,73","0,45","0,48","0,69","0,82","0,85","1,23","2,19"
P/Ativos,"0,79","0,77","0,47","0,51","0,61","0,61","0,56","0,30","0,37","0,31","0,21","0,10","0,14","0,24","0,28","0,37","0,48","0,60"
LPA,"3,51","3,11","7,12","9,00","21,61","27,31","6,02","-1,50","5,78","3,97","3,00","-9,96","0,21","0,03","2,23","8,52","6,77","2,33"
VPA,"43,07","41,52","46,58","43,02","42,15","43,34","41,85","36,38","38,39","32,38","28,66","29,55","32,98","33,42","33,71","32,32","25,26","21,57"
EBIT por ação,"7,60","7,20","12,49","14,70","20,35","31,84","14,09","0,50","9,73","7,78","4,67","-6,13","3,96","7,53","3,42","11,78","9,11","3,01"
EBIT por ação *,"16,18","16,03","16,06","19,21","22,45","39,12","25,37","14,16","11,57","8,92","7,15","2,99","5,99","10,40","8,38","12,52","10,42","4,14"
Ativo por ação,"102,99","107,25","111,81","102,72","102,13","112,44","107,71","83,27","76,98","73,91","72,69","77,84","69,70","65,75","60,13","53,41","48,36","40,04"
Receita líquida por ação,"48,40","48,12","46,41","46,87","51,02","66,12","46,43","33,48","30,29","24,45","21,32","17,58","19,89","22,86","20,56","22,98","18,75","10,92"
Margem bruta,"35,08%","34,98%","36,25%","42,32%","45,17%","60,05%","55,87%","43,60%","39,62%","38,03%","35,39%","19,57%","33,07%","48,26%","45,40%","58,39%","59,44%","42,78%"
Margem líquida,"6,44%","5,53%","14,77%","19,49%","42,53%","41,34%","12,08%","-5,85%","19,17%","16,28%","14,05%","-58,93%","0,25%","-0,25%","10,29%","36,67%","36,55%","21,66%"
Margem EBIT,"15,71%","14,97%","26,92%","31,37%","39,88%","48,15%","30,35%","1,51%","32,10%","31,82%","21,89%","-34,84%","19,91%","32,95%","16,62%","51,24%","48,59%","27,56%"
Margem EBIT *,"33,44%","33,31%","34,61%","40,99%","44,00%","59,16%","54,64%","42,30%","38,19%","36,47%","33,53%","17,00%","30,12%","45,50%","40,75%","54,48%","55,59%","37,94%"
Margem EBITDA,"23,61%","23,07%","34,94%","38,72%","47,11%","53,73%","38,41%","11,43%","41,21%","42,73%","34,69%","-18,88%","31,36%","41,77%","25,53%","57,75%","55,49%","38,79%"
Margem EBITDA *,"41,34%","41,41%","42,63%","48,35%","51,23%","64,74%","62,70%","52,23%","47,30%","47,38%","46,33%","32,95%","41,57%","54,32%","49,65%","60,99%","62,49%","49,17%"
Margem operacional,"12,80%","12,50%","16,61%","26,70%","44,90%","54,22%","18,63%","-7,54%","18,68%","22,93%","28,55%","-82,86%","3,19%","14,77%","7,59%","45,01%","45,27%","31,88%"
ROE,"7,06%","6,25%","14,24%","20,45%","49,43%","61,58%","13,76%","-5,53%","14,84%","11,93%","9,94%","-32,99%","0,15%","-0,17%","6,14%","25,50%","26,15%","10,47%"
ROA,"0,03","0,02","0,06","0,09","0,21","0,24","0,05","-0,02","0,08","0,05","0,04","-0,13","0,00","-0,00","0,04","0,16","0,14","0,06"
ROIC,"8,42%","7,92%","12,63%","15,81%","22,30%","34,20%","16,18%","0,69%","14,12%","11,50%","6,98%","-8,54%","6,12%","12,36%","6,17%","23,58%","20,70%","8,32%"
ROIC *,"17,92%","17,62%","16,24%","20,66%","24,60%","42,02%","29,14%","19,44%","16,80%","13,17%","10,69%","4,17%","9,25%","17,07%","15,13%","25,08%","23,68%","11,45%"
Giro do ativo,"0,47","0,45","0,42","0,46","0,50","0,59","0,43","0,40","0,39","0,33","0,29","0,23","0,29","0,35","0,34","0,43","0,39","0,27"
EBIT *,71.844 mi,71.142 mi,71.290 mi,85.292 mi,99.655 mi,173.656 mi,112.621 mi,62.880 mi,51.365 mi,39.577 mi,31.735 mi,13.269 mi,26.585 mi,46.175 mi,37.187 mi,55.581 mi,46.268 mi,18.398 mi
EBITDA,50.727 mi,49.275 mi,71.984 mi,80.572 mi,106.712 mi,157.714 mi,79.154 mi,16.990 mi,55.414 mi,46.376 mi,32.826 mi,-14.742 mi,27.682 mi,42.390 mi,23.296 mi,58.911 mi,46.183 mi,18.811 mi
EBITDA *,88.820 mi,88.448 mi,87.815 mi,100.592 mi,116.041 mi,190.035 mi,129.218 mi,77.630 mi,63.604 mi,51.419 mi,43.842 mi,25.719 mi,36.694 mi,55.128 mi,45.317 mi,62.219 mi,52.009 mi,23.845 mi
