Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-1,58","-0,63","-0,64","-42,12","14,60","7,03","38,41","37,22","70,97","-80,66","69,61","28,42","32,60","32,63","47,76","55,46","56,28"
P/VP,"0,62","0,52","0,31","0,63","0,86","1,12","2,77","4,18","4,04","3,94","1,78","3,27","3,62","4,04","4,50","4,88","5,18"
P/EBIT,"-7,71","-3,49","2,21","-12,82","220,94","5,82","60,33","16,26","27,78","45,42","11,44","8,96","11,63","11,95","16,05","22,97","35,93"
P/EBIT *,"0,82","1,02","1,31","7,21","10,75","3,47","15,85","10,67","14,05","18,78","7,73","6,89","7,86","9,42","10,41","16,87","23,07"
PSR,"0,07","0,08","0,08","0,42","0,72","0,30","1,05","0,87","0,92","0,94","0,50","0,52","0,59","0,67","0,74","1,07","1,48"
P/Ativos,"0,07","0,08","0,07","0,17","0,24","0,29","0,52","0,69","0,86","0,86","0,39","0,76","0,90","0,98","1,02","1,15","1,85"
LPA,"-1,68","-4,89","-4,62","-0,35","1,63","4,43","1,61","2,34","1,18","-0,98","0,54","2,45","2,14","2,14","1,46","1,26","1,24"
VPA,"4,28","5,95","9,59","23,47","27,75","27,85","22,24","20,81","20,72","20,05","21,05","21,30","19,28","17,27","15,50","14,28","13,47"
EBIT por ação,"-0,34","-0,89","1,34","-1,15","0,11","5,35","1,02","5,35","3,01","1,74","3,28","7,78","6,00","5,83","4,35","3,04","1,94"
EBIT por ação *,"3,22","3,02","2,26","2,04","2,21","8,96","3,89","8,15","5,96","4,21","4,85","10,12","8,87","7,41","6,70","4,13","3,02"
Ativo por ação,"37,47","40,06","44,83","89,14","100,53","108,36","118,90","126,04","97,00","91,94","96,06","92,20","77,28","70,82","68,66","60,54","37,77"
Receita líquida por ação,"38,86","38,21","36,18","35,22","33,14","104,21","58,64","100,42","90,75","84,29","75,63","132,99","117,63","103,54","94,74","65,25","47,16"
Margem bruta,"27,56%","27,53%","26,40%","24,84%","26,73%","26,83%","26,40%","23,51%","24,62%","22,97%","24,40%","25,68%","26,11%","27,01%","27,17%","24,46%","24,57%"
Margem líquida,"-4,26%","-12,79%","-11,99%","-0,02%","5,89%","4,54%","2,90%","2,60%","1,82%","-2,60%","-0,74%","2,42%","2,41%","2,27%","1,54%","1,83%","2,61%"
Margem EBIT,"-0,88%","-2,32%","3,71%","-3,26%","0,33%","5,13%","1,74%","5,33%","3,32%","2,06%","4,33%","5,85%","5,10%","5,63%","4,59%","4,65%","4,12%"
Margem EBIT *,"8,29%","7,90%","6,25%","5,80%","6,68%","8,60%","6,64%","8,11%","6,56%","4,99%","6,42%","7,61%","7,54%","7,15%","7,07%","6,33%","6,41%"
Margem EBITDA,"5,13%","3,89%","10,02%","2,66%","6,10%","9,10%","7,15%","8,00%","5,19%","4,69%","7,30%","7,27%","6,59%","7,27%","6,10%","6,04%","6,10%"
Margem EBITDA *,"14,30%","14,11%","12,56%","11,73%","12,46%","12,57%","12,05%","10,79%","8,43%","7,62%","9,38%","9,03%","9,03%","8,79%","8,59%","7,72%","8,39%"
Margem operacional,"-7,50%","-8,93%","-1,94%","-7,59%","-3,50%","3,71%","-1,28%","3,18%","1,68%","-0,11%","2,27%","3,55%","3,04%","3,29%","1,73%","2,09%","3,02%"
ROE,"-38,37%","-81,87%","-45,19%","-0,03%","5,86%","13,84%","6,17%","9,76%","6,22%","-8,54%","-2,07%","11,16%","10,98%","10,45%","7,13%","6,17%","9,10%"
ROA,"-0,04","-0,12","-0,10","-0,00","0,02","0,04","0,01","0,02","0,02","-0,02","-0,01","0,03","0,04","0,03","0,02","0,02","0,03"
ROIC,"-1,30%","-3,18%","4,39%","-1,53%","0,17%","7,93%","1,41%","5,44%","4,14%","2,60%","7,78%","18,39%","14,00%","13,34%","9,49%","7,47%","7,81%"
ROIC *,"12,17%","10,82%","7,39%","2,72%","3,50%","13,29%","5,37%","8,28%","8,18%","6,30%","11,52%","23,93%","20,70%","16,94%","14,63%","10,17%","12,16%"
Giro do ativo,"1,04","0,95","0,81","0,40","0,33","0,96","0,49","0,80","0,94","0,92","0,79","1,44","1,52","1,46","1,38","1,08","1,25"
EBIT *,1.584 mi,1.484 mi,1.112 mi,1.005 mi,1.089 mi,4.406 mi,1.915 mi,4.007 mi,2.929 mi,2.070 mi,2.387 mi,4.978 mi,4.362 mi,3.642 mi,3.295 mi,2.032 mi,1.486 mi
EBITDA,981 mi,731 mi,1.782 mi,461 mi,994 mi,4.666 mi,2.062 mi,3.952 mi,2.315 mi,1.945 mi,2.714 mi,4.755 mi,3.814 mi,3.703 mi,2.843 mi,1.939 mi,1.414 mi
EBITDA *,2.734 mi,2.651 mi,2.234 mi,2.031 mi,2.030 mi,6.443 mi,3.474 mi,5.329 mi,3.762 mi,3.159 mi,3.489 mi,5.907 mi,5.227 mi,4.477 mi,4.001 mi,2.479 mi,1.946 mi
Liquidez corrente,"0,83","0,96","1,21","1,61","1,08","0,95","0,86","1,09","1,14","1,15","0,99","1,00","1,09","1,25","1,28","1,34","1,39"
Liquidez seca,"0,55","0,65","0,89","1,49","0,76","0,60","0,49","0,93","0,97","0,98","0,63","0,65","0,72","0,82","0,87","0,90","0,92"
Liquidez imediata,"0,28","0,41","0,48","0,21","0,50","0,47","0,34","0,12","0,13","0,19","0,44","0,46","0,49","0,53","0,37","0,35","0,04"
Dívida bruta,4.102 mi,4.045 mi,5.274 mi,5.863 mi,9.052 mi,9.151 mi,14.194 mi,5.373 mi,4.588 mi,5.869 mi,7.978 mi,9.728 mi,9.495 mi,10.492 mi,11.158 mi,8.507 mi,4.270 mi
Dívida líquida,2.088 mi,1.399 mi,1.526 mi,2.112 mi,778 mi,440 mi,6.240 mi,1.004 mi,796 mi,757 mi,-3.037 mi,-1.421 mi,1.104 mi,3.406 mi,6.188 mi,4.088 mi,1.928 mi
Capital de giro,-1.224 mi,-240 mi,1.298 mi,10.812 mi,1.322 mi,-842 mi,-3.167 mi,3.262 mi,4.024 mi,4.069 mi,-313 mi,40 mi,1.599 mi,3.289 mi,3.775 mi,3.749 mi,2.366 mi
Endividamento geral,"767,51%","571,31%","366,96%","219,22%","201,85%","217,10%","331,61%","371,07%","265,82%","258,95%","253,81%","219,47%","198,99%","214,71%","234,53%","213,37%","179,03%"
