Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-8,22","50,41","-65,39","0,64","-0,51","-23,31","-23,75","95,10","-2,63","-2,90","-0,99","-1,99","21,87","-0,17","-0,11","1,08","-0,87"
P/VP,"1,34","1,18","3,04","3,57","-0,41","-1,37","-1,69","-2,16","-1,50","-1,98","-2,43","7,63","2,75","0,03","0,11","0,15","0,17"
P/EBIT,"1,26","1,44","4,31","6,19","3,08","4,32","4,44","5,20","7,33","2,52","4,12","7,09","2,39","0,04","0,29","0,90","0,66"
P/EBIT *,"1,69","1,72","5,23","6,48","3,42","4,76","6,74","8,15","7,94","11,18","6,06","5,90","2,69","0,04","0,24","0,53","0,62"
PSR,"0,18","0,20","0,53","0,74","0,43","0,41","0,51","0,62","0,48","0,28","0,13","0,15","0,25","0,00","0,01","0,04","0,05"
P/Ativos,"0,12","0,13","0,33","0,44","0,24","0,19","0,24","0,28","0,21","0,13","0,06","0,07","0,11","0,00","0,01","0,02","0,02"
LPA,"-2,21","0,38","-0,69","88,90","-57,72","-0,90","-1,04","0,31","-7,98","-4,16","-5,24","-2,91","0,46","-0,61","-4,04","1,30","-1,68"
VPA,"13,56","16,50","14,78","15,97","-72,98","-15,40","-14,65","-13,58","-14,03","-6,10","-2,14","0,76","3,68","3,21","3,98","9,24","8,38"
EBIT por ação,"14,44","13,45","10,43","9,21","9,62","4,87","5,58","5,64","2,86","4,79","1,26","0,82","4,25","2,77","1,50","1,56","2,19"
EBIT por ação *,"10,77","11,30","8,61","8,80","8,68","4,42","3,68","3,60","2,64","1,08","0,86","0,98","3,78","2,73","1,80","2,67","2,32"
Ativo por ação,"146,52","146,00","136,07","129,54","125,80","111,87","104,53","103,06","98,57","95,97","89,47","82,90","94,03","87,77","84,93","88,69","86,30"
Receita líquida por ação,"102,70","97,77","84,27","76,73","69,66","51,84","48,98","47,37","44,06","42,46","40,74","38,31","41,30","37,11","36,66","36,84","29,02"
Margem bruta,"38,24%","38,56%","37,69%","37,25%","36,60%","33,68%","33,66%","34,18%","34,49%","32,62%","32,68%","33,09%","35,11%","32,61%","31,42%","32,44%","32,59%"
Margem líquida,"-2,16%","0,39%","-0,82%","115,86%","-82,86%","-1,74%","-2,13%","0,65%","-18,11%","-9,80%","-12,82%","-7,56%","1,19%","-1,56%","-10,99%","3,55%","-5,79%"
Margem EBIT,"14,06%","13,76%","12,38%","12,00%","13,82%","9,39%","11,39%","11,91%","6,50%","11,27%","3,10%","2,13%","10,29%","7,47%","4,08%","4,22%","7,54%"
Margem EBIT *,"10,49%","11,55%","10,22%","11,47%","12,45%","8,53%","7,51%","7,60%","6,00%","2,54%","2,10%","2,57%","9,15%","7,36%","4,92%","7,24%","8,00%"
Margem EBITDA,"15,68%","15,36%","14,28%","14,02%","15,91%","11,73%","14,15%","14,77%","9,60%","14,49%","6,36%","5,23%","13,19%","10,73%","7,81%","7,96%","12,34%"
Margem EBITDA *,"12,11%","13,16%","12,12%","13,49%","14,55%","10,87%","10,27%","10,46%","9,10%","5,76%","5,37%","5,66%","12,05%","10,62%","8,65%","10,97%","12,81%"
Margem operacional,"-2,96%","0,89%","-2,25%","79,53%","-80,76%","0,06%","-2,70%","0,94%","-29,96%","-9,99%","-10,51%","-14,04%","1,45%","0,98%","-10,46%","9,22%","3,38%"
ROE,"-16,34%","2,33%","-4,66%","556,50%","79,09%","5,87%","7,13%","-2,27%","56,86%","68,24%","266,66%","-332,20%","12,98%","-17,77%","-100,70%","14,10%","-20,00%"
ROA,"-0,02","0,00","-0,01","0,69","-0,46","-0,01","-0,01","0,00","-0,08","-0,04","-0,06","-0,03","0,01","-0,01","-0,05","0,01","-0,02"
ROIC,"10,71%","9,88%","8,24%","7,56%","8,20%","4,69%","5,62%","5,82%","3,04%","5,21%","1,50%","1,05%","4,78%","3,37%","1,88%","1,86%","2,68%"
ROIC *,"7,99%","8,30%","6,80%","7,22%","7,39%","4,25%","3,70%","3,71%","2,80%","1,17%","1,02%","1,26%","4,25%","3,32%","2,27%","3,19%","2,84%"
Giro do ativo,"0,70","0,67","0,62","0,59","0,55","0,46","0,47","0,46","0,45","0,44","0,46","0,46","0,44","0,42","0,43","0,42","0,34"
EBIT *,106 mi,112 mi,85 mi,87 mi,86 mi,43 mi,36 mi,35 mi,26 mi,10 mi,8 mi,9 mi,37 mi,27 mi,17 mi,26 mi,23 mi
EBITDA,159 mi,149 mi,119 mi,106 mi,109 mi,60 mi,68 mi,69 mi,41 mi,61 mi,25 mi,19 mi,54 mi,39 mi,28 mi,29 mi,35 mi
EBITDA *,123 mi,127 mi,101 mi,102 mi,100 mi,55 mi,49 mi,49 mi,39 mi,24 mi,21 mi,21 mi,49 mi,39 mi,31 mi,40 mi,36 mi
Liquidez corrente,"0,77","0,84","0,76","0,76","0,26","0,34","0,29","0,28","0,27","0,41","0,48","0,55","0,51","0,58","0,51","0,62","0,64"
Liquidez seca,"0,51","0,54","0,47","0,43","0,16","0,25","0,20","0,21","0,20","0,30","0,35","0,40","0,40","0,46","0,40","0,50","0,50"
Liquidez imediata,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,02","0,01","0,01","0,00","0,01","0,03"
Dívida bruta,542 mi,500 mi,430 mi,378 mi,298 mi,195 mi,203 mi,191 mi,145 mi,123 mi,138 mi,138 mi,163 mi,171 mi,198 mi,200 mi,176 mi
Dívida líquida,537 mi,497 mi,426 mi,373 mi,294 mi,188 mi,198 mi,188 mi,143 mi,118 mi,125 mi,127 mi,151 mi,163 mi,192 mi,192 mi,161 mi
Capital de giro,-180 mi,-115 mi,-166 mi,-145 mi,-1.187 mi,-622 mi,-642 mi,-631 mi,-574 mi,-308 mi,-223 mi,-153 mi,-194 mi,-148 mi,-180 mi,-117 mi,-92 mi
Endividamento geral,"980,84%","784,58%","820,51%","710,92%","-272,38%","-826,44%","-813,69%","-859,23%","-802,46%","-1.674,57%","-4.668,60%","9.412,34%","2.394,16%","2.593,38%","2.023,82%","856,73%","927,32%"
