Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"346,65 M","311,03 M","232,63 M","285,56 M","299,25 M","305,91 M","346,56 M","321,96 M","295,95 M","346,98 M","324,62 M","334,24 M","270,25 M","214,98 M","266,84 M","214,06 M","210,55 M","156,27 M","283,51 M","268,10 M","240,13 M","212,67 M","322,13 M","180,37 M","258,65 M","449,89 M","272,82 M","335,97 M","232,22 M","5,34 M","166,24 M","199,47 M","262,55 M","120,51 M","88,61 M","119,83 M","189,18 M","199,02 M","143,06 M","269,15 M","290,73 M","333,78 M","350,53 M","300,66 M","322,43 M","422,75 M","410,80 M","340,20 M","392,76 M","636,26 M","475,74 M","454,40 M","378,40 M","448,43 M","493,20 M","456,07 M","375,25 M","343,70 M","293,31 M","316,91 M","224,60 M","254,79 M","268,25 M","243,45 M","220,69 M"
Custos,"-246,95 M","-217,37 M","-161,96 M","-194,20 M","-204,91 M","-187,98 M","-234,78 M","-217,80 M","-203,66 M","-229,65 M","-230,52 M","-246,04 M","-191,19 M","-152,82 M","-194,03 M","-154,98 M","-151,67 M","-112,22 M","-203,88 M","-197,77 M","-183,30 M","-157,11 M","-261,46 M","-154,87 M","-208,27 M","-420,70 M","-228,18 M","-283,84 M","-206,82 M","-65,33 M","-202,57 M","-216,52 M","-220,36 M","-123,88 M","-99,58 M","-133,13 M","-192,15 M","-224,79 M","-125,01 M","-209,01 M","-246,57 M","-279,33 M","-255,45 M","-236,27 M","-236,51 M","-298,39 M","-271,15 M","-216,05 M","-267,46 M","-442,66 M","-310,53 M","-289,57 M","-252,87 M","-296,88 M","-304,16 M","-300,50 M","-240,32 M","-244,87 M","-204,56 M","-212,49 M","-159,61 M","-178,45 M","-176,00 M","-167,62 M","-152,04 M"
Lucro bruto,"99,70 M","93,66 M","70,67 M","91,36 M","94,34 M","117,92 M","111,78 M","104,16 M","92,29 M","117,33 M","94,10 M","88,20 M","79,06 M","62,16 M","72,81 M","59,08 M","58,88 M","44,05 M","79,63 M","70,33 M","56,83 M","55,56 M","60,67 M","25,49 M","50,38 M","29,19 M","44,64 M","52,13 M","25,40 M","-59,99 M","-36,33 M","-17,05 M","42,19 M","-3,36 M","-10,97 M","-13,30 M","-2,97 M","-25,77 M","18,05 M","60,14 M","44,16 M","54,45 M","95,08 M","64,39 M","85,92 M","124,36 M","139,65 M","124,15 M","125,31 M","193,60 M","165,21 M","164,83 M","125,54 M","151,55 M","189,04 M","155,57 M","134,93 M","98,83 M","88,75 M","104,42 M","64,99 M","76,33 M","92,26 M","75,83 M","68,65 M"
Despesas operacionais,"-56,17 M","-63,87 M","-48,22 M","-62,82 M","-50,16 M","-36,06 M","-60,41 M","-54,33 M","-35,33 M","-37,26 M","-34,62 M","-43,21 M","-36,19 M","-6,33 M","-35,63 M","-30,93 M","-32,75 M","-35,13 M","-26,32 M","-25,95 M","-12,73 M","-35,33 M","-31,19 M","-37,11 M","-35,34 M","-51,98 M","-29,55 M","-33,31 M","-23,50 M","-79,59 M","-66,94 M","-46,50 M","-44,86 M","-94,86 M","-43,31 M","-39,56 M","-40,47 M","-54,36 M","-38,17 M","-36,62 M","-33,29 M","-50,99 M","-45,84 M","-46,38 M","-45,92 M","-38,07 M","-49,56 M","-56,36 M","-57,25 M","-65,72 M","-44,62 M","-44,42 M","-38,38 M","-40,87 M","-45,66 M","-40,15 M","-44,58 M","-34,91 M","-34,20 M","-27,32 M","-23,90 M","-26,71 M","-30,20 M","-29,09 M","-29,01 M"
Despesas com vendas,"-20,41 M","-24,75 M","-17,98 M","-28,17 M","-25,37 M","-20,86 M","-27,92 M","-24,27 M","-22,72 M","-22,25 M","-28,08 M","-30,58 M","-28,39 M","-23,37 M","-22,87 M","-22,08 M","-19,28 M","-17,01 M","-26,18 M","-23,30 M","-19,45 M","-23,72 M","-22,09 M","-15,81 M","-23,32 M","-22,82 M","-26,45 M","-26,36 M","-22,41 M","-27,84 M","-24,76 M","-24,11 M","-22,39 M","-23,82 M","-19,78 M","-15,23 M","-19,54 M","-15,00 M","-10,58 M","-12,96 M","-12,81 M","-18,28 M","-20,20 M","-23,31 M","-22,38 M","-36,45 M","-26,74 M","-30,13 M","-36,76 M","-38,92 M","-28,57 M","-27,31 M","-22,20 M","-25,65 M","-26,51 M","-24,77 M","-23,05 M","-20,61 M","-20,27 M","-16,61 M","-13,10 M","-14,18 M","-18,58 M","-18,50 M","-17,09 M"
Despesas administrativas,"-27,05 M","-29,44 M","-30,49 M","-30,99 M","-30,80 M","-29,59 M","-27,22 M","-31,12 M","-31,41 M","-26,32 M","-27,61 M","-29,19 M","-26,52 M","-20,30 M","-27,52 M","-27,38 M","-26,10 M","-21,80 M","-23,71 M","-23,68 M","-24,86 M","-26,18 M","-22,83 M","-24,08 M","-22,65 M","-23,79 M","-26,74 M","-25,16 M","-25,16 M","-33,19 M","-31,65 M","-25,80 M","-22,35 M","-23,58 M","-22,32 M","-21,47 M","-20,92 M","-27,91 M","-26,14 M","-20,86 M","-18,17 M","-23,85 M","-25,13 M","-22,94 M","-23,44 M","-24,10 M","-22,39 M","-23,22 M","-21,41 M","-20,45 M","-16,86 M","-18,11 M","-16,00 M","-19,32 M","-17,76 M","-15,00 M","-15,74 M","-13,90 M","-12,77 M","-9,13 M","-10,40 M","-10,92 M","-8,45 M","-7,25 M","-8,04 M"
EBIT,"43,52 M","29,79 M","22,45 M","28,54 M","44,18 M","81,86 M","51,36 M","49,82 M","56,96 M","80,07 M","59,48 M","44,99 M","42,87 M","55,83 M","37,17 M","28,15 M","26,12 M","8,93 M","53,31 M","44,38 M","44,10 M","20,23 M","29,48 M","-11,61 M","15,04 M","-22,79 M","15,09 M","18,82 M","1,90 M","-139,58 M","-103,27 M","-63,55 M","-2,67 M","-98,22 M","-54,28 M","-52,86 M","-43,44 M","-80,12 M","-20,11 M","23,52 M","10,86 M","3,46 M","49,24 M","18,00 M","40,00 M","86,29 M","90,09 M","67,79 M","68,06 M","127,88 M","120,59 M","120,41 M","87,16 M","110,68 M","143,38 M","115,42 M","90,36 M","63,93 M","54,55 M","77,11 M","41,10 M","49,62 M","62,06 M","46,74 M","39,64 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-14,52 M","-45,00 Mil","-3,68 M","-2,54 M","-2,76 M","-11,11 M","-8,87 M","-10,89 M","-16,98 M","-5,25 M","-7,13 M","-4,99 M","-9,15 M","-15,95 M","-6,35 M","-1,49 M","2,92 M","9,47 M","-1,13 M","6,57 M","649,00 Mil","24,75 M","8,15 M","-4,52 M","3,04 M","9,53 M","-29,76 M","-20,42 M","-38,22 M","-51,88 M","-13,71 M","-12,61 M","-14,13 M","-19,04 M","-35,30 M","-40,55 M","-13,34 M","-21,29 M","-6,54 M","-8,93 M","7,90 M","25,99 M","-1,73 M","7,82 M","12,60 M","7,28 M","-4,39 M","15,57 M","17,38 M","8,72 M","9,04 M","8,40 M","10,32 M","7,66 M","9,17 M","10,37 M","6,97 M","9,52 M","9,46 M","7,19 M","11,17 M","12,22 M","8,20 M","8,24 M","3,53 M"
Antes dos impostos,"29,01 M","29,74 M","18,77 M","25,99 M","41,42 M","70,75 M","42,50 M","38,93 M","39,98 M","74,82 M","52,34 M","40,00 M","33,72 M","39,89 M","30,82 M","26,67 M","29,05 M","18,40 M","52,18 M","50,95 M","44,75 M","44,99 M","37,63 M","-16,14 M","18,08 M","-13,27 M","-14,67 M","-1,60 M","-36,33 M","-191,46 M","-116,98 M","-76,16 M","-16,80 M","-117,26 M","-89,58 M","-93,41 M","-56,77 M","-101,42 M","-26,65 M","14,59 M","18,76 M","29,45 M","47,51 M","25,82 M","52,60 M","93,57 M","85,70 M","83,36 M","85,44 M","136,60 M","129,63 M","128,81 M","97,48 M","118,34 M","152,54 M","125,79 M","97,33 M","73,45 M","64,02 M","84,30 M","52,26 M","61,84 M","70,26 M","54,97 M","43,17 M"
