Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"6,66 B","6,57 B","6,58 B","6,46 B","6,38 B","6,70 B","6,42 B","6,38 B","6,36 B","6,08 B","5,75 B","5,51 B","5,21 B","5,20 B","5,10 B","4,62 B","4,47 B","4,37 B","4,25 B","4,26 B","4,35 B","4,35 B","4,49 B","4,44 B","4,38 B","4,63 B","4,32 B","4,40 B","4,10 B","4,14 B","4,48 B","4,71 B","4,82 B","4,97 B","5,00 B","5,19 B","5,31 B","5,36 B","5,40 B","5,15 B","5,14 B","5,08 B","5,02 B","5,17 B","5,14 B","5,05 B","4,92 B","4,79 B","4,89 B","4,90 B","4,67 B","4,56 B","4,33 B","4,19 B","3,21 B","3,15 B","2,82 B","2,63 B","2,49 B","2,41 B","2,29 B","2,10 B","1,16 B"
Ativo circulante,"3,07 B","3,00 B","2,74 B","3,18 B","2,46 B","2,93 B","3,72 B","3,73 B","3,80 B","3,20 B","3,39 B","3,73 B","3,16 B","3,01 B","3,07 B","2,75 B","2,64 B","2,71 B","2,89 B","2,98 B","3,20 B","3,18 B","3,33 B","3,18 B","3,11 B","3,49 B","3,06 B","2,82 B","2,50 B","2,65 B","3,55 B","3,76 B","3,64 B","3,65 B","4,12 B","3,77 B","3,96 B","3,91 B","4,15 B","4,34 B","4,04 B","3,81 B","3,31 B","3,15 B","3,17 B","3,02 B","3,43 B","3,37 B","3,33 B","3,24 B","3,09 B","3,05 B","2,82 B","2,55 B","2,29 B","2,32 B","2,07 B","1,77 B","1,82 B","1,81 B","1,65 B","1,58 B","804,77 M"
Caixa e eq. de caixa,"150,05 M","110,29 M","191,25 M","76,45 M","92,85 M","226,57 M","97,42 M","205,58 M","301,03 M","128,87 M","113,72 M","262,28 M","107,04 M","153,14 M","120,06 M","130,06 M","128,20 M","136,31 M","135,50 M","192,50 M","148,01 M","115,89 M","251,85 M","145,49 M","140,00 M","194,20 M","192,11 M","386,25 M","48,83 M","60,34 M","109,55 M","59,27 M","59,23 M","151,44 M","58,67 M","56,76 M","70,50 M","78,53 M","70,87 M","103,82 M","90,47 M","136,40 M","145,84 M","170,20 M","326,02 M","235,92 M","232,51 M","264,11 M","358,61 M","326,96 M","296,21 M","248,58 M","268,32 M","295,41 M","157,92 M","169,76 M","233,41 M","190,64 M","188,32 M","216,75 M","275,37 M","304,54 M","93,74 M"
Aplicações financeiras,"138,20 M","139,92 M","135,05 M","133,97 M","133,14 M","254,27 M","133,05 M","136,92 M","142,45 M","149,06 M","154,52 M","164,74 M","160,21 M","182,32 M","183,54 M","180,49 M","213,91 M","239,66 M","226,21 M","234,21 M","294,84 M","333,62 M","406,19 M","463,21 M","398,81 M","386,75 M","145,15 M","184,47 M","120,83 M","160,57 M","172,55 M","215,59 M","213,84 M","199,56 M","197,35 M","196,13 M","197,27 M","190,34 M","202,52 M","196,76 M","192,58 M","198,95 M","193,16 M","117,47 M","33,85 M","28,65 M","25,32 M","19,03 M","12,85 M","11,03 M","10,75 M","97,51 M","117,05 M","111,43 M","56,73 M","68,87 M",0,"20,33 M",0,0,0,0,0
Contas a receber,"582,81 M","627,29 M","664,79 M","749,31 M","776,06 M","857,89 M","907,03 M","876,99 M","793,39 M","731,00 M","694,26 M","668,37 M","540,32 M","457,85 M","537,07 M","437,98 M","382,28 M","303,51 M","495,46 M","586,94 M","520,41 M","584,51 M","571,44 M","410,39 M","398,71 M","545,93 M","329,85 M","316,93 M","336,70 M","372,78 M","663,47 M","880,18 M","991,73 M","1,09 B","1,26 B","1,32 B","1,46 B","1,48 B","1,53 B","1,45 B","1,44 B","1,34 B","1,30 B","1,11 B","1,12 B","1,21 B","1,35 B","1,35 B","1,43 B","1,40 B","1,33 B","1,37 B","1,29 B","1,08 B","928,36 M","875,92 M","823,72 M","792,63 M","725,20 M","694,24 M","652,64 M","641,75 M","330,37 M"
Estoques,"2,05 B","2,01 B","1,62 B","2,07 B","1,32 B","1,32 B","2,23 B","2,21 B","2,33 B","2,06 B","2,30 B","2,55 B","2,27 B","2,14 B","2,19 B","1,96 B","1,87 B","1,91 B","1,94 B","1,89 B","2,16 B","2,07 B","2,04 B","2,12 B","2,14 B","2,32 B","2,35 B","1,90 B","1,97 B","2,03 B","2,59 B","2,58 B","2,35 B","2,19 B","2,56 B","2,15 B","2,20 B","2,13 B","2,31 B","2,53 B","2,26 B","2,09 B","1,62 B","1,71 B","1,64 B","1,50 B","1,78 B","1,69 B","1,48 B","1,45 B","1,42 B","1,28 B","1,10 B","1,01 B","1,09 B","1,15 B","948,79 M","719,84 M","860,09 M","846,49 M","669,60 M","589,66 M","349,45 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"3,60 B","3,56 B","3,84 B","3,28 B","3,92 B","3,77 B","2,70 B","2,65 B","2,56 B","2,88 B","2,36 B","1,78 B","2,05 B","2,19 B","2,03 B","1,87 B","1,83 B","1,67 B","1,37 B","1,29 B","1,14 B","1,18 B","1,17 B","1,26 B","1,27 B","1,14 B","1,26 B","1,58 B","1,60 B","1,49 B","924,85 M","952,45 M","1,18 B","1,31 B","874,58 M","1,42 B","1,35 B","1,44 B","1,25 B","814,07 M","1,10 B","1,27 B","1,71 B","2,02 B","1,97 B","2,03 B","1,49 B","1,42 B","1,56 B","1,67 B","1,58 B","1,51 B","1,51 B","1,64 B","927,72 M","825,43 M","744,15 M","856,32 M","672,79 M","607,36 M","639,84 M","516,27 M","358,04 M"
Investimentos,"1,53 B","1,51 B","1,51 B","1,51 B","1,50 B","1,42 B","786,41 M","800,59 M","791,01 M","793,44 M","619,18 M","604,89 M","666,73 M","652,13 M","586,18 M","565,77 M","559,56 M","461,55 M","250,61 M","324,69 M","225,39 M","263,57 M","244,94 M","238,13 M","292,95 M","237,52 M","325,52 M","320,06 M","313,02 M","312,00 M","207,22 M","167,49 M","167,63 M","167,29 M","64,13 M","69,39 M","70,82 M","67,77 M","17,59 M","17,33 M","16,79 M","16,14 M","9,95 M","8,60 M","8,50 M","7,67 M","7,66 M","8,05 M","7,90 M","7,42 M","6,68 M","5,94 M","7,01 M","7,12 M","1,73 M",0,0,0,0,0,0,0,0
Imobilizado,"68,73 M","69,59 M","69,83 M","66,62 M","55,43 M","60,86 M","63,36 M","66,43 M","74,51 M","78,21 M","84,15 M","86,93 M","88,98 M","94,22 M","96,50 M","96,72 M","97,39 M","94,41 M","84,36 M","73,80 M","71,76 M","70,58 M","65,35 M","63,41 M","61,52 M","60,77 M","55,52 M","55,03 M","56,06 M","33,88 M","31,36 M","27,67 M","26,34 M","26,83 M","24,78 M","25,35 M","26,82 M","27,57 M","27,16 M","26,50 M","25,50 M","24,77 M","26,62 M","29,44 M","30,10 M","33,28 M","35,69 M","37,82 M","37,03 M","41,26 M","39,02 M","35,88 M","35,28 M","35,66 M","23,56 M","20,57 M","20,84 M","21,94 M","17,89 M","14,20 M","12,93 M","13,09 M","16,15 M"
