Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBITDA,"18,11%","19,32%","20,84%","18,61%","18,94%","0,60%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,"22,23%","20,82%","20,18%","22,09%","21,36%","10,65%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,"16,68%","21,26%","19,05%","12,99%","11,33%","-13,87%","-41,69%","0,44%","-4,49%","0,51%","7,82%","13,37%","9,90%","26,04%","40,38%","23,64%","30,00%"
ROE,"16,33%","15,80%","13,96%","10,94%","8,53%","-8,90%","-35,60%","3,09%","-2,66%","-0,42%","4,76%","9,93%","7,07%","15,64%","24,25%","28,33%","26,51%"
ROA,"0,10","0,09","0,08","0,06","0,04","-0,05","-0,18","0,02","-0,02","-0,00","0,03","0,06","0,04","0,13","0,19","0,11","0,13"
ROIC,"12,46%","12,55%","12,46%","11,18%","10,12%","-1,89%","-23,82%","-0,44%","-1,95%","1,23%","4,29%","8,73%","6,23%","13,46%","25,64%","16,90%","17,65%"
ROIC *,"15,75%","13,68%","12,00%","13,64%","11,64%","2,95%","-6,43%","2,35%","0,10%","1,41%","5,53%","10,31%","9,95%","15,03%","18,73%","18,70%","16,00%"
Giro do ativo,"0,69","0,55","0,51","0,55","0,49","0,41","0,47","0,39","0,48","0,49","0,51","0,52","0,52","0,62","0,57","0,66","0,57"
EBIT *,94 mi,72 mi,59 mi,67 mi,58 mi,14 mi,-35 mi,15 mi,0 mi,9 mi,40 mi,76 mi,77 mi,72 mi,71 mi,60 mi,47 mi
EBITDA,86 mi,77 mi,71 mi,65 mi,59 mi,1 mi,--,--,--,--,--,--,--,--,--,--,--
EBITDA *,106 mi,83 mi,69 mi,77 mi,67 mi,26 mi,--,--,--,--,--,--,--,--,--,--,--
Liquidez corrente,"3,69","2,90","4,58","4,84","3,83","5,19","2,41","2,87","3,26","3,15","3,70","4,03","3,63","7,07","5,80","3,31","4,09"
Liquidez seca,"2,46","2,06","3,35","3,45","2,85","4,03","1,66","2,03","2,24","2,12","2,39","2,85","2,40","4,53","4,11","2,34","2,85"
Liquidez imediata,"0,30","0,70","1,31","1,14","0,82","0,98","0,33","0,51","0,14","0,14","0,17","0,29","0,35","0,34","1,23","0,07","0,21"
Dívida bruta,47 mi,107 mi,93 mi,120 mi,133 mi,138 mi,101 mi,106 mi,92 mi,101 mi,167 mi,171 mi,239 mi,0 mi,0 mi,92 mi,98 mi
Dívida líquida,8 mi,-13 mi,-32 mi,13 mi,36 mi,61 mi,41 mi,28 mi,77 mi,83 mi,147 mi,139 mi,193 mi,-15 mi,-70 mi,88 mi,90 mi
Capital de giro,335 mi,324 mi,342 mi,330 mi,309 mi,279 mi,229 mi,255 mi,234 mi,261 mi,313 mi,343 mi,348 mi,258 mi,238 mi,130 mi,120 mi
Endividamento geral,"58,30%","76,53%","65,30%","76,13%","95,35%","89,32%","96,26%","70,17%","55,13%","60,10%","67,75%","71,12%","88,03%","23,90%","25,53%","150,94%","108,07%"
