Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"9,49","0,84","-38,00","-2,44","0,22",-,-,-,-,-,-,-,-,-,-,-,-
P/VP,"0,91","0,43","0,25","0,09","0,17",-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT,"3,95","0,55","2,21","0,97","0,17",-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT *,"5,18","0,94","2,14","0,98","0,18",-,-,-,-,-,-,-,-,-,-,-,-
PSR,"1,87","0,34","0,90","0,29","0,12",-,-,-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,27","0,15","0,10","0,03","0,06",-,-,-,-,-,-,-,-,-,-,-,-
LPA,"0,42","3,58","-0,07","-0,37","8,43",-,-,-,-,-,-,-,-,-,-,-,-
VPA,"4,41","7,03","9,93","10,00","10,91",-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação,"1,02","5,47","1,13","0,94","10,71",-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"0,78","3,21","1,17","0,92","10,27",-,-,-,-,-,-,-,-,-,-,-,-
Ativo por ação,"14,93","20,62","26,23","26,70","32,05",-,-,-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"2,15","8,89","2,78","3,11","15,11",-,-,-,-,-,-,-,-,-,-,-,-
Margem bruta,"53,10%","42,22%","55,28%","43,52%","72,20%","63,04%","65,32%","58,16%","58,14%","61,14%","65,95%","66,22%","69,81%","58,88%","62,57%","70,00%","86,18%"
Margem líquida,"22,85%","48,61%","1,31%","-6,94%","60,89%","26,32%","20,55%","10,15%","49,85%","3,41%","13,59%","38,97%","59,26%","51,50%","41,44%","44,57%","52,48%"
Margem EBIT,"47,43%","61,47%","40,58%","30,12%","70,87%","50,22%","57,58%","43,49%","105,56%","68,34%","67,65%","63,95%","70,93%","64,83%","55,54%","61,02%","71,19%"
Margem EBIT *,"36,14%","36,05%","41,91%","29,74%","68,00%","49,89%","52,62%","45,81%","43,40%","48,58%","54,70%","52,39%","56,75%","48,17%","52,16%","59,72%","70,48%"
Margem EBITDA,"60,02%","67,32%","54,90%","43,97%","74,16%","64,48%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,"48,72%","41,89%","56,23%","43,59%","71,30%","64,14%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,"32,44%","60,19%","10,15%","-1,29%","64,88%","32,89%","30,22%","17,59%","58,07%","10,65%","21,87%","45,99%","66,36%","56,84%","46,89%","51,00%","59,66%"
ROE,"5,57%","35,85%","0,22%","-1,28%","50,61%","4,35%","3,06%","2,80%","11,84%","0,68%","2,51%","9,65%","15,34%","18,49%","23,20%","21,40%","17,37%"
ROA,"0,03","0,21","0,00","-0,01","0,29","0,03","0,02","0,01","0,06","0,00","0,01","0,03","0,06","0,09","0,09","0,09","0,10"
ROIC,"7,65%","30,61%","4,68%","3,85%","39,55%","5,43%","6,16%","6,66%","14,34%","6,56%","6,11%","6,52%","8,10%","13,43%","16,24%","16,75%","14,62%"
ROIC *,"5,83%","17,95%","4,84%","3,80%","37,95%","5,39%","5,63%","7,02%","5,89%","4,66%","4,94%","5,34%","6,48%","9,98%","15,25%","16,39%","14,48%"
Giro do ativo,"0,14","0,43","0,11","0,12","0,47","0,10","0,09","0,14","0,12","0,09","0,08","0,09","0,10","0,17","0,22","0,20","0,19"
EBIT *,118 mi,489 mi,177 mi,141 mi,1.568 mi,242 mi,247 mi,224 mi,193 mi,204 mi,210 mi,200 mi,182 mi,179 mi,161 mi,144 mi,101 mi
EBITDA,196 mi,914 mi,233 mi,208 mi,1.710 mi,313 mi,--,--,--,--,--,--,--,--,--,--,--
EBITDA *,159 mi,568 mi,238 mi,206 mi,1.644 mi,311 mi,--,--,--,--,--,--,--,--,--,--,--
Liquidez corrente,"1,30","5,21","5,28","4,84","2,78","2,57","3,88","1,39","1,39","1,13","1,38","2,33","1,29","1,87","1,05","4,39","1,88"
Liquidez seca,"1,29","5,21","5,27","4,82","2,77","2,56","3,87","1,39","1,38","1,12","1,33","1,69","0,84","1,58","1,04","4,21","1,43"
Liquidez imediata,"0,77","1,22","2,10","1,40","1,35","0,75","1,55","0,59","0,51","0,68","1,10","1,41","0,33","0,36","0,88","3,65","0,06"
Dívida bruta,463 mi,819 mi,973 mi,1.018 mi,1.600 mi,1.490 mi,1.609 mi,1.733 mi,1.660 mi,2.462 mi,2.488 mi,2.483 mi,1.626 mi,907 mi,689 mi,580 mi,237 mi
Dívida líquida,233 mi,411 mi,659 mi,689 mi,860 mi,1.074 mi,710 mi,1.351 mi,1.318 mi,2.048 mi,1.922 mi,1.910 mi,1.361 mi,588 mi,335 mi,239 mi,185 mi
Capital de giro,63 mi,928 mi,337 mi,362 mi,588 mi,326 mi,745 mi,142 mi,130 mi,66 mi,197 mi,542 mi,133 mi,222 mi,21 mi,316 mi,50 mi
Endividamento geral,"69,40%","71,02%","56,10%","58,29%","76,35%","67,50%","67,94%","102,22%","93,75%","128,80%","132,93%","182,34%","150,89%","106,38%","157,31%","144,09%","73,88%"
