Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"2,25 B","2,28 B","2,36 B","2,75 B","3,17 B","3,15 B","3,80 B","4,53 B","4,14 B","4,00 B","4,03 B","4,01 B","4,05 B","4,08 B","4,20 B","4,44 B","4,71 B","4,89 B","5,13 B","5,15 B","4,85 B","4,92 B","5,05 B","5,15 B","5,24 B","5,31 B","3,61 B","3,86 B","3,52 B","3,59 B","3,75 B","3,78 B","3,84 B","3,64 B","3,85 B","4,76 B","4,73 B","4,83 B","4,72 B","4,64 B","4,66 B","4,86 B","4,84 B","4,31 B","4,29 B","4,35 B","3,89 B","3,76 B","3,59 B","3,12 B","2,77 B","2,46 B","2,39 B","2,14 B","1,74 B","1,94 B","1,68 B","1,42 B","1,34 B","1,28 B","1,25 B","1,23 B","758,99 M"
Ativo circulante,"258,05 M","280,63 M","359,81 M","778,33 M","1,19 B","1,15 B","1,17 B","1,85 B","653,11 M","416,43 M","432,13 M","421,20 M","461,94 M","457,24 M","726,09 M","950,67 M","867,55 M","920,08 M","1,25 B","777,23 M","466,31 M","534,28 M","736,20 M","823,92 M","912,37 M","1,00 B","410,18 M","654,79 M","424,27 M","508,24 M","685,00 M","671,35 M","661,63 M","461,62 M","648,32 M","1,39 B","445,93 M","578,63 M","462,35 M","433,41 M","599,73 M","714,27 M","1,01 B","608,71 M","694,52 M","949,72 M","630,65 M","1,13 B","725,97 M","588,93 M","1,21 B","1,17 B","1,07 B","477,48 M","429,22 M","746,18 M","576,14 M","423,11 M","403,28 M","438,62 M","458,77 M","410,18 M","108,45 M"
Caixa e eq. de caixa,"153,39 M","167,88 M","232,09 M","511,98 M","294,57 M","268,59 M","542,45 M","1,21 B","437,33 M","165,35 M","162,98 M","149,60 M","165,56 M","132,40 M","144,91 M","259,70 M","263,89 M","447,02 M","338,69 M","381,49 M","150,19 M","156,08 M","296,80 M","360,72 M","348,47 M","401,30 M","198,88 M","407,46 M","185,84 M","215,90 M","255,55 M","293,97 M","292,27 M","170,32 M","266,38 M","243,66 M","239,12 M","348,58 M","238,36 M","291,07 M","478,83 M","566,07 M","655,95 M","270,70 M","391,37 M","572,99 M","263,26 M","315,18 M","344,03 M","149,25 M","186,39 M","232,68 M","220,51 M","92,12 M","299,61 M","575,86 M","509,13 M","353,25 M","7,73 M","10,70 M","4,70 M","341,02 M","3,63 M"
Aplicações financeiras,"62,12 M","61,85 M","74,43 M","195,64 M","143,89 M","139,15 M","138,08 M","155,59 M","143,16 M","148,12 M","168,20 M","162,89 M","185,69 M","196,81 M","287,19 M","393,73 M","313,25 M","293,29 M","294,16 M","277,91 M","202,87 M","260,14 M","322,24 M","358,80 M","479,96 M","497,91 M","131,00 M","161,19 M","150,69 M","166,69 M","238,39 M","248,61 M","216,28 M","170,91 M","181,26 M","85,88 M","54,37 M","64,86 M","71,85 M","12,73 M","20,03 M",0,0,0,0,0,0,0,0,"115,15 M","33,43 M","102,19 M","247,94 M","227,48 M",0,0,0,0,"335,93 M","347,30 M","359,34 M",0,"49,15 M"
Contas a receber,"28,57 M","33,28 M","33,21 M","32,76 M","616,81 M","598,96 M","198,73 M","189,09 M","39,55 M","67,68 M","62,09 M","60,67 M","60,88 M","72,59 M","80,11 M","79,27 M","82,50 M","89,48 M","95,33 M","90,35 M","81,30 M","88,30 M","81,95 M","74,81 M","55,07 M","75,19 M","50,07 M","50,29 M","46,74 M","80,79 M","111,87 M","109,48 M","91,89 M","100,65 M","92,77 M","94,11 M","87,76 M","97,32 M","123,87 M","91,47 M","87,20 M","99,89 M","85,24 M","85,77 M","64,18 M","80,02 M","83,67 M","87,32 M","86,73 M","75,67 M","71,77 M","52,94 M","41,26 M","51,31 M","114,65 M","155,46 M","55,77 M","58,62 M","50,68 M","68,22 M","48,79 M","50,58 M","29,24 M"
Estoques,"696,00 Mil","696,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","463,00 Mil","1,07 M","1,07 M","1,07 M","1,07 M","1,07 M","1,07 M","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","944,00 Mil","4,43 M","45,45 M","4,43 M","4,24 M","22,87 M","5,65 M","5,65 M","14,09 M","22,05 M","29,00 Mil","25,54 M","204,28 M","199,96 M","191,83 M","261,54 M","249,56 M","701,03 M","230,80 M","208,52 M","902,14 M","763,25 M","546,11 M","73,89 M","3,96 M","4,72 M","5,14 M","5,29 M","6,40 M","8,10 M","11,55 M","17,42 M","25,60 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"1,99 B","2,00 B","2,00 B","1,98 B","1,97 B","2,00 B","2,62 B","2,68 B","3,48 B","3,59 B","3,60 B","3,59 B","3,59 B","3,62 B","3,48 B","3,49 B","3,84 B","3,97 B","3,88 B","4,38 B","4,38 B","4,39 B","4,31 B","4,32 B","4,33 B","4,31 B","3,20 B","3,21 B","3,09 B","3,08 B","3,07 B","3,11 B","3,17 B","3,18 B","3,20 B","3,37 B","4,28 B","4,25 B","4,26 B","4,21 B","4,06 B","4,14 B","3,83 B","3,70 B","3,60 B","3,40 B","3,26 B","2,62 B","2,87 B","2,53 B","1,56 B","1,29 B","1,31 B","1,67 B","1,32 B","1,20 B","1,10 B","998,53 M","932,79 M","845,58 M","792,14 M","821,72 M","650,54 M"
Investimentos,"1,77 B","1,78 B","1,79 B","1,79 B","1,81 B","1,81 B","1,87 B","1,87 B","1,58 B","3,35 B","3,35 B","3,35 B","3,35 B","3,35 B","3,23 B","3,24 B","3,57 B","3,68 B","3,65 B","4,16 B","4,18 B","4,19 B","4,12 B","4,14 B","4,16 B","4,13 B","3,03 B","3,04 B","2,94 B","2,95 B","2,94 B","2,99 B","3,01 B","3,02 B","2,77 B","2,80 B","3,43 B","3,43 B","3,42 B","2,79 B","2,78 B","2,72 B","2,60 B","2,53 B","2,51 B","1,39 B","1,38 B","1,32 B","2,32 B","1,23 B","1,18 B","1,11 B","1,13 B","1,11 B","745,22 M","724,06 M","543,43 M","530,21 M","505,90 M","494,54 M","482,80 M","516,70 M","484,54 M"
Imobilizado,"2,11 M","2,39 M","2,69 M","2,98 M","3,01 M","3,26 M","3,51 M","4,14 M","4,07 M","4,43 M","4,67 M","4,19 M","4,44 M","4,68 M","4,93 M","5,18 M","5,44 M","5,71 M","6,39 M","7,30 M","7,60 M","7,90 M","8,17 M","8,46 M","8,75 M","8,94 M","2,47 M","2,12 M","659,00 Mil","702,00 Mil","385,00 Mil","377,00 Mil","945,00 Mil","782,00 Mil","9,27 M","7,79 M","3,92 M","3,64 M","3,16 M","3,08 M","3,08 M","3,83 M","3,85 M","2,52 M","2,34 M","2,37 M","2,27 M","2,62 M","2,61 M","2,04 M","2,02 M","1,89 M","1,87 M","1,84 M","1,86 M","1,87 M","10,81 M","6,43 M","4,09 M","2,75 M","2,46 M","2,31 M","2,02 M"
