Conta,4T2025 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
P/L,"10,69","8,67","24,71","11,73","7,22","21,40","-104,76","15,20","17,96","14,95","28,62","18,33","23,55","25,08","-16,08","-9,17","10,92"
P/VP,"1,01","0,88","1,19","1,59","1,45","4,12","0,93","1,81","1,72","2,27","2,00","1,94","1,79","0,68","0,58","0,62","0,62"
P/EBIT,"12,03","6,71","12,01","6,61","5,21","12,29","53,12","8,41","7,80","6,47","7,59","9,72","13,03","10,77","-15,04","-15,41","12,63"
P/EBIT *,"17,77","8,72","18,22","9,46","8,23","15,70","-77,28","11,26","11,14","8,74","11,79","16,19","34,43","-131,21","-8,88","-15,39","11,07"
PSR,"0,53","0,43","0,64","0,68","0,58","1,50","0,48","0,67","0,70","0,76","0,56","0,62","0,57","0,25","0,23","0,24","0,28"
P/Ativos,"0,40","0,36","0,54","0,73","0,60","1,57","0,33","0,71","0,68","0,87","0,67","0,67","0,66","0,24","0,21","0,24","0,26"
LPA,"0,86","0,88","0,40","1,02","1,41","1,11","-0,05","0,51","0,37","0,51","0,21","0,31","0,19","0,07","-0,09","-0,17","0,16"
VPA,"9,12","8,76","8,27","7,52","6,99","5,74","5,12","4,24","3,92","3,39","2,99","2,92","2,52","2,46","2,45","2,48","2,75"
EBIT por ação,"0,76","1,14","0,82","1,81","1,95","1,93","0,09","0,91","0,86","1,19","0,79","0,58","0,35","0,16","-0,10","-0,10","0,13"
EBIT por ação *,"0,52","0,88","0,54","1,26","1,23","1,51","-0,06","0,68","0,60","0,88","0,51","0,35","0,13","-0,01","-0,16","-0,10","0,15"
Ativo por ação,"23,03","21,33","18,27","16,49","16,98","15,03","14,60","10,80","9,87","8,80","8,95","8,51","6,86","6,98","6,66","6,52","6,49"
Receita líquida por ação,"17,25","17,78","15,54","17,51","17,57","15,78","9,86","11,40","9,64","10,06","10,67","9,11","7,87","6,71","6,22","6,34","6,04"
Margem bruta,"14,62%","16,14%","15,25%","17,00%","16,26%","17,95%","10,28%","14,62%","16,19%","18,95%","18,28%","16,61%","14,16%","12,73%","10,98%","12,09%","14,83%"
Margem líquida,"5,41%","6,76%","4,55%","8,16%","9,73%","9,70%","0,85%","6,97%","6,43%","7,99%","4,20%","5,11%","3,08%","1,05%","-1,45%","-3,53%","1,92%"
Margem EBIT,"4,43%","6,43%","5,29%","10,33%","11,09%","12,20%","0,91%","8,02%","8,95%","11,79%","7,36%","6,40%","4,40%","2,32%","-1,53%","-1,58%","2,23%"
Margem EBIT *,"3,00%","4,95%","3,49%","7,22%","7,01%","9,54%","-0,62%","5,99%","6,27%","8,73%","4,74%","3,84%","1,67%","-0,19%","-2,59%","-1,58%","2,54%"
Margem EBITDA,"8,87%","10,87%","9,68%","13,81%","14,34%","16,30%","7,12%","12,26%","13,28%","15,84%","11,53%","10,06%","8,06%","6,40%","3,18%","2,84%","6,63%"
Margem EBITDA *,"7,44%","9,39%","7,87%","10,70%","10,27%","13,64%","5,59%","10,23%","10,59%","12,79%","8,91%","7,50%","5,32%","3,88%","2,12%","2,84%","6,95%"
Margem operacional,"3,63%","5,80%","5,03%","9,88%","12,87%","11,48%","-0,56%","7,19%","8,09%","10,49%","5,19%","5,47%","3,55%","1,38%","-1,96%","-3,80%","3,87%"
ROE,"8,42%","11,32%","7,05%","15,95%","19,83%","21,48%","1,33%","15,53%","12,86%","19,71%","12,71%","13,90%","8,97%","2,71%","-3,51%","-8,69%","3,98%"
ROA,"0,04","0,06","0,04","0,09","0,10","0,10","0,01","0,07","0,06","0,09","0,05","0,05","0,04","0,01","-0,01","-0,03","0,02"
ROIC,"5,21%","7,72%","6,16%","14,33%","13,95%","17,21%","0,80%","10,83%","10,99%","16,69%","11,64%","8,70%","6,39%","2,90%","-1,85%","-1,99%","2,56%"
ROIC *,"3,53%","5,94%","4,06%","10,01%","8,82%","13,46%","-0,55%","8,09%","7,70%","12,36%","7,49%","5,22%","2,42%","-0,24%","-3,13%","-1,99%","2,92%"
Giro do ativo,"0,75","0,83","0,85","1,06","1,03","1,05","0,68","1,06","0,98","1,14","1,19","1,07","1,15","0,96","0,93","0,97","0,93"
EBIT *,24 mi,42 mi,26 mi,60 mi,59 mi,72 mi,-3 mi,32 mi,29 mi,42 mi,24 mi,16 mi,6 mi,-1 mi,-8 mi,-5 mi,7 mi
EBITDA,73 mi,92 mi,72 mi,116 mi,121 mi,123 mi,33 mi,67 mi,61 mi,76 mi,59 mi,44 mi,30 mi,20 mi,9 mi,8 mi,19 mi
EBITDA *,61 mi,80 mi,58 mi,90 mi,86 mi,103 mi,26 mi,56 mi,49 mi,61 mi,45 mi,32 mi,20 mi,12 mi,6 mi,8 mi,20 mi
Liquidez corrente,"4,13","2,48","2,29","1,68","1,60","1,63","1,24","1,26","1,36","1,22","1,34","1,32","1,38","0,97","1,89","1,84","1,30"
Liquidez seca,"3,08","1,77","1,56","1,04","1,00","1,13","0,78","0,81","0,86","0,82","0,94","0,86","0,87","0,65","1,27","1,23","0,78"
Liquidez imediata,"2,14","1,03","0,85","0,49","0,23","0,43","0,44","0,30","0,28","0,26","0,42","0,29","0,24","0,24","0,48","0,48","0,19"
Dívida bruta,465 mi,366 mi,261 mi,213 mi,212 mi,209 mi,233 mi,109 mi,102 mi,110 mi,152 mi,147 mi,106 mi,122 mi,111 mi,101 mi,63 mi
