Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem líquida,"40,24%","41,66%","52,70%","50,28%","42,80%","35,14%","89,13%","35,94%","38,28%","31,87%","28,09%","33,99%","33,05%","29,25%","40,63%","45,68%","37,89%","33,83%"
Margem EBIT,"65,29%","68,11%","67,18%","66,93%","59,44%","47,46%","106,00%","53,96%","59,92%","54,97%","58,94%","58,92%","56,53%","49,95%","56,46%","58,40%","50,56%","55,56%"
Margem EBIT *,"68,55%","71,51%","71,77%","70,52%","64,14%","56,19%","52,62%","59,85%","61,50%","60,09%","60,50%","61,39%","57,45%","54,51%","57,48%","59,40%","54,37%","63,17%"
Margem EBITDA,"67,39%","73,14%","72,62%","75,31%","70,94%","63,07%","126,50%","70,85%","76,41%","70,74%","73,05%","73,37%","70,69%","62,62%","64,14%","67,32%","57,94%","62,97%"
Margem EBITDA *,"70,64%","76,54%","77,21%","78,90%","75,64%","71,79%","73,12%","76,73%","77,99%","75,86%","74,60%","75,84%","71,61%","67,19%","65,16%","68,33%","61,75%","70,58%"
Margem operacional,"45,70%","48,48%","59,61%","55,73%","45,99%","38,60%","98,96%","42,82%","48,40%","37,93%","39,85%","41,55%","41,94%","38,30%","52,08%","63,06%","57,77%","54,50%"
ROE,"18,89%","18,12%","23,75%","14,72%","11,69%","7,11%","15,47%","8,39%","8,79%","7,09%","7,00%","8,64%","9,04%","7,45%","12,15%","9,60%","7,72%","5,80%"
ROA,"0,09","0,09","0,11","0,09","0,07","0,04","0,09","0,05","0,05","0,04","0,04","0,05","0,05","0,04","0,07","0,07","0,06","0,04"
ROIC,"16,44%","15,44%","15,50%","13,40%","11,00%","6,27%","12,46%","8,31%","9,32%","8,31%","8,91%","9,58%","9,90%","8,17%","10,55%","9,78%","9,86%","9,67%"
ROIC *,"17,26%","16,21%","16,56%","14,12%","11,87%","7,43%","6,18%","9,22%","9,57%","9,09%","9,15%","9,98%","10,06%","8,92%","10,75%","9,95%","10,60%","11,00%"
Giro do ativo,"0,23","0,21","0,20","0,18","0,17","0,12","0,10","0,14","0,14","0,13","0,14","0,15","0,16","0,15","0,17","0,14","0,15","0,13"
EBIT *,2.084 mi,1.958 mi,1.826 mi,1.431 mi,1.152 mi,723 mi,569 mi,781 mi,755 mi,694 mi,671 mi,653 mi,639 mi,530 mi,550 mi,401 mi,328 mi,304 mi
EBITDA,2.048 mi,2.003 mi,1.848 mi,1.528 mi,1.275 mi,812 mi,1.368 mi,925 mi,939 mi,818 mi,810 mi,781 mi,787 mi,609 mi,614 mi,455 mi,350 mi,303 mi
EBITDA *,2.147 mi,2.096 mi,1.964 mi,1.601 mi,1.359 mi,924 mi,790 mi,1.001 mi,958 mi,877 mi,828 mi,807 mi,797 mi,653 mi,624 mi,462 mi,373 mi,340 mi
Liquidez corrente,"1,20","1,25","1,43","1,42","1,37","1,45","1,84","1,42","1,78","1,86","1,25","1,46","1,74","1,64","1,54","2,58","2,05","2,58"
Liquidez seca,"1,11","1,16","1,33","1,31","1,29","1,39","1,82","1,39","1,73","1,81","1,19","1,32","1,43","1,30","1,24","2,20","2,04","2,58"
Liquidez imediata,"0,22","0,12","0,03","0,11","0,02","0,52","1,23","0,04","0,05","0,06","0,15","0,29","0,33","0,44","0,71","1,39","1,37","2,10"
Dívida bruta,5.421 mi,5.439 mi,5.430 mi,3.166 mi,2.963 mi,3.023 mi,3.121 mi,3.103 mi,2.813 mi,2.733 mi,2.882 mi,2.173 mi,2.119 mi,2.088 mi,1.784 mi,868 mi,408 mi,272 mi
Dívida líquida,4.507 mi,4.668 mi,4.239 mi,1.990 mi,1.938 mi,2.245 mi,1.897 mi,2.195 mi,1.957 mi,1.837 mi,2.414 mi,1.800 mi,1.793 mi,1.756 mi,1.393 mi,310 mi,-386 mi,-556 mi
Capital de giro,347 mi,403 mi,657 mi,583 mi,484 mi,476 mi,839 mi,390 mi,560 mi,600 mi,180 mi,246 mi,379 mi,307 mi,297 mi,599 mi,522 mi,622 mi
Endividamento geral,"105,31%","108,83%","121,61%","66,38%","65,24%","67,56%","69,49%","71,29%","65,82%","66,23%","78,50%","67,51%","66,39%","67,51%","77,79%","46,25%","33,99%","30,26%"
