Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"12,48","14,30","8,30","11,87","14,74","24,10","11,08","17,39","20,94","25,31","28,51","19,91","20,41","22,49","19,52","18,29","19,15","27,99"
P/VP,"2,36","2,59","1,97","1,75","1,72","1,72","1,71","1,47","1,86","1,80","2,00","1,72","1,85","1,68","2,36","1,77","1,42","1,63"
P/EBIT,"7,69","8,75","6,51","8,92","10,61","17,86","9,31","11,62","13,45","14,71","13,59","11,49","11,94","13,17","14,00","13,81","13,69","17,05"
P/EBIT *,"7,33","8,33","6,09","8,47","9,84","15,09","18,77","10,48","13,10","13,46","13,24","11,03","11,74","12,06","13,75","13,58","12,73","14,99"
PSR,"5,02","5,96","4,37","5,97","6,31","8,48","9,87","6,27","8,06","8,09","8,01","6,77","6,75","6,58","7,90","8,07","6,92","9,47"
P/Ativos,"1,15","1,24","0,89","1,05","1,04","1,02","1,01","0,86","1,12","1,08","1,12","1,03","1,11","1,00","1,33","1,16","1,05","1,25"
LPA,"2,38","2,22","2,61","1,99","1,50","0,88","1,88","0,92","0,92","0,72","0,61","0,71","0,72","0,55","0,76","0,58","0,43","0,32"
VPA,"12,62","12,28","11,00","13,51","12,83","12,39","12,14","10,89","10,40","10,10","8,67","8,15","7,93","7,44","6,25","6,02","5,74","5,46"
EBIT por ação,"3,87","3,64","3,33","2,65","2,08","1,19","2,23","1,37","1,44","1,24","1,27","1,22","1,23","0,95","1,05","0,77","0,60","0,52"
EBIT por ação *,"4,06","3,82","3,56","2,79","2,25","1,41","1,11","1,52","1,47","1,35","1,31","1,27","1,25","1,03","1,07","0,78","0,64","0,59"
Ativo por ação,"25,91","25,64","24,38","22,48","21,20","20,78","20,59","18,66","17,30","16,85","15,50","13,67","13,20","12,47","11,11","9,17","7,74","7,15"
Receita líquida por ação,"5,92","5,34","4,96","3,96","3,50","2,51","2,11","2,54","2,40","2,25","2,16","2,08","2,17","1,90","1,87","1,32","1,18","0,94"
Margem bruta,"78,88%","82,00%","83,36%","85,52%","81,15%","78,94%","74,59%","79,15%","77,31%","76,36%","76,48%","77,35%","73,30%","72,37%","75,06%","77,98%","79,33%","81,44%"
