Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"22,95","20,16","12,61","11,87","17,19","16,33","26,29","12,65","19,52","14,52","14,51","13,77","17,52","64,59","61,62","17,16","20,68"
P/VP,"2,58","3,34","2,59","1,38","3,31","3,26","1,27","1,46","1,60","1,21","1,75","1,52","1,77","4,34","7,75","2,56","2,83"
P/EBIT,"8,78","14,28","8,77","7,30","13,19","12,81","9,09","8,44","19,16","11,16","9,36","9,30","10,40","31,65","66,09","15,22","26,09"
P/EBIT *,"8,56","12,19","8,27","6,06","11,21","16,56","8,93","12,59","15,75","8,81","7,70","7,85","9,38","34,11","57,77","12,58","20,12"
PSR,"1,16","1,87","1,40","0,79","1,41","1,84","0,71","1,03","1,50","1,15","0,86","0,81","0,98","2,41","4,97","1,63","1,94"
P/Ativos,"0,88","1,52","1,22","0,65","1,18","1,08","0,60","0,77","0,92","0,78","0,78","0,66","0,75","1,78","3,48","1,21","1,34"
LPA,"0,99","1,31","1,35","0,73","0,75","0,67","0,13","0,33","0,23","0,23","0,19","0,16","0,14","0,09","0,16","0,17","0,14"
VPA,"8,77","7,92","6,56","6,29","3,91","3,37","2,73","2,88","2,79","2,75","1,54","1,46","1,41","1,31","1,25","1,16","1,05"
EBIT por ação,"2,58","1,85","1,94","1,19","0,98","0,86","0,38","0,50","0,23","0,30","0,29","0,24","0,24","0,18","0,15","0,19","0,11"
EBIT por ação *,"2,65","2,17","2,05","1,43","1,16","0,66","0,39","0,33","0,28","0,38","0,35","0,28","0,27","0,17","0,17","0,24","0,15"
Ativo por ação,"25,76","17,37","13,95","13,43","11,00","10,14","5,78","5,45","4,84","4,29","3,46","3,36","3,33","3,20","2,78","2,45","2,20"
Receita líquida por ação,"19,59","14,15","12,09","10,91","9,21","5,96","4,87","4,07","2,97","2,90","3,12","2,73","2,56","2,36","1,95","1,82","1,53"
Margem bruta,"32,71%","33,55%","33,60%","29,54%","28,98%","28,72%","25,61%","26,61%","26,08%","28,55%","29,21%","26,76%","27,22%","25,40%","25,46%","29,66%","29,06%"
Margem líquida,"5,16%","9,45%","11,47%","6,65%","8,16%","10,90%","2,40%","7,76%","7,70%","7,93%","6,00%","5,90%","5,59%","3,78%","8,11%","9,53%","9,39%"
Margem EBIT,"13,19%","13,09%","16,01%","10,89%","10,66%","14,36%","7,81%","12,25%","7,83%","10,29%","9,24%","8,71%","9,40%","7,62%","7,53%","10,70%","7,43%"
Margem EBIT *,"13,51%","15,34%","16,98%","13,11%","12,54%","11,11%","7,96%","8,22%","9,53%","13,04%","11,23%","10,32%","10,42%","7,07%","8,61%","12,94%","9,64%"
Margem EBITDA,"18,06%","17,09%","19,69%","14,16%","15,05%","18,87%","12,04%","16,10%","12,78%","15,22%","13,99%","13,68%","14,57%","12,95%","11,76%","14,81%","12,04%"
Margem EBITDA *,"18,38%","19,34%","20,66%","16,38%","16,94%","15,62%","12,18%","12,07%","14,48%","17,96%","15,98%","15,29%","15,59%","12,41%","12,84%","17,05%","14,24%"
Margem operacional,"5,84%","13,70%","15,54%","8,14%","8,75%","15,24%","5,15%","8,96%","10,04%","10,62%","7,70%","7,55%","6,98%","4,74%","10,22%","12,02%","12,02%"
ROE,"11,41%","16,64%","20,89%","11,43%","19,04%","19,07%","4,21%","10,71%","8,19%","8,34%","12,11%","11,03%","10,13%","6,79%","12,61%","14,94%","13,69%"
ROA,"0,04","0,08","0,10","0,05","0,07","0,06","0,02","0,06","0,05","0,05","0,05","0,05","0,04","0,03","0,06","0,07","0,07"
ROIC,"13,75%","15,30%","22,37%","14,38%","11,60%","11,35%","8,13%","11,64%","8,17%","13,59%","11,37%","10,28%","10,33%","7,93%","8,18%","12,52%","8,06%"
ROIC *,"14,09%","17,93%","23,73%","17,30%","13,65%","8,78%","8,28%","7,81%","9,94%","17,21%","13,82%","12,18%","11,46%","7,36%","9,35%","15,14%","10,45%"
Giro do ativo,"0,76","0,81","0,87","0,81","0,84","0,59","0,84","0,75","0,61","0,68","0,90","0,81","0,77","0,74","0,70","0,74","0,69"
EBIT *,741 mi,608 mi,575 mi,400 mi,323 mi,185 mi,108 mi,93 mi,79 mi,105 mi,98 mi,78 mi,74 mi,46 mi,46 mi,65 mi,41 mi
EBITDA,991 mi,677 mi,667 mi,433 mi,388 mi,315 mi,164 mi,183 mi,106 mi,123 mi,122 mi,104 mi,104 mi,85 mi,64 mi,75 mi,51 mi
EBITDA *,1.009 mi,767 mi,700 mi,500 mi,437 mi,260 mi,166 mi,137 mi,120 mi,145 mi,139 mi,116 mi,111 mi,82 mi,70 mi,86 mi,60 mi
Liquidez corrente,"2,41","2,05","2,13","2,66","1,95","1,77","2,14","2,10","2,07","3,31","1,92","2,49","2,88","1,73","2,34","2,15","2,36"
Liquidez seca,"1,39","1,35","1,43","1,66","0,95","1,16","1,16","1,11","1,45","2,59","1,22","1,73","2,07","1,28","1,79","1,66","1,92"
Liquidez imediata,"0,93","0,56","0,94","0,66","0,44","0,54","0,52","0,60","0,57","1,06","0,61","0,85","0,95","0,29","0,65","1,20","0,05"
Dívida bruta,2.748 mi,1.111 mi,878 mi,921 mi,975 mi,924 mi,392 mi,371 mi,220 mi,256 mi,382 mi,402 mi,408 mi,409 mi,321 mi,262 mi,225 mi
Dívida líquida,1.418 mi,252 mi,-173 mi,-141 mi,611 mi,461 mi,179 mi,141 mi,-259 mi,-275 mi,165 mi,148 mi,172 mi,183 mi,72 mi,36 mi,19 mi
Capital de giro,1.998 mi,1.578 mi,1.259 mi,1.427 mi,786 mi,628 mi,388 mi,408 mi,446 mi,555 mi,245 mi,308 mi,327 mi,202 mi,265 mi,216 mi,198 mi
Endividamento geral,"191,06%","116,28%","110,20%","111,75%","178,70%","197,64%","107,87%","84,77%","73,23%","55,53%","124,11%","130,44%","136,00%","143,20%","122,36%","111,21%","110,23%"
