Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"6,66","7,34","6,15","5,04","5,14","3,63","14,47","5,17","5,86","6,95","57,34","7,92","6,16","6,95","8,80","15,78","24,56","117,24"
P/VP,"4,13","5,19","4,33","4,14","1,83","1,20","1,34","1,03","1,26","1,22","1,15","1,23","0,97","1,02","1,17","2,24","1,53","3,38"
P/EBIT,"4,75","4,88","3,82","4,62","4,03","2,85","9,30","3,88","4,54","5,36","54,35","6,01","4,60","4,50","5,87","12,18","17,07","25,59"
P/EBIT *,"4,84","4,88","4,08","4,65","4,09","3,18","4,94","3,44","4,00","4,19","3,81","4,07","3,54","3,55","4,68","9,39","9,48","13,86"
PSR,"0,82","0,83","0,73","0,87","0,69","0,57","0,75","0,53","0,66","0,73","0,66","0,66","0,55","0,58","0,69","1,33","1,12","1,63"
P/Ativos,"1,16","1,18","0,93","1,35","0,92","0,70","0,64","0,58","0,74","0,74","0,60","0,64","0,50","0,58","0,66","1,17","0,79","1,55"
LPA,"4,90","4,49","3,99","5,52","4,17","4,18","0,92","1,91","2,15","1,75","0,18","1,48","1,54","1,49","1,32","1,39","0,61","0,15"
VPA,"7,90","6,36","5,67","6,72","11,71","12,65","9,95","9,62","10,01","10,00","9,08","9,52","9,79","10,15","9,95","9,80","9,83","5,29"
EBIT por ação,"6,87","6,76","6,42","6,02","5,32","5,33","1,43","2,55","2,78","2,27","0,19","1,95","2,06","2,30","1,98","1,80","0,88","0,70"
EBIT por ação *,"6,74","6,76","6,01","5,99","5,24","4,78","2,69","2,87","3,15","2,90","2,74","2,88","2,68","2,91","2,48","2,34","1,58","1,29"
Ativo por ação,"28,26","27,99","26,51","20,67","23,29","21,70","20,63","17,17","17,09","16,42","17,37","18,28","18,78","17,91","17,49","18,74","18,97","11,56"
Receita líquida por ação,"39,81","39,89","33,63","32,01","31,16","26,67","17,73","18,64","19,12","16,71","15,81","17,88","17,21","17,66","16,91","16,50","13,45","10,95"
Margem bruta,"27,06%","27,25%","28,50%","29,31%","26,83%","27,50%","26,09%","25,35%","26,62%","27,76%","27,67%","26,45%","26,10%","27,18%","25,98%","24,77%","22,19%","22,48%"
Margem líquida,"12,31%","11,26%","11,87%","17,23%","13,31%","15,67%","5,09%","10,13%","11,31%","9,92%","0,19%","7,10%","8,43%","8,09%","7,51%","8,46%","4,59%","1,55%"
Margem EBIT,"17,26%","16,95%","19,09%","18,81%","17,07%","19,99%","8,06%","13,67%","14,54%","13,58%","1,21%","10,93%","11,95%","13,01%","11,71%","10,93%","6,53%","6,38%"
Margem EBIT *,"16,93%","16,93%","17,89%","18,71%","16,81%","17,94%","15,19%","15,41%","16,49%","17,38%","17,31%","16,13%","15,55%","16,46%","14,69%","14,18%","11,77%","11,78%"
Margem EBITDA,"19,57%","19,30%","21,39%","21,15%","19,34%","22,77%","12,34%","17,45%","18,01%","17,90%","5,60%","15,37%","16,55%","17,81%","16,69%","16,74%","13,32%","14,63%"
Margem EBITDA *,"19,24%","19,29%","20,18%","21,05%","19,08%","20,71%","19,47%","19,19%","19,96%","21,70%","21,70%","20,56%","20,15%","21,26%","19,67%","19,99%","18,56%","20,02%"
Margem operacional,"16,13%","14,64%","15,34%","21,62%","16,85%","19,74%","4,48%","12,04%","13,71%","12,33%","-0,88%","10,45%","11,24%","11,64%","10,51%","11,21%","5,95%","2,42%"
ROE,"61,88%","70,47%","70,23%","81,93%","35,60%","33,12%","9,11%","19,73%","21,66%","16,64%","0,34%","13,34%","14,62%","14,10%","12,74%","14,10%","6,21%","3,14%"
ROA,"0,17","0,16","0,15","0,27","0,18","0,19","0,04","0,11","0,13","0,10","0,00","0,07","0,08","0,08","0,07","0,07","0,03","0,01"
ROIC,"33,80%","35,94%","38,65%","38,97%","30,01%","31,42%","10,20%","17,19%","18,28%","16,31%","1,32%","12,05%","12,91%","14,73%","12,51%","11,57%","5,47%","7,02%"
ROIC *,"33,17%","35,92%","36,21%","38,76%","29,55%","28,20%","19,22%","19,38%","20,73%","20,87%","18,89%","17,78%","16,79%","18,64%","15,69%","15,01%","9,86%","12,96%"
Giro do ativo,"1,41","1,43","1,27","1,55","1,34","1,23","0,86","1,09","1,12","1,02","0,91","0,98","0,92","0,99","0,97","0,88","0,71","0,95"
