Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"2,47 B","2,59 B","2,49 B","2,56 B","2,54 B","2,63 B","2,32 B","2,29 B","2,18 B","2,15 B","2,17 B","2,05 B","2,23 B","2,28 B","2,34 B","2,16 B","2,08 B","2,09 B","1,86 B","1,64 B","1,70 B","1,46 B","1,30 B","1,23 B","1,17 B","1,07 B","1,08 B","1,01 B","948,42 M","921,16 M","980,38 M","817,48 M","777,46 M","768,96 M","923,06 M","934,65 M","896,82 M","893,06 M","929,51 M","954,99 M","924,25 M","1,02 B","1,05 B","981,37 M","1,00 B","979,76 M","1,02 B","1,09 B","1,09 B","1,18 B","1,26 B","1,27 B","1,15 B","1,11 B","1,15 B","1,06 B","1,13 B","1,11 B","1,11 B","960,72 M","971,60 M","999,86 M","919,33 M"
Ativo circulante,"1,40 B","1,50 B","1,41 B","1,48 B","1,46 B","1,55 B","1,29 B","1,27 B","1,20 B","1,19 B","1,28 B","1,21 B","1,41 B","1,47 B","1,57 B","1,45 B","1,44 B","1,46 B","1,27 B","1,08 B","1,11 B","930,86 M","870,87 M","817,60 M","772,51 M","694,54 M","763,36 M","706,13 M","645,13 M","616,22 M","635,70 M","534,88 M","501,07 M","451,46 M","508,23 M","512,80 M","480,41 M","472,45 M","538,39 M","564,40 M","508,99 M","591,90 M","623,44 M","588,57 M","597,57 M","574,28 M","634,73 M","703,46 M","695,92 M","782,67 M","853,66 M","854,99 M","743,70 M","702,27 M","746,07 M","660,38 M","753,80 M","750,02 M","718,79 M","609,64 M","624,37 M","653,50 M","554,14 M"
Caixa e eq. de caixa,"41,88 M","67,55 M","50,01 M","48,80 M","59,04 M","112,61 M","32,96 M","129,01 M","131,10 M","83,36 M","48,29 M","111,77 M","164,49 M","201,22 M","111,50 M","166,75 M","237,71 M","185,76 M","174,08 M","163,61 M","250,63 M","91,23 M","61,10 M","107,95 M","66,53 M","35,97 M","26,43 M","15,69 M","31,72 M","26,77 M","11,38 M","6,79 M","24,84 M","6,68 M","6,59 M","11,49 M","22,86 M","26,71 M","23,41 M","22,60 M","32,88 M","60,31 M","57,35 M","87,53 M","67,96 M","104,54 M","210,22 M","286,11 M","232,81 M","281,12 M","327,81 M","337,11 M","247,34 M","180,78 M","187,27 M","134,31 M","185,98 M","162,23 M","60,49 M","76,36 M","92,47 M","39,65 M","80,46 M"
Aplicações financeiras,"276,25 M","267,79 M","146,83 M","145,58 M","151,35 M","177,24 M","131,60 M","116,11 M","114,62 M","120,98 M","93,15 M","94,91 M","170,31 M","105,54 M","231,63 M","96,49 M","99,42 M","70,78 M","16,00 Mil","16,00 Mil","5,04 M",0,"17,00 Mil","16,00 Mil","16,00 Mil",0,"884,00 Mil","888,00 Mil","879,00 Mil","1,80 M","2,00 M","2,08 M","2,05 M","1,78 M","348,00 Mil","2,04 M","2,20 M","2,55 M","6,66 M","3,44 M","4,13 M","22,04 M","50,60 M","35,24 M","29,57 M","33,63 M",0,0,0,0,0,0,0,0,0,0,0,0,"108,94 M","110,64 M","114,93 M","149,02 M","96,37 M"
Contas a receber,"274,03 M","247,19 M","256,55 M","351,79 M","337,48 M","297,11 M","312,25 M","288,12 M","254,77 M","211,63 M","274,97 M","201,63 M","276,14 M","352,44 M","428,36 M","409,99 M","409,42 M","515,16 M","412,93 M","353,77 M","315,37 M","317,41 M","320,14 M","245,68 M","197,83 M","165,00 M","167,16 M","141,35 M","150,36 M","140,42 M","175,43 M","121,11 M","114,14 M","122,61 M","166,16 M","137,90 M","157,45 M","150,20 M","145,42 M","160,88 M","137,56 M","192,08 M","176,51 M","144,52 M","193,54 M","139,72 M","118,55 M","105,44 M","132,08 M","161,66 M","206,19 M","180,43 M","161,61 M","148,85 M","171,56 M","166,79 M","145,12 M","148,88 M","141,79 M","99,51 M","109,68 M","148,93 M","132,50 M"
Estoques,"688,21 M","775,38 M","799,49 M","781,03 M","751,11 M","779,28 M","720,44 M","642,40 M","603,62 M","661,81 M","683,58 M","635,19 M","636,10 M","630,39 M","677,17 M","614,87 M","517,89 M","491,86 M","539,64 M","443,37 M","405,19 M","298,34 M","323,08 M","298,87 M","326,16 M","315,77 M","351,49 M","300,89 M","290,82 M","277,04 M","267,92 M","225,76 M","177,77 M","211,88 M","251,50 M","267,84 M","236,72 M","244,20 M","280,02 M","275,70 M","233,38 M","221,86 M","238,33 M","211,88 M","201,59 M","200,52 M","209,58 M","216,31 M","222,82 M","218,27 M","200,00 M","214,43 M","227,70 M","261,53 M","277,44 M","256,03 M","223,71 M","237,58 M","227,33 M","277,60 M","265,46 M","259,64 M","207,64 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"1,07 B","1,08 B","1,08 B","1,08 B","1,07 B","1,08 B","1,04 B","1,02 B","972,24 M","958,87 M","894,76 M","838,00 M","827,59 M","808,56 M","769,82 M","711,05 M","641,97 M","637,63 M","594,63 M","563,50 M","586,38 M","529,79 M","424,84 M","410,64 M","397,83 M","371,90 M","321,47 M","306,30 M","303,29 M","304,94 M","344,68 M","282,61 M","276,39 M","317,50 M","414,83 M","421,85 M","416,41 M","420,61 M","391,12 M","390,59 M","415,25 M","430,44 M","421,90 M","392,80 M","402,83 M","405,48 M","389,74 M","387,66 M","393,24 M","401,42 M","408,03 M","411,88 M","407,17 M","412,03 M","401,67 M","399,45 M","373,13 M","364,31 M","389,17 M","351,08 M","347,23 M","346,36 M","365,19 M"
Investimentos,"71,22 M","70,91 M","70,31 M","68,59 M","68,42 M","67,93 M","72,20 M","68,54 M","68,43 M","68,51 M","5,42 M","4,27 M","3,94 M","4,37 M","6,78 M","6,21 M","5,85 M","4,42 M","2,98 M","3,26 M","3,28 M","2,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","192,00 Mil","349,00 Mil","50,46 M","50,46 M","50,46 M","50,46 M","21,55 M","349,00 Mil","11,07 M","12,00 M","12,86 M","13,11 M","13,23 M","13,40 M","13,14 M","13,53 M","14,22 M","14,54 M","15,97 M","15,97 M","15,97 M","15,89 M","16,23 M","16,03 M","15,81 M","15,51 M","16,32 M","15,74 M","12,29 M","14,83 M","13,69 M"
Imobilizado,"652,47 M","650,27 M","642,27 M","638,84 M","630,75 M","636,53 M","613,25 M","623,64 M","590,43 M","575,21 M","558,84 M","538,02 M","540,21 M","512,70 M","482,21 M","446,79 M","398,05 M","379,02 M","322,24 M","279,65 M","274,96 M","233,35 M","220,24 M","208,75 M","199,10 M","181,25 M","151,03 M","142,87 M","144,10 M","144,43 M","193,58 M","194,88 M","189,46 M","222,69 M","226,78 M","234,05 M","234,74 M","238,65 M","240,03 M","257,22 M","265,45 M","273,19 M","267,50 M","256,90 M","264,29 M","257,22 M","257,75 M","257,36 M","261,89 M","268,48 M","277,18 M","280,69 M","280,84 M","278,49 M","269,94 M","267,82 M","264,32 M","256,48 M","253,89 M","268,28 M","264,01 M","258,21 M","238,46 M"
