Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"5,28","9,60","11,37","15,79","11,49","-92,42","-98,21","-12,30","-9,13","-14,25","-0,87","189,60","10,59","38,46","32,40","43,53","1.386,27"
P/VP,"0,99","0,78","1,27","0,99","2,58","2,70","2,35","12,18","6,42","3,54","1,52","1,12","2,63","8,75","10,73","18,04","799,69"
P/EBIT,"4,65","3,95","6,19","6,22","11,44","13,31","107,50","-17,08","-7,40","-15,12","-0,84","-12,53","13,77","56,05","50,66","32,24","58,28"
P/EBIT *,"5,45","4,34","6,89","7,06","11,77","12,44","20,96","-23,65","-10,30","-31,23","-4,59","-45,23","10,97","50,92","39,11","36,77","71,08"
PSR,"1,15","0,93","1,47","0,97","2,26","2,84","2,85","5,26","5,21","3,59","1,58","2,22","3,29","11,02","10,69","13,95","21,41"
P/Ativos,"0,59","0,44","0,67","0,48","1,17","1,19","1,04","2,48","1,99","1,56","0,85","0,70","1,42","3,83","4,16","4,79","9,94"
LPA,"0,30","0,13","0,16","0,08","0,30","-0,03","-0,03","-0,32","-0,43","-0,25","-2,52","0,02","1,06","0,80","0,97","0,74","0,02"
VPA,"1,60","1,54","1,43","1,29","1,32","1,19","1,21","0,32","0,61","1,02","1,44","4,14","4,27","3,52","2,92","1,77","0,04"
EBIT por ação,"0,34","0,31","0,29","0,21","0,30","0,24","0,03","-0,23","-0,53","-0,24","-2,60","-0,37","0,82","0,55","0,62","0,99","0,56"
EBIT por ação *,"0,29","0,28","0,26","0,18","0,29","0,26","0,14","-0,16","-0,38","-0,12","-0,48","-0,10","1,02","0,61","0,80","0,87","0,46"
Ativo por ação,"2,69","2,77","2,70","2,66","2,92","2,70","2,75","1,57","1,97","2,33","2,56","6,64","7,93","8,06","7,52","6,68","3,28"
Receita líquida por ação,"1,38","1,30","1,23","1,32","1,51","1,13","1,00","0,74","0,75","1,01","1,38","2,09","3,41","2,80","2,93","2,30","1,52"
Margem bruta,"77,04%","83,67%","84,54%","80,60%","82,43%","85,42%","83,67%","75,59%","72,05%","77,88%","72,54%","79,04%","85,86%","83,64%","85,45%","86,49%","84,11%"
Margem líquida,"25,64%","17,95%","19,37%","13,85%","25,67%","7,83%","-1,88%","-43,24%","-56,32%","-20,42%","-218,21%","-1,29%","32,93%","31,52%","34,84%","38,98%","10,94%"
Margem EBIT,"24,68%","23,50%","23,68%","15,58%","19,75%","21,33%","2,65%","-30,78%","-70,41%","-23,75%","-188,25%","-17,70%","23,91%","19,66%","21,10%","43,26%","36,75%"
Margem EBIT *,"21,07%","21,39%","21,27%","13,71%","19,21%","22,83%","13,60%","-22,22%","-50,58%","-11,50%","-34,45%","-4,91%","30,00%","21,64%","27,33%","37,93%","30,13%"
Margem EBITDA,"34,33%","33,60%","33,14%","23,65%","27,14%","33,39%","16,86%","-14,86%","-51,83%","-9,12%","-163,05%","1,71%","35,85%","33,72%","32,04%","49,77%","44,64%"
Margem EBITDA *,"30,72%","31,49%","30,73%","21,78%","26,60%","34,89%","27,81%","-6,30%","-32,00%","3,13%","-9,25%","14,50%","41,94%","35,70%","38,26%","44,44%","38,02%"
Margem operacional,"33,42%","24,13%","26,49%","21,57%","28,80%","17,76%","7,39%","-44,73%","-41,23%","-19,02%","-218,17%","6,35%","39,59%","40,09%","38,91%","51,11%","31,17%"
