Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROE,"22,73%","15,45%","17,15%","14,40%","30,03%","7,53%","-1,56%","-215,21%","-80,26%","-20,83%","-303,17%","-0,60%","22,77%","20,44%","28,37%","39,48%","184,23%"
ROA,"0,13","0,08","0,09","0,07","0,13","0,03","-0,01","-0,20","-0,22","-0,09","-1,18","-0,00","0,14","0,11","0,14","0,13","0,05"
ROIC,"15,76%","13,80%","13,21%","9,16%","14,13%","14,20%","1,61%","-16,27%","-32,22%","-13,02%","-124,58%","-6,36%","12,00%","8,10%","10,50%","20,94%","25,28%"
ROIC *,"13,46%","12,56%","11,87%","8,06%","13,74%","15,19%","8,25%","-11,75%","-23,15%","-6,30%","-22,80%","-1,76%","15,06%","8,91%","13,60%","18,36%","20,73%"
Giro do ativo,"0,51","0,47","0,46","0,50","0,52","0,42","0,36","0,47","0,38","0,43","0,54","0,31","0,43","0,35","0,39","0,34","0,46"
EBIT *,42 mi,41 mi,38 mi,26 mi,42 mi,38 mi,20 mi,-25 mi,-57 mi,-18 mi,-71 mi,-16 mi,151 mi,89 mi,118 mi,128 mi,67 mi
EBITDA,69 mi,64 mi,60 mi,46 mi,60 mi,55 mi,24 mi,-17 mi,-58 mi,-14 mi,-333 mi,5 mi,180 mi,139 mi,138 mi,168 mi,100 mi
EBITDA *,62 mi,60 mi,55 mi,42 mi,59 mi,58 mi,41 mi,-7 mi,-36 mi,4 mi,-19 mi,44 mi,211 mi,147 mi,165 mi,150 mi,85 mi
Liquidez corrente,"1,50","1,55","1,57","1,47","1,79","2,89","2,83","0,68","1,48","2,27","1,80","2,05","1,82","1,72","1,65","1,59","1,47"
Liquidez seca,"1,50","1,55","1,57","1,47","1,79","2,89","2,83","0,68","1,48","2,27","1,80","2,05","1,82","1,72","1,65","1,59","1,47"
Liquidez imediata,"0,61","0,67","0,44","0,33","0,47","0,53","1,84","0,22","0,76","1,29","0,87","1,06","0,80","1,02","1,12","1,20","1,07"
Dívida bruta,0 mi,0 mi,0 mi,0 mi,0 mi,2 mi,9 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi
Dívida líquida,-72 mi,-77 mi,-68 mi,-56 mi,-112 mi,-139 mi,-147 mi,-15 mi,-40 mi,-66 mi,-57 mi,-116 mi,-157 mi,-180 mi,-236 mi,-279 mi,-154 mi
Capital de giro,38 mi,42 mi,40 mi,31 mi,69 mi,115 mi,124 mi,-21 mi,24 mi,64 mi,52 mi,114 mi,162 mi,126 mi,135 mi,136 mi,67 mi
Endividamento geral,"73,23%","83,26%","93,92%","109,10%","126,40%","129,41%","128,32%","956,96%","272,58%","135,36%","157,31%","47,71%","60,65%","86,85%","109,06%","194,67%","3.530,37%"
