Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"17,44","18,18","12,64","2,98",-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/VP,"1,11","1,15","0,66","0,72",-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT,"9,57","9,85","6,08","1,87",-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT *,"10,13","10,68","6,71","8,18",-,-,-,-,-,-,-,-,-,-,-,-,-,-
PSR,"5,03","5,30","3,22","3,73",-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,58","0,58","0,32","0,37",-,-,-,-,-,-,-,-,-,-,-,-,-,-
LPA,"1,64","1,65","1,39","6,72",-,-,-,-,-,-,-,-,-,-,-,-,-,-
VPA,"25,71","26,07","26,51","27,76",-,-,-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação,"2,99","3,05","2,88","10,74",-,-,-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"2,83","2,82","2,61","2,45",-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ativo por ação,"49,31","51,58","54,12","54,86",-,-,-,-,-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"5,70","5,67","5,43","5,38",-,-,-,-,-,-,-,-,-,-,-,-,-,-
Margem bruta,"73,42%","73,88%","73,76%","69,51%","72,11%","67,92%","66,20%","73,08%","75,84%","76,58%","75,35%","75,93%","76,26%","78,71%","83,19%","83,21%","81,88%","72,91%"
Margem líquida,"32,52%","33,06%","29,64%","128,82%","19,99%","33,96%","25,39%","7,62%","23,49%","71,08%","72,39%","61,61%","86,21%","133,63%","120,61%","166,21%","115,00%","157,57%"
Margem EBIT,"52,50%","53,84%","53,04%","199,56%","42,25%","52,26%","40,15%","34,18%","63,40%","107,76%","112,90%","101,21%","132,51%","198,67%","162,22%","205,51%","152,41%","210,85%"
Margem EBIT *,"49,64%","49,65%","48,06%","45,57%","52,20%","47,11%","42,72%","55,97%","54,12%","68,70%","66,72%","67,49%","68,41%","70,64%","75,41%","75,51%","72,60%","63,75%"
Margem EBITDA,"85,06%","76,04%","75,62%","224,80%","60,44%","72,65%","63,40%","50,19%","77,57%","108,40%","113,67%","102,02%","133,29%","199,52%","162,92%","206,18%","153,06%","211,63%"
Margem EBITDA *,"82,20%","71,86%","70,64%","70,81%","70,38%","67,49%","65,98%","71,97%","68,28%","69,35%","67,50%","68,30%","69,19%","71,48%","76,11%","76,18%","73,25%","64,53%"
Margem operacional,"33,51%","35,59%","31,69%","180,99%","22,97%","36,25%","33,38%","14,06%","31,49%","89,93%","94,45%","81,01%","115,23%","187,42%","156,67%","216,08%","150,01%","203,12%"
ROE,"7,16%","6,80%","5,74%","23,13%","2,82%","4,08%","2,66%","0,75%","4,58%","6,98%","7,17%","6,17%","8,67%","12,43%","11,57%","14,99%","12,73%","16,27%"
ROA,"0,04","0,04","0,03","0,13","0,02","0,03","0,02","0,01","0,03","0,05","0,05","0,04","0,06","0,08","0,08","0,11","0,09","0,12"
ROIC,"6,66%","6,55%","6,10%","21,28%","4,85%","4,98%","3,38%","2,63%","7,76%","7,85%","8,18%","7,26%","9,58%","13,51%","12,41%","15,74%","12,49%","16,60%"
ROIC *,"6,30%","6,04%","5,53%","4,86%","5,99%","4,49%","3,60%","4,30%","6,62%","5,00%","4,83%","4,84%","4,94%","4,80%","5,77%","5,78%","5,95%","5,02%"
Giro do ativo,"0,12","0,11","0,10","0,10","0,09","0,08","0,07","0,07","0,11","0,07","0,07","0,07","0,07","0,06","0,06","0,07","0,08","0,07"
EBIT *,1.425 mi,1.419 mi,1.316 mi,1.236 mi,580 mi,441 mi,340 mi,415 mi,275 mi,243 mi,228 mi,223 mi,218 mi,194 mi,193 mi,165 mi,134 mi,98 mi
EBITDA,2.443 mi,2.174 mi,2.071 mi,6.097 mi,671 mi,681 mi,505 mi,372 mi,394 mi,384 mi,389 mi,337 mi,424 mi,550 mi,418 mi,451 mi,283 mi,326 mi
EBITDA *,2.360 mi,2.054 mi,1.935 mi,1.920 mi,782 mi,632 mi,526 mi,534 mi,347 mi,246 mi,231 mi,226 mi,220 mi,197 mi,195 mi,166 mi,135 mi,99 mi
Liquidez corrente,"2,81","2,58","1,89","1,79","3,22","2,44","4,37","6,44","4,29","1,61","1,39","1,41","2,12","2,15","2,67","3,49","0,70","0,59"
Liquidez seca,"2,81","2,58","1,89","1,79","3,22","2,44","4,37","6,44","4,29","1,61","1,39","1,41","2,12","2,15","2,67","3,49","0,70","0,59"
Liquidez imediata,"0,02","0,05","0,02","0,02","0,02","0,02","0,03","0,14","0,12","1,42","1,14","1,10","1,68","1,89","2,47","3,12","0,43","0,44"
Dívida bruta,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,974 mi,814 mi,891 mi,913 mi,904 mi,747 mi,350 mi,201 mi,183 mi
Dívida líquida,-2.156 mi,-2.431 mi,-3.370 mi,-2.134 mi,-2.563 mi,-1.247 mi,-1.385 mi,-1.201 mi,-573 mi,525 mi,558 mi,626 mi,597 mi,480 mi,65 mi,-41 mi,140 mi,97 mi
Capital de giro,1.890 mi,2.032 mi,2.006 mi,1.686 mi,2.250 mi,1.047 mi,1.427 mi,1.303 mi,622 mi,192 mi,87 mi,98 mi,210 mi,257 mi,460 mi,312 mi,-43 mi,-80 mi
Endividamento geral,"90,55%","87,11%","93,06%","83,12%","55,96%","42,31%","42,94%","45,11%","82,05%","47,32%","44,24%","48,11%","49,63%","52,81%","52,01%","34,39%","39,68%","37,71%"
