Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBITDA,"52,36%","50,68%","53,17%","50,87%","55,70%","55,84%","61,36%","41,41%","42,07%","44,83%","38,33%","39,61%","40,07%","37,36%","41,43%","37,81%","54,03%"
Margem EBITDA *,"52,95%","50,05%","52,25%","50,33%","51,01%","52,05%","47,11%","43,67%","44,22%","44,33%","43,38%","39,88%","41,34%","38,37%","41,09%","43,63%","53,34%"
Margem operacional,"28,38%","29,15%","27,56%","21,98%","23,62%","17,94%","23,67%","21,05%","20,48%","20,16%","14,24%","18,79%","23,66%","22,54%","27,69%","29,14%","38,98%"
ROE,"17,97%","18,96%","18,79%","15,85%","14,43%","9,98%","12,27%","13,57%","12,97%","12,64%","9,91%","13,30%","17,59%","17,54%","22,68%","21,89%","33,40%"
ROA,"0,06","0,07","0,07","0,06","0,05","0,04","0,05","0,07","0,06","0,06","0,04","0,05","0,07","0,07","0,09","0,09","0,13"
ROIC,"14,29%","16,29%","18,12%","13,68%","12,68%","10,04%","10,58%","12,68%","12,73%","13,00%","9,98%","11,68%","13,74%","13,64%","19,44%","14,55%","21,77%"
ROIC *,"14,51%","16,00%","17,69%","13,45%","10,82%","8,62%","5,95%","13,81%","13,79%","12,76%","12,26%","11,81%","14,38%","14,18%","19,24%","17,65%","21,41%"
Giro do ativo,"0,31","0,34","0,36","0,38","0,33","0,32","0,30","0,46","0,45","0,43","0,40","0,44","0,46","0,49","0,52","0,47","0,47"
EBIT *,2.862 mi,2.500 mi,2.458 mi,1.759 mi,1.201 mi,826 mi,586 mi,1.022 mi,977 mi,893 mi,860 mi,774 mi,862 mi,786 mi,917 mi,743 mi,923 mi
EBITDA,3.971 mi,3.559 mi,3.429 mi,2.844 mi,2.465 mi,2.012 mi,1.963 mi,1.543 mi,1.469 mi,1.470 mi,1.216 mi,1.213 mi,1.217 mi,1.117 mi,1.185 mi,849 mi,1.229 mi
EBITDA *,4.016 mi,3.515 mi,3.369 mi,2.814 mi,2.258 mi,1.876 mi,1.507 mi,1.627 mi,1.544 mi,1.453 mi,1.376 mi,1.221 mi,1.255 mi,1.147 mi,1.176 mi,980 mi,1.213 mi
Liquidez corrente,"1,54","1,58","1,38","0,76","1,12","0,88","1,01","0,69","0,68","0,54","0,83","0,70","1,04","0,84","0,93","1,06","0,92"
Liquidez seca,"1,44","1,49","1,30","0,67","1,03","0,81","0,94","0,60","0,63","0,48","0,76","0,60","0,93","0,69","0,76","0,93","0,87"
Liquidez imediata,"1,21","1,22","1,01","0,33","0,77","0,57","0,36","0,21","0,28","0,21","0,42","0,22","0,45","0,32","0,40","0,40","0,32"
Dívida bruta,9.662 mi,8.168 mi,6.875 mi,4.336 mi,4.321 mi,2.988 mi,3.065 mi,2.477 mi,2.728 mi,2.804 mi,3.639 mi,3.072 mi,2.912 mi,2.630 mi,2.308 mi,1.862 mi,1.375 mi
Dívida líquida,5.283 mi,4.021 mi,3.487 mi,3.468 mi,2.484 mi,1.781 mi,2.395 mi,2.131 mi,2.243 mi,2.459 mi,2.967 mi,2.805 mi,2.441 mi,2.298 mi,1.885 mi,1.457 mi,966 mi
Capital de giro,1.945 mi,1.982 mi,1.284 mi,-646 mi,281 mi,-267 mi,9 mi,-412 mi,-474 mi,-636 mi,-256 mi,-296 mi,42 mi,-155 mi,-72 mi,55 mi,-100 mi
Endividamento geral,"185,88%","176,09%","182,89%","163,55%","177,15%","158,06%","161,40%","108,60%","120,35%","129,28%","165,50%","145,95%","148,78%","142,08%","140,80%","138,41%","165,37%"
