Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"10,36","7,40","9,01","9,75","18,14","38,93","12,91","4,39","4,23","4,83","8,78","9,45","12,46","14,77","11,23","14,81","10,73"
P/VP,"1,86","1,40","1,69","1,55","2,62","3,88","1,58","0,60","0,55","0,61","0,87","1,26","2,19","2,59","2,55","3,24","3,58"
P/EBIT,"5,72","4,12","4,30","4,76","9,00","17,39","6,23","2,44","2,16","2,22","3,70","4,67","7,10","8,59","6,31","10,61","6,92"
P/EBIT *,"5,63","4,19","4,40","4,84","10,56","20,26","11,08","2,24","1,99","2,26","3,02","4,62","6,78","8,26","6,38","8,74","7,04"
PSR,"2,12","1,49","1,68","1,52","2,87","4,65","2,03","0,61","0,56","0,62","0,82","1,17","1,93","2,17","2,04","2,89","2,86"
P/Ativos,"0,65","0,51","0,60","0,59","0,94","1,50","0,61","0,29","0,25","0,27","0,33","0,51","0,88","1,07","1,06","1,36","1,35"
LPA,"4,60","4,19","3,55","2,59","2,07","1,27","1,49","1,54","1,36","1,24","0,88","1,12","1,39","1,30","1,54","1,30","1,79"
VPA,"25,60","22,09","18,89","16,31","14,34","12,76","12,14","11,37","10,52","9,77","8,83","8,43","7,90","7,42","6,80","5,93","5,37"
EBIT por ação,"8,34","7,53","7,45","5,30","4,17","2,85","3,08","2,78","2,67","2,69","2,07","2,27","2,44","2,24","2,74","1,81","2,78"
EBIT por ação *,"8,47","7,40","7,27","5,21","3,56","2,45","1,74","3,03","2,89","2,65","2,55","2,29","2,55","2,33","2,71","2,20","2,73"
Ativo por ação,"73,18","60,99","53,45","43,00","39,75","32,93","31,73","23,73","23,18","22,41","23,44","20,72","19,65","17,97","16,37","14,14","14,24"
Receita líquida por ação,"22,44","20,79","19,08","16,55","13,10","10,67","9,47","11,03","10,33","9,70","9,39","9,06","8,99","8,85","8,47","6,65","6,73"
Margem bruta,"46,83%","44,34%","46,40%","37,85%","34,24%","30,16%","25,71%","33,54%","33,95%","32,65%","33,95%","34,24%","36,21%","34,09%","39,28%","40,61%","45,99%"
Margem líquida,"20,50%","20,15%","18,61%","15,63%","15,80%","11,94%","15,73%","14,00%","13,21%","12,73%","9,32%","12,37%","15,45%","14,72%","18,20%","19,53%","26,61%"
Margem EBIT,"37,14%","36,23%","39,04%","32,01%","31,83%","26,71%","32,57%","25,19%","25,84%","27,76%","22,09%","25,01%","27,12%","25,30%","32,38%","27,27%","41,26%"
Margem EBIT *,"37,73%","35,60%","38,12%","31,47%","27,14%","22,93%","18,32%","27,44%","27,99%","27,26%","27,13%","25,27%","28,38%","26,30%","32,05%","33,09%","40,57%"
