Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,94","-8,40","-2,52","-134,11","-342,54","11,73","-3,60","-14,15","47,28","-37,19","167,99","8,58","5,54","66,33",-,-,-
P/VP,"1,01","3,54","1,92","8,68","18,05","1,97","8,91","2,06","2,86","1,26","0,55","1,74","1,63","7,20",-,-,-
P/EBIT,"2,09","17,20","-5,70","39,51","-296,60","7,28","-4,94","5,70","7,80","4,95","3,33","3,69","2,87","19,23",-,-,-
P/EBIT *,"1,23","5,17","6,68","21,66","90,11","4,39","6,08","2,24","5,02","2,80","1,91","3,30","3,69","17,15",-,-,-
PSR,"0,10","0,32","0,23","1,48","3,29","0,41","0,20","0,15","0,31","0,18","0,12","0,33","0,30","1,09",-,-,-
P/Ativos,"0,08","0,26","0,21","1,29","2,88","0,36","0,21","0,17","0,40","0,20","0,14","0,48","0,48","1,76",-,-,-
LPA,"-3,06","-1,07","-2,69","-0,35","-0,30","1,03","-1,47","-0,30","0,17","-0,10","0,01","0,89","1,19","0,33",-,-,-
VPA,"2,84","2,54","3,54","5,41","5,78","6,13","0,59","2,05","2,84","2,88","4,35","4,40","4,05","3,03",-,-,-
EBIT por ação,"1,38","0,52","-1,19","1,19","-0,35","1,66","-1,07","0,74","1,04","0,73","0,72","2,07","2,29","1,13",-,-,-
EBIT por ação *,"2,33","1,74","1,02","2,17","1,16","2,75","0,87","1,88","1,62","1,29","1,26","2,32","1,79","1,27",-,-,-
Ativo por ação,"34,47","34,73","32,79","36,45","36,21","33,87","25,03","25,29","20,23","17,96","16,69","15,97","13,79","12,38",-,-,-
Receita líquida por ação,"29,92","27,88","29,56","31,66","31,66","29,62","26,29","27,59","26,28","20,31","19,74","23,23","22,29","19,94",-,-,-
Margem bruta,"30,51%","30,79%","27,92%","29,82%","30,19%","32,75%","28,62%","29,81%","31,69%","33,84%","32,04%","32,44%","30,80%","30,20%","28,77%","22,12%","16,85%"
Margem líquida,"-10,23%","-3,84%","-9,10%","-1,11%","-0,96%","3,47%","-5,59%","-1,08%","0,66%","-0,48%","0,07%","3,84%","5,26%","1,66%","0,49%","-0,76%","-8,05%"
Margem EBIT,"4,60%","1,87%","-4,02%","3,76%","-1,11%","5,60%","-4,06%","2,68%","3,97%","3,60%","3,67%","8,93%","10,29%","5,69%","4,05%","3,52%","-9,63%"
Margem EBIT *,"7,80%","6,23%","3,44%","6,85%","3,65%","9,28%","3,31%","6,81%","6,17%","6,37%","6,39%","10,00%","8,02%","6,38%","6,40%","4,73%","-2,04%"
Margem EBITDA,"8,15%","5,81%","-0,08%","7,38%","2,10%","8,76%","-0,62%","5,60%","5,21%","4,72%","4,87%","9,72%","11,05%","6,71%","4,80%","4,29%","-8,38%"
Margem EBITDA *,"11,35%","10,17%","7,38%","10,47%","6,87%","12,44%","6,75%","9,73%","7,41%","7,49%","7,59%","10,79%","8,78%","7,39%","7,16%","5,50%","-0,78%"
Margem operacional,"-8,03%","-6,16%","-14,57%","-3,51%","-5,05%","3,19%","-7,81%","-1,57%","0,99%","-0,32%","0,42%","5,93%","7,75%","2,73%","0,75%","-1,31%","-11,83%"
ROE,"-107,71%","-42,19%","-76,00%","-6,47%","-5,27%","16,79%","-247,92%","-14,56%","6,06%","-3,38%","0,33%","20,29%","28,99%","10,75%","3,88%","-2,56%","-48,58%"
ROA,"-0,09","-0,03","-0,08","-0,01","-0,01","0,03","-0,06","-0,01","0,01","-0,01","0,00","0,06","0,09","0,03","0,01","-0,01","-0,13"
ROIC,"5,67%","2,18%","-5,22%","4,53%","-1,33%","7,27%","-6,60%","5,87%","12,03%","9,05%","10,21%","28,91%","33,04%","17,37%","11,50%","5,60%","-28,05%"
ROIC *,"9,61%","7,25%","4,46%","8,26%","4,37%","12,05%","5,37%","14,90%","18,69%","16,02%","17,78%","32,38%","25,75%","19,47%","18,20%","7,52%","-5,94%"
Giro do ativo,"0,87","0,80","0,90","0,87","0,87","0,87","1,05","1,09","1,30","1,13","1,18","1,46","1,62","1,61","1,80","0,88","1,60"
EBIT *,2.276 mi,1.696 mi,991 mi,2.118 mi,1.129 mi,2.683 mi,848 mi,1.835 mi,1.581 mi,1.262 mi,1.231 mi,2.267 mi,1.744 mi,1.240 mi,1.345 mi,406 mi,-81 mi
