Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"33,33 B","33,64 B","34,33 B","33,52 B","32,82 B","33,89 B","32,03 B","31,18 B","31,33 B","32,00 B","32,27 B","32,96 B","34,25 B","35,57 B","34,04 B","34,14 B","34,73 B","35,34 B","35,09 B","33,47 B","33,41 B","33,06 B","30,06 B","28,99 B","23,94 B","24,42 B","21,81 B","21,33 B","22,01 B","24,68 B","18,52 B","18,28 B","19,03 B","19,75 B","16,63 B","15,87 B","16,98 B","17,53 B","14,18 B","14,13 B","15,10 B","16,29 B","13,31 B","13,89 B","14,46 B","15,58 B","14,36 B","13,13 B","13,25 B","13,46 B","12,44 B","12,19 B","11,91 B","12,08 B","11,66 B","11,30 B","10,75 B","11,67 B","11,03 B","10,85 B","10,01 B","9,80 B","2,48 B"
Ativo circulante,"15,32 B","14,40 B","14,48 B","14,02 B","13,56 B","14,14 B","13,43 B","12,73 B","12,51 B","13,35 B","13,38 B","14,15 B","15,07 B","17,12 B","15,22 B","16,31 B","17,08 B","18,46 B","18,79 B","18,82 B","19,47 B","19,25 B","17,83 B","16,43 B","11,98 B","12,45 B","10,77 B","10,60 B","11,17 B","13,55 B","10,75 B","10,77 B","11,40 B","12,20 B","9,43 B","9,04 B","10,04 B","10,71 B","8,47 B","8,40 B","9,46 B","10,67 B","7,95 B","8,71 B","9,51 B","10,72 B","9,45 B","8,53 B","8,85 B","8,99 B","8,73 B","8,54 B","8,32 B","8,51 B","8,22 B","8,03 B","7,57 B","8,40 B","8,39 B","8,62 B","7,85 B","7,64 B","1,38 B"
Caixa e eq. de caixa,"1,21 B","1,23 B","1,97 B","1,61 B","935,00 M","2,13 B","1,87 B","1,86 B","1,87 B","2,57 B","1,64 B","874,00 M","1,05 B","2,02 B","1,23 B","1,23 B","1,29 B","1,78 B","1,57 B","2,34 B","1,39 B","2,98 B","2,12 B","4,74 B","2,13 B","1,36 B","1,41 B","238,00 M","1,30 B","3,71 B","429,00 M","945,00 M","604,00 M","3,56 B","539,00 M","750,00 M","526,00 M","4,03 B","1,40 B","1,66 B","1,21 B","5,58 B","1,44 B","2,97 B","1,55 B","4,45 B","3,53 B","2,94 B","2,81 B","3,51 B","2,29 B","2,33 B","2,45 B","2,58 B","1,25 B","1,25 B","914,47 M","1,43 B","1,11 B","1,39 B","1,15 B","1,35 B","86,14 M"
Aplicações financeiras,"326,00 M","314,00 M","285,00 M","275,00 M","266,00 M","283,00 M","251,00 M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,99 M","23,62 M","24,00 M","23,27 M","23,11 M",0,0,0,0,0,0,0,0,"367,23 M","600,61 M",0
Contas a receber,"4,74 B","5,06 B","3,99 B","4,19 B","4,33 B","4,62 B","3,87 B","3,79 B","3,62 B","3,59 B","3,70 B","4,42 B","4,84 B","6,59 B","4,81 B","5,67 B","6,33 B","6,90 B","7,13 B","6,93 B","8,02 B","7,91 B","7,88 B","4,67 B","2,96 B","5,11 B","3,43 B","3,77 B","3,91 B","3,77 B","3,80 B","3,54 B","4,75 B","3,79 B","4,05 B","3,75 B","5,07 B","2,78 B","3,07 B","2,65 B","4,35 B","1,92 B","2,79 B","1,98 B","3,73 B","2,34 B","2,24 B","2,15 B","2,11 B","2,24 B","2,33 B","2,35 B","2,39 B","2,40 B","3,63 B","3,50 B","3,41 B","3,62 B","3,52 B","3,05 B","2,55 B","2,16 B","246,13 M"
Estoques,"5,40 B","5,04 B","5,03 B","4,92 B","5,03 B","4,70 B","4,78 B","4,36 B","4,36 B","4,35 B","4,96 B","5,74 B","6,50 B","5,57 B","6,42 B","6,63 B","6,91 B","7,15 B","7,83 B","7,30 B","7,87 B","6,18 B","5,57 B","5,30 B","5,27 B","4,57 B","4,48 B","4,97 B","4,70 B","4,78 B","5,56 B","5,40 B","5,38 B","4,38 B","4,16 B","3,78 B","3,62 B","3,05 B","2,90 B","2,96 B","3,04 B","2,58 B","2,68 B","2,78 B","3,17 B","2,98 B","2,80 B","2,45 B","2,83 B","2,34 B","3,09 B","2,90 B","2,63 B","2,70 B","2,39 B","2,34 B","2,35 B","2,69 B","2,53 B","2,49 B","2,22 B","2,40 B","727,07 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"18,01 B","19,23 B","19,85 B","19,50 B","19,25 B","19,75 B","18,60 B","18,44 B","18,83 B","18,65 B","18,89 B","18,80 B","19,18 B","18,45 B","18,82 B","17,83 B","17,65 B","16,88 B","16,30 B","14,65 B","13,94 B","13,81 B","12,23 B","12,56 B","11,96 B","11,97 B","11,04 B","10,73 B","10,85 B","11,12 B","7,77 B","7,50 B","7,63 B","7,54 B","7,19 B","6,83 B","6,93 B","6,82 B","5,71 B","5,73 B","5,64 B","5,62 B","5,36 B","5,18 B","4,95 B","4,87 B","4,92 B","4,60 B","4,40 B","4,47 B","3,71 B","3,65 B","3,59 B","3,57 B","3,44 B","3,27 B","3,18 B","3,27 B","2,64 B","2,23 B","2,16 B","2,16 B","1,10 B"
Investimentos,"16,00 M","16,00 M","303,00 M","286,00 M","267,00 M","263,00 M","244,00 M","253,00 M","231,00 M","298,00 M","288,00 M","274,00 M","273,00 M","265,00 M","257,00 M","240,00 M","232,00 M","225,00 M","232,00 M","233,00 M","222,00 M","206,00 M","176,00 M","170,00 M","159,00 M","145,00 M","135,00 M","123,00 M","114,00 M","108,00 M","102,00 M","93,00 M","87,00 M","81,00 M","128,00 M","122,00 M","151,00 M","144,00 M","145,00 M","140,00 M","131,00 M","122,00 M","149,00 M","155,00 M","176,00 M","202,00 M","660,77 M","665,62 M","665,65 M","669,00 M","99,67 M","94,16 M","94,16 M","92,48 M","96,73 M","93,07 M","97,58 M","97,02 M","91,25 M","87,91 M","84,17 M","95,34 M","85,37 M"
Imobilizado,"3,29 B","3,45 B","3,45 B","3,55 B","3,60 B","3,71 B","3,81 B","3,88 B","3,98 B","4,04 B","4,23 B","4,44 B","4,46 B","4,55 B","4,91 B","5,00 B","5,05 B","5,02 B","4,75 B","4,69 B","4,54 B","4,49 B","4,40 B","4,92 B","4,90 B","5,01 B","4,38 B","4,55 B","4,53 B","4,84 B","1,42 B","1,38 B","1,41 B","1,42 B","1,35 B","1,37 B","1,40 B","1,44 B","1,35 B","1,36 B","1,37 B","1,41 B","1,39 B","1,38 B","1,33 B","1,31 B","1,24 B","1,18 B","1,16 B","1,15 B","1,07 B","1,02 B","1,03 B","1,03 B","976,67 M","936,75 M","913,12 M","911,91 M","868,84 M","812,28 M","789,36 M","777,51 M","188,34 M"
