Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-5,88","-7,62","6,84","9,48","4,81","4,16","4,49","5,51","13,02","38,18","-12,28","-20,45","3,60","7,11","56,86","8,02","9,49","16,72"
P/VP,"0,55","0,59","0,87","1,30","0,83","1,15","1,46","0,81","1,29","1,25","0,58","0,39","0,51","1,25","1,77","1,59","2,02","2,26"
P/EBIT,"1,96","2,23","2,18","2,82","1,81","2,64","2,94","2,53","4,52","9,34","38,59","13,53","1,97","3,74","14,41","4,69","5,26","10,31"
P/EBIT *,"1,53","1,70","1,95","2,64","1,66","2,41","5,23","2,42","4,89","8,23","13,07","6,89","1,82","3,35","12,85","4,27","4,85","10,00"
PSR,"0,13","0,15","0,23","0,33","0,20","0,32","0,56","0,27","0,46","0,61","0,31","0,16","0,19","0,39","0,69","0,52","0,64","0,91"
P/Ativos,"0,09","0,10","0,18","0,28","0,18","0,27","0,33","0,22","0,34","0,36","0,17","0,10","0,15","0,34","0,56","0,54","0,65","0,79"
LPA,"-0,83","-0,72","1,17","1,09","1,35","2,00","1,90","0,71","0,43","0,13","-0,19","-0,07","0,58","0,67","0,12","0,77","0,71","0,39"
VPA,"8,89","9,24","9,24","7,94","7,85","7,21","5,85","4,84","4,37","4,10","4,04","3,65","4,09","3,82","3,92","3,87","3,35","2,86"
EBIT por ação,"2,50","2,45","3,66","3,67","3,58","3,15","2,90","1,54","1,25","0,55","0,06","0,11","1,06","1,28","0,48","1,31","1,29","0,63"
EBIT por ação *,"3,19","3,20","4,10","3,92","3,91","3,44","1,63","1,61","1,15","0,62","0,18","0,21","1,14","1,43","0,54","1,45","1,39","0,65"
Ativo por ação,"54,16","54,55","44,14","36,66","36,84","30,65","25,52","18,09","16,65","14,21","13,92","14,82","13,94","14,03","12,39","11,49","10,41","8,13"
Receita líquida por ação,"37,27","37,58","34,07","31,13","31,89","25,90","15,34","14,51","12,19","8,40","7,50","8,86","10,80","12,16","10,01","11,88","10,63","7,06"
Margem bruta,"25,08%","25,09%","26,72%","25,66%","23,54%","25,04%","25,18%","24,82%","23,75%","23,73%","19,85%","20,68%","24,96%","24,44%","20,91%","24,51%","24,38%","22,74%"
Margem líquida,"-0,86%","-0,45%","5,80%","6,09%","5,98%","9,77%","15,54%","5,92%","5,32%","3,57%","-0,43%","-0,02%","6,52%","7,21%","2,89%","9,15%","9,45%","8,16%"
Margem EBIT,"6,71%","6,52%","10,74%","11,80%","11,23%","12,15%","18,92%","10,61%","10,26%","6,50%","0,81%","1,20%","9,78%","10,50%","4,80%","11,06%","12,11%","8,87%"
Margem EBIT *,"8,55%","8,52%","12,02%","12,60%","12,25%","13,30%","10,65%","11,12%","9,47%","7,38%","2,41%","2,36%","10,56%","11,72%","5,38%","12,16%","13,11%","9,14%"
Margem EBITDA,"8,58%","10,09%","13,62%","14,42%","13,49%","14,64%","22,27%","13,65%","13,13%","10,50%","5,44%","5,22%","12,98%","13,26%","8,00%","13,17%","14,31%","11,72%"
Margem EBITDA *,"10,42%","12,10%","14,90%","15,23%","14,52%","15,79%","14,00%","14,16%","12,34%","11,37%","7,03%","6,38%","13,76%","14,48%","8,59%","14,27%","15,32%","12,00%"
Margem operacional,"-0,13%","-0,01%","8,49%","8,64%","7,91%","10,98%","22,97%","8,64%","7,49%","5,24%","0,04%","-0,20%","8,76%","9,68%","3,77%","12,51%","12,48%","10,48%"
