Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"14,39","14,32","6,93","8,49","10,19","17,72","8,98","9,74","10,32","7,82","8,48",-,-,-,-,-,-,-
P/VP,"2,72","2,90","2,63","3,29","3,22","3,50","3,24","3,22","3,78","2,29","1,99",-,-,-,-,-,-,-
P/EBIT,"5,76","5,90","3,86","4,58","4,68","5,66","4,51","5,24","6,51","5,49","5,42",-,-,-,-,-,-,-
P/EBIT *,"6,51","6,74","5,30","5,32","5,20","4,96","4,84","5,77","6,43","5,57","5,17",-,-,-,-,-,-,-
PSR,"2,79","2,88","2,64","2,71","2,28","2,21","2,05","2,30","2,71","2,23","2,04",-,-,-,-,-,-,-
P/Ativos,"0,63","0,67","0,59","0,69","0,71","0,73","0,71","0,75","1,01","0,80","0,91",-,-,-,-,-,-,-
LPA,"2,25","2,26","3,75","3,00","2,33","1,37","2,45","2,02","2,03","1,75","1,35",-,-,-,-,-,-,-
VPA,"11,91","11,17","9,86","7,76","7,39","6,94","6,78","6,12","5,53","5,98","5,79",-,-,-,-,-,-,-
EBIT por ação,"5,61","5,49","6,73","5,57","5,08","4,29","4,88","3,76","3,21","2,50","2,12",-,-,-,-,-,-,-
EBIT por ação *,"4,97","4,80","4,90","4,79","4,57","4,89","4,54","3,41","3,25","2,46","2,22",-,-,-,-,-,-,-
Ativo por ação,"51,38","48,42","43,87","36,96","33,43","33,37","30,80","26,38","20,78","17,13","12,62",-,-,-,-,-,-,-
Receita líquida por ação,"11,60","11,26","9,82","9,41","10,42","10,98","10,73","8,58","7,70","6,14","5,64",-,-,-,-,-,-,-
Margem bruta,"46,77%","46,71%","54,43%","54,96%","46,94%","47,14%","44,57%","42,34%","44,56%","42,88%","42,55%","41,60%","38,59%","47,71%","56,62%","57,00%","53,95%","55,18%"
Margem líquida,"21,30%","22,22%","38,35%","31,90%","22,38%","12,48%","22,82%","23,57%","26,33%","28,60%","24,03%","23,05%","21,37%","25,80%","30,35%","33,47%","29,55%","31,20%"
Margem EBIT,"48,37%","48,74%","68,48%","59,18%","48,72%","39,06%","45,43%","43,81%","41,70%","40,66%","37,59%","38,45%","35,58%","42,87%","51,69%","55,66%","52,44%","50,82%"
Margem EBIT *,"42,82%","42,67%","49,90%","50,94%","43,87%","44,51%","42,30%","39,76%","42,20%","40,09%","39,40%","38,52%","35,54%","44,18%","52,78%","52,98%","49,70%","50,64%"
Margem EBITDA,"53,54%","59,57%","78,03%","67,78%","57,03%","47,37%","52,90%","52,61%","49,20%","49,92%","47,37%","47,67%","44,73%","53,33%","63,11%","67,25%","63,69%","62,97%"
Margem EBITDA *,"47,99%","53,49%","59,46%","59,54%","52,18%","52,82%","49,77%","48,57%","49,70%","49,35%","49,18%","47,74%","44,69%","54,64%","64,21%","64,56%","60,95%","62,79%"
Margem operacional,"26,90%","28,20%","50,86%","40,91%","27,59%","14,51%","30,08%","31,50%","33,75%","37,42%","32,08%","31,22%","30,23%","35,95%","42,47%","47,03%","41,98%","43,96%"
ROE,"19,08%","20,54%","35,04%","34,93%","31,57%","19,73%","36,13%","33,02%","36,63%","29,33%","23,41%","22,60%","24,46%","26,78%","27,10%","26,57%","23,89%","24,52%"
ROA,"0,05","0,05","0,09","0,08","0,07","0,04","0,08","0,08","0,10","0,10","0,11","0,10","0,10","0,11","0,12","0,12","0,09","0,10"
ROIC,"12,50%","12,29%","17,05%","17,60%","16,38%","15,17%","18,70%","16,84%","17,69%","16,75%","19,80%","20,32%","20,27%","21,90%","23,37%","21,87%","18,70%","18,90%"
ROIC *,"11,06%","10,76%","12,43%","15,15%","14,75%","17,29%","17,41%","15,29%","17,90%","16,51%","20,75%","20,36%","20,24%","22,57%","23,86%","20,82%","17,72%","18,84%"
Giro do ativo,"0,23","0,23","0,22","0,25","0,31","0,33","0,35","0,33","0,37","0,36","0,45","0,43","0,48","0,44","0,40","0,36","0,32","0,32"
EBIT *,5.675 mi,5.487 mi,5.598 mi,5.475 mi,5.223 mi,5.581 mi,5.185 mi,3.898 mi,3.711 mi,2.810 mi,2.538 mi,2.508 mi,2.300 mi,2.460 mi,2.592 mi,2.292 mi,2.038 mi,1.770 mi
EBITDA,7.097 mi,7.660 mi,8.754 mi,7.284 mi,6.790 mi,5.940 mi,6.484 mi,5.158 mi,4.327 mi,3.499 mi,3.051 mi,3.104 mi,2.895 mi,2.969 mi,3.100 mi,2.909 mi,2.611 mi,2.201 mi
EBITDA *,6.361 mi,6.879 mi,6.670 mi,6.399 mi,6.212 mi,6.623 mi,6.100 mi,4.761 mi,4.371 mi,3.459 mi,3.168 mi,3.109 mi,2.892 mi,3.042 mi,3.154 mi,2.793 mi,2.499 mi,2.195 mi
Liquidez corrente,"1,54","1,12","0,99","1,46","1,25","1,47","1,44","1,13","1,09","0,66","1,86","1,49","1,68","1,07","1,17","1,04","0,84","1,33"
Liquidez seca,"1,54","1,12","0,99","1,46","1,25","1,47","1,40","1,09","1,06","0,64","1,80","1,46","1,65","1,04","1,14","1,01","0,82","1,30"
Liquidez imediata,"0,99","0,55","0,54","0,86","0,38","0,89","0,84","0,65","0,58","0,34","1,01","0,81","0,83","0,56","0,68","0,53","0,48","0,89"
Dívida bruta,31.181 mi,28.659 mi,23.647 mi,20.106 mi,17.357 mi,20.134 mi,16.764 mi,14.763 mi,9.720 mi,6.756 mi,3.088 mi,4.247 mi,4.052 mi,3.496 mi,3.534 mi,3.649 mi,4.443 mi,3.414 mi
Dívida líquida,24.716 mi,25.300 mi,19.688 mi,14.850 mi,15.121 mi,14.978 mi,12.225 mi,10.892 mi,7.304 mi,4.826 mi,1.273 mi,1.850 mi,2.447 mi,2.272 mi,2.354 mi,2.867 mi,3.361 mi,2.126 mi
Capital de giro,3.485 mi,752 mi,-75 mi,2.799 mi,1.488 mi,2.742 mi,2.352 mi,766 mi,386 mi,-1.941 mi,1.554 mi,1.454 mi,1.330 mi,154 mi,294 mi,53 mi,-354 mi,466 mi
Endividamento geral,"296,63%","297,52%","308,07%","330,15%","352,44%","380,49%","354,49%","330,58%","275,53%","186,31%","118,00%","130,19%","140,67%","135,57%","123,74%","120,70%","153,32%","145,77%"
