Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"58,70 B","55,31 B","56,54 B","53,31 B","52,76 B","50,11 B","48,26 B","46,44 B","45,46 B","42,22 B","39,40 B","40,26 B","39,61 B","38,19 B","39,69 B","39,66 B","39,61 B","38,12 B","38,84 B","37,83 B","35,94 B","35,19 B","34,40 B","32,19 B","31,40 B","30,14 B","27,90 B","27,58 B","23,43 B","23,74 B","22,74 B","20,23 B","18,94 B","19,57 B","15,24 B","14,81 B","14,79 B","14,42 B","15,62 B","14,50 B","14,89 B","15,29 B","14,68 B","14,21 B","14,11 B","13,61 B","12,33 B","12,43 B","12,86 B","12,64 B","12,15 B","12,20 B","12,13 B","12,31 B","11,63 B","11,66 B","12,26 B","12,03 B","12,78 B","12,20 B","13,00 B","12,85 B","10,93 B"
Ativo circulante,"9,98 B","6,91 B","8,22 B","8,82 B","8,81 B","7,20 B","7,31 B","7,63 B","8,60 B","8,91 B","6,32 B","7,82 B","8,04 B","7,38 B","9,39 B","7,82 B","8,05 B","8,52 B","8,60 B","8,72 B","7,29 B","7,73 B","9,14 B","8,11 B","7,31 B","6,75 B","4,47 B","4,02 B","3,49 B","4,56 B","4,39 B","3,13 B","2,71 B","3,74 B","3,09 B","3,01 B","3,44 B","3,36 B","4,53 B","3,61 B","4,07 B","4,43 B","3,55 B","3,48 B","3,41 B","3,27 B","2,04 B","2,00 B","2,40 B","2,32 B","1,79 B","1,87 B","1,87 B","2,03 B","1,28 B","1,23 B","1,53 B","1,53 B","1,94 B","1,31 B","2,06 B","1,91 B","1,87 B"
Caixa e eq. de caixa,"6,47 B","3,36 B","4,63 B","5,66 B","5,57 B","3,96 B","4,05 B","4,21 B","5,26 B","5,26 B","3,09 B","4,75 B","2,94 B","2,24 B","3,76 B","4,31 B","4,59 B","5,16 B","4,64 B","5,07 B","4,31 B","4,54 B","5,70 B","4,80 B","4,19 B","3,87 B","1,72 B","1,64 B","950,27 M","2,42 B","2,44 B","1,05 B","716,14 M","1,93 B","1,56 B","1,51 B","1,85 B","1,82 B","3,09 B","2,10 B","2,26 B","2,40 B","1,94 B","1,74 B","1,62 B","1,60 B","450,14 M","818,04 M","1,13 B","1,22 B","765,30 M","985,33 M","815,30 M","1,18 B","423,34 M","482,94 M","645,08 M","781,81 M","1,13 B","542,49 M","1,29 B","1,08 B","1,25 B"
Aplicações financeiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,51 M"
Contas a receber,"1,39 B","1,32 B","1,34 B","1,04 B","1,11 B","1,17 B","1,10 B","1,03 B","1,10 B","1,46 B","1,05 B","988,58 M","1,09 B","1,14 B","1,17 B","1,08 B","1,20 B","1,11 B","1,29 B","1,27 B","1,51 B","1,76 B","1,68 B","1,47 B","1,48 B","1,45 B","1,51 B","1,34 B","1,36 B","1,18 B","1,15 B","1,26 B","1,26 B","1,06 B","793,35 M","780,86 M","920,99 M","824,08 M","859,40 M","867,84 M","898,38 M","917,85 M","1,05 B","1,21 B","1,23 B","1,27 B","1,18 B","887,94 M","983,04 M","879,93 M","759,66 M","614,81 M","783,17 M","670,74 M","674,98 M","565,32 M","595,34 M","542,15 M","534,58 M","523,02 M","509,46 M","531,11 M","435,29 M"
Estoques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,46 M","173,24 M","152,18 M",0,"154,79 M","183,88 M","188,10 M","189,43 M","238,76 M","264,18 M","198,49 M","220,96 M","227,90 M","217,59 M","192,61 M","125,68 M","95,56 M","133,26 M","138,25 M","98,25 M","105,63 M","105,82 M","110,28 M","105,54 M","96,65 M","104,33 M","99,10 M","88,89 M","85,90 M","89,67 M","78,32 M","70,26 M","73,75 M","73,02 M","68,89 M","64,78 M","63,22 M","61,92 M","54,12 M","45,37 M","41,53 M","46,91 M","49,28 M","42,84 M","47,32 M","43,22 M","51,70 M","46,03 M","44,65 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"48,71 B","48,40 B","48,33 B","44,48 B","43,95 B","42,91 B","40,95 B","38,81 B","36,86 B","33,31 B","33,07 B","32,44 B","31,56 B","30,81 B","30,30 B","31,85 B","31,56 B","29,60 B","30,24 B","29,11 B","28,65 B","27,45 B","25,26 B","24,08 B","24,09 B","23,39 B","23,43 B","23,56 B","19,94 B","19,18 B","18,35 B","17,10 B","16,22 B","15,83 B","12,14 B","11,80 B","11,36 B","11,06 B","11,09 B","10,89 B","10,82 B","10,86 B","11,13 B","10,74 B","10,69 B","10,34 B","10,29 B","10,43 B","10,46 B","10,32 B","10,36 B","10,33 B","10,26 B","10,28 B","10,35 B","10,43 B","10,73 B","10,50 B","10,84 B","10,88 B","10,94 B","10,94 B","9,06 B"
Investimentos,"1,35 B","1,16 B","1,38 B","1,18 B","1,35 B","1,25 B","1,29 B","1,42 B","1,59 B","2,71 B","3,68 B","3,41 B","3,23 B","3,01 B","3,00 B","2,82 B","3,04 B","2,37 B","2,55 B","2,59 B","2,42 B","2,43 B","2,38 B","2,05 B","2,28 B","2,95 B","3,10 B","3,44 B",0,0,0,"18,45 M","17,63 M","19,03 M","14,72 M","12,71 M","7,28 M","4,89 M","4,25 M","4,53 M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imobilizado,"28,35 B","28,57 B","28,39 B","25,86 B","25,70 B","25,19 B","23,52 B","21,76 B","19,79 B","16,56 B","15,31 B","14,89 B","14,45 B","14,20 B","13,81 B","15,35 B","15,37 B","14,52 B","15,45 B","15,46 B","15,59 B","15,54 B","15,22 B","15,25 B","15,39 B","15,33 B","15,14 B","15,32 B","15,14 B","14,64 B","13,76 B","12,65 B","12,04 B","11,68 B","11,31 B","10,92 B","10,48 B","10,19 B","10,21 B","10,01 B","9,94 B","9,90 B","9,85 B","9,83 B","9,71 B","9,66 B","9,56 B","9,64 B","9,72 B","9,71 B","9,76 B","9,74 B","9,68 B","9,68 B","9,73 B","9,81 B","9,86 B","9,89 B","9,93 B","9,96 B","9,97 B","9,98 B","8,14 B"
