Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,47","-0,45","-0,15","0,21","-0,89","-0,22","-0,05","-0,23","-0,41","-0,51","-6,61","9,92","-1,48","-3,74","2,59","14,39","14,00"
P/VP,"-0,04","-0,06","-0,06","-0,13","-0,09","-0,09","-0,11","0,21","0,19","0,16","0,18","0,22","0,16","0,23","0,20","0,32","0,30"
P/EBIT,"-0,35","-0,84","-0,16","-0,61","-0,57","-0,24","-0,05","-0,28","-0,68","-0,69","3,23","4,72","-2,39","-4,80","1,44","10,52","5,19"
P/EBIT *,"-0,66","-0,83","-0,33","-0,31","-0,57","-0,39","-0,23","-0,41","-0,70","-0,74","-3,85","5,92","-3,02","-1,67","8,18","-9,36","6,76"
PSR,"0,20","0,42","0,47","0,52","0,73","0,71","0,29","0,24","0,30","0,20","0,13","0,15","0,14","0,30","0,15","0,18","0,19"
P/Ativos,"0,02","0,03","0,02","0,02","0,02","0,02","0,02","0,03","0,05","0,06","0,07","0,09","0,08","0,13","0,11","0,15","0,12"
LPA,"-12,97","-19,24","-51,52","41,06","-10,91","-40,91","-127,76","-59,91","-61,10","-63,20","-5,60","4,62","-24,52","-15,44","21,66","6,37","6,02"
VPA,"-152,93","-139,96","-120,72","-69,20","-110,25","-101,97","-61,06","66,71","132,48","200,63","203,18","210,71","219,83","251,58","273,79","284,74","281,27"
EBIT por ação,"-17,60","-10,41","-46,19","-14,33","-17,02","-37,60","-135,55","-48,88","-37,28","-47,40","11,46","9,70","-15,18","-12,01","38,83","8,71","16,23"
EBIT por ação *,"-9,29","-10,48","-22,47","-28,44","-16,96","-23,17","-30,32","-33,90","-36,08","-43,95","-9,61","7,75","-12,01","-34,51","6,84","-9,79","12,45"
Ativo por ação,"245,99","340,68","357,00","413,52","407,39","414,06","455,14","530,17","523,78","564,27","522,60","493,65","474,91","446,06","523,82","602,53","715,73"
Receita líquida por ação,"30,05","20,68","16,12","17,02","13,25","12,73","23,77","58,56","85,40","165,46","279,02","299,33","265,59","193,80","381,37","517,69","440,91"
Margem bruta,"10,59%","12,95%","-52,20%","-77,25%","-38,88%","-86,74%","-58,47%","-27,00%","-8,19%","1,62%","11,48%","16,86%","11,68%","5,09%","14,98%","8,71%","14,15%"
Margem líquida,"-43,17%","-93,04%","-319,70%","241,27%","-82,40%","-321,27%","-537,41%","-102,31%","-71,54%","-38,20%","-2,01%","1,54%","-9,09%","-8,44%","6,33%","1,81%","1,77%"
Margem EBIT,"-58,59%","-50,34%","-286,57%","-84,23%","-128,49%","-295,31%","-570,17%","-83,46%","-43,65%","-28,65%","4,11%","3,24%","-5,72%","-6,20%","10,18%","1,68%","3,68%"
Margem EBIT *,"-30,91%","-50,70%","-139,41%","-167,12%","-128,06%","-181,98%","-127,53%","-57,88%","-42,25%","-26,56%","-3,45%","2,59%","-4,52%","-17,80%","1,79%","-1,89%","2,82%"
Margem EBITDA,"-54,65%","-44,03%","-279,66%","-72,84%","-105,55%","-259,07%","-549,55%","-71,24%","-34,88%","-22,59%","7,83%","7,13%","-1,55%","-0,66%","14,89%","4,71%","6,52%"
Margem EBITDA *,"-26,97%","-44,39%","-132,51%","-155,74%","-105,12%","-145,74%","-106,91%","-45,65%","-33,48%","-20,50%","0,28%","6,48%","-0,35%","-12,27%","6,50%","1,14%","5,66%"
Margem operacional,"-102,82%","-120,90%","-359,70%","-143,37%","-158,30%","-372,50%","-655,25%","-104,77%","-84,35%","-47,46%","-2,17%","0,89%","-9,49%","-11,26%","7,04%","0,13%","1,03%"
ROE,"8,48%","13,75%","42,68%","-59,33%","9,90%","40,12%","209,25%","-89,82%","-46,12%","-31,50%","-2,76%","2,19%","-10,73%","-6,38%","8,64%","3,23%","2,72%"
ROA,"-0,05","-0,06","-0,14","0,10","-0,03","-0,10","-0,28","-0,11","-0,12","-0,11","-0,01","0,01","-0,05","-0,04","0,05","0,02","0,01"
ROIC,"-7,69%","-3,28%","-14,06%","-3,65%","-4,43%","-10,73%","-35,89%","-10,70%","-7,78%","-9,35%","2,41%","2,27%","-3,53%","-2,97%","7,98%","1,61%","2,62%"
ROIC *,"-4,06%","-3,30%","-6,84%","-7,24%","-4,42%","-6,61%","-8,03%","-7,42%","-7,53%","-8,67%","-2,02%","1,81%","-2,79%","-8,54%","1,41%","-1,81%","2,01%"
Giro do ativo,"0,12","0,06","0,05","0,04","0,03","0,03","0,05","0,11","0,16","0,29","0,53","0,61","0,56","0,43","0,73","0,86","0,62"
EBIT *,-15 mi,-17 mi,-36 mi,-46 mi,-28 mi,-38 mi,-49 mi,-55 mi,-58 mi,-71 mi,-16 mi,12 mi,-20 mi,-56 mi,10 mi,-16 mi,19 mi
EBITDA,-27 mi,-15 mi,-73 mi,-20 mi,-23 mi,-53 mi,-210 mi,-67 mi,-48 mi,-60 mi,34 mi,34 mi,-7 mi,-3 mi,90 mi,39 mi,46 mi
EBITDA *,-13 mi,-15 mi,-35 mi,-43 mi,-23 mi,-30 mi,-41 mi,-43 mi,-46 mi,-55 mi,1 mi,31 mi,-2 mi,-39 mi,39 mi,9 mi,39 mi
Liquidez corrente,"0,44","0,48","0,86","1,06","0,73","0,52","0,60","0,81","0,95","0,91","1,02","1,20","1,01","1,43","1,48","1,35","1,23"
Liquidez seca,"0,39","0,39","0,71","0,86","0,48","0,34","0,41","0,51","0,54","0,61","0,73","0,87","0,68","0,88","1,02","0,97","0,90"
Liquidez imediata,"0,02","0,04","0,09","0,03","0,00","0,00","0,00","0,01","0,02","0,01","0,01","0,11","0,05","0,14","0,08","0,06","0,17"
Dívida bruta,180 mi,183 mi,187 mi,167 mi,219 mi,244 mi,233 mi,213 mi,197 mi,184 mi,169 mi,164 mi,164 mi,117 mi,136 mi,118 mi,111 mi
Dívida líquida,172 mi,165 mi,161 mi,158 mi,217 mi,242 mi,230 mi,211 mi,192 mi,179 mi,166 mi,131 mi,149 mi,90 mi,116 mi,96 mi,23 mi
Capital de giro,-190 mi,-256 mi,-43 mi,16 mi,-92 mi,-238 mi,-190 mi,-65 mi,-14 mi,-33 mi,9 mi,60 mi,4 mi,81 mi,128 mi,124 mi,119 mi
Endividamento geral,"-260,85%","-343,41%","-395,72%","-697,61%","-469,50%","-506,08%","-845,44%","694,78%","295,37%","181,25%","157,21%","134,28%","111,08%","74,00%","87,43%","107,38%","150,12%"
