Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"29,74","14,65","11,59","9,10","3,76","6,66","-9,21","19,86","89,00","23,57","3,97","-8,67","18,80","29,48","13,03","31,43","7,69","22,56"
P/VP,"2,26","3,12","3,19","2,12","1,76","3,50","6,01","2,22","1,94","1,73","1,39","2,03","1,95","1,59","1,81","1,16","0,86","0,82"
P/EBIT,"6,09","5,49","4,72","5,77","2,51","3,65","7,13","5,31","4,10","8,08","7,05","7,28","8,08","7,64","5,96","7,21","5,24","63,14"
P/EBIT *,"6,63","5,73","4,56","5,70","2,56","3,72","8,00","7,03","4,11","8,09","7,34","7,36","8,77","7,88","6,09","7,54","5,03","76,87"
PSR,"0,98","1,19","1,08","1,36","0,84","1,22","1,92","1,31","1,22","1,50","1,39","1,91","2,81","1,86","2,35","1,48","1,18","1,29"
P/Ativos,"0,33","0,39","0,36","0,44","0,35","0,48","0,65","0,39","0,41","0,41","0,34","0,41","0,65","0,57","0,70","0,45","0,35","0,33"
LPA,"0,11","0,27","0,29","0,43","0,71","0,48","-0,40","0,11","0,02","0,09","0,40","-0,20","0,12","0,05","0,12","0,03","0,09","0,03"
VPA,"1,45","1,26","1,07","1,86","1,53","0,92","0,61","0,97","1,01","1,16","1,14","0,86","1,13","0,86","0,87","0,79","0,80","0,75"
EBIT por ação,"0,54","0,72","0,72","0,68","1,07","0,88","0,52","0,40","0,48","0,25","0,22","0,24","0,27","0,18","0,26","0,13","0,13","0,01"
EBIT por ação *,"0,49","0,69","0,75","0,69","1,05","0,87","0,46","0,31","0,48","0,25","0,22","0,24","0,25","0,17","0,26","0,12","0,14","0,01"
Ativo por ação,"9,95","10,22","9,52","8,88","7,63","6,74","5,65","5,56","4,75","4,89","4,70","4,21","3,39","2,39","2,26","2,04","1,96","1,83"
Receita líquida por ação,"3,33","3,32","3,15","2,89","3,21","2,64","1,91","1,65","1,60","1,34","1,14","0,91","0,78","0,74","0,67","0,62","0,59","0,47"
Margem bruta,"29,80%","35,39%","37,52%","38,00%","47,50%","45,77%","39,52%","33,30%","42,95%","32,67%","33,80%","39,42%","45,86%","37,59%","53,47%","34,26%","37,42%","17,79%"
Margem líquida,"3,53%","8,11%","10,42%","15,80%","23,41%","20,66%","-20,00%","6,96%","1,87%","6,36%","35,00%","-22,03%","14,92%","6,31%","18,06%","4,70%","15,28%","5,80%"
Margem EBIT,"16,18%","21,65%","22,89%","23,58%","33,40%","33,41%","26,90%","24,60%","29,79%","18,54%","19,72%","26,23%","34,73%","24,34%","39,49%","20,49%","22,42%","2,04%"
Margem EBIT *,"14,86%","20,72%","23,69%","23,89%","32,76%","32,81%","23,98%","18,59%","29,75%","18,51%","18,96%","25,94%","32,01%","23,60%","38,62%","19,59%","23,36%","1,67%"
Margem EBITDA,"19,29%","32,72%","43,07%","42,03%","40,02%","49,77%","36,65%","35,58%","39,95%","30,40%","30,27%","31,74%","40,41%","29,49%","44,98%","26,55%","28,53%","16,10%"
Margem EBITDA *,"17,97%","31,79%","43,86%","42,35%","39,38%","49,17%","33,73%","29,57%","39,91%","30,38%","29,51%","31,45%","37,68%","28,76%","44,11%","25,66%","29,47%","15,74%"
Margem operacional,"4,10%","11,50%","11,55%","21,16%","32,94%","26,80%","-31,92%","8,42%","-0,68%","10,02%","45,34%","-34,25%","21,53%","8,27%","26,33%","7,61%","23,19%","17,04%"
ROE,"4,72%","11,65%","23,70%","20,73%","40,53%","48,05%","-54,50%","10,99%","2,86%","7,36%","34,96%","-23,41%","10,35%","5,38%","13,87%","3,69%","11,21%","3,64%"
ROA,"0,01","0,03","0,03","0,05","0,10","0,08","-0,07","0,02","0,01","0,02","0,08","-0,05","0,03","0,02","0,05","0,01","0,05","0,02"
ROIC,"6,84%","9,19%","9,19%","10,09%","17,51%","17,68%","12,04%","10,55%","13,76%","7,20%","6,29%","7,48%","11,34%","9,65%","14,92%","8,09%","8,87%","0,66%"
ROIC *,"6,28%","8,79%","9,51%","10,22%","17,18%","17,36%","10,73%","7,97%","13,74%","7,19%","6,05%","7,39%","10,45%","9,36%","14,59%","7,74%","9,24%","0,54%"
Giro do ativo,"0,33","0,32","0,33","0,33","0,42","0,39","0,34","0,30","0,34","0,27","0,24","0,22","0,23","0,31","0,30","0,31","0,30","0,26"
EBIT *,3.089 mi,4.288 mi,4.653 mi,4.305 mi,6.562 mi,5.407 mi,2.864 mi,1.909 mi,2.979 mi,1.550 mi,1.344 mi,1.475 mi,1.566 mi,1.085 mi,1.608 mi,761 mi,855 mi,49 mi
EBITDA,4.009 mi,6.772 mi,8.460 mi,7.575 mi,8.016 mi,8.203 mi,4.379 mi,3.654 mi,4.001 mi,2.545 mi,2.146 mi,1.805 mi,1.977 mi,1.356 mi,1.872 mi,1.032 mi,1.045 mi,476 mi
EBITDA *,3.735 mi,6.580 mi,8.617 mi,7.632 mi,7.888 mi,8.103 mi,4.029 mi,3.037 mi,3.997 mi,2.544 mi,2.092 mi,1.788 mi,1.844 mi,1.322 mi,1.836 mi,997 mi,1.079 mi,465 mi
