Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"331,87 M","465,01 M","518,03 M","430,83 M","388,26 M","648,59 M","602,43 M","547,06 M","414,13 M","634,69 M","612,23 M","456,15 M","416,08 M","638,63 M","684,99 M","513,73 M","428,51 M","548,58 M","629,73 M","460,67 M","363,75 M","424,38 M","510,78 M","352,73 M","276,19 M","342,25 M","323,24 M","303,20 M","249,94 M","333,99 M","328,62 M","240,02 M","204,12 M","315,33 M","282,28 M","255,63 M","216,04 M","332,02 M","327,56 M","280,42 M","232,31 M","315,92 M","286,06 M","242,49 M","212,36 M","295,66 M","285,91 M","244,53 M","202,13 M","277,71 M","275,42 M","242,55 M","191,62 M","282,37 M","258,46 M","203,26 M","186,26 M","224,65 M","205,13 M","169,36 M","138,12 M","190,57 M","189,47 M","156,49 M","151,51 M"
Custos,"-232,57 M","-363,57 M","-381,76 M","-326,58 M","-289,84 M","-544,51 M","-481,90 M","-396,26 M","-322,04 M","-489,32 M","-491,67 M","-357,17 M","-323,75 M","-529,21 M","-554,08 M","-381,96 M","-316,53 M","-455,26 M","-505,56 M","-361,20 M","-283,28 M","-363,81 M","-348,24 M","-234,25 M","-189,74 M","-252,95 M","-244,15 M","-212,33 M","-174,27 M","-263,97 M","-224,76 M","-144,12 M","-142,73 M","-225,41 M","-209,15 M","-163,50 M","-159,72 M","-236,01 M","-234,32 M","-156,95 M","-154,98 M","-211,78 M","-181,29 M","-172,78 M","-143,47 M","-207,76 M","-199,41 M","-161,90 M","-142,99 M","-200,31 M","-193,57 M","-158,77 M","-137,81 M","-204,57 M","-172,19 M","-136,84 M","-131,82 M","-151,90 M","-134,69 M","-118,48 M","-95,83 M","-142,23 M","-138,39 M","-112,58 M","-110,77 M"
Lucro bruto,"99,30 M","101,43 M","136,27 M","104,25 M","98,42 M","104,08 M","120,53 M","150,80 M","92,09 M","145,38 M","120,56 M","98,98 M","92,33 M","109,42 M","130,92 M","131,77 M","111,98 M","93,33 M","124,17 M","99,47 M","80,47 M","60,57 M","162,54 M","118,49 M","86,45 M","89,31 M","79,09 M","90,88 M","75,67 M","70,02 M","103,86 M","95,90 M","61,39 M","89,92 M","73,13 M","92,13 M","56,32 M","96,01 M","93,24 M","123,48 M","77,33 M","104,14 M","104,76 M","69,72 M","68,89 M","87,90 M","86,50 M","82,63 M","59,14 M","77,40 M","81,85 M","83,78 M","53,81 M","77,80 M","86,27 M","66,42 M","54,44 M","72,75 M","70,43 M","50,88 M","42,29 M","48,34 M","51,08 M","43,91 M","40,74 M"
Despesas operacionais,"-84,70 M","-84,19 M","-99,92 M","-83,80 M","-82,08 M","-89,63 M","-95,39 M","-101,70 M","-71,17 M","-97,53 M","-82,88 M","-76,85 M","-73,22 M","-87,31 M","-89,89 M","-96,92 M","-79,86 M","-83,51 M","-88,19 M","-77,84 M","-64,21 M","-75,98 M","-93,09 M","-71,39 M","-70,14 M","-72,83 M","-68,15 M","-75,92 M","-88,78 M","-77,75 M","-71,19 M","-63,88 M","-55,09 M","-69,96 M","-61,56 M","-62,57 M","-51,04 M","-79,52 M","-67,11 M","-70,36 M","-59,48 M","-75,40 M","-64,50 M","-64,50 M","-55,55 M","-64,91 M","-61,35 M","-62,99 M","-52,63 M","-56,20 M","-59,56 M","-62,92 M","-48,47 M","-55,46 M","-57,79 M","-46,20 M","-45,24 M","-47,09 M","-46,59 M","-43,32 M","-37,62 M","-40,34 M","-40,11 M","-35,31 M","-32,32 M"
Despesas com vendas,"-49,81 M","-48,59 M","-53,00 M","-47,58 M","-46,85 M","-46,79 M","-54,52 M","-61,46 M","-43,95 M","-58,42 M","-49,39 M","-46,27 M","-44,86 M","-48,79 M","-51,58 M","-53,34 M","-44,84 M","-45,67 M","-52,16 M","-44,06 M","-32,39 M","-43,17 M","-52,82 M","-38,82 M","-39,23 M","-43,59 M","-41,59 M","-42,13 M","-41,06 M","-40,68 M","-44,05 M","-36,62 M","-29,67 M","-39,72 M","-40,24 M","-37,74 M","-25,49 M","-42,99 M","-43,75 M","-38,74 M","-36,68 M","-41,86 M","-41,98 M","-40,15 M","-35,94 M","-41,51 M","-42,75 M","-42,18 M","-36,73 M","-38,98 M","-41,49 M","-43,48 M","-33,87 M","-40,12 M","-34,01 M","-31,72 M","-30,82 M","-32,90 M","-31,39 M","-30,64 M","-26,12 M","-26,22 M","-27,29 M","-24,39 M","-21,21 M"
Despesas administrativas,"-35,10 M","-37,50 M","-47,56 M","-36,25 M","-35,25 M","-46,93 M","-43,36 M","-40,69 M","-33,87 M","-39,34 M","-33,86 M","-30,64 M","-34,43 M","-41,87 M","-38,40 M","-43,74 M","-35,24 M","-40,85 M","-34,23 M","-32,75 M","-31,84 M","-34,64 M","-38,36 M","-32,78 M","-30,92 M","-30,07 M","-27,39 M","-34,19 M","-28,77 M","-39,80 M","-26,39 M","-26,10 M","-25,42 M","-37,47 M","-21,33 M","-23,93 M","-25,79 M","-37,07 M","-23,57 M","-31,69 M","-23,27 M","-41,61 M","-22,71 M","-24,65 M","-20,24 M","-24,15 M","-19,20 M","-20,99 M","-16,35 M","-24,05 M","-18,25 M","-19,68 M","-14,78 M","-20,68 M","-23,84 M","-18,74 M","-14,49 M","-18,07 M","-15,43 M","-15,18 M","-11,61 M","-14,46 M","-12,91 M","-11,22 M","-11,40 M"
EBIT,"14,60 M","17,24 M","36,34 M","20,45 M","16,34 M","14,45 M","25,14 M","49,11 M","20,92 M","47,84 M","37,68 M","22,13 M","19,11 M","22,11 M","41,03 M","34,84 M","32,12 M","9,81 M","35,98 M","21,63 M","16,26 M","-15,42 M","69,45 M","47,10 M","16,31 M","16,48 M","10,93 M","14,96 M","-13,12 M","-7,72 M","32,67 M","32,02 M","6,31 M","19,96 M","11,57 M","29,56 M","5,28 M","16,50 M","26,13 M","53,11 M","17,84 M","28,73 M","40,27 M","5,22 M","13,34 M","23,00 M","25,15 M","19,64 M","6,52 M","21,20 M","22,29 M","20,87 M","5,34 M","22,34 M","28,48 M","20,23 M","9,20 M","25,66 M","23,85 M","7,56 M","4,67 M","8,01 M","10,97 M","8,60 M","8,42 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-5,20 M","-11,94 M","-17,53 M","-17,45 M","-15,77 M","-11,20 M","-18,93 M","-14,89 M","-14,07 M","-22,95 M","-35,87 M","-21,77 M","-17,77 M","-24,10 M","-24,81 M","-15,51 M","-20,95 M","-4,43 M","-6,92 M","-7,36 M","-8,55 M","1,15 M","-7,22 M","-16,95 M","-5,81 M","-5,00 M","-9,80 M","-10,51 M","-2,27 M","-2,31 M","-10,49 M","-11,81 M","-4,65 M","-2,19 M","-7,49 M","-15,59 M","-5,74 M","-8,91 M","-11,78 M","-13,63 M","-10,21 M","-2,52 M","-13,15 M","-13,25 M","-7,82 M","-6,17 M","-10,35 M","-10,78 M","-6,06 M","-5,59 M","-4,72 M","-8,32 M","-1,97 M","-3,70 M","-4,15 M","-11,00 Mil","-3,26 M","-6,63 M","-9,60 M","1,50 M","-4,04 M","-5,54 M","-3,45 M","-744,00 Mil","-3,29 M"
Antes dos impostos,"9,40 M","5,30 M","18,82 M","3,00 M","567,00 Mil","3,25 M","6,20 M","34,22 M","6,86 M","24,89 M","1,81 M","362,00 Mil","1,35 M","-1,99 M","16,22 M","19,33 M","11,17 M","5,39 M","29,06 M","14,27 M","7,71 M","-14,27 M","62,23 M","30,15 M","10,50 M","11,48 M","1,13 M","4,45 M","-15,39 M","-10,04 M","22,18 M","20,21 M","1,65 M","17,77 M","4,08 M","13,96 M","-462,00 Mil","7,59 M","14,35 M","39,48 M","7,63 M","26,22 M","27,12 M","-8,03 M","5,52 M","16,83 M","14,80 M","8,86 M","458,00 Mil","15,61 M","17,56 M","12,55 M","3,37 M","18,63 M","24,32 M","20,21 M","5,94 M","19,02 M","14,25 M","9,06 M","632,00 Mil","2,46 M","7,52 M","7,85 M","5,12 M"
