Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"7,57","3,96","4,04","2,94","3,30","3,22","4,33","8,20","10,05","-46,80","2,30","0,74","1,63","-1,73","2,31",-,-
P/VP,"1,39","0,77","0,77","0,55","0,71","0,84","0,87","0,75","0,36","0,22","0,14","0,16","0,15","0,25","0,34",-,-
P/EBIT,"3,91","2,32","2,73","1,98","2,33","2,45","2,47","3,56","2,19","4,90","1,06","0,45","2,24","-0,87","1,70",-,-
P/EBIT *,"4,81","2,71","2,55","2,16","2,61","2,59","3,22","5,09","2,69","-21,79","1,52","0,62","1,26","-1,09","1,57",-,-
PSR,"0,46","0,27","0,22","0,16","0,16","0,19","0,15","0,18","0,09","0,08","0,04","0,06","0,07","0,10","0,18",-,-
P/Ativos,"0,40","0,22","0,18","0,14","0,16","0,16","0,13","0,14","0,07","0,05","0,04","0,06","0,06","0,08","0,14",-,-
LPA,"18,91","18,56","14,44","14,01","14,60","13,45","7,35","4,28","1,72","-0,25","3,39","13,30","5,16","-6,63","8,40",-,-
VPA,"102,89","95,18","76,03","74,75","67,96","51,45","36,48","46,69","47,76","53,82","57,68","60,76","55,42","46,08","56,38",-,-
EBIT por ação,"36,66","31,62","21,39","20,80","20,67","17,67","12,89","9,87","7,91","2,43","7,33","21,98","3,76","-13,09","11,38",-,-
EBIT por ação *,"29,79","27,08","22,87","19,06","18,43","16,69","9,90","6,89","6,43","-0,55","5,11","15,75","6,71","-10,50","12,32",-,-
Ativo por ação,"358,58","338,01","318,95","301,47","310,03","276,56","246,25","255,49","234,89","223,71","207,12","159,99","145,90","138,53","139,10",-,-
Receita líquida por ação,"308,52","276,34","269,70","256,65","294,04","229,67","207,82","198,71","183,48","158,37","182,82","161,91","126,32","114,46","108,67",-,-
Margem bruta,"16,74%","16,94%","15,93%","14,54%","11,35%","13,59%","12,39%","10,63%","12,43%","8,59%","9,56%","16,34%","16,83%","9,34%","22,14%","16,31%","17,19%"
Margem líquida,"6,13%","6,72%","5,35%","5,46%","4,97%","5,86%","3,54%","2,15%","0,94%","-0,16%","1,85%","8,22%","4,08%","-5,79%","7,73%","6,78%","3,56%"
Margem EBIT,"11,88%","11,44%","7,93%","8,11%","7,03%","7,69%","6,20%","4,97%","4,31%","1,53%","4,01%","13,57%","2,98%","-11,43%","10,47%","6,76%","2,52%"
Margem EBIT *,"9,65%","9,80%","8,48%","7,43%","6,27%","7,26%","4,76%","3,47%","3,50%","-0,35%","2,80%","9,73%","5,31%","-9,18%","11,34%","7,30%","4,74%"
Margem EBITDA,"15,10%","14,70%","10,96%","10,91%","9,20%","10,41%","9,04%","7,77%","7,39%","5,39%","7,71%","17,07%","7,27%","-7,81%","14,18%","10,64%","6,54%"
Margem EBITDA *,"12,88%","13,06%","11,50%","10,23%","8,44%","9,98%","7,60%","6,27%","6,59%","3,51%","6,50%","13,22%","9,60%","-5,55%","15,05%","11,18%","8,75%"
Margem operacional,"8,04%","8,75%","6,57%","7,27%","7,24%","8,18%","5,25%","3,75%","2,21%","-0,43%","2,47%","13,36%","6,08%","-8,48%","10,83%","8,86%","4,67%"
ROE,"18,38%","19,50%","18,99%","18,75%","21,48%","26,13%","20,15%","9,16%","3,61%","-0,47%","5,87%","21,89%","9,30%","-14,39%","14,89%","14,10%","7,16%"
ROA,"0,05","0,05","0,05","0,05","0,05","0,05","0,03","0,02","0,01","-0,00","0,02","0,08","0,04","-0,05","0,06","0,05","0,03"
ROIC,"11,39%","11,06%","8,01%","8,30%","7,95%","8,24%","6,26%","4,67%","3,98%","1,32%","4,46%","16,85%","3,29%","-11,34%","9,81%","6,28%","2,14%"
