Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBIT,"-2,09%","10,66%","-4,49%","2,71%","7,54%","31,90%","-7,58%","-10,49%","-13,11%","0,96%","-34,16%","-19,86%","7,97%","3,95%","3,31%","3,60%","-1,52%"
Margem EBIT *,"-4,48%","-11,07%","-3,82%","2,77%","2,99%","-6,91%","-7,56%","-8,28%","-15,07%","-10,84%","-16,39%","-8,68%","5,97%","-5,30%","2,16%","8,06%","1,95%"
Margem EBITDA,"1,59%","13,41%","-2,86%","4,14%","9,21%","34,90%","-5,06%","-7,60%","-8,89%","5,27%","-27,28%","-14,47%","12,17%","8,87%","7,08%","6,73%","4,80%"
Margem EBITDA *,"-0,81%","-8,31%","-2,19%","4,19%","4,66%","-3,90%","-5,05%","-5,39%","-10,85%","-6,54%","-9,51%","-3,29%","10,16%","-0,38%","5,93%","11,19%","8,27%"
Margem operacional,"-20,06%","-0,62%","-14,56%","3,94%","54,42%","22,90%","-21,59%","-19,60%","-12,98%","-11,26%","-50,00%","-26,96%","3,43%","-1,46%","-0,66%","-0,80%","-6,11%"
ROE,"-432,61%","125,53%","437,47%","-245,75%","-261,36%","-13,44%","18,64%","18,99%","-4,62%","14,60%","57,24%","81,40%","-50,14%","106,58%","-140,48%","-36,26%","-314,50%"
ROA,"-0,09","0,09","-0,08","0,09","0,58","0,14","-0,23","-0,18","0,04","-0,11","-0,38","-0,18","0,02","-0,08","-0,01","-0,00","-0,04"
ROIC,"-1,42%","6,51%","-4,35%","3,31%","9,17%","27,68%","-9,43%","-11,74%","-10,85%","0,72%","-32,27%","-19,80%","9,32%","4,03%","4,51%","4,71%","-1,46%"
ROIC *,"-3,05%","-6,76%","-3,69%","3,38%","3,64%","-5,99%","-9,41%","-9,27%","-12,47%","-8,11%","-15,49%","-8,66%","6,97%","-5,40%","2,94%","10,53%","1,87%"
Giro do ativo,"0,60","0,52","0,89","1,09","1,09","0,80","1,03","0,91","0,68","0,62","0,82","0,87","1,07","0,96","1,19","1,16","0,86"
EBIT *,-9 mi,-21 mi,-11 mi,8 mi,7 mi,-11 mi,-14 mi,-14 mi,-19 mi,-14 mi,-25 mi,-17 mi,13 mi,-11 mi,5 mi,18 mi,2 mi
EBITDA,3 mi,24 mi,-8 mi,12 mi,22 mi,51 mi,-10 mi,-13 mi,-11 mi,6 mi,-42 mi,-29 mi,27 mi,16 mi,16 mi,15 mi,7 mi
EBITDA *,-2 mi,-16 mi,-6 mi,12 mi,11 mi,-6 mi,-10 mi,-9 mi,-14 mi,-8 mi,-15 mi,-7 mi,23 mi,-1 mi,13 mi,25 mi,12 mi
Liquidez corrente,"0,76","0,88","1,01","1,05","0,91","0,37","0,25","0,32","0,30","0,25","0,29","0,48","0,72","0,83","1,11","1,21","1,17"
Liquidez seca,"0,55","0,66","0,72","0,74","0,58","0,20","0,14","0,17","0,19","0,17","0,16","0,29","0,45","0,54","0,82","0,95","0,89"
Liquidez imediata,"0,00","0,00","0,00","0,01","0,01","0,01","0,02","0,04","0,05","0,06","0,02","0,03","0,04","0,03","0,15","0,11","0,07"
Dívida bruta,111 mi,84 mi,80 mi,58 mi,56 mi,46 mi,78 mi,77 mi,71 mi,76 mi,78 mi,75 mi,76 mi,72 mi,59 mi,61 mi,46 mi
Dívida líquida,107 mi,66 mi,79 mi,57 mi,55 mi,45 mi,74 mi,70 mi,65 mi,68 mi,76 mi,72 mi,73 mi,70 mi,51 mi,52 mi,39 mi
Capital de giro,-38 mi,-19 mi,1 mi,5 mi,-9 mi,-78 mi,-122 mi,-94 mi,-84 mi,-106 mi,-83 mi,-48 mi,-21 mi,-10 mi,6 mi,11 mi,6 mi
Endividamento geral,"4.874,57%","1.244,82%","-5.275,10%","-2.836,80%","-550,65%","-199,38%","-182,69%","-204,73%","-229,73%","-235,14%","-250,12%","-545,74%","-2.349,90%","-1.482,07%","21.323,72%","8.916,14%","8.130,15%"
