Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-1,81","0,78","-0,45","0,83","0,25","0,51","-0,16","-0,26","0,79","-0,22","-0,06","-0,19","6,05","-1,30","-33,30","-340,65","-38,94"
P/VP,"7,84","0,98","-1,96","-2,42","-0,67","-0,07","-0,03","-0,05","-0,04","-0,03","-0,03","-0,16","-3,38","-1,35","57,70","176,11","122,47"
P/EBIT,"-12,57","1,32","-0,94","2,50","1,74","0,27","-0,47","-0,49","-0,32","3,95","-0,08","-0,21","1,71","2,57","3,98","30,60","-113,41"
P/EBIT *,"-5,85","-1,28","-1,11","2,45","4,38","-1,26","-0,47","-0,63","-0,28","-0,35","-0,16","-0,47","2,28","-1,91","6,12","13,67","88,54"
PSR,"0,26","0,14","0,04","0,07","0,13","0,09","0,04","0,05","0,04","0,04","0,03","0,04","0,14","0,10","0,13","1,10","1,73"
P/Ativos,"0,16","0,07","0,04","0,07","0,14","0,07","0,04","0,05","0,03","0,02","0,02","0,04","0,15","0,10","0,16","1,28","1,49"
LPA,"-13,88","15,98","-12,31","11,69","63,08","12,09","-19,00","-15,69","3,16","-10,22","-33,91","-20,01","2,50","-7,25","-0,45","-0,36","-3,31"
VPA,"3,21","12,73","-2,81","-3,99","-23,38","-89,14","-101,24","-82,24","-66,56","-69,72","-59,35","-24,48","-4,47","-6,97","0,26","0,69","1,05"
EBIT por ação,"-2,00","9,40","-5,85","3,86","8,95","22,67","-6,59","-8,31","-7,74","0,57","-25,18","-18,89","8,85","3,66","3,77","3,95","-1,14"
EBIT por ação *,"-4,30","-9,76","-4,98","3,94","3,55","-4,91","-6,58","-6,56","-8,90","-6,41","-12,09","-8,26","6,62","-4,91","2,45","8,85","1,46"
Ativo por ação,"159,68","171,15","145,65","130,10","108,77","89,35","84,35","86,92","87,23","95,07","89,94","109,90","103,31","96,91","95,67","94,72","86,62"
Receita líquida por ação,"96,00","88,19","130,27","142,38","118,65","71,07","87,05","79,20","59,07","59,12","73,72","95,07","111,00","92,61","113,72","109,79","74,63"
Margem bruta,"14,23%","8,71%","12,71%","15,98%","15,85%","11,17%","8,42%","8,47%","5,57%","8,68%","4,24%","12,85%","23,91%","15,82%","21,10%","25,41%","23,05%"
Margem líquida,"-14,47%","18,12%","-9,45%","8,20%","53,17%","17,00%","-21,84%","-19,90%","5,26%","-17,37%","-46,52%","-21,11%","2,07%","-8,07%","-0,55%","-0,35%","-4,44%"
