Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"22,10","18,29","8,50","29,36","-29,55","32,06","64,85","8,03",-,-,-,-,-,-,-,-,-,-
P/VP,"0,87","1,13","0,93","1,47","0,58","1,56","1,99","1,67",-,-,-,-,-,-,-,-,-,-
P/EBIT,"3,19","3,74","3,16","5,56","2,79","9,28","17,87","5,76",-,-,-,-,-,-,-,-,-,-
P/EBIT *,"2,86","3,63","3,35","5,57","2,92","9,73","17,99","5,86",-,-,-,-,-,-,-,-,-,-
PSR,"0,47","0,60","0,54","0,87","0,38","1,15","1,65","1,45",-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,27","0,33","0,29","0,48","0,19","0,51","0,69","0,94",-,-,-,-,-,-,-,-,-,-
LPA,"0,43","0,66","1,25","0,56","-0,21","0,58","0,36","2,36",-,-,-,-,-,-,-,-,-,-
VPA,"10,94","10,74","11,40","11,10","10,75","11,83","11,69","11,32",-,-,-,-,-,-,-,-,-,-
EBIT por ação,"3,00","3,24","3,35","2,94","2,25","1,99","1,30","3,28",-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"3,35","3,34","3,16","2,93","2,15","1,90","1,29","3,23",-,-,-,-,-,-,-,-,-,-
Ativo por ação,"35,44","36,19","36,26","33,89","33,02","36,11","33,80","20,11",-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"20,22","20,15","19,53","18,78","16,66","16,02","14,06","13,01",-,-,-,-,-,-,-,-,-,-
Margem bruta,"60,32%","60,50%","61,01%","59,65%","56,57%","54,40%","54,72%","57,34%","54,89%","47,41%","43,19%","43,35%","42,78%","40,12%","36,57%","33,34%","31,88%","30,97%"
Margem líquida,"2,11%","3,26%","6,38%","3,00%","-1,21%","3,60%","2,55%","18,12%","17,82%","12,57%","11,56%","15,02%","17,70%","14,14%","7,93%","6,11%","7,94%","6,28%"
Margem EBIT,"14,84%","16,07%","17,14%","15,63%","13,53%","12,45%","9,25%","25,25%","21,33%","16,09%","14,42%","15,98%","17,66%","14,36%","10,75%","7,04%","5,86%","5,28%"
Margem EBIT *,"16,55%","16,57%","16,21%","15,61%","12,93%","11,86%","9,19%","24,84%","22,63%","16,57%","14,47%","15,04%","16,90%","13,45%","9,46%","6,28%","4,83%","4,53%"
Margem EBITDA,"22,26%","30,84%","32,55%","30,89%","29,05%","27,91%","23,23%","35,37%","26,73%","21,83%","20,44%","21,56%","22,12%","18,24%","15,17%","10,71%","9,08%","9,27%"
Margem EBITDA *,"23,97%","31,34%","31,62%","30,87%","28,45%","27,33%","23,17%","34,97%","28,03%","22,32%","20,50%","20,62%","21,37%","17,33%","13,88%","9,96%","8,06%","8,52%"
Margem operacional,"1,49%","2,53%","5,65%","2,14%","-1,91%","2,52%","0,13%","18,45%","18,05%","12,79%","11,71%","14,90%","18,00%","14,83%","8,31%","6,55%","7,27%","6,77%"
ROE,"3,87%","6,07%","10,87%","5,06%","-1,87%","4,88%","3,06%","20,83%","24,89%","15,29%","15,12%","17,11%","17,79%","16,12%","15,51%","11,33%","13,77%","13,97%"
ROA,"0,01","0,02","0,03","0,02","-0,01","0,02","0,01","0,12","0,16","0,11","0,09","0,10","0,12","0,11","0,09","0,07","0,10","0,09"
ROIC,"9,79%","10,79%","10,63%","9,59%","7,68%","6,92%","4,83%","18,84%","24,29%","15,87%","12,51%","13,34%","15,45%","18,29%","13,98%","9,17%","9,58%","11,34%"
ROIC *,"10,92%","11,12%","10,05%","9,58%","7,35%","6,59%","4,80%","18,54%","25,77%","16,35%","12,55%","12,55%","14,78%","17,13%","12,30%","8,19%","7,91%","9,74%"
Giro do ativo,"0,57","0,56","0,54","0,55","0,50","0,44","0,42","0,65","0,88","0,84","0,77","0,68","0,68","0,81","1,12","1,07","1,26","1,47"
EBIT *,917 mi,914 mi,867 mi,803 mi,590 mi,520 mi,353 mi,885 mi,819 mi,559 mi,460 mi,440 mi,406 mi,232 mi,130 mi,72 mi,49 mi,45 mi
EBITDA,1.234 mi,1.702 mi,1.742 mi,1.589 mi,1.325 mi,1.225 mi,895 mi,1.260 mi,967 mi,737 mi,650 mi,632 mi,531 mi,315 mi,209 mi,123 mi,92 mi,93 mi
EBITDA *,1.328 mi,1.730 mi,1.692 mi,1.589 mi,1.298 mi,1.199 mi,892 mi,1.246 mi,1.014 mi,754 mi,652 mi,604 mi,513 mi,299 mi,192 mi,114 mi,81 mi,85 mi
Liquidez corrente,"1,47","1,41","1,75","1,47","1,90","1,59","2,12","2,19","1,20","1,97","1,55","2,07","3,70","4,38","2,64","3,66","2,80","2,15"
Liquidez seca,"1,47","1,41","1,75","1,47","1,90","1,59","2,12","2,19","1,20","1,97","1,55","2,07","3,70","4,38","2,64","3,66","2,80","2,15"
Liquidez imediata,"0,35","0,50","0,47","0,35","0,36","0,49","0,02","0,02","0,01","0,02","0,06","0,06","0,12","0,02","0,09","0,16","0,32","0,31"
Dívida bruta,5.369 mi,5.726 mi,5.605 mi,5.143 mi,5.040 mi,5.507 mi,4.855 mi,1.651 mi,817 mi,567 mi,1.022 mi,1.049 mi,589 mi,274 mi,279 mi,254 mi,9 mi,5 mi
Dívida líquida,4.288 mi,4.248 mi,4.559 mi,4.444 mi,4.254 mi,3.692 mi,3.221 mi,1.042 mi,-1 mi,42 mi,618 mi,355 mi,-126 mi,-465 mi,139 mi,84 mi,-156 mi,-196 mi
Capital de giro,750 mi,799 mi,1.080 mi,679 mi,992 mi,1.107 mi,1.443 mi,800 mi,261 mi,820 mi,516 mi,819 mi,1.076 mi,979 mi,317 mi,357 mi,250 mi,187 mi
Endividamento geral,"221,55%","234,20%","216,62%","203,81%","205,71%","205,34%","189,09%","77,69%","58,31%","44,79%","70,09%","66,41%","46,86%","40,92%","75,35%","72,67%","37,32%","51,80%"
