Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"6,17 B","5,57 B","5,49 B","4,58 B","4,21 B","4,15 B","3,98 B","3,63 B","3,51 B","3,44 B","3,25 B","3,08 B","2,92 B","2,82 B","2,81 B","2,66 B","2,61 B","2,69 B","2,46 B","2,33 B","2,18 B","2,08 B","2,11 B","2,12 B","2,22 B","2,24 B","1,86 B","1,95 B","1,86 B","1,84 B","1,96 B","2,14 B","2,16 B","2,19 B","2,17 B","2,29 B","2,29 B","2,29 B","2,55 B","2,58 B","2,47 B","2,42 B","2,63 B","2,52 B","2,41 B","2,40 B","2,32 B","2,33 B","2,34 B","2,22 B","2,19 B","2,28 B","2,05 B","2,03 B","2,13 B","2,29 B","2,16 B","2,01 B","1,93 B","1,97 B","1,95 B","1,66 B","959,99 M"
Ativo circulante,"3,43 B","2,96 B","2,71 B","2,31 B","2,04 B","1,94 B","1,85 B","1,66 B","1,53 B","1,39 B","1,17 B","1,15 B","1,12 B","1,06 B","1,02 B","1,00 B","1,05 B","1,22 B","1,10 B","992,36 M","918,02 M","880,47 M","959,28 M","1,07 B","1,20 B","1,18 B","925,43 M","865,04 M","1,00 B","936,98 M","974,07 M","1,00 B","1,12 B","1,22 B","1,15 B","1,14 B","1,22 B","1,37 B","1,34 B","1,41 B","1,35 B","1,37 B","1,49 B","1,45 B","1,42 B","1,43 B","1,35 B","1,41 B","1,33 B","1,34 B","1,44 B","1,46 B","1,30 B","1,30 B","1,42 B","1,52 B","1,37 B","1,29 B","1,18 B","1,07 B","1,33 B","1,30 B","679,22 M"
Caixa e eq. de caixa,"518,86 M","309,11 M","355,36 M","241,89 M","203,85 M","331,07 M","316,87 M","214,81 M","214,52 M","257,11 M","174,63 M","193,38 M","206,19 M","190,17 M","179,17 M","149,04 M","139,34 M","113,88 M","116,60 M","97,92 M","31,09 M","49,54 M","42,55 M","4,88 M","10,69 M","14,17 M","21,52 M","50,75 M","48,94 M","17,33 M","11,84 M","19,83 M","35,31 M","10,09 M","15,59 M","31,37 M","28,36 M","8,86 M","32,38 M","49,73 M","37,24 M","38,31 M","163,99 M","80,92 M","81,44 M","78,07 M","59,92 M","95,94 M","67,22 M","71,84 M","62,30 M","49,20 M","51,51 M","46,45 M","29,50 M","73,97 M","87,37 M","77,27 M","118,92 M","154,66 M","36,69 M","11,62 M","14,66 M"
Aplicações financeiras,"304,82 M","242,64 M","207,04 M","74,72 M","199,04 M","73,54 M","98,50 M","26,39 M","32,26 M","45,25 M","88,46 M","72,19 M","58,24 M","63,90 M","46,78 M","32,14 M","31,20 M","71,00 M","71,28 M","32,17 M","82,36 M","8,57 M","8,51 M","100,40 M","108,96 M","15,64 M","7,58 M","1,16 M","4,04 M","1,65 M","6,50 M","19,57 M","27,09 M","48,31 M","56,54 M","57,86 M","68,45 M","69,87 M","64,57 M","67,78 M","32,34 M","58,44 M","36,50 M","96,71 M","43,77 M","86,53 M","61,62 M","108,80 M","79,32 M","129,32 M","190,34 M","299,61 M","246,90 M","239,00 M","302,25 M","362,58 M","310,34 M","311,62 M","237,09 M","164,06 M","563,35 M","576,54 M","212,94 M"
Contas a receber,"1,52 B","1,38 B","1,02 B","910,10 M","809,00 M","659,96 M","665,31 M","554,83 M","466,35 M","370,71 M","358,39 M","343,00 M","360,68 M","315,91 M","283,63 M","302,68 M","290,18 M","308,80 M","286,34 M","269,98 M","209,80 M","224,84 M","277,49 M","290,75 M","318,27 M","354,58 M","350,49 M","400,36 M","515,01 M","432,79 M","446,45 M","500,13 M","580,30 M","561,77 M","490,45 M","412,30 M","466,96 M","601,52 M","574,08 M","604,40 M","585,22 M","544,45 M","512,75 M","546,17 M","551,09 M","517,17 M","489,35 M","520,73 M","519,80 M","523,82 M","579,13 M","543,49 M","525,24 M","540,43 M","466,22 M","428,36 M","376,71 M","379,12 M","348,02 M","348,06 M","379,24 M","335,64 M","68,13 M"
Estoques,"701,84 M","662,97 M","821,38 M","745,68 M","498,71 M","541,38 M","506,75 M","609,39 M","634,78 M","618,59 M","418,06 M","407,50 M","378,06 M","391,81 M","397,89 M","489,12 M","562,12 M","712,60 M","604,30 M","578,06 M","583,47 M","587,66 M","618,73 M","665,25 M","734,02 M","757,18 M","526,57 M","396,76 M","416,35 M","465,01 M","470,34 M","420,17 M","434,98 M","553,33 M","519,70 M","548,84 M","547,99 M","620,90 M","613,63 M","630,34 M","633,19 M","674,44 M","698,66 M","674,28 M","656,52 M","671,07 M","638,14 M","590,66 M","623,84 M","590,65 M","562,46 M","497,55 M","440,46 M","380,06 M","498,12 M","532,29 M","507,73 M","437,54 M","422,70 M","358,07 M","310,34 M","340,87 M","362,01 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ativo não circulante,"2,74 B","2,61 B","2,78 B","2,27 B","2,17 B","2,21 B","2,13 B","1,97 B","1,98 B","2,04 B","2,08 B","1,93 B","1,80 B","1,75 B","1,78 B","1,65 B","1,57 B","1,47 B","1,36 B","1,33 B","1,26 B","1,20 B","1,15 B","1,04 B","1,01 B","1,06 B","939,42 M","1,08 B","856,71 M","898,82 M","983,94 M","1,14 B","1,04 B","971,41 M","1,02 B","1,15 B","1,07 B","917,71 M","1,21 B","1,16 B","1,12 B","1,05 B","1,14 B","1,07 B","989,96 M","965,88 M","968,53 M","928,28 M","1,01 B","874,60 M","745,33 M","814,29 M","752,26 M","726,75 M","708,31 M","768,26 M","791,41 M","721,74 M","758,81 M","900,28 M","625,60 M","353,95 M","280,77 M"
Investimentos,"138,44 M","127,86 M","128,35 M","128,41 M","294,71 M","293,89 M","293,92 M","294,73 M","292,49 M","294,69 M","295,89 M","297,12 M","303,61 M","306,64 M","317,33 M","320,24 M","321,19 M","331,45 M","330,63 M","329,30 M","326,09 M","320,87 M","309,26 M","305,92 M","297,35 M","284,48 M","284,68 M","362,74 M","362,73 M","362,10 M","369,82 M","436,56 M","407,38 M","428,74 M","345,87 M","339,26 M","368,23 M","397,09 M","493,02 M","417,52 M","351,03 M","348,45 M","309,29 M","298,73 M","288,04 M","277,34 M","242,00 M","233,84 M","227,57 M","218,83 M","147,65 M","151,25 M","151,28 M","150,93 M","114,15 M","114,15 M","114,15 M","114,15 M","52,12 M","89,68 M","89,68 M","72,53 M",0
Imobilizado,"127,75 M","126,41 M","107,06 M","93,99 M","76,67 M","71,27 M","68,58 M","67,09 M","58,48 M","56,41 M","52,96 M","37,50 M","32,83 M","32,62 M","20,55 M","16,75 M","13,24 M","19,86 M","10,92 M","9,72 M","8,82 M","7,06 M","7,66 M","5,41 M","5,98 M","6,48 M","6,91 M","7,30 M","7,68 M","8,07 M","9,00 M","10,41 M","10,83 M","11,28 M","11,63 M","12,05 M","12,49 M","12,95 M","13,52 M","17,15 M","14,37 M","14,39 M","15,02 M","15,79 M","16,91 M","17,88 M","16,67 M","15,28 M","15,82 M","16,15 M","15,81 M","16,41 M","15,33 M","13,17 M","12,10 M","11,21 M","10,43 M","8,63 M","7,65 M","7,44 M","6,86 M","6,81 M","4,03 M"
Intangível,"3,30 M","3,64 M","3,98 M","4,32 M","4,65 M","4,55 M","4,61 M","3,70 M","3,63 M","2,70 M","2,78 M","2,62 M","2,76 M","2,65 M","8,99 M","8,37 M","7,73 M","119,00 Mil","8,64 M","7,44 M","7,86 M","6,78 M","7,97 M","1,47 M","2,32 M","2,80 M","3,77 M","4,79 M","5,81 M","3,79 M","5,19 M","6,83 M","9,19 M","9,80 M","23,42 M","24,14 M","25,62 M","26,59 M","27,79 M","29,29 M","30,33 M","30,70 M","7,03 M","6,68 M","6,47 M","5,66 M","5,40 M","5,68 M","5,27 M","5,50 M","5,91 M","6,31 M","6,59 M","6,46 M","6,30 M","5,92 M","5,75 M","5,37 M","4,84 M","3,80 M","2,50 M","370,00 Mil","250,00 Mil"
Passivo total,"6,17 B","5,57 B","5,49 B","4,58 B","4,21 B","4,15 B","3,98 B","3,63 B","3,51 B","3,44 B","3,25 B","3,08 B","2,92 B","2,82 B","2,81 B","2,66 B","2,61 B","2,69 B","2,46 B","2,33 B","2,18 B","2,08 B","2,11 B","2,12 B","2,22 B","2,24 B","1,86 B","1,95 B","1,86 B","1,84 B","1,96 B","2,14 B","2,16 B","2,19 B","2,17 B","2,29 B","2,29 B","2,29 B","2,55 B","2,58 B","2,47 B","2,42 B","2,63 B","2,52 B","2,41 B","2,40 B","2,32 B","2,33 B","2,34 B","2,22 B","2,19 B","2,28 B","2,05 B","2,03 B","2,13 B","2,29 B","2,16 B","2,01 B","1,93 B","1,97 B","1,95 B","1,66 B","959,99 M"
Passivo circulante,"1,23 B","1,36 B","930,37 M","908,66 M","779,11 M","787,22 M","682,26 M","713,98 M","671,71 M","584,35 M","435,88 M","416,97 M","387,69 M","382,84 M","409,59 M","395,00 M","476,78 M","663,33 M","570,05 M","451,25 M","450,70 M","416,19 M","411,95 M","485,35 M","456,12 M","1,24 B","1,24 B","1,39 B","1,40 B","1,38 B","1,36 B","1,36 B","1,41 B","1,02 B","812,91 M","774,44 M","889,13 M","963,53 M","791,36 M","882,59 M","800,75 M","770,22 M","559,64 M","485,87 M","449,71 M","496,05 M","413,90 M","503,93 M","474,81 M","525,61 M","690,71 M","715,03 M","512,16 M","519,32 M","627,96 M","794,44 M","635,99 M","615,12 M","525,64 M","490,19 M","416,35 M","296,55 M","226,11 M"
Fornecedores,"247,00 M","261,97 M","269,76 M","236,86 M","164,97 M","184,09 M","119,00 M","120,72 M","115,64 M","120,97 M","73,55 M","71,70 M","60,76 M","66,20 M","50,35 M","45,59 M","64,50 M","73,56 M","39,50 M","37,84 M","39,37 M","29,50 M","15,98 M","25,54 M","23,75 M","29,80 M","36,37 M","36,76 M","23,89 M","34,06 M","36,21 M","32,29 M","67,58 M","38,15 M","39,45 M","116,00 M","28,16 M","58,44 M","53,76 M","59,41 M","59,84 M","45,83 M","65,16 M","70,56 M","71,42 M","82,00 M","81,75 M","86,14 M","88,50 M","56,61 M","93,58 M","92,17 M","93,91 M","106,26 M","135,42 M","114,51 M","85,90 M","131,74 M","25,00 M","17,95 M","16,72 M","54,38 M","35,62 M"
Empréstimos e financ.,"136,53 M","160,86 M","34,80 M","35,50 M","12,61 M","171,00 Mil","3,67 M","78,92 M","105,03 M","93,05 M","32,40 M","26,44 M","9,87 M","17,72 M","12,85 M","30,36 M","35,15 M","85,19 M","94,27 M","51,66 M","63,09 M","63,33 M","90,61 M","136,49 M","113,31 M","850,08 M","1,02 B","1,09 B","1,13 B","1,12 B","1,12 B","1,10 B","1,12 B","767,20 M","664,34 M","531,68 M","729,86 M","796,83 M","613,27 M","709,65 M","631,10 M","617,08 M","367,96 M","306,71 M","266,47 M","316,47 M","213,29 M","275,69 M","173,33 M","264,11 M","395,36 M","436,65 M","295,63 M","277,75 M","158,49 M","218,72 M","166,40 M","170,42 M","187,38 M","120,12 M","104,47 M","84,71 M","40,04 M"
Passivo não circulante,"2,82 B","2,69 B","2,74 B","1,97 B","1,82 B","1,82 B","1,75 B","1,45 B","1,46 B","1,52 B","1,51 B","1,41 B","1,33 B","1,26 B","1,23 B","1,13 B","1,04 B","958,44 M","831,66 M","832,44 M","711,63 M","661,27 M","700,26 M","649,75 M","684,44 M","911,07 M","498,25 M","419,21 M","265,11 M","271,11 M","299,08 M","367,05 M","365,27 M","758,69 M","957,17 M","1,10 B","957,97 M","912,12 M","1,20 B","1,14 B","1,13 B","1,12 B","1,36 B","1,33 B","1,27 B","1,24 B","1,24 B","1,19 B","1,24 B","1,08 B","934,96 M","1,01 B","1,01 B","986,48 M","1,06 B","1,08 B","1,13 B","1,05 B","1,10 B","1,17 B","1,23 B","1,08 B","624,70 M"
Emprést. de longo prazo,"770,75 M","715,13 M","774,08 M","462,80 M","515,91 M","511,24 M","476,02 M","250,00 M","248,65 M","245,90 M","209,47 M","166,18 M","137,15 M","107,68 M","91,95 M","46,06 M","45,04 M","39,67 M","41,00 M","75,56 M","71,69 M","62,48 M","76,76 M","89,90 M","117,07 M","291,81 M","139,53 M","88,20 M","70,90 M","81,94 M","91,88 M","145,14 M","160,91 M","509,08 M","623,94 M","748,93 M","578,04 M","504,50 M","684,11 M","634,18 M","639,75 M","645,31 M","915,77 M","858,18 M","808,06 M","780,88 M","792,88 M","742,77 M","753,15 M","650,46 M","501,44 M","499,13 M","620,57 M","606,25 M","726,02 M","666,89 M","695,23 M","683,71 M","681,56 M","694,15 M","728,71 M","698,90 M","320,55 M"
Patrimônio líquido,"2,11 B","1,52 B","1,82 B","1,70 B","1,61 B","1,54 B","1,55 B","1,46 B","1,38 B","1,34 B","1,30 B","1,25 B","1,21 B","1,18 B","1,17 B","1,13 B","1,10 B","1,07 B","1,06 B","1,04 B","1,02 B","999,81 M","996,18 M","981,24 M","1,08 B","90,26 M","121,61 M","142,74 M","198,98 M","187,04 M","296,28 M","415,53 M","387,04 M","408,85 M","396,12 M","418,60 M","442,82 M","415,62 M","559,25 M","552,52 M","541,51 M","527,68 M","708,10 M","704,60 M","682,69 M","659,27 M","667,16 M","634,54 M","625,89 M","614,14 M","560,49 M","549,66 M","527,42 M","524,16 M","435,67 M","412,70 M","387,21 M","350,02 M","303,89 M","311,30 M","303,04 M","283,29 M","109,19 M"
Aos não controladores,"-2,47 M","-1,59 M","6,15 M","6,39 M","-4,03 M","-4,21 M","-4,12 M","-3,99 M","-3,94 M","-3,77 M","-3,80 M","-4,07 M","-3,98 M","-3,71 M","-3,35 M","-3,07 M","-2,90 M","-2,85 M","-2,48 M","-3,35 M","-4,07 M","-4,84 M","-5,71 M","-7,50 M","-1,07 M","8,82 M","6,53 M","7,66 M","9,90 M","16,86 M","46,97 M","47,17 M","49,10 M","51,22 M","60,24 M","58,58 M","46,81 M","53,18 M","73,56 M","70,72 M","75,91 M","68,03 M","82,18 M","95,20 M","82,00 M","74,13 M","70,00 M","63,87 M","65,51 M","62,97 M","42,26 M","43,46 M","41,33 M","55,23 M","5,30 M","3,34 M","1,90 M","-1,35 M","-20,66 M","-13,67 M","-7,65 M","-562,00 Mil","6,79 M"
