Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"138,37 B","141,99 B","137,44 B","137,82 B","135,35 B","137,51 B","134,86 B","138,37 B","131,28 B","130,95 B","133,96 B","127,04 B","131,53 B","136,10 B","137,19 B","134,00 B","48,56 B","48,00 B","47,11 B","43,71 B","41,71 B","39,51 B","38,29 B","36,77 B","34,88 B","31,57 B","31,41 B","28,63 B","27,90 B","26,50 B","33,46 B","32,61 B","23,45 B","21,30 B","19,94 B","20,80 B","20,32 B","20,26 B","21,23 B","20,41 B","20,34 B","20,60 B","24,06 B","22,76 B","22,00 B","20,19 B","20,17 B","18,44 B","18,16 B","17,83 B","17,95 B","25,89 B","25,76 B","25,59 B","24,33 B","23,51 B","23,71 B","23,82 B","24,17 B","23,17 B","22,40 B","22,60 B","12,25 B"
Ativo circulante,"51,97 B","54,39 B","51,98 B","53,15 B","50,05 B","54,93 B","54,57 B","57,03 B","52,44 B","52,10 B","54,07 B","43,94 B","46,77 B","50,60 B","51,06 B","48,27 B","21,18 B","19,51 B","25,49 B","22,11 B","18,89 B","18,42 B","16,58 B","15,38 B","14,16 B","14,42 B","14,52 B","12,28 B","12,07 B","11,76 B","18,65 B","18,17 B","15,12 B","9,74 B","8,64 B","9,52 B","9,33 B","9,30 B","10,22 B","9,03 B","9,40 B","9,84 B","13,07 B","11,79 B","9,08 B","8,37 B","9,37 B","8,11 B","7,81 B","7,49 B","8,12 B","16,22 B","10,40 B","10,23 B","9,43 B","8,80 B","9,31 B","9,36 B","9,81 B","9,96 B","9,21 B","9,40 B","5,82 B"
Caixa e eq. de caixa,"3,90 B","4,71 B","5,66 B","4,47 B","3,86 B","4,52 B","4,79 B","5,49 B","3,69 B","6,46 B","5,58 B","5,63 B","5,77 B","6,40 B","9,56 B","7,74 B","4,96 B","1,76 B","2,98 B","1,61 B","1,56 B","2,04 B","1,39 B","2,82 B","1,92 B","1,77 B","1,50 B","1,22 B","1,69 B","2,46 B","1,27 B","1,55 B","2,06 B","1,21 B","1,27 B","3,94 B","3,38 B","3,29 B","3,31 B","2,72 B","2,52 B","1,63 B","1,05 B","839,15 M","1,51 B","1,09 B","848,77 M","644,64 M","1,24 B","771,25 M","1,16 B","727,95 M","1,44 B","919,91 M","1,08 B","957,21 M","1,21 B","1,08 B","1,40 B","939,94 M","857,58 M","738,05 M","617,05 M"
Aplicações financeiras,"19,18 B","20,55 B","16,76 B","18,51 B","16,38 B","18,28 B","15,06 B","16,47 B","17,08 B","15,43 B","17,96 B","12,96 B","13,84 B","16,09 B","10,50 B","11,13 B","6,21 B","6,64 B","12,62 B","11,89 B","9,49 B","9,72 B","8,27 B","5,36 B","5,66 B","6,64 B","6,86 B","5,21 B","4,91 B","4,73 B","4,37 B","4,11 B","3,80 B","3,19 B","3,26 B","1,50 B","2,32 B","1,99 B","2,42 B","2,48 B","2,66 B","3,37 B","6,83 B","1,73 B","1,16 B","1,57 B","2,21 B","2,01 B","1,15 B","1,04 B","1,31 B","1,60 B","1,73 B","2,26 B","1,76 B","2,07 B","2,11 B","2,40 B","2,32 B","3,03 B","2,31 B","3,14 B","2,42 B"
Contas a receber,"5,86 B","6,94 B","6,79 B","6,98 B","7,92 B","9,18 B","7,91 B","8,82 B","6,74 B","7,21 B","6,59 B","5,77 B","6,10 B","6,73 B","7,45 B","6,53 B","2,52 B","3,84 B","3,21 B","3,21 B","2,72 B","2,51 B","2,51 B","2,85 B","2,45 B","2,02 B","1,67 B","1,68 B","1,47 B","1,24 B","1,44 B","1,51 B","507,52 M","925,00 M","624,64 M","652,62 M","388,13 M","790,47 M","990,23 M","979,47 M","902,75 M","1,00 B","1,02 B","1,02 B","1,95 B","1,62 B","1,64 B","1,65 B","1,69 B","1,95 B","1,79 B","1,61 B","1,86 B","1,79 B","1,41 B","1,11 B","1,33 B","1,30 B","1,31 B","1,31 B","1,39 B","1,36 B","797,33 M"
Estoques,"13,10 B","12,44 B","13,48 B","11,78 B","11,06 B","11,48 B","11,72 B","10,69 B","9,88 B","10,11 B","11,66 B","11,57 B","12,70 B","12,85 B","14,64 B","13,92 B","4,04 B","4,35 B","4,22 B","3,81 B","3,56 B","2,85 B","2,97 B","2,92 B","2,93 B","2,38 B","2,55 B","2,38 B","2,30 B","1,82 B","2,31 B","2,30 B","1,06 B","1,76 B","1,56 B","1,33 B","1,21 B","1,26 B","1,37 B","1,21 B","1,28 B","1,50 B","1,49 B","1,41 B","2,23 B","2,03 B","2,05 B","1,87 B","1,84 B","1,83 B","1,94 B","1,95 B","2,66 B","2,70 B","2,59 B","2,41 B","2,53 B","2,53 B","2,62 B","2,45 B","2,45 B","2,25 B","1,15 B"
Ativos biológicos,"3,79 B","3,44 B","3,80 B","4,05 B","3,72 B","2,93 B","2,75 B","2,81 B","2,88 B","2,76 B","2,74 B","3,03 B","3,10 B","3,20 B","3,04 B","3,15 B","62,27 M","64,16 M","24,65 M","26,85 M","26,91 M","36,92 M","58,18 M","53,60 M","41,42 M","29,14 M","20,88 M","23,61 M","11,97 M","16,57 M","14,62 M","8,47 M","4,43 M","119,62 M","118,56 M","118,31 M","114,79 M","112,45 M","123,94 M","140,96 M","147,16 M","160,17 M","227,36 M","232,79 M","361,81 M","352,20 M","441,02 M","386,17 M","402,47 M","350,11 M","443,17 M","423,41 M","928,55 M","943,83 M","915,19 M","767,98 M","697,95 M","711,17 M","784,57 M","730,53 M","733,45 M","693,04 M","205,50 M"
Ativo não circulante,"86,39 B","87,59 B","85,46 B","84,66 B","85,30 B","82,58 B","80,29 B","81,34 B","78,85 B","78,85 B","79,89 B","83,11 B","84,76 B","85,51 B","86,13 B","85,74 B","27,38 B","28,49 B","21,62 B","21,60 B","22,82 B","21,09 B","21,71 B","21,39 B","20,73 B","17,15 B","16,89 B","16,35 B","15,83 B","14,74 B","14,81 B","14,44 B","8,34 B","11,56 B","11,30 B","11,28 B","11,00 B","10,96 B","11,01 B","11,38 B","10,94 B","10,76 B","10,99 B","10,97 B","12,93 B","11,82 B","10,80 B","10,33 B","10,35 B","10,33 B","9,83 B","9,67 B","15,35 B","15,35 B","14,89 B","14,71 B","14,40 B","14,46 B","14,36 B","13,21 B","13,19 B","13,20 B","6,43 B"
Investimentos,"926,21 M","945,28 M","744,61 M","757,45 M","820,59 M","341,64 M","841,66 M","842,02 M","787,80 M","769,80 M","779,52 M","768,57 M","793,38 M","813,26 M","822,55 M","801,42 M","671,50 M","347,12 M","225,73 M","221,60 M","216,80 M","210,68 M","62,23 M","63,95 M","60,72 M","45,69 M","47,21 M","43,44 M","44,16 M","42,55 M","14,31 M","13,79 M","10,00 Mil","21,06 M","19,81 M","20,45 M","19,28 M","16,27 M","15,07 M","17,93 M","21,52 M","26,02 M","35,19 M","35,84 M","39,90 M","36,93 M","43,76 M","41,88 M","46,10 M","54,77 M","53,53 M","55,24 M","19,41 M","11,11 M","2,76 M","11,60 M","13,53 M","13,20 M","15,77 M","10,22 M","10,16 M","10,04 M","742,00 Mil"
Imobilizado,"48,93 B","49,48 B","48,05 B","47,82 B","48,59 B","47,08 B","46,03 B","46,61 B","46,21 B","46,14 B","46,96 B","49,51 B","50,49 B","50,90 B","51,01 B","50,59 B","9,16 B","9,79 B","9,08 B","8,34 B","8,72 B","8,06 B","8,16 B","7,81 B","7,37 B","6,44 B","6,49 B","6,30 B","6,02 B","5,23 B","5,08 B","4,93 B","3,22 B","4,49 B","4,28 B","4,17 B","4,04 B","4,06 B","4,02 B","3,97 B","4,19 B","4,37 B","4,46 B","4,33 B","5,52 B","5,10 B","4,92 B","4,77 B","4,78 B","4,87 B","4,66 B","4,54 B","7,91 B","8,01 B","7,68 B","7,62 B","7,24 B","7,32 B","7,28 B","6,92 B","7,00 B","6,96 B","3,79 B"
