Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"3,96","1,76","3,16","-2,08","1,44","1,47","-3,24","-0,39","-48,34","-0,30","-0,39","-0,22","-1,01","-47,75","-2,43","22,83","44,52"
P/VP,"3,68","38,17","-1,18","-0,28","-0,62","-0,62","-0,15","-0,08","-0,12","-0,14","-0,17","-0,35","-28,54","3,24","4,35","3,62","3,82"
P/EBIT,"3,02","2,49","1,97","2,38","1,23","1,41","1,16","0,44","0,57","-31,57","1,57","-0,51","3,84","3,26","-4,49","11,92","13,74"
P/EBIT *,"3,33","2,96","2,17","2,35","1,29","4,00","1,44","0,79","1,48","-11,83","1,95","-5,84","3,30","3,88","-5,98","15,88","15,68"
PSR,"0,37","0,30","0,20","0,07","0,15","0,31","0,12","0,06","0,08","0,09","0,07","0,07","0,11","0,34","0,48","1,09","1,19"
P/Ativos,"0,38","0,30","0,21","0,07","0,13","0,23","0,11","0,06","0,08","0,09","0,07","0,08","0,11","0,28","0,48","0,98","1,10"
LPA,"11,37","19,08","6,79","-3,41","9,26","12,97","-2,00","-8,49","-0,08","-15,56","-7,99","-17,41","-6,16","-0,40","-11,19","2,77","1,34"
VPA,"12,25","0,88","-18,20","-24,99","-21,59","-30,85","-43,93","-41,93","-33,55","-33,73","-18,67","-11,18","-0,22","5,86","6,26","17,44","15,67"
EBIT por ação,"14,94","13,52","10,91","2,98","10,82","13,52","5,59","7,44","7,18","-0,15","1,98","-7,59","1,62","5,83","-6,05","5,30","4,36"
EBIT por ação *,"13,53","11,38","9,90","3,03","10,34","4,75","4,51","4,19","2,77","-0,39","1,59","-0,67","1,88","4,90","-4,55","3,98","3,82"
Ativo por ação,"118,76","113,86","104,02","97,07","101,62","81,96","61,37","55,09","52,01","50,70","44,61","51,66","58,66","67,83","56,89","64,63","54,49"
Receita líquida por ação,"122,32","112,66","107,64","98,72","88,58","61,26","54,36","51,03","49,92","50,16","42,34","53,64","54,17","55,84","57,14","57,68","50,16"
Margem bruta,"45,33%","46,29%","42,78%","35,60%","40,55%","40,29%","40,44%","42,99%","39,77%","35,72%","39,30%","35,06%","35,58%","38,53%","24,04%","35,69%","32,02%"
Margem líquida,"9,29%","16,94%","6,31%","-3,45%","10,46%","21,18%","-3,69%","-16,64%","-0,17%","-31,03%","-18,87%","-32,46%","-11,37%","-0,71%","-19,58%","4,79%","2,68%"
Margem EBIT,"12,22%","12,01%","10,14%","3,02%","12,21%","22,07%","10,29%","14,57%","14,39%","-0,29%","4,68%","-14,14%","2,98%","10,44%","-10,59%","9,19%","8,69%"
Margem EBIT *,"11,06%","10,10%","9,20%","3,07%","11,68%","7,75%","8,29%","8,22%","5,55%","-0,78%","3,76%","-1,25%","3,47%","8,77%","-7,96%","6,89%","7,61%"
Margem EBITDA,"15,10%","14,76%","12,84%","5,64%","14,65%","25,09%","13,60%","17,32%","17,15%","2,06%","8,05%","-11,32%","5,46%","12,52%","-8,96%","10,75%","10,48%"
Margem EBITDA *,"13,95%","12,86%","11,91%","5,68%","14,11%","10,77%","11,61%","10,97%","8,31%","1,58%","7,13%","1,57%","5,95%","10,85%","-6,33%","8,45%","9,40%"
Margem operacional,"10,66%","11,26%","6,88%","-2,97%","9,99%","27,34%","-3,60%","-16,73%","-17,10%","-30,90%","-18,68%","-30,04%","-10,95%","0,07%","-19,00%","3,21%","3,00%"
ROE,"92,80%","2.165,09%","-37,33%","13,63%","-42,91%","-42,05%","4,56%","20,25%","0,25%","46,14%","42,79%","155,77%","2.835,61%","-6,79%","-178,88%","15,86%","8,58%"
ROA,"0,10","0,17","0,07","-0,04","0,09","0,16","-0,03","-0,15","-0,00","-0,31","-0,18","-0,34","-0,10","-0,01","-0,20","0,04","0,02"
ROIC,"16,18%","15,74%","13,68%","3,58%","12,22%","20,43%","10,44%","15,07%","15,21%","-0,31%","4,94%","-18,11%","3,09%","10,94%","-12,22%","9,05%","9,89%"
ROIC *,"14,65%","13,24%","12,41%","3,63%","11,68%","7,18%","8,41%","8,50%","5,86%","-0,84%","3,97%","-1,59%","3,59%","9,19%","-9,19%","6,79%","8,67%"
Giro do ativo,"1,03","0,99","1,03","1,02","0,87","0,75","0,89","0,93","0,96","0,99","0,95","1,04","0,92","0,82","1,00","0,89","0,92"
EBIT *,83 mi,70 mi,61 mi,18 mi,64 mi,29 mi,27 mi,26 mi,17 mi,-3 mi,9 mi,-5 mi,11 mi,30 mi,-29 mi,24 mi,23 mi
EBITDA,114 mi,103 mi,85 mi,34 mi,80 mi,95 mi,45 mi,54 mi,53 mi,6 mi,21 mi,-38 mi,18 mi,43 mi,-32 mi,38 mi,32 mi
EBITDA *,105 mi,89 mi,79 mi,34 mi,77 mi,40 mi,39 mi,34 mi,25 mi,4 mi,18 mi,5 mi,20 mi,37 mi,-23 mi,30 mi,29 mi
Liquidez corrente,"1,98","1,74","1,71","1,57","1,72","1,75","1,95","0,35","0,38","0,37","0,44","0,63","1,22","1,56","0,80","1,29","1,74"
Liquidez seca,"1,16","1,07","1,03","0,81","0,83","1,15","1,14","0,21","0,26","0,24","0,29","0,45","0,79","1,08","0,60","0,85","1,21"
Liquidez imediata,"0,06","0,04","0,02","0,02","0,02","0,05","0,07","0,00","0,00","0,00","0,01","0,11","0,06","0,37","0,08","0,05","0,01"
Dívida bruta,409 mi,439 mi,502 mi,561 mi,557 mi,533 mi,526 mi,488 mi,400 mi,345 mi,259 mi,272 mi,269 mi,281 mi,231 mi,192 mi,171 mi
Dívida líquida,343 mi,371 mi,446 mi,541 mi,545 mi,487 mi,507 mi,481 mi,395 mi,338 mi,249 mi,225 mi,259 mi,225 mi,214 mi,185 mi,134 mi
Capital de giro,243 mi,197 mi,186 mi,148 mi,187 mi,130 mi,111 mi,-369 mi,-301 mi,-297 mi,-192 mi,-123 mi,33 mi,83 mi,-45 mi,47 mi,85 mi
Endividamento geral,"869,54%","12.818,87%","-671,52%","-488,35%","-570,74%","-365,66%","-239,70%","-231,41%","-255,01%","-250,30%","-338,99%","-562,20%","-27.105,42%","1.057,35%","809,42%","270,54%","247,75%"
